"Step","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward__MAX"
"3000","-1254.9706903852023","-1254.9706903852023","-1254.9706903852023","-1024.3929834158841","-1024.3929834158841","-1024.3929834158841","-1100.6483228405418","-1100.6483228405418","-1100.6483228405418","-1037.2484550066104","-1037.2484550066104","-1037.2484550066104","-1234.8426986733948","-1234.8426986733948","-1234.8426986733948","-895.1932981868258","-895.1932981868258","-895.1932981868258","-1176.3124492111735","-1176.3124492111735","-1176.3124492111735","-892.8033760608589","-892.8033760608589","-892.8033760608589","-806.8640811214196","-806.8640811214196","-806.8640811214196","-964.3678154262667","-964.3678154262667","-964.3678154262667","-994.9340736390774","-994.9340736390774","-994.9340736390774","-1079.7383304149375","-1079.7383304149375","-1079.7383304149375","-868.3197768013606","-868.3197768013606","-868.3197768013606","-1169.5261047017534","-1169.5261047017534","-1169.5261047017534","-1075.43031267574","-1075.43031267574","-1075.43031267574","-966.2596660635397","-966.2596660635397","-966.2596660635397","-1072.9040263799277","-1072.9040263799277","-1072.9040263799277","-1081.889863872951","-1081.889863872951","-1081.889863872951","-497.5198466119135","-497.5198466119135","-497.5198466119135","-1017.5956283903743","-1017.5956283903743","-1017.5956283903743"
"3300","-1241.4107368661287","-1241.4107368661287","-1241.4107368661287","-712.5671632210235","-712.5671632210235","-712.5671632210235","-881.0821801392398","-881.0821801392398","-881.0821801392398","-802.1956988721146","-802.1956988721146","-802.1956988721146","-1009.6355179823025","-1009.6355179823025","-1009.6355179823025","-790.5236744220572","-790.5236744220572","-790.5236744220572","-732.1720054625772","-732.1720054625772","-732.1720054625772","-392.5950456330559","-392.5950456330559","-392.5950456330559","-795.0199153690071","-795.0199153690071","-795.0199153690071","-878.1470842935366","-878.1470842935366","-878.1470842935366","-370.9432613501522","-370.9432613501522","-370.9432613501522","-764.088768434294","-764.088768434294","-764.088768434294","-781.2145592033978","-781.2145592033978","-781.2145592033978","-1318.9106772293258","-1318.9106772293258","-1318.9106772293258","-1042.8043696554273","-1042.8043696554273","-1042.8043696554273","-679.3209200959227","-679.3209200959227","-679.3209200959227","-928.232154155796","-928.232154155796","-928.232154155796","-1497.2359383066275","-1497.2359383066275","-1497.2359383066275","-512.7989837421592","-512.7989837421592","-512.7989837421592","-822.166691243925","-822.166691243925","-822.166691243925"
"3600","-1494.99181357132","-1494.99181357132","-1494.99181357132","-512.2556576440116","-512.2556576440116","-512.2556576440116","-550.2777558280779","-550.2777558280779","-550.2777558280779","-570.7017930040472","-570.7017930040472","-570.7017930040472","-406.8895770139172","-406.8895770139172","-406.8895770139172","-189.76287524646256","-189.76287524646256","-189.76287524646256","-436.4482609385529","-436.4482609385529","-436.4482609385529","-691.1372739963194","-691.1372739963194","-691.1372739963194","-217.79868100391596","-217.79868100391596","-217.79868100391596","-742.857526650557","-742.857526650557","-742.857526650557","-261.87558993860205","-261.87558993860205","-261.87558993860205","-288.5019891303646","-288.5019891303646","-288.5019891303646","-577.300091850446","-577.300091850446","-577.300091850446","-993.94531329396","-993.94531329396","-993.94531329396","-518.1146734501197","-518.1146734501197","-518.1146734501197","-530.3570850988416","-530.3570850988416","-530.3570850988416","-931.5023085508022","-931.5023085508022","-931.5023085508022","-1326.9677142941634","-1326.9677142941634","-1326.9677142941634","-214.10124730095754","-214.10124730095754","-214.10124730095754","-208.78705082716334","-208.78705082716334","-208.78705082716334"
"3900","-1254.8002634589645","-1254.8002634589645","-1254.8002634589645","-361.1574384983636","-361.1574384983636","-361.1574384983636","-319.18395000084354","-319.18395000084354","-319.18395000084354","-687.2113459563438","-687.2113459563438","-687.2113459563438","-246.27127268104246","-246.27127268104246","-246.27127268104246","-155.95490464772308","-155.95490464772308","-155.95490464772308","-500.82695762585","-500.82695762585","-500.82695762585","-386.2802369357951","-386.2802369357951","-386.2802369357951","-208.96526429894016","-208.96526429894016","-208.96526429894016","-715.6468623907529","-715.6468623907529","-715.6468623907529","-230.9157633419431","-230.9157633419431","-230.9157633419431","-258.11470267356674","-258.11470267356674","-258.11470267356674","-465.34598899779587","-465.34598899779587","-465.34598899779587","-810.329116537206","-810.329116537206","-810.329116537206","-272.946358200929","-272.946358200929","-272.946358200929","-536.0069674469555","-536.0069674469555","-536.0069674469555","-526.0275333400197","-526.0275333400197","-526.0275333400197","-370.93362957390383","-370.93362957390383","-370.93362957390383","-205.57238594139523","-205.57238594139523","-205.57238594139523","-180.8479248864336","-180.8479248864336","-180.8479248864336"
"4200","-429.4591897071473","-429.4591897071473","-429.4591897071473","-654.3658893610976","-654.3658893610976","-654.3658893610976","-302.60076749836344","-302.60076749836344","-302.60076749836344","-912.3895676779746","-912.3895676779746","-912.3895676779746","-742.7885442333992","-742.7885442333992","-742.7885442333992","-150.55952818093678","-150.55952818093678","-150.55952818093678","-491.15540333532965","-491.15540333532965","-491.15540333532965","-109.33419729721959","-109.33419729721959","-109.33419729721959","-205.7228837617725","-205.7228837617725","-205.7228837617725","-637.27913277009","-637.27913277009","-637.27913277009","-154.32534892556947","-154.32534892556947","-154.32534892556947","-179.45871242177722","-179.45871242177722","-179.45871242177722","-390.1943365030582","-390.1943365030582","-390.1943365030582","-809.8282962855207","-809.8282962855207","-809.8282962855207","-289.33880395735844","-289.33880395735844","-289.33880395735844","-281.7421515196096","-281.7421515196096","-281.7421515196096","-205.5327434983035","-205.5327434983035","-205.5327434983035","-293.6147719442509","-293.6147719442509","-293.6147719442509","-478.17311191171973","-478.17311191171973","-478.17311191171973","-179.91620232272257","-179.91620232272257","-179.91620232272257"
"4500","-256.75866722848855","-256.75866722848855","-256.75866722848855","-1098.1495823904268","-1098.1495823904268","-1098.1495823904268","-267.3863048203955","-267.3863048203955","-267.3863048203955","-1176.5721907956533","-1176.5721907956533","-1176.5721907956533","-160.9582355059361","-160.9582355059361","-160.9582355059361","-148.74903022242785","-148.74903022242785","-148.74903022242785","-455.1849968970022","-455.1849968970022","-455.1849968970022","-106.8326403392884","-106.8326403392884","-106.8326403392884","-178.0765100498035","-178.0765100498035","-178.0765100498035","-143.11797097228958","-143.11797097228958","-143.11797097228958","-152.36838212973208","-152.36838212973208","-152.36838212973208","-175.48103657370592","-175.48103657370592","-175.48103657370592","-190.65136657781295","-190.65136657781295","-190.65136657781295","-723.8480695521646","-723.8480695521646","-723.8480695521646","-394.96836830651716","-394.96836830651716","-394.96836830651716","-125.8752046413523","-125.8752046413523","-125.8752046413523","-150.87172123440996","-150.87172123440996","-150.87172123440996","-177.42876413908385","-177.42876413908385","-177.42876413908385","-177.3933852364738","-177.3933852364738","-177.3933852364738","-152.15917285373706","-152.15917285373706","-152.15917285373706"
"4800","-151.55761523922735","-151.55761523922735","-151.55761523922735","-1052.1378900444547","-1052.1378900444547","-1052.1378900444547","-242.23529434088354","-242.23529434088354","-242.23529434088354","-217.61912001256755","-217.61912001256755","-217.61912001256755","-155.09666035926176","-155.09666035926176","-155.09666035926176","-147.7944236172597","-147.7944236172597","-147.7944236172597","-273.65474321704147","-273.65474321704147","-273.65474321704147","-104.58507429915066","-104.58507429915066","-104.58507429915066","-175.63680832078617","-175.63680832078617","-175.63680832078617","-344.8943211108111","-344.8943211108111","-344.8943211108111","-151.69027858390876","-151.69027858390876","-151.69027858390876","-174.52630101931715","-174.52630101931715","-174.52630101931715","-128.84994256390902","-128.84994256390902","-128.84994256390902","-663.434376439029","-663.434376439029","-663.434376439029","-369.09763460053694","-369.09763460053694","-369.09763460053694","-257.2659298098734","-257.2659298098734","-257.2659298098734","-152.6201735101942","-152.6201735101942","-152.6201735101942","-124.82983128194375","-124.82983128194375","-124.82983128194375","-178.27479177701213","-178.27479177701213","-178.27479177701213","-124.03935458338592","-124.03935458338592","-124.03935458338592"
"5100","-152.63358794053966","-152.63358794053966","-152.63358794053966","-1379.5566323665607","-1379.5566323665607","-1379.5566323665607","-233.33772503204062","-233.33772503204062","-233.33772503204062","-212.8725404840264","-212.8725404840264","-212.8725404840264","-149.83482233014018","-149.83482233014018","-149.83482233014018","-146.0966811450478","-146.0966811450478","-146.0966811450478","-192.89355015009556","-192.89355015009556","-192.89355015009556","-102.71750545688967","-102.71750545688967","-102.71750545688967","-172.56107194592968","-172.56107194592968","-172.56107194592968","-342.831072488278","-342.831072488278","-342.831072488278","-149.87111640597828","-149.87111640597828","-149.87111640597828","-172.23982227465345","-172.23982227465345","-172.23982227465345","-124.86882857214239","-124.86882857214239","-124.86882857214239","-595.9717721819117","-595.9717721819117","-595.9717721819117","-759.8165464509577","-759.8165464509577","-759.8165464509577","-330.3297424968048","-330.3297424968048","-330.3297424968048","-148.03868454272128","-148.03868454272128","-148.03868454272128","-123.95167372601152","-123.95167372601152","-123.95167372601152","-200.26845139026318","-200.26845139026318","-200.26845139026318","-123.33183734004317","-123.33183734004317","-123.33183734004317"
"5400","-154.03750707041982","-154.03750707041982","-154.03750707041982","-346.5075683929521","-346.5075683929521","-346.5075683929521","-226.17495233690664","-226.17495233690664","-226.17495233690664","-209.7314551970807","-209.7314551970807","-209.7314551970807","-145.94499164031706","-145.94499164031706","-145.94499164031706","-144.9198701416138","-144.9198701416138","-144.9198701416138","-193.82609308568803","-193.82609308568803","-193.82609308568803","-101.58531822266866","-101.58531822266866","-101.58531822266866","-172.03162943049682","-172.03162943049682","-172.03162943049682","-131.73521461573074","-131.73521461573074","-131.73521461573074","-371.3983812261082","-371.3983812261082","-371.3983812261082","-170.88759184163857","-170.88759184163857","-170.88759184163857","-122.76746751603994","-122.76746751603994","-122.76746751603994","-758.6299288386484","-758.6299288386484","-758.6299288386484","-876.9489663511525","-876.9489663511525","-876.9489663511525","-122.67075606173515","-122.67075606173515","-122.67075606173515","-310.4524625774824","-310.4524625774824","-310.4524625774824","-122.0148721417041","-122.0148721417041","-122.0148721417041","-173.86711526839957","-173.86711526839957","-173.86711526839957","-122.88592793905869","-122.88592793905869","-122.88592793905869"
"5700","-151.6233459819394","-151.6233459819394","-151.6233459819394","-398.6252447644754","-398.6252447644754","-398.6252447644754","-224.42297518409728","-224.42297518409728","-224.42297518409728","-209.397657391372","-209.397657391372","-209.397657391372","-144.80730404264733","-144.80730404264733","-144.80730404264733","-144.69393013862853","-144.69393013862853","-144.69393013862853","-193.835198847888","-193.835198847888","-193.835198847888","-101.00284055993852","-101.00284055993852","-101.00284055993852","-170.4907577274666","-170.4907577274666","-170.4907577274666","-128.42971424929902","-128.42971424929902","-128.42971424929902","-150.43433690367632","-150.43433690367632","-150.43433690367632","-634.5946592346216","-634.5946592346216","-634.5946592346216","-122.43938008427298","-122.43938008427298","-122.43938008427298","-212.99798062757273","-212.99798062757273","-212.99798062757273","-732.2700695848473","-732.2700695848473","-732.2700695848473","-121.65545781474289","-121.65545781474289","-121.65545781474289","-541.7628131676049","-541.7628131676049","-541.7628131676049","-121.16727138385832","-121.16727138385832","-121.16727138385832","-172.38182832190267","-172.38182832190267","-172.38182832190267","-122.50580913391619","-122.50580913391619","-122.50580913391619"
"6000","-151.99174831938993","-151.99174831938993","-151.99174831938993","-372.3005896166874","-372.3005896166874","-372.3005896166874","-601.398029906702","-601.398029906702","-601.398029906702","-208.56218059425845","-208.56218059425845","-208.56218059425845","-144.76794021541542","-144.76794021541542","-144.76794021541542","-143.96369018666763","-143.96369018666763","-143.96369018666763","-768.1027786061624","-768.1027786061624","-768.1027786061624","-102.18374380556939","-102.18374380556939","-102.18374380556939","-169.55742003360984","-169.55742003360984","-169.55742003360984","-126.11147300342358","-126.11147300342358","-126.11147300342358","-441.8101565634135","-441.8101565634135","-441.8101565634135","-169.8295546002045","-169.8295546002045","-169.8295546002045","-123.16118719885064","-123.16118719885064","-123.16118719885064","-206.31470070697387","-206.31470070697387","-206.31470070697387","-176.68812930107327","-176.68812930107327","-176.68812930107327","-263.08905557556693","-263.08905557556693","-263.08905557556693","-576.7350084798583","-576.7350084798583","-576.7350084798583","-121.12957767030846","-121.12957767030846","-121.12957767030846","-593.3814256408263","-593.3814256408263","-593.3814256408263","-122.18235072451526","-122.18235072451526","-122.18235072451526"
"6300","-152.20142796911483","-152.20142796911483","-152.20142796911483","-213.18080374476835","-213.18080374476835","-213.18080374476835","-630.1849665876756","-630.1849665876756","-630.1849665876756","-209.23944783280348","-209.23944783280348","-209.23944783280348","-145.73841012288096","-145.73841012288096","-145.73841012288096","-144.5167508786464","-144.5167508786464","-144.5167508786464","-792.1971939616033","-792.1971939616033","-792.1971939616033","-100.95935268026649","-100.95935268026649","-100.95935268026649","-170.15435721990758","-170.15435721990758","-170.15435721990758","-126.12064761031463","-126.12064761031463","-126.12064761031463","-871.6922907139408","-871.6922907139408","-871.6922907139408","-170.9243555296277","-170.9243555296277","-170.9243555296277","-123.09311746110889","-123.09311746110889","-123.09311746110889","-199.74068255851233","-199.74068255851233","-199.74068255851233","-356.8007643152138","-356.8007643152138","-356.8007643152138","-121.04947360594242","-121.04947360594242","-121.04947360594242","-699.6017187363249","-699.6017187363249","-699.6017187363249","-120.51216873777318","-120.51216873777318","-120.51216873777318","-388.2197763289941","-388.2197763289941","-388.2197763289941","-121.79659459765688","-121.79659459765688","-121.79659459765688"
"6600","-148.1354382461859","-148.1354382461859","-148.1354382461859","-213.80961217286503","-213.80961217286503","-213.80961217286503","-665.4715551762122","-665.4715551762122","-665.4715551762122","-210.8208488217925","-210.8208488217925","-210.8208488217925","-147.68119419837166","-147.68119419837166","-147.68119419837166","-145.34572165686728","-145.34572165686728","-145.34572165686728","-795.6216834006564","-795.6216834006564","-795.6216834006564","-99.21513986723686","-99.21513986723686","-99.21513986723686","-169.23631181239827","-169.23631181239827","-169.23631181239827","-127.49295610531674","-127.49295610531674","-127.49295610531674","-1407.8580234176316","-1407.8580234176316","-1407.8580234176316","-223.06935058210996","-223.06935058210996","-223.06935058210996","-123.73905932904033","-123.73905932904033","-123.73905932904033","-197.46091921854944","-197.46091921854944","-197.46091921854944","-169.50855884546755","-169.50855884546755","-169.50855884546755","-120.39596633048231","-120.39596633048231","-120.39596633048231","-723.8016178652133","-723.8016178652133","-723.8016178652133","-121.77208580010804","-121.77208580010804","-121.77208580010804","-705.8126233910534","-705.8126233910534","-705.8126233910534","-121.6279793536875","-121.6279793536875","-121.6279793536875"
"6900","-150.19286103752418","-150.19286103752418","-150.19286103752418","-215.62059332041608","-215.62059332041608","-215.62059332041608","-568.5654683797864","-568.5654683797864","-568.5654683797864","-211.9195981315699","-211.9195981315699","-211.9195981315699","-148.8939962819289","-148.8939962819289","-148.8939962819289","-144.39205854951118","-144.39205854951118","-144.39205854951118","-796.1188051618309","-796.1188051618309","-796.1188051618309","-99.83004924469171","-99.83004924469171","-99.83004924469171","-169.7805002723546","-169.7805002723546","-169.7805002723546","-135.4895236780024","-135.4895236780024","-135.4895236780024","-1445.945953057896","-1445.945953057896","-1445.945953057896","-222.7820305920356","-222.7820305920356","-222.7820305920356","-126.67879678178824","-126.67879678178824","-126.67879678178824","-203.80411347886235","-203.80411347886235","-203.80411347886235","-167.8299159004411","-167.8299159004411","-167.8299159004411","-120.65861038151372","-120.65861038151372","-120.65861038151372","-723.2710137077445","-723.2710137077445","-723.2710137077445","-120.23305576050036","-120.23305576050036","-120.23305576050036","-307.795784535127","-307.795784535127","-307.795784535127","-121.62065677757889","-121.62065677757889","-121.62065677757889"
"7200","-147.1450680685409","-147.1450680685409","-147.1450680685409","-216.11319120474087","-216.11319120474087","-216.11319120474087","-227.82438545228973","-227.82438545228973","-227.82438545228973","-212.17669148589457","-212.17669148589457","-212.17669148589457","-149.03385261744947","-149.03385261744947","-149.03385261744947","-144.1818570308018","-144.1818570308018","-144.1818570308018","-195.98546193269462","-195.98546193269462","-195.98546193269462","-99.33805875653191","-99.33805875653191","-99.33805875653191","-221.43418242484495","-221.43418242484495","-221.43418242484495","-136.35395845843053","-136.35395845843053","-136.35395845843053","-766.326321369701","-766.326321369701","-766.326321369701","-251.83469693940097","-251.83469693940097","-251.83469693940097","-124.38697737246089","-124.38697737246089","-124.38697737246089","-207.3727780656446","-207.3727780656446","-207.3727780656446","-168.72337160635067","-168.72337160635067","-168.72337160635067","-121.75957841724369","-121.75957841724369","-121.75957841724369","-142.20535448484824","-142.20535448484824","-142.20535448484824","-120.4454094666711","-120.4454094666711","-120.4454094666711","-278.9752160809877","-278.9752160809877","-278.9752160809877","-121.53232251381219","-121.53232251381219","-121.53232251381219"
"7500","-146.69629021766772","-146.69629021766772","-146.69629021766772","-192.46795449654016","-192.46795449654016","-192.46795449654016","-235.67808511661673","-235.67808511661673","-235.67808511661673","-214.1103178556961","-214.1103178556961","-214.1103178556961","-148.86644311035315","-148.86644311035315","-148.86644311035315","-143.86362908565243","-143.86362908565243","-143.86362908565243","-194.3132228489536","-194.3132228489536","-194.3132228489536","-100.10969822193734","-100.10969822193734","-100.10969822193734","-567.5387694649024","-567.5387694649024","-567.5387694649024","-135.98831135595282","-135.98831135595282","-135.98831135595282","-172.63226250771973","-172.63226250771973","-172.63226250771973","-491.67318393704375","-491.67318393704375","-491.67318393704375","-124.44364402460148","-124.44364402460148","-124.44364402460148","-206.63448814517005","-206.63448814517005","-206.63448814517005","-168.81844101551425","-168.81844101551425","-168.81844101551425","-120.44185765498798","-120.44185765498798","-120.44185765498798","-141.52296670354286","-141.52296670354286","-141.52296670354286","-122.33705691542511","-122.33705691542511","-122.33705691542511","-173.00424821010603","-173.00424821010603","-173.00424821010603","-121.33872850291155","-121.33872850291155","-121.33872850291155"
"7800","-147.33379705743332","-147.33379705743332","-147.33379705743332","-193.44770000840222","-193.44770000840222","-193.44770000840222","-237.3248320225097","-237.3248320225097","-237.3248320225097","-211.98607126602397","-211.98607126602397","-211.98607126602397","-148.35053363266132","-148.35053363266132","-148.35053363266132","-143.31408756178288","-143.31408756178288","-143.31408756178288","-193.60843203546685","-193.60843203546685","-193.60843203546685","-99.77303797688468","-99.77303797688468","-99.77303797688468","-794.4957720823619","-794.4957720823619","-794.4957720823619","-134.7293349563444","-134.7293349563444","-134.7293349563444","-144.73597550453482","-144.73597550453482","-144.73597550453482","-382.8404521422086","-382.8404521422086","-382.8404521422086","-124.69044785103912","-124.69044785103912","-124.69044785103912","-205.6250116328315","-205.6250116328315","-205.6250116328315","-169.55880863577175","-169.55880863577175","-169.55880863577175","-121.70774437558694","-121.70774437558694","-121.70774437558694","-141.04879023524526","-141.04879023524526","-141.04879023524526","-121.90058619856305","-121.90058619856305","-121.90058619856305","-172.0323323426984","-172.0323323426984","-172.0323323426984","-121.16760230103561","-121.16760230103561","-121.16760230103561"
"8100","-146.5854251664245","-146.5854251664245","-146.5854251664245","-193.5716013267193","-193.5716013267193","-193.5716013267193","-232.14006935668016","-232.14006935668016","-232.14006935668016","-211.71126084646576","-211.71126084646576","-211.71126084646576","-148.13433246410628","-148.13433246410628","-148.13433246410628","-143.0223002772989","-143.0223002772989","-143.0223002772989","-193.77025526508675","-193.77025526508675","-193.77025526508675","-100.05851103683186","-100.05851103683186","-100.05851103683186","-926.9339132568523","-926.9339132568523","-926.9339132568523","-133.9820227895085","-133.9820227895085","-133.9820227895085","-171.41847072900788","-171.41847072900788","-171.41847072900788","-514.8679226767781","-514.8679226767781","-514.8679226767781","-124.81579201240729","-124.81579201240729","-124.81579201240729","-206.34234163645883","-206.34234163645883","-206.34234163645883","-170.62782733282057","-170.62782733282057","-170.62782733282057","-120.58747359827785","-120.58747359827785","-120.58747359827785","-141.6360060735562","-141.6360060735562","-141.6360060735562","-121.86392934781252","-121.86392934781252","-121.86392934781252","-170.74576410167444","-170.74576410167444","-170.74576410167444","-121.42138754255097","-121.42138754255097","-121.42138754255097"
"8400","-145.45788647763192","-145.45788647763192","-145.45788647763192","-194.2232391655088","-194.2232391655088","-194.2232391655088","-230.74980250468184","-230.74980250468184","-230.74980250468184","-210.57850646921216","-210.57850646921216","-210.57850646921216","-147.17720079043139","-147.17720079043139","-147.17720079043139","-142.2150696114275","-142.2150696114275","-142.2150696114275","-193.80501635736792","-193.80501635736792","-193.80501635736792","-98.8887921568112","-98.8887921568112","-98.8887921568112","-485.4649327156233","-485.4649327156233","-485.4649327156233","-135.32056536435186","-135.32056536435186","-135.32056536435186","-146.01800944099034","-146.01800944099034","-146.01800944099034","-328.6492010551615","-328.6492010551615","-328.6492010551615","-124.50983994984028","-124.50983994984028","-124.50983994984028","-206.9476963350923","-206.9476963350923","-206.9476963350923","-171.64110470298823","-171.64110470298823","-171.64110470298823","-120.71392561198684","-120.71392561198684","-120.71392561198684","-142.28131223452777","-142.28131223452777","-142.28131223452777","-120.60759636711396","-120.60759636711396","-120.60759636711396","-171.54377123706416","-171.54377123706416","-171.54377123706416","-121.26223223260736","-121.26223223260736","-121.26223223260736"
"8700","-145.61188645831925","-145.61188645831925","-145.61188645831925","-193.76069483760926","-193.76069483760926","-193.76069483760926","-233.3332198819283","-233.3332198819283","-233.3332198819283","-211.45124141054785","-211.45124141054785","-211.45124141054785","-147.95563843730355","-147.95563843730355","-147.95563843730355","-142.69193612373465","-142.69193612373465","-142.69193612373465","-193.40395691126645","-193.40395691126645","-193.40395691126645","-99.02661083021933","-99.02661083021933","-99.02661083021933","-168.70611218998926","-168.70611218998926","-168.70611218998926","-135.65260912084312","-135.65260912084312","-135.65260912084312","-305.1309889406413","-305.1309889406413","-305.1309889406413","-522.8762369798881","-522.8762369798881","-522.8762369798881","-123.76750510350423","-123.76750510350423","-123.76750510350423","-206.35166057947376","-206.35166057947376","-206.35166057947376","-170.9269123508203","-170.9269123508203","-170.9269123508203","-120.49902911108306","-120.49902911108306","-120.49902911108306","-141.9321619685516","-141.9321619685516","-141.9321619685516","-119.54341134944676","-119.54341134944676","-119.54341134944676","-172.26678586620392","-172.26678586620392","-172.26678586620392","-121.05213433044553","-121.05213433044553","-121.05213433044553"
"9000","-146.95218238316542","-146.95218238316542","-146.95218238316542","-194.84820962107045","-194.84820962107045","-194.84820962107045","-230.39943392487913","-230.39943392487913","-230.39943392487913","-214.97823797386155","-214.97823797386155","-214.97823797386155","-144.4871798417057","-144.4871798417057","-144.4871798417057","-142.13072736087696","-142.13072736087696","-142.13072736087696","-193.42309355712655","-193.42309355712655","-193.42309355712655","-98.55231453945241","-98.55231453945241","-98.55231453945241","-167.88565073836475","-167.88565073836475","-167.88565073836475","-134.85586274914863","-134.85586274914863","-134.85586274914863","-430.31243244632526","-430.31243244632526","-430.31243244632526","-541.21316994517","-541.21316994517","-541.21316994517","-124.78636504852727","-124.78636504852727","-124.78636504852727","-206.64766680699512","-206.64766680699512","-206.64766680699512","-170.41274672890177","-170.41274672890177","-170.41274672890177","-122.0317939294795","-122.0317939294795","-122.0317939294795","-141.85273075323173","-141.85273075323173","-141.85273075323173","-119.48150355460966","-119.48150355460966","-119.48150355460966","-174.14044729137146","-174.14044729137146","-174.14044729137146","-121.25253575738728","-121.25253575738728","-121.25253575738728"
