"Step","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward__MAX"
"9300","-144.92169053385933","-144.92169053385933","-144.92169053385933","-193.11119386127223","-193.11119386127223","-193.11119386127223","-232.78089906022188","-232.78089906022188","-232.78089906022188","-213.90268133384538","-213.90268133384538","-213.90268133384538","-144.58809679578582","-144.58809679578582","-144.58809679578582","-141.97579613549095","-141.97579613549095","-141.97579613549095","-193.66159378436828","-193.66159378436828","-193.66159378436828","-98.33256485723803","-98.33256485723803","-98.33256485723803","-167.87415911542215","-167.87415911542215","-167.87415911542215","-136.831288125288","-136.831288125288","-136.831288125288","-429.69752693513476","-429.69752693513476","-429.69752693513476","-170.54103331013593","-170.54103331013593","-170.54103331013593","-123.92058826872555","-123.92058826872555","-123.92058826872555","-207.86413407862045","-207.86413407862045","-207.86413407862045","-170.03171601127687","-170.03171601127687","-170.03171601127687","-127.62555996546382","-127.62555996546382","-127.62555996546382","-142.71960991013378","-142.71960991013378","-142.71960991013378","-119.44145223280066","-119.44145223280066","-119.44145223280066","-197.62418596401062","-197.62418596401062","-197.62418596401062","-121.30249664464516","-121.30249664464516","-121.30249664464516"
"9600","-145.51499142511017","-145.51499142511017","-145.51499142511017","-193.065806062533","-193.065806062533","-193.065806062533","-230.52024543424076","-230.52024543424076","-230.52024543424076","-212.3904146861136","-212.3904146861136","-212.3904146861136","-147.24340222074858","-147.24340222074858","-147.24340222074858","-141.53559276923062","-141.53559276923062","-141.53559276923062","-193.26729496700966","-193.26729496700966","-193.26729496700966","-98.44031686575242","-98.44031686575242","-98.44031686575242","-167.63138760454802","-167.63138760454802","-167.63138760454802","-135.96602197159592","-135.96602197159592","-135.96602197159592","-145.61707220355635","-145.61707220355635","-145.61707220355635","-169.9986352657138","-169.9986352657138","-169.9986352657138","-124.32369868632725","-124.32369868632725","-124.32369868632725","-207.50697557423683","-207.50697557423683","-207.50697557423683","-168.85292651248457","-168.85292651248457","-168.85292651248457","-127.39143547540834","-127.39143547540834","-127.39143547540834","-142.24707661969273","-142.24707661969273","-142.24707661969273","-119.19516259225588","-119.19516259225588","-119.19516259225588","-194.98803999933324","-194.98803999933324","-194.98803999933324","-121.32405860421552","-121.32405860421552","-121.32405860421552"
"9900","-167.08147692096927","-167.08147692096927","-167.08147692096927","-191.98494944288976","-191.98494944288976","-191.98494944288976","-246.00363788698843","-246.00363788698843","-246.00363788698843","-214.18496801188002","-214.18496801188002","-214.18496801188002","-146.371938012971","-146.371938012971","-146.371938012971","-141.57506259469096","-141.57506259469096","-141.57506259469096","-195.2995712436117","-195.2995712436117","-195.2995712436117","-98.8368438247957","-98.8368438247957","-98.8368438247957","-168.0798645964817","-168.0798645964817","-168.0798645964817","-136.15204054300347","-136.15204054300347","-136.15204054300347","-145.2782064426023","-145.2782064426023","-145.2782064426023","-170.1624951048425","-170.1624951048425","-170.1624951048425","-123.08618362279465","-123.08618362279465","-123.08618362279465","-207.3029669611154","-207.3029669611154","-207.3029669611154","-169.3371130103405","-169.3371130103405","-169.3371130103405","-202.203169546146","-202.203169546146","-202.203169546146","-142.17271724106584","-142.17271724106584","-142.17271724106584","-119.1988696633745","-119.1988696633745","-119.1988696633745","-230.8047132923864","-230.8047132923864","-230.8047132923864","-121.08980389707014","-121.08980389707014","-121.08980389707014"
"10200","-167.93084556099242","-167.93084556099242","-167.93084556099242","-192.7192110574863","-192.7192110574863","-192.7192110574863","-245.1613316632109","-245.1613316632109","-245.1613316632109","-212.0073094137775","-212.0073094137775","-212.0073094137775","-147.2818137569885","-147.2818137569885","-147.2818137569885","-142.08953162176476","-142.08953162176476","-142.08953162176476","-193.22817901217942","-193.22817901217942","-193.22817901217942","-98.69383708357088","-98.69383708357088","-98.69383708357088","-170.1190191767087","-170.1190191767087","-170.1190191767087","-136.61417745396506","-136.61417745396506","-136.61417745396506","-730.0199352713852","-730.0199352713852","-730.0199352713852","-169.9310469204626","-169.9310469204626","-169.9310469204626","-122.11697070771024","-122.11697070771024","-122.11697070771024","-207.68955376054595","-207.68955376054595","-207.68955376054595","-168.8090751950167","-168.8090751950167","-168.8090751950167","-122.26333963525349","-122.26333963525349","-122.26333963525349","-141.68624676033852","-141.68624676033852","-141.68624676033852","-119.23499185997939","-119.23499185997939","-119.23499185997939","-186.85906913974318","-186.85906913974318","-186.85906913974318","-121.72742565127426","-121.72742565127426","-121.72742565127426"
"10500","-142.08662805492648","-142.08662805492648","-142.08662805492648","-191.76892923702766","-191.76892923702766","-191.76892923702766","-244.4369504255008","-244.4369504255008","-244.4369504255008","-216.00396045660918","-216.00396045660918","-216.00396045660918","-147.1892039848411","-147.1892039848411","-147.1892039848411","-142.49405643197227","-142.49405643197227","-142.49405643197227","-192.97653855394472","-192.97653855394472","-192.97653855394472","-98.78199482093956","-98.78199482093956","-98.78199482093956","-169.76459805492067","-169.76459805492067","-169.76459805492067","-135.29693018691952","-135.29693018691952","-135.29693018691952","-1002.0525526011512","-1002.0525526011512","-1002.0525526011512","-170.4635888202962","-170.4635888202962","-170.4635888202962","-121.60630694585197","-121.60630694585197","-121.60630694585197","-206.79949508740327","-206.79949508740327","-206.79949508740327","-169.91571876864717","-169.91571876864717","-169.91571876864717","-149.46419532349887","-149.46419532349887","-149.46419532349887","-141.46466869564324","-141.46466869564324","-141.46466869564324","-119.33059673974424","-119.33059673974424","-119.33059673974424","-180.16351662694083","-180.16351662694083","-180.16351662694083","-121.46642764826724","-121.46642764826724","-121.46642764826724"
"10800","-143.71032579719804","-143.71032579719804","-143.71032579719804","-191.08591412245764","-191.08591412245764","-191.08591412245764","-239.5750358150977","-239.5750358150977","-239.5750358150977","-213.20835106087526","-213.20835106087526","-213.20835106087526","-146.56153529985863","-146.56153529985863","-146.56153529985863","-143.1233091377759","-143.1233091377759","-143.1233091377759","-192.17101108260513","-192.17101108260513","-192.17101108260513","-98.1561381627827","-98.1561381627827","-98.1561381627827","-169.23507500483407","-169.23507500483407","-169.23507500483407","-136.6905082407336","-136.6905082407336","-136.6905082407336","-988.4909203752138","-988.4909203752138","-988.4909203752138","-170.9276974910188","-170.9276974910188","-170.9276974910188","-121.47151162682766","-121.47151162682766","-121.47151162682766","-206.08756772899332","-206.08756772899332","-206.08756772899332","-170.25880442448198","-170.25880442448198","-170.25880442448198","-122.20474242644795","-122.20474242644795","-122.20474242644795","-141.40276733001582","-141.40276733001582","-141.40276733001582","-119.53184744044631","-119.53184744044631","-119.53184744044631","-182.12888749637068","-182.12888749637068","-182.12888749637068","-121.60905255726036","-121.60905255726036","-121.60905255726036"
"11100","-144.56517948944838","-144.56517948944838","-144.56517948944838","-190.12883750239718","-190.12883750239718","-190.12883750239718","-238.90642824651326","-238.90642824651326","-238.90642824651326","-213.9655306148837","-213.9655306148837","-213.9655306148837","-147.10411332222415","-147.10411332222415","-147.10411332222415","-142.9423589653147","-142.9423589653147","-142.9423589653147","-191.9148135128668","-191.9148135128668","-191.9148135128668","-98.70132592554214","-98.70132592554214","-98.70132592554214","-169.34370119941005","-169.34370119941005","-169.34370119941005","-135.02034961996213","-135.02034961996213","-135.02034961996213","-146.30901278094595","-146.30901278094595","-146.30901278094595","-171.2382227143348","-171.2382227143348","-171.2382227143348","-121.62379731428993","-121.62379731428993","-121.62379731428993","-206.26772408179377","-206.26772408179377","-206.26772408179377","-170.69185041746087","-170.69185041746087","-170.69185041746087","-122.37189486344587","-122.37189486344587","-122.37189486344587","-141.42979455709602","-141.42979455709602","-141.42979455709602","-119.32972924967184","-119.32972924967184","-119.32972924967184","-176.61782303000965","-176.61782303000965","-176.61782303000965","-122.08728639395122","-122.08728639395122","-122.08728639395122"
"11400","-144.81983065641973","-144.81983065641973","-144.81983065641973","-190.6420116017103","-190.6420116017103","-190.6420116017103","-226.27217466154508","-226.27217466154508","-226.27217466154508","-211.3787190147158","-211.3787190147158","-211.3787190147158","-147.58436239444228","-147.58436239444228","-147.58436239444228","-143.4352492207511","-143.4352492207511","-143.4352492207511","-191.68992131384942","-191.68992131384942","-191.68992131384942","-98.35584135630809","-98.35584135630809","-98.35584135630809","-169.39116113642555","-169.39116113642555","-169.39116113642555","-135.03291012622535","-135.03291012622535","-135.03291012622535","-146.59724552271115","-146.59724552271115","-146.59724552271115","-171.52294042500077","-171.52294042500077","-171.52294042500077","-122.26286546056981","-122.26286546056981","-122.26286546056981","-205.75670273863057","-205.75670273863057","-205.75670273863057","-169.288243528799","-169.288243528799","-169.288243528799","-121.78436075756272","-121.78436075756272","-121.78436075756272","-141.62779266667906","-141.62779266667906","-141.62779266667906","-119.40418345104483","-119.40418345104483","-119.40418345104483","-174.60299436220467","-174.60299436220467","-174.60299436220467","-121.90411591560687","-121.90411591560687","-121.90411591560687"
"11700","-145.66334709296888","-145.66334709296888","-145.66334709296888","-190.61261571724555","-190.61261571724555","-190.61261571724555","-224.99500290636357","-224.99500290636357","-224.99500290636357","-215.70843214404152","-215.70843214404152","-215.70843214404152","-146.85340043467755","-146.85340043467755","-146.85340043467755","-143.56448989275268","-143.56448989275268","-143.56448989275268","-191.60583157217465","-191.60583157217465","-191.60583157217465","-98.64898477535097","-98.64898477535097","-98.64898477535097","-168.9654384635167","-168.9654384635167","-168.9654384635167","-133.54834438561494","-133.54834438561494","-133.54834438561494","-144.75550580616567","-144.75550580616567","-144.75550580616567","-171.3101245237114","-171.3101245237114","-171.3101245237114","-122.00027088869756","-122.00027088869756","-122.00027088869756","-204.38502497063067","-204.38502497063067","-204.38502497063067","-169.1528334178972","-169.1528334178972","-169.1528334178972","-121.60813247896154","-121.60813247896154","-121.60813247896154","-142.56760123553434","-142.56760123553434","-142.56760123553434","-119.62802394889334","-119.62802394889334","-119.62802394889334","-173.28702475132715","-173.28702475132715","-173.28702475132715","-122.36919181138444","-122.36919181138444","-122.36919181138444"
"12000","-148.33502409690524","-148.33502409690524","-148.33502409690524","-190.07214861723222","-190.07214861723222","-190.07214861723222","-225.4069462702558","-225.4069462702558","-225.4069462702558","-214.07522194312742","-214.07522194312742","-214.07522194312742","-148.6294098306387","-148.6294098306387","-148.6294098306387","-143.23158457939024","-143.23158457939024","-143.23158457939024","-192.02637787501652","-192.02637787501652","-192.02637787501652","-97.85365552421307","-97.85365552421307","-97.85365552421307","-169.87642451470458","-169.87642451470458","-169.87642451470458","-134.0106723629795","-134.0106723629795","-134.0106723629795","-144.82258429435635","-144.82258429435635","-144.82258429435635","-171.087629991349","-171.087629991349","-171.087629991349","-122.1114435135407","-122.1114435135407","-122.1114435135407","-203.79837835893105","-203.79837835893105","-203.79837835893105","-169.19835970323592","-169.19835970323592","-169.19835970323592","-121.75208517041183","-121.75208517041183","-121.75208517041183","-142.0435386805304","-142.0435386805304","-142.0435386805304","-119.80861553363624","-119.80861553363624","-119.80861553363624","-172.86152358808485","-172.86152358808485","-172.86152358808485","-122.60928046594556","-122.60928046594556","-122.60928046594556"
"12300","-147.4646305114376","-147.4646305114376","-147.4646305114376","-189.73230778945683","-189.73230778945683","-189.73230778945683","-224.9628308663792","-224.9628308663792","-224.9628308663792","-215.06627277476122","-215.06627277476122","-215.06627277476122","-147.93905042181","-147.93905042181","-147.93905042181","-143.73126546904126","-143.73126546904126","-143.73126546904126","-191.008516616086","-191.008516616086","-191.008516616086","-98.03380239765464","-98.03380239765464","-98.03380239765464","-169.35549807341508","-169.35549807341508","-169.35549807341508","-134.97312098812333","-134.97312098812333","-134.97312098812333","-144.74411613917331","-144.74411613917331","-144.74411613917331","-170.9664909722714","-170.9664909722714","-170.9664909722714","-122.69160549976566","-122.69160549976566","-122.69160549976566","-203.1156588535162","-203.1156588535162","-203.1156588535162","-168.96066562018603","-168.96066562018603","-168.96066562018603","-121.14929917911982","-121.14929917911982","-121.14929917911982","-142.01082325021744","-142.01082325021744","-142.01082325021744","-119.93609067413794","-119.93609067413794","-119.93609067413794","-172.96179810332862","-172.96179810332862","-172.96179810332862","-122.62646525885623","-122.62646525885623","-122.62646525885623"
"12600","-146.4091033548497","-146.4091033548497","-146.4091033548497","-189.27127737520422","-189.27127737520422","-189.27127737520422","-224.5522375001698","-224.5522375001698","-224.5522375001698","-214.52296490154373","-214.52296490154373","-214.52296490154373","-149.01072220702275","-149.01072220702275","-149.01072220702275","-143.3465073095511","-143.3465073095511","-143.3465073095511","-190.69104432969473","-190.69104432969473","-190.69104432969473","-97.05656093782257","-97.05656093782257","-97.05656093782257","-169.87281149729876","-169.87281149729876","-169.87281149729876","-133.70288016649175","-133.70288016649175","-133.70288016649175","-144.15596972071256","-144.15596972071256","-144.15596972071256","-170.84981824887942","-170.84981824887942","-170.84981824887942","-122.2736055676002","-122.2736055676002","-122.2736055676002","-203.26723874607828","-203.26723874607828","-203.26723874607828","-168.60026229767493","-168.60026229767493","-168.60026229767493","-122.70816989350585","-122.70816989350585","-122.70816989350585","-141.86450249641484","-141.86450249641484","-141.86450249641484","-120.19450922931678","-120.19450922931678","-120.19450922931678","-172.5726458628511","-172.5726458628511","-172.5726458628511","-123.17771734565534","-123.17771734565534","-123.17771734565534"
"12900","-146.83269624598074","-146.83269624598074","-146.83269624598074","-189.0414751045805","-189.0414751045805","-189.0414751045805","-225.33334940713684","-225.33334940713684","-225.33334940713684","-213.91082328158473","-213.91082328158473","-213.91082328158473","-148.26458268526181","-148.26458268526181","-148.26458268526181","-143.39521032425782","-143.39521032425782","-143.39521032425782","-190.3347909189559","-190.3347909189559","-190.3347909189559","-97.7411189546483","-97.7411189546483","-97.7411189546483","-168.5530098584603","-168.5530098584603","-168.5530098584603","-133.6648887645852","-133.6648887645852","-133.6648887645852","-144.25396336115173","-144.25396336115173","-144.25396336115173","-170.600979931097","-170.600979931097","-170.600979931097","-122.99854822329397","-122.99854822329397","-122.99854822329397","-203.6275402311964","-203.6275402311964","-203.6275402311964","-168.42557650788493","-168.42557650788493","-168.42557650788493","-121.24672616587831","-121.24672616587831","-121.24672616587831","-141.25278012361872","-141.25278012361872","-141.25278012361872","-120.28119577175626","-120.28119577175626","-120.28119577175626","-170.50955292457067","-170.50955292457067","-170.50955292457067","-122.9680784698968","-122.9680784698968","-122.9680784698968"
"13200","-147.13103675128298","-147.13103675128298","-147.13103675128298","-188.4092959242997","-188.4092959242997","-188.4092959242997","-224.85720642771807","-224.85720642771807","-224.85720642771807","-213.8636477700965","-213.8636477700965","-213.8636477700965","-149.23228205815593","-149.23228205815593","-149.23228205815593","-143.08126947478354","-143.08126947478354","-143.08126947478354","-190.7252253441136","-190.7252253441136","-190.7252253441136","-97.46128032856737","-97.46128032856737","-97.46128032856737","-169.3485023452886","-169.3485023452886","-169.3485023452886","-133.14064176045554","-133.14064176045554","-133.14064176045554","-144.2514770288937","-144.2514770288937","-144.2514770288937","-170.4228690941157","-170.4228690941157","-170.4228690941157","-123.45185926085112","-123.45185926085112","-123.45185926085112","-202.6704577515863","-202.6704577515863","-202.6704577515863","-168.89417050152443","-168.89417050152443","-168.89417050152443","-121.18824417050064","-121.18824417050064","-121.18824417050064","-142.22255166602508","-142.22255166602508","-142.22255166602508","-119.95596143754048","-119.95596143754048","-119.95596143754048","-170.30840055332624","-170.30840055332624","-170.30840055332624","-122.75897429140339","-122.75897429140339","-122.75897429140339"
"13500","-147.21667243858292","-147.21667243858292","-147.21667243858292","-213.34422282650547","-213.34422282650547","-213.34422282650547","-225.13200000561352","-225.13200000561352","-225.13200000561352","-213.32283711381746","-213.32283711381746","-213.32283711381746","-148.65849851876737","-148.65849851876737","-148.65849851876737","-143.50083565398518","-143.50083565398518","-143.50083565398518","-190.46079853004193","-190.46079853004193","-190.46079853004193","-97.15289175301584","-97.15289175301584","-97.15289175301584","-170.20311822851733","-170.20311822851733","-170.20311822851733","-134.02927050747797","-134.02927050747797","-134.02927050747797","-143.96985889941624","-143.96985889941624","-143.96985889941624","-169.9440721415816","-169.9440721415816","-169.9440721415816","-123.61557629753375","-123.61557629753375","-123.61557629753375","-202.24442930580375","-202.24442930580375","-202.24442930580375","-168.87300983490053","-168.87300983490053","-168.87300983490053","-121.11125263101822","-121.11125263101822","-121.11125263101822","-142.11582168052092","-142.11582168052092","-142.11582168052092","-119.74795630711012","-119.74795630711012","-119.74795630711012","-169.9544588264149","-169.9544588264149","-169.9544588264149","-122.94780188257559","-122.94780188257559","-122.94780188257559"
"13800","-147.04242065753743","-147.04242065753743","-147.04242065753743","-189.06189439576437","-189.06189439576437","-189.06189439576437","-224.86434088587438","-224.86434088587438","-224.86434088587438","-212.3126953526781","-212.3126953526781","-212.3126953526781","-148.6561804034874","-148.6561804034874","-148.6561804034874","-143.76698246508852","-143.76698246508852","-143.76698246508852","-190.37801065681145","-190.37801065681145","-190.37801065681145","-97.56042127424878","-97.56042127424878","-97.56042127424878","-170.2614753473234","-170.2614753473234","-170.2614753473234","-133.7975114773765","-133.7975114773765","-133.7975114773765","-144.38167772950982","-144.38167772950982","-144.38167772950982","-169.79651871331774","-169.79651871331774","-169.79651871331774","-124.10139879046525","-124.10139879046525","-124.10139879046525","-203.08941029054046","-203.08941029054046","-203.08941029054046","-169.87899713249564","-169.87899713249564","-169.87899713249564","-121.1914114080261","-121.1914114080261","-121.1914114080261","-141.35417716994445","-141.35417716994445","-141.35417716994445","-119.74683976073607","-119.74683976073607","-119.74683976073607","-170.80553723157794","-170.80553723157794","-170.80553723157794","-122.6330937215278","-122.6330937215278","-122.6330937215278"
"14100","-147.70063337601775","-147.70063337601775","-147.70063337601775","-212.4999571942411","-212.4999571942411","-212.4999571942411","-225.00773499428865","-225.00773499428865","-225.00773499428865","-211.82402636747483","-211.82402636747483","-211.82402636747483","-147.74663660088055","-147.74663660088055","-147.74663660088055","-143.87109029240992","-143.87109029240992","-143.87109029240992","-190.87669177182934","-190.87669177182934","-190.87669177182934","-97.2148277882375","-97.2148277882375","-97.2148277882375","-170.43882635659276","-170.43882635659276","-170.43882635659276","-133.118975070247","-133.118975070247","-133.118975070247","-144.19102980100496","-144.19102980100496","-144.19102980100496","-169.87140792967665","-169.87140792967665","-169.87140792967665","-123.78193622020767","-123.78193622020767","-123.78193622020767","-204.6048190792671","-204.6048190792671","-204.6048190792671","-169.6573999264222","-169.6573999264222","-169.6573999264222","-123.00919275484758","-123.00919275484758","-123.00919275484758","-140.93037014197972","-140.93037014197972","-140.93037014197972","-119.62964513883735","-119.62964513883735","-119.62964513883735","-170.55596642613452","-170.55596642613452","-170.55596642613452","-123.19056733788118","-123.19056733788118","-123.19056733788118"
"14400","-146.44579653965556","-146.44579653965556","-146.44579653965556","-188.97023148530462","-188.97023148530462","-188.97023148530462","-224.60212310360188","-224.60212310360188","-224.60212310360188","-211.72307458976957","-211.72307458976957","-211.72307458976957","-148.69459453792476","-148.69459453792476","-148.69459453792476","-144.0141517167377","-144.0141517167377","-144.0141517167377","-190.5179424884017","-190.5179424884017","-190.5179424884017","-97.65489714101024","-97.65489714101024","-97.65489714101024","-170.14460990421483","-170.14460990421483","-170.14460990421483","-133.8497742477674","-133.8497742477674","-133.8497742477674","-144.41802025581532","-144.41802025581532","-144.41802025581532","-169.68477679743788","-169.68477679743788","-169.68477679743788","-123.76323300072204","-123.76323300072204","-123.76323300072204","-205.49365938830283","-205.49365938830283","-205.49365938830283","-169.48681576655366","-169.48681576655366","-169.48681576655366","-122.10517246804253","-122.10517246804253","-122.10517246804253","-141.42091407269533","-141.42091407269533","-141.42091407269533","-119.69906321589944","-119.69906321589944","-119.69906321589944","-170.38776688894015","-170.38776688894015","-170.38776688894015","-123.51745462979947","-123.51745462979947","-123.51745462979947"
"14700","-146.97637259373985","-146.97637259373985","-146.97637259373985","-189.05818641487537","-189.05818641487537","-189.05818641487537","-227.1933978493094","-227.1933978493094","-227.1933978493094","-211.66006779075275","-211.66006779075275","-211.66006779075275","-146.58575242066428","-146.58575242066428","-146.58575242066428","-144.8152645281459","-144.8152645281459","-144.8152645281459","-190.6232355676712","-190.6232355676712","-190.6232355676712","-97.05670371626088","-97.05670371626088","-97.05670371626088","-170.18721888580126","-170.18721888580126","-170.18721888580126","-132.97731289850555","-132.97731289850555","-132.97731289850555","-144.00095740526163","-144.00095740526163","-144.00095740526163","-170.0345570763318","-170.0345570763318","-170.0345570763318","-124.65240007100655","-124.65240007100655","-124.65240007100655","-206.51486574804616","-206.51486574804616","-206.51486574804616","-168.9575084980253","-168.9575084980253","-168.9575084980253","-121.40702789544643","-121.40702789544643","-121.40702789544643","-141.52744165362446","-141.52744165362446","-141.52744165362446","-119.45131560092568","-119.45131560092568","-119.45131560092568","-169.83407631426977","-169.83407631426977","-169.83407631426977","-123.55846972786063","-123.55846972786063","-123.55846972786063"
"15000","-146.70856824822297","-146.70856824822297","-146.70856824822297","-188.7988051307695","-188.7988051307695","-188.7988051307695","-226.24772682516294","-226.24772682516294","-226.24772682516294","-211.8263242897272","-211.8263242897272","-211.8263242897272","-145.59916366851553","-145.59916366851553","-145.59916366851553","-143.9914291155033","-143.9914291155033","-143.9914291155033","-190.95656293367813","-190.95656293367813","-190.95656293367813","-97.2540563083297","-97.2540563083297","-97.2540563083297","-171.04265394440887","-171.04265394440887","-171.04265394440887","-133.35533921193195","-133.35533921193195","-133.35533921193195","-143.88806682282365","-143.88806682282365","-143.88806682282365","-170.20315695814244","-170.20315695814244","-170.20315695814244","-123.42081112080284","-123.42081112080284","-123.42081112080284","-205.77195568470694","-205.77195568470694","-205.77195568470694","-169.1105844767959","-169.1105844767959","-169.1105844767959","-121.52752655109926","-121.52752655109926","-121.52752655109926","-141.73967511685117","-141.73967511685117","-141.73967511685117","-119.30656190249121","-119.30656190249121","-119.30656190249121","-168.7815515362635","-168.7815515362635","-168.7815515362635","-123.41820979748373","-123.41820979748373","-123.41820979748373"
"15300","-146.16006636456103","-146.16006636456103","-146.16006636456103","-188.05085987210566","-188.05085987210566","-188.05085987210566","-226.75214300578014","-226.75214300578014","-226.75214300578014","-211.96329884106632","-211.96329884106632","-211.96329884106632","-147.10362762167907","-147.10362762167907","-147.10362762167907","-144.2049841761525","-144.2049841761525","-144.2049841761525","-190.32388395813035","-190.32388395813035","-190.32388395813035","-97.85318127419205","-97.85318127419205","-97.85318127419205","-172.40744106920982","-172.40744106920982","-172.40744106920982","-133.84573089064867","-133.84573089064867","-133.84573089064867","-144.7334176323997","-144.7334176323997","-144.7334176323997","-169.98598685790625","-169.98598685790625","-169.98598685790625","-122.79282141619728","-122.79282141619728","-122.79282141619728","-205.9100839665702","-205.9100839665702","-205.9100839665702","-169.3446105263089","-169.3446105263089","-169.3446105263089","-125.15058756338063","-125.15058756338063","-125.15058756338063","-142.40887667413844","-142.40887667413844","-142.40887667413844","-119.4837925931804","-119.4837925931804","-119.4837925931804","-169.20022092540574","-169.20022092540574","-169.20022092540574","-123.38655630921112","-123.38655630921112","-123.38655630921112"
"15600","-145.77949185880018","-145.77949185880018","-145.77949185880018","-188.61915169615054","-188.61915169615054","-188.61915169615054","-224.45865214322595","-224.45865214322595","-224.45865214322595","-211.5785157849804","-211.5785157849804","-211.5785157849804","-145.50444694066456","-145.50444694066456","-145.50444694066456","-144.9405562135363","-144.9405562135363","-144.9405562135363","-190.53293731761846","-190.53293731761846","-190.53293731761846","-97.52175199944011","-97.52175199944011","-97.52175199944011","-171.66080385556285","-171.66080385556285","-171.66080385556285","-133.1301633036008","-133.1301633036008","-133.1301633036008","-144.4033272284295","-144.4033272284295","-144.4033272284295","-170.02213315233763","-170.02213315233763","-170.02213315233763","-123.17176041577738","-123.17176041577738","-123.17176041577738","-205.94667892385624","-205.94667892385624","-205.94667892385624","-168.84764381236363","-168.84764381236363","-168.84764381236363","-121.37616450649348","-121.37616450649348","-121.37616450649348","-142.7350189605118","-142.7350189605118","-142.7350189605118","-119.56740041015883","-119.56740041015883","-119.56740041015883","-169.1295886745551","-169.1295886745551","-169.1295886745551","-123.7289975837887","-123.7289975837887","-123.7289975837887"
