"Step","Group: EQL_geo02 - eval/avg_reward","Group: EQL_geo02 - eval/avg_reward__MIN","Group: EQL_geo02 - eval/avg_reward__MAX","Group: EQL - eval/avg_reward","Group: EQL - eval/avg_reward__MIN","Group: EQL - eval/avg_reward__MAX","Group: TempoRL - eval/avg_reward","Group: TempoRL - eval/avg_reward__MIN","Group: TempoRL - eval/avg_reward__MAX","Group: UTE - eval/avg_reward","Group: UTE - eval/avg_reward__MIN","Group: UTE - eval/avg_reward__MAX","Group: DDPG - eval/avg_reward","Group: DDPG - eval/avg_reward__MIN","Group: DDPG - eval/avg_reward__MAX"
"44000","86.1637398470298","16.617356033022876","180.9920327955113","74.45376512013209","15.084593708140734","171.2532644147424","85.540607422031","7.257467415792396","156.0096437579345","89.7699335189611","48.81389007463872","125.99121547952298","63.61109824181132","7.445769273162779","102.90797631787443"
"48000","86.1566749389741","12.019751995094838","152.3365615238229","66.90298274663681","12.705762657025264","174.9712271161479","97.91354530643186","6.772685621537268","160.90911792191963","88.4895825772398","17.915623383596994","142.9642212347149","69.29651201290963","7.6089796097292055","117.22547856889871"
"52000","98.1448269961929","20.127889785620464","172.53880395731449","80.59124614913466","8.95938731952821","177.86837760686927","105.40017345735332","8.352164043641517","169.1046750665613","95.97306066960536","17.665862866980675","177.283450730482","68.53516288161491","7.874698944677372","110.50310451339726"
"56000","102.11958197725235","37.778603324402354","185.21358911901447","87.39703604707526","7.5258493291596125","158.61627995180683","100.6827925452885","28.213492903288664","189.4951002487294","96.52876708609669","22.53716155857498","150.99357218886354","59.991925197585815","12.087405122281313","105.06039954168268"
"60000","99.56670166958172","32.48966818165664","211.5707332509283","98.24425559225516","51.466552999266796","223.84060894752423","105.31884060114696","30.066157663708413","174.65272712388315","102.76023725543943","18.847480144101638","155.42385915521257","74.8262075020384","11.176656991154783","128.49801796331826"
"64000","125.10040552245368","43.06042806151248","187.99713940210384","89.69584147659339","18.89484909483019","194.17177118856918","113.98863018321222","37.33234292845178","194.00498845568876","106.20170144065014","17.983147196847593","154.6803537352543","82.10547142580916","14.916648559357693","153.4518035794976"
"68000","127.8157305636191","45.85139569324598","227.0059674421071","87.67049147698773","14.138208896804482","205.6141452433113","99.68333441652973","7.428123280941072","183.05781513289736","99.03899501103535","17.37268012236661","189.40444051723904","84.86175477809515","10.733074195060224","149.99218215561626"
"72000","125.50962949585653","57.63246606865221","207.3004289267024","97.85649303105772","28.39770654556107","196.05530257371365","112.29748545490354","8.40268269013983","178.29360947275117","105.89865237244233","17.24279150142975","150.3916320813985","89.88748568815251","10.437196019283281","142.39153547241324"
"76000","135.0266256557391","51.585864955129445","220.92102738670036","85.01048677962918","17.927568473713116","157.13383297060534","119.00175117295521","20.83436730639675","183.3715357212971","97.43911126589731","18.001096603962814","166.83409434672012","99.89535037874018","15.983540385140918","200.74434089902903"
"80000","138.28758550474691","56.516940720322076","214.41273543988163","121.42753716257262","50.133448237657596","245.12333560878727","111.13982501949079","21.082249483824416","177.17553430837432","103.60267916669451","24.843064047670453","163.34716937219608","87.524806581754","12.014926903101962","139.77113122417327"
"84000","133.59158772241716","36.6741843278133","240.05530163571288","120.88717058970148","5.544966231804787","251.21483269437914","117.42543848302064","20.94289659937389","187.19692290742685","97.28772733660583","30.078817292294268","177.75910780231612","93.43792072638482","9.50742101223543","204.62560143536658"
"88000","124.01959585401308","25.62573423375095","233.07638456170707","135.5489519317397","50.396679096357175","268.10720733495464","107.20707249031427","20.72872191984663","156.08827744355875","100.27987788441193","29.1409707118217","155.41575411335532","90.75985020224314","11.20726331692765","166.36641013585165"
"92000","132.1936980796471","21.768635651006058","258.24151065075034","130.9849594317239","47.58708125961985","254.16453338961924","116.74484973047011","7.359177197075789","180.49529668703636","106.77573680689139","20.36863807634354","178.8769092795638","103.65496649049143","24.373202516967343","198.56991070473504"
"96000","125.95339310192901","20.104786555699675","224.9745732970544","143.25800086156838","55.05771389978348","272.24678894470173","109.38286525097242","6.167333519489533","166.2288033468704","107.31127648304668","7.631260939862576","171.38336591053226","103.61619054161267","9.729925455587772","174.06373500803912"
"100000","129.29002708975383","25.71354374149007","259.36794615396155","137.50061604020505","67.43350674051938","269.21954123233087","105.90483739270817","5.7867656296127885","183.7374905904171","117.30318713917163","7.251644740083774","163.76866749162718","103.30562771612821","7.803062876589682","178.42381753691635"
"104000","128.70821367096806","37.90497860203214","271.1607774280976","143.6302647659235","58.26517773594829","239.76702332265413","107.63693514622894","42.73815337126824","172.68011894449631","118.06814259900224","5.644871219783075","174.55369129242752","112.76644398862143","7.7075402936804265","174.96014625983108"
"108000","140.53827826329908","13.653197430947477","250.52624816734573","149.3338642221517","71.9006721956919","263.04285976502587","117.36924212667245","20.057790499522113","175.06973103178962","117.90464420024644","5.884896659406923","195.22182032950892","115.3780254297621","34.917287466400936","206.1944832197572"
"112000","142.45983906715054","38.53536577128027","284.19378373550126","160.40650579949133","51.43217428214505","262.68646679959676","114.12206569243384","21.60881923792015","181.66085176912608","102.55371471689845","6.880937096040354","166.57812198826156","124.73908587613622","37.74914471363854","216.47386657439543"
"116000","157.93454341531356","43.914184618865605","269.031090629122","153.6825937306581","61.82574183826453","250.6181219897043","118.75730379489865","5.3437815117378715","193.24202569607135","129.6624527265501","9.816831950754061","201.11312109760763","124.93425494745684","24.897402978725207","225.51471370301988"
"120000","156.16370871935126","59.065103851926644","249.3402753465425","144.48534605188388","38.27490079590459","206.0300406543616","122.3183365565654","6.778548315236594","182.38151577707765","103.8406125045021","12.575143150985031","186.07415652981018","129.3551804088246","24.158256004918435","241.53910081429234"
"124000","151.13488827614597","51.18426867598709","257.9969307788461","145.30805986920893","41.94737154595843","230.2904307552163","130.06270693959343","10.352566646939657","196.90890310465997","110.27412326092856","17.286828907306525","172.13544652769392","138.38441232429022","17.608906849682732","236.32828913430632"
"128000","145.57027760891873","56.6575147923664","257.0033748061066","158.6039544973315","71.95705795314224","265.2321946210974","128.8688193759554","14.541355717894845","214.676151398768","105.97997144133085","2.428807394252774","220.65002673533007","136.5386568121473","2.8304365427690685","215.95894040726344"
"132000","170.91949178060065","70.85422777408965","264.3042891031667","174.15202466268323","90.95911336011707","253.06219023277467","127.30729064314005","12.569424759799334","192.63166255334872","100.12169000141387","2.9601265604729337","142.18712730132125","133.46877558571418","3.0017621710217735","253.08772178578025"
"136000","163.51729829269487","47.706033194783984","257.3967879005272","178.73930339634177","85.49917349808092","250.116836477126","127.62962123174881","5.6371442793107915","205.13272982558678","108.90373053296904","11.540080801757123","145.8838753394988","133.18077880189406","5.070499352829346","260.20702381667513"
"140000","158.16781462464175","43.01503477503381","305.11367831388986","180.2665129411823","73.47331893588262","282.05820647933643","131.31084104139342","5.081500356320697","210.623107314189","110.50983502545492","13.11891536342429","171.17284235639622","110.98405444830314","5.043060786709937","225.71434631878796"
"144000","161.5166269199198","49.1677494973168","282.49474177574314","183.27888084582318","65.81152787249805","296.84418879771135","129.21500014296242","4.392622315748683","195.54794838181462","126.21328493440458","33.362967068245936","199.96342066645815","123.28336721559381","4.946389518867923","226.68221116590317"
"148000","173.21660359254662","49.95874946478267","280.6096608253427","179.0861582592763","67.18476394306312","283.97529447082326","132.9267856277964","13.387620392463845","214.04553783483112","117.35823184147982","15.296837830462755","194.62206284049097","132.97882031332537","4.132631664601272","238.73043938897763"
"152000","179.34815123032658","82.17246271546632","278.5344350689556","184.85670558128092","72.904194062842","270.194578287947","133.22720357196494","10.252026908194441","222.69303504555597","134.13676604230528","37.292608181617126","195.97213051787617","132.0435194028592","4.565250041867966","246.40088408806437"
"156000","181.41269072499094","82.14038166021761","289.0185180048664","176.89779883377233","96.352120799382","224.44701281378315","140.33345279893257","6.773944066182755","214.96103957195868","130.8632110967007","25.04800188812252","205.08501499205198","147.01719467073585","5.179866423715897","280.82567816523107"
"160000","175.57316120966232","66.02840390113883","289.7766911471455","176.48567084865445","62.54875987272165","272.0566735693838","130.16381453868587","10.124761873589879","215.66969260258603","128.8501155912008","52.109342020611294","192.2273151220931","145.7948126836066","4.292822194451128","224.25231149599443"
"164000","170.75872746109198","36.39636941872235","305.78312293716283","184.71780348080944","75.99840216227047","287.3248886286129","134.18589025632875","22.53684610989301","213.95321451184026","133.6800046245365","58.286642492230044","196.3748093943184","133.76516451108174","8.92518309850941","226.781805868072"
"168000","175.15887387458744","61.08548485303263","289.94553517705106","171.48425203774246","76.40636549920376","243.5327076556845","137.98246618702746","53.448989396906505","210.17203055782153","124.25619991081423","55.31404615299804","184.1827182305541","129.21121361029776","7.255279881856197","234.76724366280467"
"172000","180.2307233941903","59.37912564673311","260.7976730717895","172.25709204343246","89.76990532058404","230.54576468828586","130.07049530305193","44.09553394655107","198.01538062882491","122.17427554824408","35.883767928312274","202.0443480851581","146.57295435913832","24.140385147879307","231.03899279449655"
"176000","177.8848815016783","18.762614965246645","292.3115189900436","180.0974278633975","84.8134478333751","253.86329194424638","129.2351147084991","50.80336384240756","185.64575092585807","122.875936078337","49.39039323559565","190.2886730352566","154.55029499639255","12.773267724643357","247.44356557892485"
"180000","172.83388437886168","17.236971561107772","285.55729951123425","173.51482370306567","83.20517124827667","247.62520759792704","118.40904340547186","22.181459451506445","181.35042715281892","137.71841153682277","51.64691830648271","202.74814611174585","160.75467298947257","6.41226249806315","241.76262551528353"
"184000","166.0866251282219","53.23184319104492","276.1823564718826","174.21856507524052","81.30210827152804","259.1821937664092","127.44089358449405","11.297555979257748","211.82023797764887","125.44776227126033","28.59515606221853","208.98070667183046","144.55299678656385","3.735431958410974","237.15946366636362"
"188000","184.95995485306534","103.00794786207798","305.67215469222975","189.66748366986317","91.48168698657025","252.39422300745136","124.08392278847259","13.424791676237254","191.61507331277983","133.03498445646014","44.278599755270776","199.76505282482267","139.21697176713812","3.9097552686146138","259.47888154148234"
"192000","181.10745444674535","89.92147058885088","317.548842707968","184.94487908224454","89.68305981873976","246.36261660863744","138.2264689503704","20.678839554333376","196.1803302159574","120.77183760600686","69.77610325427655","221.2934977042234","159.46922679235","3.7395611221518217","280.7575602292983"
"196000","182.10183975482548","68.09371078250157","313.90805434457445","178.59320725580795","116.7972152718763","244.74808074014692","133.00594701961396","25.932276267303934","197.99874827997965","122.87023607787496","19.029923444813527","201.87177793760316","151.7407306275561","3.8311819511527316","275.88832245512833"
"200000","191.2845703065759","84.48261510700391","323.31706555485897","182.2214172694037","114.46628228092436","254.3994185900702","129.18235841324207","5.2631910766468835","196.05616291379533","140.0418885892554","67.00359304963641","215.77883178144984","156.54406260819252","2.5393867110932327","245.50453122170592"
"204000","187.8239736629358","58.26672532596437","310.0071312891344","186.29270495410393","92.36988322480012","263.66212908428133","127.27396520181594","5.514545717847323","195.0119876523116","130.47304659603594","53.75620298049877","214.59546337857802","149.86013758192763","3.883437520978478","228.20597401763445"
"208000","185.5142073673879","98.79943563224488","312.33798815692165","192.3698318743375","112.55761600418634","257.335582141523","126.07156585443359","5.14280558460531","198.49515426126524","135.10318325721414","38.72406116251184","225.06712154941047","146.46283552290578","4.715027138314977","258.20737657903686"
"212000","170.15885519255465","27.61606948729036","294.27360416172843","196.60799137515124","121.21428048306825","307.55427470926026","129.32355401271099","7.121478544781382","208.46241417284926","138.15268278380245","57.49839825871614","223.49237235761794","132.523404375282","3.8113064802916283","227.49338785441896"
"216000","178.05468210860084","78.48547369287627","283.73795569599224","198.0371996329889","113.98700306937299","261.1986352009314","122.9691249429352","7.106070896648063","189.89499428082206","133.75790934121673","44.40303444067717","222.30517611089994","143.4144268765395","6.0269141326725375","266.29150685666"
"220000","174.18411051448885","51.87725433463146","299.60323586985794","204.99525100279047","112.01882462714828","306.95506212362557","120.78902286484495","7.1184301606027915","188.9399701571856","132.2142705679973","42.59045562614863","210.24577314054545","154.6123017855627","9.393521030432044","274.6575200755507"
"224000","175.0958591127209","41.38536072157738","317.43362638398804","198.22731154308931","112.14718157369012","320.7110525983643","131.12338825285235","8.751000699121592","212.77442874117622","134.28448340834717","56.128220508824356","205.2341945656689","140.69626584562516","4.391048108320093","268.47763110208564"
"228000","173.19966993563202","40.10460279112869","270.7390816600865","189.93916904453397","124.77420567605694","293.26506836474675","129.44089804451392","19.94487704351418","190.96427848104202","134.8811146272885","70.84712030823883","209.38410229190745","141.01881907170872","7.994437288639169","253.33947372604743"
"232000","178.41787916662614","40.03908353473538","289.946465424147","189.40202071541498","110.41788708270015","300.31270554185704","130.94263051140211","36.173880271978916","199.6979342162726","130.31853915311925","68.67622954919123","219.28516204239705","138.2048465356526","8.118810745903755","250.1241351102426"
"236000","184.0719151236247","24.40489308905879","287.01911379220303","194.33919743077425","62.769708161617515","319.4218924968547","126.16840637285864","12.123916397584614","188.3839798545489","137.2488952327514","81.5769817214964","222.37486296510224","149.6588144581729","20.308288790098143","266.0918584555326"
"240000","177.45933361807164","37.55846693091997","269.98715472135723","190.07074083540303","92.6560752406677","261.3184110953042","135.31720846073512","14.46012063938925","202.24454551033128","131.74507797651955","85.67669778035967","230.41810596317342","153.83303086457346","23.925649242931428","269.2909112852212"
"244000","169.07015937356505","47.96949149080871","282.99483751108784","175.6525135209777","85.8278655455645","256.914543237108","127.41477460626302","19.17493100219658","209.45399631111067","130.6807801685774","59.91002020166801","222.3749538151779","138.20343963064215","8.832567715280943","294.34058899388975"
"248000","162.87527240870673","27.094141103991195","292.98359519751835","166.44550304199163","87.91887459667677","267.3523157119867","135.2656393902492","67.98842647722894","205.67928479860262","143.18411145464881","53.018631043485456","228.69280149245998","133.35693278224858","8.977884675421368","265.9477678519945"
"252000","163.7717559458803","29.11405354743359","287.76562932805814","181.24952081062244","92.36402670880742","312.9021951242937","134.28853310250847","62.221193127161804","199.61336437653847","153.37404245826514","105.5146387935246","235.6753393007431","163.4228894429159","12.21907692817943","307.2882613012553"
"256000","162.89100231542506","19.147683599474526","281.80547430493414","194.90309891891116","131.0391703102474","273.5558675031258","133.4610277754593","57.78888869091236","182.67007676453335","146.66779123819848","82.75857824591435","210.9440787630987","156.90236428857844","7.9483447420770545","286.7503861293684"
"260000","174.4592293498473","48.69068029122838","270.17499854762025","208.57140189071734","114.3234324796282","318.45917181324825","138.24727341005706","29.664043293672147","216.03334817357154","151.1316232147639","95.73445021178733","215.98744102138826","150.38666404019926","7.749827555032252","285.7926040134593"
"264000","173.80824770824688","87.44140703971351","295.27115943322684","209.70373545118682","134.51051907302684","303.3403836520769","131.65965031136201","47.30406582120749","172.010418518474","153.85933304729969","87.69113147854266","207.24754235181166","127.52346436854073","6.213207468898338","260.1713915561154"
"268000","174.30890151669644","55.5071300447565","284.41255383512635","215.3576309949749","128.25004858188308","329.2167361945464","134.94669640154473","62.60746657563173","186.44360319790306","158.68642711857098","90.21156424709912","221.8410103479282","146.2324281655287","6.070790606905207","253.57646600846584"
"272000","170.0118059784512","32.42506993787547","303.5255322862498","216.64972551493278","117.90755252875798","298.06278309644415","142.00316459180635","65.0163793260049","196.04618457028715","135.84562146091224","41.206682686495654","199.04314671198335","155.57540207187395","5.255855335216983","255.25925720583092"
"276000","175.86426337598465","96.05537389868684","255.09255118936773","206.97241844012552","120.56965431205538","286.47275703268105","143.0675050923604","35.287903464185504","210.54704266280146","154.16728720001507","112.50286001222244","212.51405901561935","144.5659081278368","6.155846257850575","277.745195079104"
"280000","167.71041026120182","71.50868030261324","249.41669227700808","215.16168600270476","132.84574650161687","316.40578968054075","142.71491870008037","24.652217853199254","212.72426266729036","146.5763615848506","88.02652258630289","215.98546105207188","141.66366332077823","5.81376961554365","278.32445609817466"
"284000","164.10181354792502","71.24852942362156","277.33414866907503","202.39827214931273","116.31730430229513","277.2985631508182","140.08467244348202","67.97515000559702","207.21340705672847","140.33415610057895","73.27304269533906","201.4663966959353","155.5006150347016","5.240434831165843","244.06564090400497"
"288000","159.39975580167896","79.86679551827964","259.1048333886247","199.55278187438566","128.38147545884513","270.8413942866364","129.39551205415853","59.82682439079544","176.6844322545848","141.38832833284954","83.48319783657739","215.44985176804886","150.05912148076683","6.0043160187341655","237.56545637248982"
"292000","172.32051039327814","82.95161102905709","264.82544294974497","195.01945436830374","102.22896870206672","238.10235410693895","142.3735067073452","61.71319495869518","220.1667094216018","147.41711527509256","76.17370741499049","216.8681650587843","145.81338842509035","5.440116296575519","304.0481038516306"
"296000","185.03293673795218","112.86973499577763","275.639961098709","206.09388768896014","112.9789955887832","282.01143113516116","139.82678703798405","46.7466260414438","196.4306680788646","149.7800309479042","96.46081597886128","225.35572623240904","146.8059426143805","4.210094564458106","271.46409035100805"
"300000","171.42450308945726","89.84746152057937","255.6044605975231","215.05441890188408","112.94977898004859","285.9548439039654","146.31485575146684","46.20935033172364","217.1004147929329","155.28865116133386","98.39908501654085","223.08286922707913","157.41461020235525","3.231927240531874","282.52231636966155"
"304000","165.5764928450472","78.56990895214845","228.87645752054945","216.8585684123153","118.13936810572659","290.86196510404307","140.85938166751959","51.99286642562868","204.9912569060793","153.95119089099177","100.41289463622684","226.00169461681466","153.9152712452698","2.172917810642896","292.19482038554224"
"308000","182.37482476206438","98.82009322047156","279.82077187300143","224.18819826284366","116.63211038138509","295.83845830566855","142.8777391997366","58.65078252421089","214.95172382236788","143.9765085830268","77.74263374018241","237.4384217309677","158.42191578983528","10.327013129925959","287.58415921215357"
"312000","187.4370300712917","92.86628038683723","297.0901579351089","212.4382237820367","111.85664366143988","303.18197566309345","134.89431620325945","54.27302337109442","210.04180636908828","148.5348210691091","71.94575659306116","208.43884884168887","145.69981564532642","9.926911186894284","289.9903663267238"
"316000","173.796149447735","90.87667306202117","268.90449763948345","209.250549878344","142.7989595252023","281.0617555040337","135.52009034819258","65.59687382268143","213.7932974540704","153.9787135191488","102.96126612498529","214.17000391467064","138.55468189374955","10.365100661821552","253.68965911981226"
"320000","175.69158456227515","80.9097528460576","284.93897469780825","223.3745260365793","104.48235045658069","324.1989023180814","141.48489619768014","50.275841831416315","209.05535277163622","151.03313288224518","88.45707640073806","199.4566448050578","147.42216161109798","14.0954034686233","293.7591099992461"
"324000","180.3428859979903","89.67565713592006","288.09486060492003","226.45923074897283","149.31307515075906","331.6818975256764","142.47721323516294","64.06285011930716","207.02028863787828","143.35737072179688","60.31468396678398","212.6125075014364","141.873340119352","18.756380404271642","230.52753514860032"
"328000","171.30503710451222","53.09742800502234","263.08685023949124","225.65573152953507","142.50195141902094","301.56446477605675","136.25875618845163","22.17099415917743","208.05806760733043","148.58662180964703","82.28119674225253","189.5068478653621","142.5785089334487","9.691637786982161","246.696917617096"
"332000","174.90826709978938","65.25789286793687","322.5189229251529","216.05008075836932","123.41485237289342","320.4914508488489","134.8853563277615","59.789449113823345","195.44352113351775","140.68176220322493","84.25545651263906","205.38703598895518","138.72737740821958","13.772989992610672","222.55350185525594"
"336000","163.89429087283554","59.23665357260245","265.22953105879037","213.44724516524883","99.76633596881568","320.627769977854","147.23090888460837","69.48244648421715","221.87434096156463","153.63815989539313","85.56625456786787","200.34552338144803","147.01478745068223","8.436446143951576","241.90490813768423"
"340000","172.52934849763926","59.56155837749094","288.12021109438217","202.76501839684542","83.5203223222698","332.25620680943234","154.95437808953685","64.51442502999693","211.30919134402126","156.6824486462991","82.41750887739678","207.82688497902672","147.67229854634576","7.886982138550854","247.00543243053093"
"344000","172.95482363033747","63.885804287425785","303.2978535136256","192.9678747880742","74.85677250747874","309.42887341824814","150.13544090161298","65.42944814935393","214.6622138471817","162.2396100999832","81.79729885431975","195.6844701807547","167.52080351562432","4.688754421735128","303.2219001696252"
"348000","163.35707175996524","19.860375608336437","282.129824591541","212.37195491782603","76.11738966765026","328.52196371206526","141.69781954276084","51.446748661836295","207.21352697102992","154.7394596245164","81.5754140975733","219.20384101143048","168.0184221203662","4.5523318436852085","307.7633581067035"
"352000","161.09925692563536","18.56192974478615","270.2138824150544","209.71473773313733","90.03105223072097","302.7478890771514","139.9025925466338","63.839076838950845","215.73098057674457","145.98730411769242","58.23096351560018","207.23908817466736","148.06933760488573","24.839599255539706","262.20047045014576"
"356000","174.20449632935316","83.21497029275517","290.97096201280846","211.40792142073064","40.0873243253209","303.6124035239714","143.17072859850788","67.03679821830785","213.5864863138808","149.11855418347824","73.65670011084651","214.27965373288808","142.99023781541445","18.121778625878797","217.86931631985385"
"360000","179.80983231783236","93.70964504219144","276.1976764449723","203.55900757562318","72.55922355674849","303.13066782143244","140.1386325489005","57.694943060698144","209.50017064846543","151.8778067552653","67.41967426409508","208.19035796179068","166.6577907057371","61.37746748738673","261.47838750401803"
"364000","177.36359694128424","55.43810600761598","267.32203574018433","203.95056727943324","93.24470553421699","289.34307951801645","154.24843364475558","67.21998753420296","222.4913047528355","156.20675650141914","60.5313408595532","195.37471580577684","151.44982036583764","16.137453167221732","251.5834953693497"
"368000","163.45793332105399","60.56123674167502","255.5913661524618","215.90976804686608","86.66993277191861","305.5778159064879","149.96541105054953","67.1842685668189","217.23405151138672","152.4483586161627","86.52193935643955","212.59591577035752","150.92989988865105","40.89672082194425","242.3310912051896"
"372000","178.85881864698825","83.94321688191656","252.41839568943615","212.78909333257843","101.41215185413525","313.5685905272535","132.56934442313295","67.21998753420296","213.75963069062323","156.2199126645987","77.7183233227178","202.8540071148683","148.54981739538317","35.7736075168479","228.30938827568366"
"376000","182.0529711360551","87.28514662798759","253.37183004915272","200.68050835064156","74.15207593106182","281.9765722478307","135.8903148439681","54.276772233938274","208.743473413729","159.65952912955294","71.5640296218356","204.46107008206553","146.37775278379266","25.504348098285174","264.46891246204734"
"380000","181.18283860593996","89.41693975168326","262.64512903913703","201.6002080836956","79.18568060667111","291.9131960490905","133.20252455441792","58.46099360836712","209.26481897766507","148.6403867051581","64.64401592272218","207.4121182247896","144.05325254484833","49.197028275526336","255.27811091776613"
"384000","172.48161081455834","94.34952306196874","262.3723682937709","208.09014501266438","83.72788240091731","280.13058206562596","149.1790028160901","63.00781509325678","224.54489679816857","158.05273120435214","69.94058576235277","202.59448887010754","132.73152715809425","7.24653163780781","228.30755978785328"
"388000","172.198478462674","86.88891639990835","266.9474150403801","192.45184210967176","87.39008294591838","275.82599268760794","153.81532261813453","67.50834747021335","221.344781429866","157.90651127757212","106.95272117336276","211.71375069145066","136.47878831112538","6.585482989084769","238.75174779704054"
"392000","184.8103843817575","115.88582979255406","287.77096757082506","200.30210369275596","103.10798356775959","295.14482006719015","140.77719630569442","67.06804182704415","215.83269763999823","160.91143671546797","89.75756805362269","215.3266043679077","132.37065142745854","3.1566290779531405","263.9644140793821"
"396000","184.16144936156587","84.29858743139485","268.03114592912755","198.82772689125602","79.96296536756782","297.5536488897266","141.23471086517648","67.34717604287361","228.6801104548972","151.45110229346793","60.31241374036254","204.42012131554887","150.80787788300012","16.768091951901877","274.6896919263105"
"400000","174.5567507700007","74.67993049473826","294.77806295105","189.3728265884401","75.84844113067757","258.61624169210927","140.2371425339517","62.0409880604141","208.82905510261998","155.15059524851603","63.44865300365875","205.68601968182003","136.90792886878668","6.0627579184961276","256.45402736794193"
