step,Pendulum-v1_0,Pendulum-v1_1,Pendulum-v1_10,Pendulum-v1_11,Pendulum-v1_12,Pendulum-v1_13,Pendulum-v1_14,Pendulum-v1_15,Pendulum-v1_16,Pendulum-v1_17,Pendulum-v1_18,Pendulum-v1_19,Pendulum-v1_2,Pendulum-v1_3,Pendulum-v1_4,Pendulum-v1_5,Pendulum-v1_6,Pendulum-v1_7,Pendulum-v1_8,Pendulum-v1_9
3480,-346.1099131900516,-924.9040316685744,-589.8291777281073,-785.1110988966386,-803.9178284347603,-1048.2800709863322,-873.4827185499944,-981.8255347057018,-858.4179161818525,-858.6388457523204,-738.3796186421054,-761.3006906001015,-555.517329553724,-569.3839766835619,-746.0582596623749,-577.3571802014544,-743.7911785363287,-948.9743437869514,-566.3382850949928,-268.4622739832415
3600,-263.69779104096864,-883.6409769131367,-482.878246530698,-776.1046879336734,-354.09886897041326,-700.0866031139594,-762.6421370571843,-958.6126859678258,-712.1843307532589,-804.5450753489116,-730.0217858022512,-800.9764550659729,-344.0773390126124,-274.0468746584107,-751.9860726705577,-554.1549398699323,-714.3385369698685,-947.3403439065366,-337.2713006682237,-188.66715057117395
3720,-289.3287297810974,-691.8139590588746,-530.1627502965397,-662.7660543940477,-217.38952168279266,-538.6924767778835,-811.2939358945116,-733.5569552099845,-725.3574435293779,-724.8214260258189,-476.42225105687464,-794.1582246980677,-748.0745424212303,-326.930938448422,-623.1679843571926,-238.1756174681738,-654.2418475471475,-915.3920021751917,-288.80875774605556,-158.99159440704952
3840,-187.16120812523468,-409.349717393003,-426.8288653030346,-376.8673646031474,-317.83773309161796,-458.1264919811313,-723.0277607964164,-671.7529194458004,-610.939908553731,-717.5999313295667,-466.05716323695407,-813.1582880371977,-447.9864483959933,-263.2823253759934,-435.7470830360565,-388.31633896133314,-653.3052652119675,-854.1035812447665,-259.28217630610004,-157.66736173825691
3960,-234.2938810642748,-461.0821154793233,-425.86667863566606,-376.20081276447445,-265.72717182854694,-454.5620332273746,-533.3216794985927,-725.0078919075715,-817.2469165491694,-711.2297867529617,-337.9321202720378,-798.5643704860556,-267.98713725534833,-262.14830107143143,-405.82719349485615,-363.8662085333,-231.78653478926617,-314.31209738182173,-208.10635522165157,-157.07502285664873
4080,-154.84629044345974,-269.67013213984904,-424.8172353496924,-376.30915668799753,-510.05735183651177,-425.6856818194336,-514.5628122732031,-434.9875864880038,-1188.03700611247,-598.3842181284584,-309.4465899723715,-775.3103601295134,-163.1189480757649,-233.1076119902895,-453.9279367392075,-255.42000113613386,-226.12459778266935,-258.2810864915931,-231.7925627991066,-156.42176344322266
4200,-156.19383858893062,-216.705976444832,-396.9544148594448,-250.38653460334186,-159.83972327159867,-316.4901358970156,-185.04631503084778,-670.5053639012433,-1054.2044298875874,-591.9808929342861,-361.35827509213914,-393.82028195121086,-160.83945110093126,-180.96809867411804,-453.96725963860183,-201.78637930516476,-220.4615159054306,-293.8960572012589,-205.85189042694165,-346.92777765062186
4320,-153.4679252359064,-211.0089488152209,-366.80534915533354,-208.64621810397853,-160.25439014227078,-206.97955391776236,-179.16844619424558,-355.25550113685165,-538.7087172062863,-1185.744999325661,-278.282842964241,-776.0889806508658,-182.31728624771284,-154.9363865436185,-280.6053467985415,-197.02606396532133,-226.9417461760644,-179.49231676664726,-205.40818774463492,-315.0929701647586
4440,-152.89832333513897,-202.63331676518,-158.59733839603072,-237.47403430683835,-133.32840495369067,-229.689889689767,-177.56701197776982,-300.6174300099133,-1295.715830077012,-1542.9557468457106,-280.45765772019905,-260.977775541721,-156.28988663245536,-206.185879458394,-243.05831519478255,-193.48586090977952,-520.3311548781188,-154.44358854237663,-204.40447156600413,-153.59991453520377
4560,-150.3366600835178,-200.67801337276381,-180.33576822632122,-206.8111281495122,-106.54795356134734,-201.63413070382225,-174.8837430981334,-955.7559831670818,-1249.482684450662,-1285.5003173003283,-224.9670316150261,-313.1962850569281,-154.80085771187382,-153.26618428222565,-221.5992971861753,-188.9330191824784,-221.6772411334038,-155.92739235144012,-178.02559272525542,-153.85681565560532
4680,-124.48612036910768,-198.31379240627953,-146.61347235282426,-204.68225663433128,-105.45292958348611,-202.23798246466134,-173.85363749356821,-647.7299264903062,-1254.0181868831814,-553.1170888076446,-223.60866376682816,-233.58690508529762,-127.17575196602779,-152.13071214560009,-183.68664816719462,-188.804719388982,-215.4508835805529,-131.53748642207802,-182.3841658685696,-992.3019328656599
4800,-149.27078543748965,-198.1894240083415,-146.37581881016132,-205.07898696650827,-104.962379218017,-306.2624719128414,-174.01643897958724,-884.8324187805234,-732.4550142788165,-274.2880345007748,-222.78362768080956,-232.2062156953637,-154.51273537910643,-151.57694679866626,-232.04869089807033,-185.9105371370062,-213.32775530689065,-152.716779661728,-180.9129905590854,-1228.6923371363432
4920,-149.09484629664104,-195.62545786040502,-144.98296182634093,-178.27829914712976,-104.33869110910491,-199.04766068040027,-173.69231854435031,-934.7183122717786,-216.58207117659336,-238.2756498635099,-222.05154627628735,-231.52997170437737,-125.98303069938463,-150.7968083078093,-153.80005077127828,-186.26512830794582,-211.78366307733782,-126.2647227306463,-179.519126968553,-1265.6710491195092
5040,-125.06446665430967,-194.37262346099766,-144.04238561620033,-175.31507310104854,-103.26084718788472,-198.1753458728836,-146.61283237609192,-1165.2551678167813,-215.06561326365946,-234.1615238078886,-197.10720122193194,-230.98314033709593,-126.29605502699587,-152.73858580263084,-362.71111953802136,-184.41319065555794,-210.4356231207368,-126.42621843774643,-256.9793275849138,-1451.5839446695124
5160,-123.98347472207413,-195.8570117080256,-196.2776399111177,-174.61768975040883,-102.90786164396737,-489.1615624950947,-146.54132860074333,-648.731389728406,-214.60803470624774,-257.6954750361786,-194.91753675887352,-229.4611736142851,-124.35298953363636,-149.64027064745875,-151.34887689679653,-183.73294927372893,-209.16419477773042,-127.05472878658752,-177.98536602623625,-285.9027593937752
5280,-125.18237648447791,-190.2647199012559,-175.11816623901822,-174.7570565416986,-101.90512288846514,-197.87991949952112,-146.13171646955556,-646.815353359049,-212.91156227396095,-227.1984315817619,-194.61457353563867,-229.61502421718563,-124.07885885372666,-149.08176192266205,-230.12015038767427,-180.98421710076494,-208.93748742889358,-126.1019172803813,-176.68805178818735,-262.50194122329214
5400,-123.54217547447277,-187.61865539336057,-242.26231748985091,-174.9173494905815,-102.68113107024442,-198.70127090018545,-146.40046238798968,-875.9664092609162,-211.92942680439356,-228.01969693229506,-194.65479044886385,-231.03811646295566,-124.14295714902619,-148.84292442991338,-149.99414360261363,-179.0787718454905,-207.53167813246495,-125.8010515126501,-516.8783973751991,-424.72321262007915
5520,-123.90607707463921,-174.2008158591596,-236.5773291015742,-174.54247886921434,-102.75617941562079,-544.9422750557189,-146.439155499111,-545.728090803014,-209.18303007178503,-226.91864584404274,-194.54631420701068,-230.1712744095311,-124.77588525171798,-147.7772046876141,-152.28742251288907,-178.4137145686338,-207.69221152600758,-127.68062184028125,-572.7574635380037,-148.72931275251045
5640,-122.57311397817394,-174.07064574386308,-204.6977448789624,-174.97735262344668,-102.81440186166635,-571.1863693758414,-147.34267542788604,-158.65101994655433,-208.5731452055114,-224.42952313394147,-195.15440997855896,-229.08330015354946,-124.66744790675378,-147.6778980907952,-150.91717160767558,-177.43018293984238,-206.45585861504583,-128.42464314308737,-577.0334041238107,-312.04716547772694
5760,-122.6825933191341,-174.89559835705754,-242.65116747603784,-174.9057241176193,-103.08746815853154,-632.3931310960293,-148.9910202370071,-187.59400989666653,-208.97007865649272,-251.03529253185388,-194.4226277668667,-204.0644461731124,-124.9331169801798,-146.4302091904984,-203.08208082999272,-176.73626500012597,-205.68064436100389,-206.93659909141942,-941.0226347520678,-256.76894274362525
5880,-122.58500002431492,-175.52145357983767,-180.60190075328234,-173.3942610994067,-103.3297927887273,-571.8158163779452,-149.14646416177507,-158.7464147572179,-208.5191408401892,-250.92879801455393,-194.28379606202907,-543.6694315720033,-123.60960524269494,-147.12579975525802,-150.5567095865547,-177.17452245341866,-203.9900700233763,-528.5748809789142,-889.110681181123,-147.93144790895124
6000,-122.60793115815007,-174.9261021156637,-130.72529482276371,-171.8629206143576,-103.64595680754306,-640.3254822353555,-148.34521030857192,-158.32243680830607,-208.05099986266592,-249.75127588761598,-194.3142527009581,-204.95464070516283,-122.1585620131398,-145.32915267473976,-151.2656721503592,-176.3613166285066,-204.07927170730704,-129.1640572219588,-979.2007690069584,-333.41642896884457
6120,-122.4143580854213,-176.3277887842073,-127.4763702464273,-172.2717731453805,-103.8014796714313,-597.1077131536281,-147.16073775274856,-157.75341174045985,-207.80353498022956,-247.20953440447278,-193.15964800730373,-282.7038401719962,-122.56597286254132,-145.92802119117562,-150.2943641256519,-174.53045195713622,-205.15947396181906,-130.47907605274003,-745.0454517951629,-148.1449728162451
6240,-122.2565560826018,-176.82745549313535,-126.06146359983059,-171.9848825500167,-103.36545991706184,-745.5290877277156,-147.11956293553908,-155.3434572631064,-206.12148582611468,-246.12938681587676,-193.75253505879354,-571.4406945999997,-120.675752089237,-146.28806208617806,-303.61337054155535,-172.45930467834896,-203.5763350414769,-209.0323166830198,-970.6898247590518,-147.47964745529305
6360,-122.04216125082785,-307.35164002534447,-125.74289554867747,-171.87696008066422,-102.90469314108614,-1048.8254432919598,-147.0895044656856,-155.4937057239501,-206.47648496973926,-222.09810390486874,-192.98601180734414,-436.872158199532,-120.48308389713691,-145.57467135840346,-150.68984516849008,-172.408668348481,-204.16737438014567,-129.30433217259986,-967.7649795585636,-148.5240086255647
6480,-122.14511402654577,-231.9934961959074,-321.28035516381414,-173.02192839769674,-102.05796310536991,-1026.5651869805693,-146.22555762273564,-155.78370331572535,-205.42592838497438,-222.42868909892687,-192.80184784040853,-427.98754877054563,-120.5208648894363,-145.22083360350996,-125.81782347419137,-172.7010839765524,-204.30509647972733,-130.02934518742484,-176.5292185620729,-303.89423030787896
6600,-121.67670950892969,-178.8943807443761,-315.04319708530846,-172.40232371945103,-102.32042466013242,-1031.3931016251067,-146.0699256976637,-155.62897686091054,-204.06733879227593,-247.54731936557218,-193.09339095781075,-496.05312152887564,-120.60778448762014,-145.8528045144297,-150.88583849224455,-174.42961646710853,-204.25210045780278,-206.81577895271138,-703.1065311767117,-327.48974740850247
6720,-122.4050932861948,-256.5582983031072,-319.7092340794817,-172.4965330322089,-102.5701354467466,-1044.1433592761362,-146.58181848817156,-155.64972793322676,-204.76064551491854,-221.209600562811,-193.37787200650868,-544.5470866369568,-121.10347956658661,-146.44527626786407,-150.49945552157862,-174.07832944295973,-205.54983517459192,-311.6912975343117,-329.0443163659901,-286.5376823184851
6840,-121.87276049453298,-299.0954409708982,-124.57352521158168,-172.2617568053733,-102.57454169788289,-1030.1203949050605,-146.0101330223948,-156.05676509208382,-204.27173809497657,-245.78225343214848,-193.1770056720955,-855.3909939049676,-121.42835253618622,-146.2700236537117,-150.3137747922525,-174.64554808630209,-205.71390312586635,-566.8278430391833,-175.6713470416894,-332.62484409349116
6960,-121.58836968272567,-288.5481677046039,-126.02976531214888,-173.28940824486017,-102.08955723011675,-1042.0889869084626,-146.3228118607341,-155.52841663810125,-203.6912822390412,-351.0671840081051,-192.98196934780182,-555.4429057443801,-122.8566407459876,-146.0049285929056,-150.79732938592173,-174.35253554842805,-206.72612596399821,-697.4246721982171,-201.13660531300633,-307.3275103189315
7080,-121.76284298756427,-267.9624488591427,-126.24874614184198,-174.25551301288365,-102.05741376196639,-1030.4937311269312,-146.48788357034192,-154.5814618921512,-204.28445609049928,-220.57938203543122,-192.72791997893304,-366.91933151008936,-125.36140083159084,-145.4737286085893,-150.64522490944182,-175.55543700453617,-207.81504213252737,-474.69827037553597,-226.4648500483287,-386.9841598345654
7200,-121.52220545226399,-286.3100714877754,-127.239819567307,-174.0637975055584,-102.35545783358205,-1055.0987485155797,-146.98296929479494,-153.8673517569649,-206.17804539962012,-454.2171929439013,-193.46806002250005,-504.737212943763,-122.34431292497084,-145.3218437691733,-150.32364879460977,-176.04376105711302,-208.32841496661226,-150.8634262148219,-176.90697170414788,-426.34880175023943
7320,-122.70550529994,-293.653086313632,-126.92208583084198,-174.35833348833586,-102.24731303549206,-1285.5295448512968,-146.31390167354377,-372.4730848130793,-207.22851771973905,-324.61594604338023,-193.85361371779516,-362.61662846745514,-122.77129867429002,-145.93908416493633,-125.45744298966363,-176.1132506375073,-208.80658363692314,-441.5276824390394,-200.3022419705862,-418.7611270311264
7440,-122.44314261358129,-270.16740226170805,-352.04508952477124,-173.88124868482214,-101.9766091624606,-1297.2489111959117,-145.86138603258075,-153.6970936463065,-209.43241647715263,-243.61538182330233,-193.0354786846028,-408.33565996177765,-123.0263306373067,-145.31417403941006,-150.42723975352857,-174.48370911664597,-208.07989870878924,-444.3005092862939,-174.45299370176798,-406.47554864388286
7560,-121.82650789265433,-322.8395273924189,-126.83783692364739,-173.1776723173792,-102.23394133515524,-1053.5056994084646,-147.0013021107181,-153.44917585092105,-209.85094440291755,-244.65065842216458,-193.42346970363224,-418.5924613271462,-122.52498855405167,-145.2933051105085,-150.08676077542387,-175.72613854199767,-208.68293963273692,-124.78218839316507,-174.54094831313247,-411.9883930434139
7680,-122.45243411788533,-447.06830234067075,-365.35669824630173,-174.92141975234304,-102.12398175699484,-1297.036517094182,-145.6848064548705,-152.82201394964022,-210.28379753496657,-376.33139586103675,-192.3499815989288,-372.42055510306756,-122.10273730011052,-145.4509354273568,-254.3271628436562,-175.96240254659244,-208.55931501181658,-572.769271114552,-174.8099793181961,-403.7065478732537
7800,-122.42040625294896,-300.86303202301076,-127.1926842574529,-174.84870733887809,-101.95130905039001,-1440.5353321567306,-146.32435132570754,-151.90268651879316,-210.6648809843707,-386.9214672062593,-192.9339461308769,-359.55071040580236,-278.9955492125085,-145.50078325134223,-176.5811154240285,-175.74718205888067,-209.04737603474769,-230.89461352000598,-174.89586127769107,-278.9254237491926
7920,-122.67600223890406,-481.6660049498793,-126.89396343369356,-175.03805107934554,-101.85641988198479,-1257.631776129556,-146.67568641816678,-280.956869099601,-210.9658570011667,-408.93003375479327,-192.85770818334714,-147.71787822789707,-329.5299621885139,-145.8569968989565,-124.51742759357239,-176.30256061661348,-209.7262932632991,-607.4003146599014,-175.28795005078229,-199.88082766016117
8040,-122.31350525065102,-631.4086651060148,-355.85520151246345,-175.02347259841423,-102.19650894320986,-1268.8438740353608,-597.4592803249841,-151.2263742287327,-212.8751252290861,-406.726116549641,-192.79905725736933,-147.2787621269154,-121.81752847119363,-145.74327278937454,-124.02016847474326,-177.00466802846188,-209.45566548481588,-420.0242092359184,-175.06132383122457,-148.49617095252228
8160,-122.523430559397,-427.3577516584636,-354.35503038935616,-175.2569022034508,-102.54025040063212,-992.3654001852143,-602.5805171403852,-535.3689274284252,-212.8515914708487,-221.18140048857663,-192.9093793532552,-312.78886309121367,-176.7063101281024,-145.59055707883914,-149.8825559748788,-176.79318157187103,-209.45700223968896,-334.14487392470124,-174.94229934572363,-148.3211964670628
8280,-122.7300634819143,-477.187047056096,-356.9892650878696,-175.47720459027693,-102.52475244541719,-1145.139212915772,-678.5949584682618,-394.44521011902464,-213.12612147702734,-222.5821012162616,-192.5666679812538,-172.1849618000897,-329.8059194470535,-302.72496106962654,-149.88661044777183,-176.6909919557772,-209.78572250106785,-439.27365044392536,-175.71788764982966,-148.50678194647665
8400,-122.84927521708849,-399.142804923227,-384.8240788369299,-176.1420170729411,-102.39104087318518,-751.9897296428649,-620.9192270646345,-150.4691913850449,-212.88883358354633,-249.68816288371394,-193.03382274068508,-172.11389362289452,-174.45357085963752,-303.3224730001933,-149.42521364668715,-176.38767246093056,-209.3519138875382,-625.0781474831726,-279.2744558713131,-148.72098845496646
