step,Pendulum-v1_0,Pendulum-v1_1,Pendulum-v1_10,Pendulum-v1_11,Pendulum-v1_12,Pendulum-v1_13,Pendulum-v1_14,Pendulum-v1_15,Pendulum-v1_16,Pendulum-v1_17,Pendulum-v1_18,Pendulum-v1_19,Pendulum-v1_2,Pendulum-v1_3,Pendulum-v1_4,Pendulum-v1_5,Pendulum-v1_6,Pendulum-v1_7,Pendulum-v1_8,Pendulum-v1_9
3480,-857.0640073269426,-893.8881512434967,-773.1429669622497,-223.07179332778887,-585.8696410756304,-1055.4320568713806,-926.3696452022974,-321.56622628924544,-696.2424677012434,-1163.8023126077846,-659.7942128215117,-469.5342583969752,-825.5240712987079,-734.2110051098429,-432.0984012121594,-546.5330921155812,-885.7259845179047,-890.5422938007885,-764.65344860141,-952.6698509355583
3600,-237.2195720097796,-839.6099130199934,-690.3014813564282,-217.8006157425168,-168.69183525404452,-799.9796893132086,-902.5054687505666,-401.27420946293853,-376.89390344535803,-1184.9737372956838,-926.4168716658269,-271.8140987397567,-751.4311807032575,-711.696654599011,-456.74989720433524,-649.5075904955432,-941.737900073737,-895.9115353609279,-778.2875299047658,-673.5695707706006
3720,-241.09657325197537,-916.9122710701309,-481.2837401455407,-214.96584359220464,-192.98386425250743,-950.2909314353503,-749.573317231502,-616.770640997979,-424.61456497219206,-1172.6204438854645,-958.1160218764365,-239.1518963038405,-423.9332255968483,-673.850204215245,-402.73850339217677,-270.82059276937343,-851.5609121215305,-780.2027295544418,-714.4561066908252,-649.5275942983819
3840,-433.42226545235405,-661.5711508377959,-479.1308117552752,-217.16230250844382,-160.6725120744848,-1017.3796781353374,-841.1062120074857,-192.400362940703,-502.5552944181842,-1120.7637689122753,-960.0466896304342,-233.07787780520485,-660.156646169911,-426.96137411336804,-403.65161737135077,-257.03026072016576,-429.13962110802413,-775.7657185798188,-732.6607927621235,-646.8883160269628
3960,-595.9989112472504,-433.64654378645537,-729.9222324532786,-215.1483603419637,-161.41705306584754,-738.3629489061119,-671.5296247464719,-217.8618146060904,-341.17079803864584,-1117.0554838740413,-908.0596944501985,-231.64956609345222,-210.42716513178803,-270.6924197209988,-402.0331637464559,-876.2700680192795,-222.03035025005005,-190.5373924315972,-266.73395522548327,-583.8537925577623
4080,-522.9382369275,-618.2041329099433,-709.990413018462,-209.37889352866242,-241.38410338818593,-720.9877931860041,-874.7455488129017,-161.50900278425053,-285.52630499117106,-1000.0579386067764,-864.924042310288,-151.1490130119052,-210.86929464456279,-294.04910602244246,-402.24169532822464,-1087.970907146891,-219.0908636011762,-182.00916978503895,-264.7087591933788,-549.7257653464931
4200,-480.3020864949487,-472.7534500494638,-768.362204261827,-209.03298097447365,-160.85417327958407,-320.1691532822508,-552.580944382634,-160.28700485255143,-255.23911823675013,-1015.2328004582401,-255.32943262870586,-149.93012145293932,-207.90217477410357,-266.38491238609083,-401.3237465300298,-1061.5079029707147,-217.2791367504943,-183.69807662992426,-260.40591416112323,-625.1930517149741
4320,-431.1926443601824,-496.80555650407257,-422.37510428652223,-207.34347535455376,-136.0043034396002,-235.14895350198057,-502.9316415087745,-158.44063314573526,-227.59185513545134,-871.3064222196565,-259.30677961754645,-176.77145437451435,-205.41690684102628,-155.79704452014272,-342.7632172113035,-1047.5662999265883,-216.65530316798987,-179.44331644654986,-258.8334873438649,-534.7612354958668
4440,-160.97901477424733,-595.7927957536785,-368.1520896037827,-205.10199907048087,-105.95311642560239,-233.78748936718958,-388.830362231272,-158.48652199052006,-252.26716443719988,-695.562362333508,-227.28422105507155,-148.8088617412988,-152.5470810106665,-152.9000029092057,-185.20277555053835,-783.964063185658,-212.9429043545262,-176.91015187948292,-258.2800228996785,-263.1060613393863
4560,-254.83412523657984,-641.5723466932624,-216.24868037760476,-203.79788406273036,-105.1547898693847,-226.23918910450362,-286.6506333727285,-156.26162456802723,-224.49937415746822,-620.0137135168476,-333.4370603179169,-148.45889157815841,-124.24605617383568,-179.13604607308716,-183.24762722960017,-780.2901369288628,-211.53932034493474,-153.4936856046964,-205.0483544903033,-258.05925652531414
4680,-461.0358155014716,-600.1998469656537,-187.68332889953768,-201.92575412236923,-131.43889537783554,-224.73002479658643,-206.7816988972964,-156.90180542632,-224.59306345121212,-678.2870025478421,-227.45311847512244,-147.32550180586395,-122.7161388715474,-152.3046371121775,-153.69416608499338,-1041.3803668349892,-209.60262740636261,-179.14659034744324,-203.46976751614415,-157.34012623354687
4800,-255.61295014908669,-941.5549549176578,-293.71763463126337,-175.1802094080404,-104.22066833340315,-195.36582924062378,-151.44440446855336,-156.32333588268233,-222.6906883743727,-1567.1570781801013,-251.35781133550728,-147.01238252147027,-122.30031458836315,-149.38540326164096,-125.35711530794649,-641.7052924819193,-208.18308436102342,-182.10433322339523,-177.94913526915747,-155.27720940494487
4920,-125.8128393894413,-666.8207688249962,-210.81961340007678,-173.26206323605547,-103.60554729202116,-195.78244161619756,-148.83108036297926,-156.68634685725033,-222.68736703312783,-1446.307657803402,-224.57719098724866,-145.41239924071382,-122.09001922438196,-147.88389168358208,-150.67153700298184,-645.0427856057262,-208.03694013291428,-131.54490226808176,-176.44339184655783,-153.7979752423837
5040,-256.64205214679987,-970.2083488031967,-187.47562304164867,-173.76114815050346,-103.98946349299828,-194.13850378106926,-148.40183543640174,-302.7962205755038,-221.32945747318234,-1552.6928216787342,-197.4091650401547,-145.69003748967756,-121.21679620287819,-147.75125819698036,-149.92795480408174,-623.8596791854714,-206.17052170121218,-127.83645284810125,-176.04164770157394,-179.51532099027833
5160,-124.92589724458563,-858.1728265703316,-206.118591254972,-171.66769508923113,-103.46979269282846,-194.27106326928816,-146.30885956278607,-156.12832805553958,-218.91182030142005,-1532.4310131280604,-198.16446068980383,-145.55306450293418,-120.28857262608385,-147.96392458910918,-150.23053295515894,-508.9105814506608,-205.4655477532217,-155.5809789617996,-177.34378418854607,-152.03884133626622
5280,-122.98187311242597,-875.3553683906302,-154.07026777428598,-172.80998221543314,-102.95796975772768,-192.78312294867771,-145.4795085126171,-348.1348299111283,-217.17612444154867,-1494.6722162112696,-196.65287056747133,-145.66951920671255,-119.8975624808501,-145.27139254778547,-124.83393626375054,-183.18418517657068,-203.6610372904735,-129.72468743992565,-176.7134824839758,-151.95425751136443
5400,-123.05542523840703,-922.6524261093631,-150.8474929636833,-173.01662239791904,-102.41094558994908,-192.81914025481584,-145.6142755103511,-153.87389426334252,-216.88767767283534,-1530.6048617970382,-194.35582497947817,-145.72331693102893,-120.0829381661772,-145.96331113700143,-149.63960312035857,-182.21964178844013,-203.88312477520805,-128.98252743849238,-175.9697063405992,-152.43689960682156
5520,-123.84106300121593,-936.524938734366,-196.06776523369695,-172.9640986928896,-102.31212315859888,-193.82603877277452,-146.2583378308713,-341.72694877232243,-213.4627213257707,-984.2496126236641,-194.56269345875558,-144.87967589842907,-119.95628163234815,-145.18875443602573,-150.1257837187214,-499.1931638509076,-202.7637967264254,-127.59507768589606,-175.06387704866978,-155.65593364496078
5640,-122.72719591992515,-1130.2096290909117,-146.14327430542485,-172.60127931173815,-102.13651579151289,-192.09045995593485,-146.359628629337,-327.6744664765078,-215.53636887741095,-968.4498793292918,-194.1939433289263,-145.45394069795182,-120.02345240531527,-147.18094083345864,-149.3082261966065,-511.77664174381124,-201.63542509371285,-125.54445522852834,-175.65954775555645,-159.32291438007005
5760,-121.93281560504597,-1187.3011732948216,-146.9508984500594,-172.14288756478769,-102.721839732064,-192.37784904174094,-146.4552885278658,-313.0543881740843,-215.43044971895156,-923.6305581018635,-193.86456594915057,-146.20320227281695,-120.46844181679653,-144.8192331632657,-149.2063715473552,-180.49308316372753,-199.4756148679532,-125.29663056230886,-175.17853193665263,-618.6412860755768
5880,-121.9588204477694,-987.9484957525099,-141.87417414108148,-172.13327099504406,-102.41076835492898,-192.28007670344806,-144.88204703637976,-342.4283092264576,-214.9195938566571,-1122.0269890598636,-193.26994314769084,-146.28957488256214,-120.95942127345725,-144.43418641418447,-123.08768108449374,-180.53777771179148,-199.99581426876892,-125.6392123106441,-173.95319833886677,-469.72187584042933
6000,-122.41746454528986,-974.5393430217715,-140.51422114848924,-172.18374544677073,-103.00525077626403,-190.85370139469484,-146.56812726956042,-314.5192570296728,-214.7830628545381,-803.6428211356307,-194.18686368638,-145.66798844617705,-120.69122070892475,-145.2009584858053,-124.01949114704887,-179.72190391442118,-198.85722997456745,-126.19424163227352,-174.94394202111226,-290.4853477026803
6120,-121.85121325147664,-1173.8079187945264,-139.42684966405142,-172.95368047286465,-101.87963033689616,-190.38797248755458,-144.8008897066786,-412.57267360638616,-213.02555402557383,-749.5547926387295,-193.78916532359636,-148.22930339653848,-121.48189750686875,-144.66129724706644,-123.74633995169695,-180.19489336711416,-198.0744390133115,-126.32016553190542,-175.14080635045028,-160.32384734122837
6240,-121.24461702454828,-1181.7155799984685,-138.65545552876748,-173.11744576099233,-101.4534383243277,-190.84955157581993,-146.88547817228272,-414.5281354298172,-213.7735024215644,-686.4574245784229,-193.04930174800091,-148.3054267441044,-120.52386541377271,-145.4005463005543,-124.05592526910974,-204.6071835536356,-198.6796393542484,-126.6394513216876,-175.87211823181056,-157.67439418458713
6360,-121.74561758663849,-1016.3245688572684,-137.3647401862948,-172.73162907129662,-102.25568964127339,-190.58572080324936,-144.79914869334976,-414.04054910494153,-213.24302442128334,-535.084456567284,-192.91827038577435,-156.38097288673015,-119.92968080751987,-272.08182221490097,-123.36495403236339,-179.612703966855,-198.74801645777603,-125.69426357762313,-175.9292836390233,-290.1340014944273
6480,-121.43528851055859,-832.3974277449968,-132.89229009853187,-174.26101910169044,-102.00932762857832,-190.23192384136613,-145.12395298711465,-414.2911803046621,-212.08078326609242,-743.2859918194356,-192.3633923587044,-146.44502262441728,-119.97709659447438,-145.197858019626,-123.47506710893204,-178.93840911828536,-199.98502302951852,-125.16602163769332,-176.04705545822284,-280.56252463131085
6600,-121.71726109751542,-816.3912247064876,-132.5420713569277,-173.45846357742667,-102.05374450001895,-189.9190720908939,-145.87002399899137,-413.4406554339492,-211.3932326734758,-656.4435030735666,-192.24592791831373,-146.73816937291537,-119.76151753305616,-146.80126782189424,-123.3244128326811,-177.86788192249142,-199.8000092375738,-124.47110087995512,-175.88950451197508,-154.7483083875055
6720,-121.3772369091719,-680.9872815401934,-133.60260881024283,-174.3345843745552,-102.4255716780751,-191.42185930078952,-143.97044250467,-413.7526681842106,-211.74719777395777,-639.7302429568997,-192.17187791936152,-147.2807645177802,-120.18507318230407,-145.51062540908669,-123.5810225768837,-178.882394217397,-200.60223544533127,-123.80591743613664,-305.00094671592603,-258.88331586479273
6840,-121.5889011022728,-599.9383214779243,-133.9045230781496,-174.63048589270156,-104.27721238615001,-191.55982719888766,-144.6258997870086,-149.92242189329735,-211.58209986242122,-480.79191257886697,-192.38567449491484,-147.15833159849385,-120.156484092999,-145.04460656986492,-123.58357909750968,-179.2282463757722,-201.55825325956397,-123.93514114603911,-176.272711835763,-151.1908077138196
6960,-122.13050304146115,-179.4316433847359,-136.65439132241204,-173.90525627695519,-102.85301672453235,-190.65032705681563,-143.4358901451235,-149.92755477481273,-211.10883461597274,-260.0228584505693,-192.44151223710952,-147.0223745754107,-120.73097436732891,-271.2412831636977,-123.43729351881896,-177.79889763514248,-203.79561069883658,-124.01764624285588,-327.7599353398574,-310.78880886173613
7080,-121.59840462170965,-177.91285367912204,-134.56480447350907,-174.1637701092978,-128.20115798775373,-191.75454916646203,-145.54901766004213,-149.74857800709688,-210.86814188536977,-261.1187369880074,-192.3692490270733,-146.7825659004934,-120.4275045531875,-270.4286812631045,-123.5328887771459,-178.74508872133742,-203.23659042164448,-124.34969286974813,-300.43725113795756,-151.69550095521575
7200,-121.41009865339406,-178.2345415419844,-135.14137197081527,-173.73953073502057,-127.96335469695109,-192.71292077959163,-144.997046365833,-149.64728225448772,-211.3458699331085,-260.5754653433139,-192.06223869404144,-147.05525138237505,-120.43763743044958,-144.58127995623758,-123.4531782505422,-178.20185389534535,-229.83079963025688,-124.51742031135434,-177.33312211707667,-177.80758303265853
7320,-121.50511728617496,-179.91348996295474,-135.3240672392393,-173.64809592510088,-128.02920903454736,-193.02941257788584,-434.9523013468881,-149.8201406391401,-211.4874590424934,-259.1741952011331,-192.35346318988982,-146.98329876515487,-121.35451091574184,-149.03788782730877,-123.47303166412993,-177.91361751154008,-231.7188307214874,-124.86794747533334,-175.3744921504511,-152.0755638618103
7440,-121.28041476242208,-177.3014277247196,-135.81357707251476,-173.65626598563287,-103.06285810807893,-193.55008231368402,-461.8688591367172,-149.3952025933016,-210.85673232821568,-258.1128300227025,-192.282113436439,-146.89924375409416,-121.1641172655092,-143.25357439574327,-123.24479547486246,-537.0191122280797,-203.51487841446817,-125.49528459229298,-174.49678427958963,-230.70971733869638
7560,-121.14392472417664,-176.68395623742725,-136.12715069071828,-173.74635606806686,-102.63111505769868,-352.7263948828729,-432.53090804651555,-150.13474977762826,-210.39833580117494,-341.337219839524,-192.32711483284714,-147.8880411297245,-121.82086915332661,-143.21654491522818,-123.84191298476165,-178.19436463931115,-204.50770483264833,-125.1590331231652,-448.6332657013389,-231.26961879961846
7680,-121.61396402499754,-176.51628077176923,-134.76277579574798,-173.58064360372387,-103.11343882784786,-353.7474941791415,-354.6954757212176,-150.27447688420693,-211.38515768476822,-259.4104958210568,-191.95195295948525,-147.72967540950987,-123.26047836977034,-143.3460842656393,-123.73882911100432,-177.2049239686616,-230.92631713622683,-124.84069346122371,-310.18016850417297,-178.24575545040085
7800,-121.88247027350678,-175.9761177463939,-136.39923801816298,-199.697474399546,-130.108588328118,-363.6819814067125,-295.7749998340454,-150.0529309804299,-211.3231981851107,-738.3863492005958,-192.007853933554,-147.77899133546686,-122.50120999707784,-144.0348696973691,-123.51281289526491,-366.4816726165019,-256.85086651790783,-124.65863790137526,-305.54809317588996,-203.92892551344463
7920,-121.41644646198047,-176.56638674010318,-135.84341507516692,-173.36791904313182,-103.81470353059042,-380.90062639319024,-525.1821000913528,-150.55940428304348,-211.28870468505312,-256.3587038213281,-192.3466469343763,-147.80372235361432,-122.59098754491416,-198.6757464033,-254.03283531141105,-758.3880580214806,-204.82029419066902,-125.00616795739302,-174.9606367560677,-177.18056661141395
8040,-121.54726795713357,-175.8472085045556,-138.20198715782624,-173.38569717957745,-103.79365727161584,-425.02918123702665,-545.1869519436844,-150.4453314746283,-211.16830219087416,-257.8916352602756,-192.35606193012057,-147.7126510402902,-123.43277522317426,-144.57383633110766,-123.82835554881349,-795.3656640713291,-257.65454218593385,-124.99883968814319,-302.40850349209524,-177.66498895832223
8160,-121.47057033865394,-175.65297054046476,-141.26998906289163,-173.27438365595927,-104.08309428091943,-448.8301931823953,-561.1302279942754,-150.49326367234792,-344.9492231413965,-258.1009918510248,-192.49742769440255,-147.82965514443373,-122.73445875048014,-144.53909493884694,-123.7881567651194,-778.9788143322164,-231.22543843153,-125.35118500325741,-333.38604537682664,-204.42754069036522
8280,-121.5891866938698,-175.0300052771294,-141.38245724628675,-173.45682282373315,-103.57066923979517,-450.7959122159291,-586.9385351654958,-150.81794929472352,-211.41540267578574,-259.4516815923001,-192.5250276333441,-147.6767368740865,-148.74152662460497,-172.39597267721226,-280.24389312384744,-687.4451672208463,-205.96091876971644,-125.19883313536124,-174.28271737253806,-151.14019124696128
8400,-121.49905001530401,-175.23823280933354,-140.52375005810885,-277.8405422927716,-103.4370408183391,-455.65619417956293,-658.2453466458644,-150.52151537719578,-317.68886691193,-522.7638821461788,-191.96000000276118,-147.70138251043167,-123.30424286232808,-147.60621774589927,-280.13896428203276,-733.4605991846274,-204.2998799422231,-125.53838966502478,-174.2506742830676,-150.72915170868276
