step,Pendulum-v1_0,Pendulum-v1_1,Pendulum-v1_10,Pendulum-v1_11,Pendulum-v1_12,Pendulum-v1_13,Pendulum-v1_14,Pendulum-v1_15,Pendulum-v1_16,Pendulum-v1_17,Pendulum-v1_18,Pendulum-v1_19,Pendulum-v1_2,Pendulum-v1_3,Pendulum-v1_4,Pendulum-v1_5,Pendulum-v1_6,Pendulum-v1_7,Pendulum-v1_8,Pendulum-v1_9
0,-1062.5954729358295,-1489.5534472957415,-1452.7631073899386,-1275.2165836417412,-1076.9632882264573,-1551.8436031626215,-1248.506786966152,-1209.5689572761542,-1568.9914164926765,-1448.9737364488112,-1435.930552650268,-1401.6226261599954,-1251.0188341915482,-1149.8804169778966,-1494.0380537227197,-1436.4946402293442,-1448.4177689706441,-1287.533745727514,-1227.1472525562713,-1231.4761808535611
120,-1062.5954729358295,-1489.5534472957415,-1452.7631073899386,-1275.2165836417412,-1076.9632882264573,-1551.8436031626215,-1248.506786966152,-1209.5689572761542,-1568.9914164926765,-1448.9737364488112,-1435.930552650268,-1401.6226261599954,-1251.0188341915482,-1149.8804169778966,-1494.0380537227197,-1436.4946402293442,-1448.4177689706441,-1287.533745727514,-1227.1472525562713,-1231.4761808535611
240,-1062.5954729358295,-1489.5534472957415,-1452.7631073899386,-1275.2165836417412,-1076.9632882264573,-1551.8436031626215,-1248.506786966152,-1209.5689572761542,-1568.9914164926765,-1448.9737364488112,-1435.930552650268,-1401.6226261599954,-1251.0188341915482,-1149.8804169778966,-1494.0380537227197,-1436.4946402293442,-1448.4177689706441,-1287.533745727514,-1227.1472525562713,-1231.4761808535611
360,-1062.5954729358295,-1489.5534472957415,-1452.7631073899386,-1275.2165836417412,-1076.9632882264573,-1551.8436031626215,-1248.506786966152,-1209.5689572761542,-1568.9914164926765,-1448.9737364488112,-1435.930552650268,-1401.6226261599954,-1251.0188341915482,-1149.8804169778966,-1494.0380537227197,-1436.4946402293442,-1448.4177689706441,-1287.533745727514,-1227.1472525562713,-1231.4761808535611
480,-1062.5954729358295,-1489.5534472957415,-1452.7631073899386,-1275.2165836417412,-1076.9632882264573,-1551.8436031626215,-1248.506786966152,-1209.5689572761542,-1568.9914164926765,-1448.9737364488112,-1435.930552650268,-1401.6226261599954,-1251.0188341915482,-1149.8804169778966,-1494.0380537227197,-1436.4946402293442,-1448.4177689706441,-1287.533745727514,-1227.1472525562713,-1231.4761808535611
600,-1062.5954729358295,-1489.5534472957415,-1452.7631073899386,-1275.2165836417412,-1076.9632882264573,-1551.8436031626215,-1248.506786966152,-1209.5689572761542,-1568.9914164926765,-1448.9737364488112,-1435.930552650268,-1401.6226261599954,-1251.0188341915482,-1149.8804169778966,-1494.0380537227197,-1436.4946402293442,-1448.4177689706441,-1287.533745727514,-1227.1472525562713,-1231.4761808535611
720,-1062.5954729358295,-1489.5534472957415,-1452.7631073899386,-1275.2165836417412,-1076.9632882264573,-1551.8436031626215,-1248.506786966152,-1209.5689572761542,-1568.9914164926765,-1448.9737364488112,-1435.930552650268,-1401.6226261599954,-1251.0188341915482,-1149.8804169778966,-1494.0380537227197,-1436.4946402293442,-1448.4177689706441,-1287.533745727514,-1227.1472525562713,-1231.4761808535611
840,-1062.5954729358295,-1489.5534472957415,-1452.7631073899386,-1275.2165836417412,-1076.9632882264573,-1551.8436031626215,-1248.506786966152,-1209.5689572761542,-1568.9914164926765,-1448.9737364488112,-1435.930552650268,-1401.6226261599954,-1251.0188341915482,-1149.8804169778966,-1494.0380537227197,-1436.4946402293442,-1448.4177689706441,-1287.533745727514,-1227.1472525562713,-1231.4761808535611
960,-1062.5954729358295,-1489.5534472957415,-1452.7631073899386,-1275.2165836417412,-1076.9632882264573,-1551.8436031626215,-1248.506786966152,-1209.5689572761542,-1568.9914164926765,-1448.9737364488112,-1435.930552650268,-1401.6226261599954,-1251.0188341915482,-1149.8804169778966,-1494.0380537227197,-1436.4946402293442,-1448.4177689706441,-1287.533745727514,-1227.1472525562713,-1231.4761808535611
1080,-1449.579171564704,-1454.3972799437372,-1488.6336621736014,-1588.0592693736153,-1480.644788224289,-1528.8892471278982,-1433.077351565062,-1645.8940412321324,-1817.2719876978463,-1485.4175614972314,-1691.2842003545945,-1552.2954153301266,-1203.4183769796327,-1459.230446369735,-1494.2017600719707,-1607.1379559663947,-1448.011005258158,-1464.9017841659038,-1697.9120888138357,-1401.3030872111453
1200,-1630.1306881221008,-1521.6871013884313,-1497.9931669378543,-1394.4901793355139,-1539.6218769171637,-1559.8174868506646,-1420.211791200732,-1473.0360579746016,-1705.182463124823,-1425.9620368122228,-1504.369263708463,-1348.025991971154,-1152.7310553425482,-1639.546369376029,-1533.3740359151384,-1663.990876282741,-1280.9106253735288,-1474.0442386340328,-1576.4296470687873,-1560.5599308085943
1320,-1676.5025559593112,-1282.350807237551,-1526.6471115949896,-1846.4695602333297,-1460.2100819857963,-1580.0161643250278,-1657.7426255760706,-1569.3807765769534,-1790.5367237088606,-1607.623091676287,-1799.8402495078863,-1545.0266525943803,-1470.6786746025991,-1623.5719653479575,-1450.3548840722174,-1236.6911125134097,-1446.3251281940356,-1573.6446502293009,-1419.1439853843779,-1401.434332447929
1440,-1690.802136829367,-1274.1772287397703,-1521.8768181811652,-1748.2642099229804,-1487.1106714300108,-1583.4720985906954,-1626.3485134873542,-1623.3697099964763,-1706.504971443327,-1565.8753665610077,-1725.4702062663764,-1480.9460570224078,-1274.4359701456726,-1535.6925687431665,-1391.3570621668641,-1536.442020996662,-1816.1127556727974,-1597.341299310937,-1525.310043761384,-1554.0267934057235
1560,-1726.4301350971862,-1408.619741994166,-1409.9102795480449,-1822.418671511446,-1268.3021973035127,-1577.0630357308705,-1653.7753690537538,-1582.658811290092,-1517.2925674994055,-1649.4443412945748,-1786.7182425943415,-1201.407529971741,-1561.0168074954802,-1500.0351854319358,-1604.7283847462713,-1484.5705149482378,-1707.7837784008213,-1559.4296978559282,-1595.5038015578723,-1577.9165948736331
1680,-1570.8383076675364,-1174.2609392295153,-1256.3949116882802,-1684.017206298852,-1172.576837779193,-1537.31879161122,-1810.209182836373,-1523.006791722813,-1740.057925688037,-1364.7864726563052,-1708.1070144815408,-1286.7964246589092,-1721.414794073037,-1491.72981665016,-1432.7511560559535,-1388.6055500036741,-1697.7154233868362,-1574.843096514739,-1372.9742352326418,-1603.5975888681076
1800,-1336.2848835558766,-1168.6780071376168,-1209.5099078861808,-1527.3263416551122,-1119.86125620692,-1500.0657463480936,-1673.2359055679408,-1516.553082849097,-1560.826742527391,-1242.3468582479393,-1538.1737573745324,-1243.4602312509378,-1529.6568782460495,-1505.730153208804,-1388.7571999499087,-1218.1016820897976,-1608.748610316032,-1468.8085341084102,-1289.044481584257,-1534.4040173412025
1920,-1225.5910144260208,-1137.9445061517401,-1066.1636046158592,-1343.0542048187094,-1021.3552436818688,-1399.2683102167673,-1477.3920259988495,-1407.1688893174749,-1479.9701173665799,-1064.263045637067,-1383.7549243306005,-1223.9642196065856,-1406.982361718783,-1306.4658694156005,-689.2421361235135,-1072.8511723856682,-1474.106504227681,-1406.3196180638356,-1152.3888871045351,-1326.4099672072382
2040,-1076.0274144274858,-1091.8592477490781,-1027.401290766105,-1181.8198350169318,-1013.5313196249793,-1326.4886453934348,-1459.412654514502,-969.1296650384074,-1429.6305438194524,-1453.0597466790477,-1198.4062450212768,-871.1034985717704,-1216.6990050743823,-1304.5575120609883,-634.6919674181569,-1090.730995517899,-1223.4481557272927,-1215.5964050720959,-978.0823320850657,-1232.691708333155
2160,-942.7869310321606,-1165.1925510717933,-1059.679034109239,-1007.4744398768001,-1320.3349567391958,-1244.0725830597153,-1069.4350386090643,-906.9339662042282,-1304.9948378335657,-1018.7302864222572,-1004.4333746891622,-1309.7472968748318,-988.232536323151,-1067.3638331806676,-584.3078012989268,-1001.0450289173599,-1151.367353783392,-1180.2654692692215,-899.6035992862078,-1086.752701174859
2280,-929.8177760459796,-1298.4885232433012,-1188.2904831761248,-866.3717941958723,-1340.7809753556437,-1166.6144357697915,-873.4958270840021,-717.5295405781482,-895.3943473853675,-1225.4487637659597,-946.8028703783472,-1156.8431006051965,-963.5913691193828,-1020.6700348808412,-284.89056249854747,-1037.24828491328,-1162.3304979870231,-1157.4293476882133,-1507.9660361510755,-809.0924371373325
2400,-1243.21439977231,-1354.0060647563846,-1235.3197030236631,-847.9728128733561,-1019.0752141946672,-1123.6125136319529,-1051.7401331243439,-1106.2483158113423,-1241.6407667593658,-1206.1754388912236,-739.6721738164822,-1164.569145174792,-976.6277200722134,-1445.0734825732059,-609.4167345936164,-1316.6917145496463,-1112.3745172271238,-1093.545912282816,-1227.790909840056,-981.6521184863728
2520,-891.983747688105,-1422.2326586688598,-1338.0135586136325,-721.0609513911255,-1027.3904010743195,-1025.6541307992618,-1241.281454785603,-929.4270641407468,-1352.976704129212,-1326.3537174611815,-842.3657488656096,-1131.4959721673242,-904.5783194623737,-1534.955050979815,-415.99314538646496,-1143.420716824229,-1112.893369121508,-1100.9056364127398,-1534.2384388018052,-944.0800970553612
2640,-856.5478866926585,-1317.3236296971481,-1269.7040197523825,-820.3752891338847,-1028.3260177493105,-1091.7437958542037,-1289.4922586606767,-1009.8179925042423,-1183.302767114202,-791.4944305607044,-740.7168454642476,-1125.0879417278072,-1011.5198148168965,-1398.7233474547572,-803.2365214596288,-1151.0928284051672,-1135.7747666883674,-1052.5836335197982,-783.7969079480754,-1057.497033673912
2760,-894.8181441105573,-1357.494511217341,-1334.4121471664475,-1044.3082809268683,-335.76415831336715,-1108.2585035489346,-1166.4266291386866,-1240.0244714995802,-1208.924116026623,-1217.331781548842,-592.8901129765759,-1141.9120307341132,-1093.0406108163374,-1366.9307429748008,-793.1161224497546,-1167.656177802451,-1024.0196214183184,-907.7890411975168,-1485.9030476349744,-1023.6894207198447
2880,-905.0030407069986,-1272.7031562384097,-1226.9952041215881,-1049.0220769797386,-369.07983109712,-1210.9554512369793,-1084.8239119222803,-1471.3573688680365,-1084.0179302337338,-1049.0463955193832,-720.5094584419737,-1325.1190192280526,-1147.5117421960579,-1343.515775583548,-925.2524084568735,-1129.067702932599,-973.7392962976573,-808.4152438338693,-1469.7219713639265,-999.4101669463628
3000,-1202.743052793981,-1356.9129318990724,-1162.691814280074,-1198.2083330540772,-325.5698205950541,-1181.9187880375764,-1201.375136236013,-1367.735845708701,-1125.7246946936432,-1093.6425377040905,-817.1593116564758,-1042.8957624538589,-1421.735440757972,-1382.6085758542097,-645.9829040033826,-1129.3178612503534,-1034.7348726303765,-712.0474941907012,-1344.3241635735453,-916.1201575245634
3120,-1029.5145831696282,-1300.6167567317248,-1298.3450059123056,-1179.085595653277,-346.56554842905774,-1070.8165834759918,-1235.3180919102197,-389.543951606482,-1175.782231333431,-1037.8065702329009,-305.7660743890161,-1263.2225197430132,-1287.2287425465618,-1348.3316191565111,-643.9334983792503,-1147.9897840270428,-918.2174277476672,-719.5603563222405,-728.2890341277875,-990.054657647087
3240,-965.4967168051053,-1333.1178504592972,-1222.0832925192808,-1044.4251266206327,-281.30418382198,-1208.2281670841926,-1470.3493857589401,-517.5005242402938,-1127.9578152416598,-1316.257740075527,-198.10693999171895,-1304.4339458089842,-1480.0127743246169,-1435.677620109796,-541.7031430454064,-1175.948643279958,-1154.98835699991,-743.6522341293831,-1198.8173489326305,-1123.461159816652
3360,-1018.0104544469025,-1364.976034347193,-1188.4283592393776,-1186.5125614348567,-311.12690925869373,-1196.461940359089,-1259.2502985251328,-387.369503550584,-966.9271862724845,-586.0402168805429,-196.1266572807064,-1228.4290246295036,-980.494628285626,-1372.4541830430815,-777.4751111672825,-1162.6399233837637,-1150.3957574199296,-801.8280369674163,-1079.6415923828258,-804.94318557705
