step,Pendulum-v1_0,Pendulum-v1_1,Pendulum-v1_10,Pendulum-v1_11,Pendulum-v1_12,Pendulum-v1_13,Pendulum-v1_14,Pendulum-v1_15,Pendulum-v1_16,Pendulum-v1_17,Pendulum-v1_18,Pendulum-v1_19,Pendulum-v1_2,Pendulum-v1_3,Pendulum-v1_4,Pendulum-v1_5,Pendulum-v1_6,Pendulum-v1_7,Pendulum-v1_8,Pendulum-v1_9
3480,-833.8446311314377,-1458.4296942438298,-886.7958559104479,-652.9060773341478,-169.7696575817124,-1107.259247810964,-1026.9923828052779,-728.1365718982709,-955.9610513471125,-864.3610422385424,-665.5226352717661,-401.22872771007616,-484.9321876832317,-821.0540921987271,-878.5807423878559,-820.7925324566255,-958.2555536146756,-266.44806163631665,-976.7258940121259,-789.8596476600727
3600,-932.0136512380143,-1468.516499900194,-829.2743867766785,-611.7947565844103,-514.256808305445,-685.2297612078625,-1027.2488133365493,-663.2510707402053,-559.063180119347,-720.8771062128253,-688.5275786037543,-331.47801433806404,-324.19909828967076,-991.2577125618594,-743.5225020775297,-389.2061612953256,-643.8433274250658,-180.4283754320034,-893.3815194887422,-544.039023666357
3720,-212.14689546813875,-1010.2474090437751,-765.6291908959802,-601.4882947962986,-114.74487609324333,-437.838101411828,-801.132768792525,-401.6319083847484,-585.1976680131953,-454.7350106161437,-405.369401440217,-698.8038660287257,-577.4491318593444,-684.9054496109924,-455.9958474982088,-251.52992554148645,-705.0098900294819,-153.12300410651153,-731.3507820526486,-640.9019037989771
3840,-239.74261314779696,-860.8063287282857,-638.9003030829429,-480.6980188450624,-113.42331164469256,-829.2441947516658,-885.4222780013939,-162.7741424750821,-448.02704281944136,-449.2626169086444,-299.13756814024214,-625.083438058367,-523.9036957975227,-691.2002391108258,-625.7697827607919,-201.18030640330994,-558.603905714588,-153.58429405743442,-731.3093544551996,-712.4138124670396
3960,-183.45756817727974,-1028.6031165805389,-453.6815371066265,-465.2647876368852,-166.89933407079496,-559.0030003955285,-620.6997018542021,-160.98570643779016,-524.0498772990361,-447.2617830860043,-379.0727598357351,-613.1771655414784,-352.0104799459511,-751.806524486497,-583.9437350060026,-247.24030034564058,-521.1969931184695,-180.07523699095617,-613.0632401074945,-539.1186809875301
4080,-158.65497991841096,-973.9116668517574,-537.6315852393133,-349.15962589404523,-112.66867634469088,-623.8371955083779,-783.2439787480637,-159.35666964378723,-389.0664598873309,-438.99370911959903,-270.86256675415626,-400.19100602502095,-914.2626349463555,-377.7035327830569,-835.8224623701174,-193.39079200498895,-621.837703664134,-152.84176000386736,-606.0824298937218,-612.7805109332505
4200,-154.5040149240064,-1089.5417735794113,-305.61697536755526,-219.41580150839405,-109.56856098186225,-582.4863773552415,-865.8202345637937,-158.91431765029634,-861.8059546607519,-800.6511273071334,-369.5907296039894,-403.68329503038115,-763.782689312517,-484.9152722103251,-862.1706373983768,-190.94910988787146,-408.783616846962,-155.0566401818002,-621.9059997592697,-261.07655789199544
4320,-153.0904364943736,-982.0735930943647,-298.8687629446139,-183.69724822656434,-108.85505903533758,-519.03867901121,-543.6129968673984,-156.80688762648379,-647.734079451407,-299.3558584127858,-233.54947880405348,-148.9438154869848,-1309.1921740706293,-214.3612423802145,-345.39955420488957,-187.30771687733184,-381.7557556125584,-153.89974818202555,-292.98528705742604,-616.5815505913886
4440,-152.18018537445323,-1032.9273818009312,-264.27428150983206,-177.32141454312173,-109.88079628967705,-549.6530201561679,-504.36970790311125,-154.9237171676148,-1275.6824086264835,-268.2021465995857,-275.781562130206,-148.38018516327722,-1420.6757451556969,-318.303750634842,-597.804654863513,-183.95661911134027,-248.61311564773064,-152.43936735989752,-722.4113088499137,-540.3203618196459
4560,-125.84225002096852,-773.8208240620479,-147.36779909681707,-178.1284178038974,-108.87444280946458,-466.29437839540094,-517.7339359780716,-154.05604930644,-786.8282699295992,-263.4669227572713,-234.84465795474725,-147.1139093604011,-1389.7937148959288,-159.0612511301727,-151.33203358702195,-208.8878183370095,-224.86664205193046,-151.23456292317073,-469.5312073221812,-477.04201623993015
4680,-124.40243183772836,-460.7760474521894,-150.79477433879907,-177.7864950660866,-106.48166913754908,-310.5288271454158,-502.7558463253871,-152.58641081502068,-330.16963635259447,-258.8252819495791,-230.61845212856787,-146.648434450695,-1438.9600337341099,-161.6157580353102,-312.66423203022515,-419.8477924089414,-219.30655574430875,-151.2962012596083,-595.211377377296,-515.2695775327688
4800,-124.27071272723087,-271.9732912004864,-144.44946915551432,-177.32955788414984,-105.53707717138415,-255.65593660171916,-229.24522963878263,-151.1006884973333,-222.58979813660818,-258.24203470173904,-230.61762164072428,-146.47804396275887,-1428.4879653898226,-151.78676774083033,-149.45887556670445,-523.0827380398613,-219.07367719112645,-125.31384169424942,-716.8558254819636,-156.23902048509936
4920,-124.26993985307158,-857.8423235792443,-141.84773042492571,-177.47779613413476,-106.91200098084062,-256.59087853165715,-177.72573188138884,-149.97181053726118,-346.03669914677397,-234.4773705885531,-228.85430354810205,-145.10165045897827,-1029.5512159607827,-178.05565733893323,-148.47161620433286,-605.4044671705485,-219.2779812396996,-126.70140714863726,-749.8204822753756,-152.4941711796703
5040,-122.541704941422,-917.1875182417047,-141.7936257901157,-175.68146886286573,-104.99642678429161,-364.3835593143347,-177.17901984697124,-149.26742636274838,-355.8071651182039,-233.28595229678814,-228.68245825486287,-144.7482855583607,-479.8207573143192,-150.65672552789079,-125.23478681265806,-394.76424984919106,-217.67501901535374,-127.37371407321159,-738.0003649995836,-150.0377638297129
5160,-122.6984403490389,-991.7296493595965,-138.56037334359578,-176.88599438612107,-103.99286581604856,-254.15154565161347,-176.43382304302605,-147.93118271885697,-219.66486205433935,-229.06345286120168,-381.39383970590546,-144.20793594684193,-839.8531027853908,-148.09973605129923,-123.22854166756058,-1080.251786701321,-216.01793183751914,-125.55102579067702,-695.4046117018391,-148.37539891919562
5280,-122.16249448885272,-560.9378695041516,-137.5673077797056,-176.006497969671,-103.36200923631525,-374.24342814504354,-174.77882563113988,-146.59123601307675,-218.42297378287427,-225.29985906370712,-989.0262668666034,-144.11137028798112,-384.4073705340394,-147.81254263307983,-123.7967468004875,-1079.6568452741844,-215.37367700904855,-124.1959245946936,-688.7201844357637,-148.33657038972143
5400,-122.09058247132744,-547.4977413431237,-136.49877693290557,-177.01220326337724,-102.5616993429571,-252.07274226041517,-174.49845400193482,-147.11494263787242,-219.07625290263536,-223.8840636031798,-1007.8924438957604,-143.21981130211276,-819.9307189273771,-147.40070178266524,-123.89371484734201,-776.9983659114355,-214.9451986215462,-123.91132814909697,-675.5319000000096,-147.63161868527945
5520,-122.19160708002357,-471.6432015789751,-137.55059645832355,-175.94027730970706,-104.01458673046086,-225.60995984981872,-175.5453181340018,-145.38386575547202,-221.74162879347176,-223.27179358199402,-798.580910450971,-143.55352669267467,-369.9423032902108,-146.6671086234174,-150.65339358995595,-778.5286674292904,-213.8986762170644,-124.3619990720251,-951.3863184119698,-147.46937343934275
5640,-122.3805520108821,-301.5247204749557,-135.35790385867352,-174.97737223580356,-102.47166894789764,-225.61947070080265,-174.11884588570734,-144.80638392143118,-215.90425017236493,-224.00342397103805,-832.9649795072668,-142.967717202032,-373.1080656151088,-147.19935741277322,-124.32410989317182,-359.13372609030847,-214.12599109128942,-124.08719486110996,-703.4513314036699,-147.3423421056767
5760,-122.42536903499108,-299.1376592231019,-126.71562162925322,-177.29397254967375,-102.75193967888552,-375.9746383294617,-174.71516010768624,-144.4120216342992,-215.21692873452457,-250.12931546047216,-726.1004828438071,-143.35335847913137,-373.04184212192285,-146.69979175055582,-124.07103919309768,-343.8838760525206,-213.79685734629464,-124.08931491209034,-203.62732076229128,-147.32365187280124
5880,-122.72408574099832,-505.4883066533447,-125.61134712630437,-173.60648435198635,-102.45514997344762,-365.1417190054462,-176.17449121137003,-144.60961599259107,-216.22611419351907,-224.69788200097832,-348.66735636939063,-143.4918392332864,-352.6064595180311,-146.83718053348102,-175.13728739479615,-366.27823049805903,-215.63969629762204,-124.12042221610122,-255.7149108801197,-148.1436602442247
6000,-122.53393421574874,-450.01460083553894,-373.522034108073,-175.35610808832098,-102.06317939222347,-610.0247296810282,-151.5402227678488,-144.94468252256235,-214.9775015881509,-224.77948048527946,-1122.8706493563789,-143.58031499018557,-331.9301433309981,-198.626478347209,-175.3593893923126,-641.966231845898,-214.48594169009166,-124.50408941080835,-175.2952441221869,-147.22040218184736
6120,-342.70714434600825,-446.03733987429825,-410.68378530080133,-174.99870877134376,-101.90079884026565,-509.0568253728945,-150.81590547408325,-144.35937328582065,-212.8675588668751,-224.84242814275837,-1112.0622080648627,-143.06390391074177,-319.93613640730274,-148.18344182749718,-175.60513699751624,-693.1867729699409,-213.80646681418426,-124.29815781447705,-201.88567533355695,-146.80138649364034
6240,-122.14696936429459,-437.3051476683571,-415.65645887854635,-174.28592126549745,-101.81154289593053,-813.4918695611335,-150.65494875608323,-144.2696783761059,-212.5342306083225,-224.55664445022254,-1230.5650049976782,-142.9590395937713,-123.4785678809174,-147.13102034452942,-150.36349823030432,-702.9720979694457,-214.44957857885728,-124.46442603833256,-176.52623298188786,-146.80457840715135
6360,-374.21022184671926,-418.76808386773354,-418.12061963451396,-173.58914710244085,-101.69678082407988,-590.4799624162357,-151.00994403849572,-144.50192618784067,-212.97430902815978,-224.3721109013774,-1150.0217584395414,-142.65257629100165,-123.25565149732847,-173.25814469067384,-150.3526020569031,-348.62382791345806,-214.74026506925648,-124.15088884812704,-203.33316266815993,-146.98143185877132
6480,-367.4986137945802,-171.02644597972193,-410.53788016953285,-198.53252220170697,-101.09306513065387,-666.2702953453143,-150.04961376074317,-144.38436325555435,-215.3556974156711,-224.4360905276837,-384.1769792723897,-142.7615855944638,-121.7375728983354,-197.52351879359344,-124.48149590495193,-169.87795164216098,-215.21859864040744,-124.21895223222934,-203.24908375067903,-147.33555471998233
6600,-122.27478031057925,-170.5098909290121,-410.2889204226996,-199.09460079133203,-100.75022006891935,-670.5274825721178,-148.23031671457656,-144.37223970714803,-214.98251969433437,-223.64351605084386,-219.47551213408943,-141.95754600512151,-121.92436427858573,-172.32220760127953,-175.3377784820919,-168.87615993404725,-214.6743471966136,-124.15776674416968,-202.79316145638296,-146.77905298691752
6720,-121.96844455194119,-171.7160676693505,-404.6939075540878,-199.3959640011164,-100.68499161878182,-856.3824926330868,-147.49586204292603,-144.14140388385565,-216.20797731257426,-223.38084075146475,-219.89158059479882,-142.5797256501365,-122.48579370777679,-172.57438781098907,-253.90484685804267,-168.39279974309002,-215.38376247287397,-124.12315622197207,-202.93461485818625,-147.77189071138724
6840,-122.20011747708008,-174.8067700084232,-122.88141685459686,-199.62291761018258,-100.50480876454515,-616.802037219117,-148.7527469834,-143.82270646871393,-218.4012079434388,-223.08153865984724,-219.0392599858727,-142.31346522283917,-121.62109227501978,-351.56520837799076,-202.0597959934165,-168.95100561294615,-214.30714333220354,-123.82001507369633,-203.22557109663603,-147.6350744785547
6960,-122.38353469476434,-176.12395258275242,-122.3372482290224,-199.94903445622109,-100.0349360677244,-636.3191040695083,-148.658848938817,-143.81392105125937,-218.40338639461189,-223.1219010747747,-219.18090255635911,-142.26942273410282,-121.95438190750671,-145.76528218136417,-150.0537456563741,-168.4359624522382,-214.46615780125768,-124.18095155968949,-202.3035309191441,-147.6961647050863
7080,-122.41097975154594,-176.16101477732107,-122.46391982314887,-199.9007666363406,-99.96195331742726,-846.8427128230396,-149.44363711858904,-143.7836496539345,-219.45069612234457,-222.93311787416988,-219.0007621541735,-142.28106488413965,-121.68845246418557,-510.7290870492542,-148.9595802996409,-169.11869064900594,-214.55736593769825,-124.2407286495941,-201.97654519582312,-147.57724380317234
7200,-122.56181349055012,-176.15265101604183,-122.24218870624175,-200.2335147869283,-100.45770656854938,-621.2080000044996,-147.42303045230994,-144.07102109739247,-219.49577060526616,-223.57914029818963,-218.82596219373664,-142.8317742510963,-121.74497993947253,-145.1381981560284,-149.75142279385727,-168.86892117816092,-214.89175884782543,-124.28364157750579,-202.1998430878325,-147.95699687510077
7320,-122.55577890137897,-175.75375395676662,-122.20593295162526,-200.53207074214328,-100.19693749192766,-642.8793829678906,-146.21000148282602,-143.84622805371328,-219.69986788701544,-222.72820487166672,-220.6140688777144,-142.83173352243935,-122.09085050717617,-583.8490988293261,-150.2544942861786,-170.23186374832403,-214.39320479046597,-124.30600547098018,-201.7352725460752,-148.25234737221845
7440,-122.48705569850347,-176.40308046703407,-122.39965694827154,-201.53814120533428,-99.93006141383145,-625.1901333503531,-146.51348933631027,-143.90996997411122,-219.4921177717133,-222.25508168805305,-220.40649252160824,-142.78384013451927,-120.90889217251019,-145.60006365299233,-149.60813501356878,-170.30771286256126,-240.36941639865677,-124.41513408286237,-202.20105040185894,-147.93473516186395
7560,-122.28123519907588,-178.95451406599514,-123.11029619488627,-177.5421238297031,-100.19002880730181,-641.2995213935659,-147.82237859383437,-143.88900071360516,-218.9561408240902,-222.6215115782958,-221.51494031347252,-142.661447977504,-120.7447642245672,-145.64459132994088,-148.19395714385803,-170.3989192459995,-213.8198234998084,-124.28170393819474,-201.6019165412932,-148.66118776831485
7680,-122.34293713104407,-179.059236813759,-122.699677722289,-201.41882141334003,-99.6679497963743,-662.624237477629,-146.98673574373353,-144.26922519424295,-219.30394136079514,-223.17685458383926,-220.994779739722,-142.7260556374963,-120.88650159324652,-414.5432815010107,-123.59746256042187,-170.44254914279927,-532.5498210155014,-124.10454949895468,-201.7316480128208,-276.5941980599394
7800,-122.53195738021682,-183.08648471018137,-122.9312485538624,-202.46001532032298,-99.97734487450195,-721.4756918781142,-147.0955801597899,-145.14644468998512,-218.83549384500026,-222.8933200167744,-220.48494730678334,-142.781138483982,-121.52811108748315,-415.627371455408,-123.91397607883091,-172.02926201246854,-239.95179838784756,-123.9977069023879,-254.4145955187716,-312.96667120040047
7920,-122.62633964441375,-194.65098286855752,-122.32742716406376,-201.18798993960158,-100.16858566840604,-717.6114980000722,-146.39476616442872,-170.56053472969364,-218.45903285696681,-222.18561670515746,-220.69727173431698,-142.79782862426262,-121.27280233913682,-145.2375877617143,-123.83432269674267,-172.89555143648778,-212.95413282315423,-124.0079259305523,-500.01818951978083,-296.5547930763984
8040,-122.36653498872411,-181.91067855891959,-122.73430112839021,-201.59321243099004,-100.08101941453887,-715.3355231547524,-147.2201553890796,-143.5564851918063,-218.93142719802435,-248.16693379312287,-220.883435303382,-142.7415362741461,-120.99596364628897,-146.231732744066,-149.93681552332157,-171.6909665408204,-213.52861461772636,-123.95922918313377,-201.41178361794593,-315.52078492863836
8160,-122.589507691987,-186.62679911239098,-123.01004084032202,-201.7107577630612,-99.88043216495657,-971.5019620152225,-148.05358861285814,-364.1189593633286,-218.57842088124426,-222.6083260361081,-220.26348257364128,-142.73310148964828,-120.5882834872966,-146.14335917754684,-124.58090687981311,-171.27782055980865,-515.2574672299606,-124.01589193225664,-200.20227919575694,-307.07745448181987
8280,-122.38663950792242,-193.77409288404138,-122.7385188747379,-201.90324496522484,-99.26860741374124,-977.1223550642629,-148.53590023693204,-143.91088030141432,-218.26356332157192,-222.13047903826754,-220.37606998698865,-142.802011393431,-121.19648397255143,-146.6995934510478,-124.17901540662197,-172.42120676562558,-373.10224137745297,-123.99616183036694,-225.48489190299568,-311.10593378652237
8400,-122.546312521312,-185.66392054868513,-123.26262631571392,-199.19860810425234,-99.68593017246619,-717.9135053105713,-148.1448252866274,-144.16947993369317,-217.48695323562598,-222.4933052419073,-483.94040104854895,-142.90179165826427,-121.07734598778102,-146.70000487190205,-149.4645228712919,-171.61064176226176,-212.96416700499066,-123.62999852566699,-199.06018369293648,-315.40086327667666
