"Step","DQN_EQL_ZigZag_19 - eval/avg_reward","DQN_EQL_ZigZag_19 - eval/avg_reward__MIN","DQN_EQL_ZigZag_19 - eval/avg_reward__MAX","DQN_EQL_ZigZag_18 - eval/avg_reward","DQN_EQL_ZigZag_18 - eval/avg_reward__MIN","DQN_EQL_ZigZag_18 - eval/avg_reward__MAX","DQN_EQL_ZigZag_17 - eval/avg_reward","DQN_EQL_ZigZag_17 - eval/avg_reward__MIN","DQN_EQL_ZigZag_17 - eval/avg_reward__MAX","DQN_EQL_ZigZag_16 - eval/avg_reward","DQN_EQL_ZigZag_16 - eval/avg_reward__MIN","DQN_EQL_ZigZag_16 - eval/avg_reward__MAX","DQN_EQL_ZigZag_15 - eval/avg_reward","DQN_EQL_ZigZag_15 - eval/avg_reward__MIN","DQN_EQL_ZigZag_15 - eval/avg_reward__MAX","DQN_EQL_ZigZag_14 - eval/avg_reward","DQN_EQL_ZigZag_14 - eval/avg_reward__MIN","DQN_EQL_ZigZag_14 - eval/avg_reward__MAX","DQN_EQL_ZigZag_13 - eval/avg_reward","DQN_EQL_ZigZag_13 - eval/avg_reward__MIN","DQN_EQL_ZigZag_13 - eval/avg_reward__MAX","DQN_EQL_ZigZag_12 - eval/avg_reward","DQN_EQL_ZigZag_12 - eval/avg_reward__MIN","DQN_EQL_ZigZag_12 - eval/avg_reward__MAX","DQN_EQL_ZigZag_11 - eval/avg_reward","DQN_EQL_ZigZag_11 - eval/avg_reward__MIN","DQN_EQL_ZigZag_11 - eval/avg_reward__MAX","DQN_EQL_ZigZag_10 - eval/avg_reward","DQN_EQL_ZigZag_10 - eval/avg_reward__MIN","DQN_EQL_ZigZag_10 - eval/avg_reward__MAX","DQN_EQL_ZigZag_9 - eval/avg_reward","DQN_EQL_ZigZag_9 - eval/avg_reward__MIN","DQN_EQL_ZigZag_9 - eval/avg_reward__MAX","DQN_EQL_ZigZag_8 - eval/avg_reward","DQN_EQL_ZigZag_8 - eval/avg_reward__MIN","DQN_EQL_ZigZag_8 - eval/avg_reward__MAX","DQN_EQL_ZigZag_7 - eval/avg_reward","DQN_EQL_ZigZag_7 - eval/avg_reward__MIN","DQN_EQL_ZigZag_7 - eval/avg_reward__MAX","DQN_EQL_ZigZag_6 - eval/avg_reward","DQN_EQL_ZigZag_6 - eval/avg_reward__MIN","DQN_EQL_ZigZag_6 - eval/avg_reward__MAX","DQN_EQL_ZigZag_5 - eval/avg_reward","DQN_EQL_ZigZag_5 - eval/avg_reward__MIN","DQN_EQL_ZigZag_5 - eval/avg_reward__MAX","DQN_EQL_ZigZag_4 - eval/avg_reward","DQN_EQL_ZigZag_4 - eval/avg_reward__MIN","DQN_EQL_ZigZag_4 - eval/avg_reward__MAX","DQN_EQL_ZigZag_3 - eval/avg_reward","DQN_EQL_ZigZag_3 - eval/avg_reward__MIN","DQN_EQL_ZigZag_3 - eval/avg_reward__MAX","DQN_EQL_ZigZag_2 - eval/avg_reward","DQN_EQL_ZigZag_2 - eval/avg_reward__MIN","DQN_EQL_ZigZag_2 - eval/avg_reward__MAX","DQN_EQL_ZigZag_1 - eval/avg_reward","DQN_EQL_ZigZag_1 - eval/avg_reward__MIN","DQN_EQL_ZigZag_1 - eval/avg_reward__MAX","DQN_EQL_ZigZag_0 - eval/avg_reward","DQN_EQL_ZigZag_0 - eval/avg_reward__MIN","DQN_EQL_ZigZag_0 - eval/avg_reward__MAX"
"3000","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"3300","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"3600","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"3900","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"4200","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"4500","-100","-100","-100","-109","-109","-109","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"4800","-100","-100","-100","-109","-109","-109","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"5100","-100","-100","-100","-109","-109","-109","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"5400","-100","-100","-100","-109","-109","-109","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-121","-121","-121","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"5700","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-121","-121","-121","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"6000","-115","-115","-115","-109","-109","-109","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-115","-115","-115","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"6300","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-119","-119","-119","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"6600","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-111","-111","-111","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-119","-119","-119","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"6900","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-116","-116","-116","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-119","-119","-119","-100","-100","-100","-100","-100","-100","-118","-118","-118"
"7200","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-120","-120","-120","-22","-22","-22","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-118","-118","-118"
"7500","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-120","-120","-120","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-117","-117","-117","-118","-118","-118"
"7800","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-121","-121","-121","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-118","-118","-118"
"8100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-118","-118","-118"
"8400","-100","-100","-100","-100","-100","-100","-100","-100","-100","-27","-27","-27","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-21","-21","-21","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-114","-114","-114","-118","-118","-118"
"8700","-100","-100","-100","-100","-100","-100","-20","-20","-20","-25","-25","-25","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-120","-120","-120","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-118","-118","-118"
"9000","-100","-100","-100","-22","-22","-22","-20","-20","-20","-25","-25","-25","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-120","-120","-120","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-122","-122","-122","-100","-100","-100","-118","-118","-118"
"9300","-100","-100","-100","-22","-22","-22","-21","-21","-21","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-113","-113","-113","-100","-100","-100","-118","-118","-118"
"9600","-100","-100","-100","-22","-22","-22","-21","-21","-21","-25","-25","-25","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-118","-118","-118"
"9900","-100","-100","-100","-22","-22","-22","-21","-21","-21","-25","-25","-25","-22","-22","-22","-20","-20","-20","-22","-22","-22","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-118","-118","-118"
"10200","-100","-100","-100","-21","-21","-21","-21","-21","-21","-25","-25","-25","-22","-22","-22","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-118","-118","-118"
"10500","-100","-100","-100","-20","-20","-20","-21","-21","-21","-100","-100","-100","-22","-22","-22","-100","-100","-100","-20","-20","-20","-100","-100","-100","-22","-22","-22","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-100","-100","-100","-100","-100","-100","-21","-21","-21","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"10800","-100","-100","-100","-20","-20","-20","-21","-21","-21","-100","-100","-100","-22","-22","-22","-100","-100","-100","-20","-20","-20","-100","-100","-100","-22","-22","-22","-100","-100","-100","-20","-20","-20","-20","-20","-20","-121","-121","-121","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-116","-116","-116","-100","-100","-100"
"11100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-22","-22","-22","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-22","-22","-22","-22","-22","-22","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"11400","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-21","-21","-21","-22","-22","-22","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"11700","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-21","-21","-21","-22","-22","-22","-20","-20","-20","-20","-20","-20","-21","-21","-21","-21","-21","-21","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"12000","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-21","-21","-21","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-21","-21","-21","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100"
"12300","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-100","-100","-100","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"12600","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100"
"12900","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100"
"13200","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-25","-25","-25","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100"
"13500","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100"
"13800","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-26","-26","-26","-100","-100","-100"
"14100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100"
"14400","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-24","-24","-24","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20"
"14700","-100","-100","-100","-21","-21","-21","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-23","-23","-23","-20","-20","-20"
"15000","-100","-100","-100","-21","-21","-21","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20"
"15300","-100","-100","-100","-21","-21","-21","-20","-20","-20","-20","-20","-20","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-111","-111","-111","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"15600","-100","-100","-100","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-111","-111","-111","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"15900","-100","-100","-100","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"16200","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"16500","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"16800","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
