step,PointMaze_Large_Diverse_GDense-v3_0,PointMaze_Large_Diverse_GDense-v3_1,PointMaze_Large_Diverse_GDense-v3_10,PointMaze_Large_Diverse_GDense-v3_11,PointMaze_Large_Diverse_GDense-v3_12,PointMaze_Large_Diverse_GDense-v3_13,PointMaze_Large_Diverse_GDense-v3_14,PointMaze_Large_Diverse_GDense-v3_15,PointMaze_Large_Diverse_GDense-v3_16,PointMaze_Large_Diverse_GDense-v3_17,PointMaze_Large_Diverse_GDense-v3_18,PointMaze_Large_Diverse_GDense-v3_19,PointMaze_Large_Diverse_GDense-v3_2,PointMaze_Large_Diverse_GDense-v3_3,PointMaze_Large_Diverse_GDense-v3_4,PointMaze_Large_Diverse_GDense-v3_5,PointMaze_Large_Diverse_GDense-v3_6,PointMaze_Large_Diverse_GDense-v3_7,PointMaze_Large_Diverse_GDense-v3_8,PointMaze_Large_Diverse_GDense-v3_9
0,16.132292611196483,2.7078227087248314,1.124193873345786,19.40820365421569,4.0269757078445005,1.2618352820063552,19.189907549250528,0.5524676365198058,23.676498144964896,2.827662499748418,1.323570435399778,19.11089639055694,3.6132696971924134,3.410990392576141,2.503839718759822,2.8806095245794103,69.52679780473184,1.8482620636793197,7.335724254530571,13.706928166727232
1000,20.66797472529373,2.694775592707863,1.136185123577353,24.232421106405834,2.052676468138654,1.263933410094701,21.550816299912732,0.5387551213106792,23.605180311263815,2.4758920612326754,1.3444294608835385,25.758910344001595,7.086192194299548,1.797670294610987,2.5213949076130144,4.832346275001669,69.63469102868538,1.82384682555347,8.674030222067692,16.04951785762332
2000,0.7752887785314588,2.376617477187467,1.8324801975193228,34.30785973950889,1.203295342418807,13.806446037278182,3.113229380314228,0.416751030653697,25.021443049823,5.514846562686995,36.35345810173034,28.70963750254712,22.210173800512617,24.691050049370133,1.0412948292142774,25.319593731646428,54.77179294961674,78.8607666998744,0.30872678775185314,1.4341874318068244
3000,0.6538000352038569,2.788304252846131,1.5476385152301697,2.8121471880654774,12.279882674438227,15.365298846450823,3.1131213862883533,0.4994166124744973,25.302610832732128,6.0744674728659005,14.146043144050163,33.58119493703667,14.267383839495983,7.160729284447532,0.4049396607640639,1.796143890498696,6.655521897910198,58.01972335669052,0.2908634020052892,6.792370502928309
4000,0.6544649092519865,41.480679142320795,2.4247404429682633,2.808918059488322,3.1154128278002085,1.9769603644263274,3.131716546773983,4.013845113552622,25.014635126810113,5.75501382695685,14.756988023717891,7.511788030808427,10.009413460584621,4.37435979706111,0.3606320162055945,1.7958821115608328,46.72590380440655,45.551204786691144,0.5390807101042888,9.321227211433916
5000,0.7542534604318545,45.167018228045876,1.964124774043535,2.808234693013607,2.503265300438913,16.776685170874504,3.1199999924721418,26.922737919683534,22.512909398958215,5.566939831255942,15.674043729678946,7.566357093222649,9.948646265257679,4.665792435545925,1.5162408759620245,1.7959515879384114,47.78105054080076,43.46579145696103,0.5389934558469427,44.09070082642131
6000,5.389553330251262,41.48221153741213,6.12666972700804,2.808218223307921,3.2906947069149566,16.82081046853018,3.12242723679793,29.24951434667069,19.348539478036734,2.6478562680347317,16.192435052166907,4.576415016471652,12.47827820600899,4.356082869952078,13.275101988446432,2.155257833684605,74.12321303530732,40.45650968498204,0.5433817147486107,43.45545462563546
7000,6.122959181883624,46.408170713763944,3.1147062556264387,2.8076214658614207,8.008474716827145,22.622115753958195,33.20801767659987,21.409207131695347,16.01166305244322,22.119578681039524,15.966891604911542,14.649897612864834,10.852088922404343,4.360412586608967,1.4968279585309985,7.631258229135469,53.3165228652687,10.51913742381441,0.543578404687149,42.122335917263136
8000,6.401089848675177,46.41463343110842,1.5063636875294242,51.45847163623796,3.314981745111789,21.74350691497198,34.41340074353691,27.88205245550252,20.83244026498692,23.494859280619824,15.724844169210623,15.207337703905768,11.19600931533087,4.342499563307472,14.27337081206567,7.228931045481263,80.59490886982043,10.48079433495021,0.5300262868282125,43.546788351317225
9000,4.491847247182996,46.49605429336737,1.3670227799059045,50.75299395949757,3.038218665604513,24.4211799284919,31.351709919453562,28.551256141769024,20.929196495086842,23.218585083923955,15.701052833157988,15.646191077086176,12.200368521508384,4.329213521785604,13.778923265138037,7.229455678254051,122.92174572319747,21.192393161762944,0.3669059912083931,43.01351278053715
