step,PointMaze_Large_Diverse_GDense-v3_0,PointMaze_Large_Diverse_GDense-v3_1,PointMaze_Large_Diverse_GDense-v3_10,PointMaze_Large_Diverse_GDense-v3_11,PointMaze_Large_Diverse_GDense-v3_12,PointMaze_Large_Diverse_GDense-v3_13,PointMaze_Large_Diverse_GDense-v3_14,PointMaze_Large_Diverse_GDense-v3_15,PointMaze_Large_Diverse_GDense-v3_16,PointMaze_Large_Diverse_GDense-v3_17,PointMaze_Large_Diverse_GDense-v3_18,PointMaze_Large_Diverse_GDense-v3_19,PointMaze_Large_Diverse_GDense-v3_2,PointMaze_Large_Diverse_GDense-v3_3,PointMaze_Large_Diverse_GDense-v3_4,PointMaze_Large_Diverse_GDense-v3_5,PointMaze_Large_Diverse_GDense-v3_6,PointMaze_Large_Diverse_GDense-v3_7,PointMaze_Large_Diverse_GDense-v3_8,PointMaze_Large_Diverse_GDense-v3_9
0,16.331633516424645,2.692392202544977,1.124565650903209,19.40714826010015,3.1237148921012876,1.2615607863576792,17.93929302239932,0.5535012556617003,23.655291384316822,2.8238351269261974,1.3235351523655359,19.1285514180991,3.619408283063047,3.329518637475342,2.504259927145559,2.873172133590283,69.50814590351021,1.8506903941979538,6.995878250847215,13.350643996266319
1000,16.331633516424645,2.692392202544977,1.124565650903209,19.40714826010015,3.1237148921012876,1.2615607863576792,17.93929302239932,0.5388428998349579,23.655291384316822,2.8238351269261974,1.3235351523655359,19.1285514180991,3.619408283063047,3.329518637475342,2.504259927145559,2.873172133590283,69.50814590351021,1.8506903941979538,6.995878250847215,13.350643996266319
2000,31.99569439008504,41.05651783370539,0.9193550005451598,2.8074866315865386,12.546836135591812,1.518787884565525,51.06037128657,0.14591274215802363,5.185568470587809,5.701186155848016,23.27913863976431,3.6219851910364027,13.137655671477276,0.9948126158732105,3.295427777218761,25.319617512177008,5.432664414108332,44.93455970143007,2.459927228914705,22.402520966346362
3000,37.89282651316053,41.05617292221257,1.2720709947053652,25.922269538355103,3.8927532860115805,13.618175028102462,51.34575300023082,0.5823168180920674,22.798140080435587,5.921475352078422,2.79159515245997,4.110478636893735,10.192096869668601,0.9931658308236797,1.2134343786598483,25.31968177702803,9.105913836347042,45.09743328962441,2.596310153988794,5.033679607925703
4000,39.86775473230908,41.05597517138098,1.2800501013020216,25.989905426530004,3.9703536833852704,13.618185815717396,51.44056986065057,0.5823168169075406,26.40535793879149,6.036220854451966,2.5499799831618604,8.013638012929999,9.750615564181079,1.4443012044754393,2.726362103316235,25.31973006625011,78.29381756885502,45.108611929670964,2.818871852793136,9.890739457454515
5000,37.72810618633995,41.05603708085168,1.2787550660055307,26.517463370708963,4.16193615654114,13.618161058973254,51.44055850613084,0.5823168171634215,19.09392733379151,6.316801562413845,3.0068380549454368,12.042520772342487,10.340478581561285,4.430009862984731,2.739281191657102,25.31973146209821,2.300466939932448,36.30063675984852,17.51517601876384,6.892799111621858
6000,38.66719767370773,41.056070592077575,1.3917182831856376,26.068204947224864,3.715473886861407,13.618170514285007,51.44061168953863,3.7455782311041474,35.51984470538683,6.129161651304303,3.6558705419214923,30.702536328076548,10.327985132057885,1.386854798921909,2.6559396678225484,25.319731723660325,74.72842114307676,35.43493750118161,17.52508518606439,17.60688932156252
7000,35.548148558244776,32.996807712577066,1.749059941466611,58.000618966444335,10.431593373170264,13.618188130452316,51.63838636777931,1.2767870187884065,25.159867057710777,1.9773649176974253,3.0846503746365586,37.62347695233638,12.487980901717888,0.708088936122454,19.349913700485637,24.815312513627667,57.09475177914567,51.42512970479879,17.507024490285694,12.582735594320674
8000,35.76341738888614,14.332320705549876,2.7784819695410703,55.518476218487216,10.467618296236749,13.61817444957452,51.77244737260376,1.1122361932849878,18.571315061094793,2.570919073540088,3.082499747444009,41.063593272332696,13.055091358627129,0.929402229813992,19.415842860233948,37.223437867295296,51.50948298978151,46.6532282465849,17.54132204958523,4.468887498351375
9000,36.41490974126907,12.835898682861323,3.110521109073284,68.76724680664788,22.483960196983116,13.618191973868539,58.626111117022695,1.4433378392380312,36.32368454902684,4.029788168003695,4.142129411191419,18.07462353831156,12.559188008607624,1.189861144420274,6.24595902851466,37.21745456158426,30.179023800597093,56.77452246736092,17.507505634789275,3.683671103157752
