step,Random_PointMaze_Large_Diverse_GDense-v3_0,Random_PointMaze_Large_Diverse_GDense-v3_1,Random_PointMaze_Large_Diverse_GDense-v3_10,Random_PointMaze_Large_Diverse_GDense-v3_11,Random_PointMaze_Large_Diverse_GDense-v3_12,Random_PointMaze_Large_Diverse_GDense-v3_13,Random_PointMaze_Large_Diverse_GDense-v3_14,Random_PointMaze_Large_Diverse_GDense-v3_15,Random_PointMaze_Large_Diverse_GDense-v3_16,Random_PointMaze_Large_Diverse_GDense-v3_17,Random_PointMaze_Large_Diverse_GDense-v3_18,Random_PointMaze_Large_Diverse_GDense-v3_19,Random_PointMaze_Large_Diverse_GDense-v3_2,Random_PointMaze_Large_Diverse_GDense-v3_3,Random_PointMaze_Large_Diverse_GDense-v3_4,Random_PointMaze_Large_Diverse_GDense-v3_5,Random_PointMaze_Large_Diverse_GDense-v3_6,Random_PointMaze_Large_Diverse_GDense-v3_7,Random_PointMaze_Large_Diverse_GDense-v3_8,Random_PointMaze_Large_Diverse_GDense-v3_9
0,7.415081054183157,9.049593276947569,16.33003979980918,13.212579346199075,9.88669007981362,9.533335788206248,11.9527252568346,9.905960294020545,9.78445429897383,15.826667443858623,12.708945631462289,7.124333184656215,11.056476913358322,12.195065687389752,8.772237406682638,12.61685567383873,6.380210890174211,8.333670864612392,7.643399490146319,12.743296327995047
