step,TAAC_PointMaze_Large_Diverse_GDense-v3_0,TAAC_PointMaze_Large_Diverse_GDense-v3_1,TAAC_PointMaze_Large_Diverse_GDense-v3_10,TAAC_PointMaze_Large_Diverse_GDense-v3_11,TAAC_PointMaze_Large_Diverse_GDense-v3_12,TAAC_PointMaze_Large_Diverse_GDense-v3_13,TAAC_PointMaze_Large_Diverse_GDense-v3_14,TAAC_PointMaze_Large_Diverse_GDense-v3_15,TAAC_PointMaze_Large_Diverse_GDense-v3_16,TAAC_PointMaze_Large_Diverse_GDense-v3_17,TAAC_PointMaze_Large_Diverse_GDense-v3_18,TAAC_PointMaze_Large_Diverse_GDense-v3_19,TAAC_PointMaze_Large_Diverse_GDense-v3_2,TAAC_PointMaze_Large_Diverse_GDense-v3_3,TAAC_PointMaze_Large_Diverse_GDense-v3_4,TAAC_PointMaze_Large_Diverse_GDense-v3_5,TAAC_PointMaze_Large_Diverse_GDense-v3_6,TAAC_PointMaze_Large_Diverse_GDense-v3_7,TAAC_PointMaze_Large_Diverse_GDense-v3_8,TAAC_PointMaze_Large_Diverse_GDense-v3_9
10000,8.956265863593392,42.21674803661874,24.578723993108515,50.991803694980476,10.196911026154604,2.649863586023612,31.190119955546727,14.823823486533135,31.198433261924656,39.31957280299121,17.669182691069217,18.020669778349948,13.929644020909402,10.725770881552894,28.043551383580404,25.507439016678905,7.477520302434293,10.213000509343644,19.084555506470835,7.3601545817420035
11000,7.557818507314062,4.453151244639913,23.436514629358534,54.26132305360655,25.805966466175324,3.3201816915397573,22.85091034746867,19.350574998140523,31.942941230101987,39.00251869132103,16.085947836600447,18.65885534074267,28.923016881730398,8.803769962675648,28.043551383591062,25.39786115981316,7.455962340571739,10.299712186577555,22.911342377744752,18.73971830987596
12000,7.622567885881439,4.7416529183348874,28.288891344814573,60.63691091291109,41.593979097119565,4.711503053251203,22.300539704364336,21.298316382003893,31.946382247463504,39.63494884607039,4.043465783099033,48.935509222395716,12.7414591824891,11.238383143869905,28.043551383591062,25.469718333228855,7.462195283886951,13.804060944825187,28.671739799181637,18.90968944771642
13000,4.194936101648501,4.715111972385387,26.331873202169334,75.32633426030145,59.57296529305262,3.6070301249316428,20.697954952036117,38.78148066486906,20.416360964823316,40.444728361459056,4.888781589462798,65.74863119237571,13.006040155174338,10.658305542608726,28.043551383591062,25.417757760781956,7.461837030106855,12.31787670370397,27.888423723636766,18.852802414964746
14000,8.440391833088764,4.696288424094116,28.60815503954775,89.74136131647649,30.94441758888187,4.252608368234213,20.6193945739188,36.70389129951515,20.975094485293432,39.12298023346483,4.2400088823019,66.14238618345648,20.431335704661084,4.274153784603518,28.043551383591062,25.3429554124751,7.039699268668881,12.364986228829334,31.610034803397713,21.49270862564777
15000,12.255854093941805,2.4264909785539692,27.146448840859513,79.90869177437969,58.52093980011337,5.048457586376306,20.584654308433027,46.45216452607657,28.885618318067106,39.79210538532182,3.9521890723991646,46.919902991145236,33.53297905246923,9.488027700451712,28.043551383591062,14.97874315579956,7.000432810243477,49.74324903544704,26.016445093236445,19.25994144440876
16000,11.394733481702541,3.532380545754241,22.44019505747546,87.16165723706885,72.03359605698515,3.3141280599399976,20.619933962327917,30.924391822219242,22.28503469227975,39.82621738204477,17.202332360433367,63.74565193898851,23.483988749719785,6.486409894983277,28.043551383591062,15.781504399634724,6.9916055845901495,51.210548655332374,17.14676929052452,22.306489643529417
17000,10.878529470732918,2.549012691202828,12.10376912102589,95.32640713921282,44.94453202389843,24.780921540022597,20.414707972247832,23.362551999193197,29.145115152679846,39.86267068471558,18.337137772774692,67.87179964932082,15.36221470802688,9.743416779488673,28.043551383591062,7.693057414002079,6.4037828245936215,49.905646973268176,29.90604345708992,19.1139206542027
18000,10.77276613706107,2.5635392287153467,3.7769092238502715,87.83818325394698,77.54844888111253,26.558986951872647,20.639384052674934,21.41977427671323,29.091596505718353,39.8412417200112,18.04220775759048,67.78582053266821,14.923455624568756,7.322339262612006,28.043551383591062,13.851868776075506,6.432377803750012,47.74924039985658,29.961612767712772,20.994668723934712
19000,11.407940393454728,2.5304452048402046,3.9195172427775686,86.529496929003,64.47467921181418,27.008837513778474,21.457972288430717,43.471072560993065,29.26683358062919,39.84794304517057,28.223882129015823,32.734751222476675,26.70565731972325,16.871720773783277,28.043551383591062,25.73401570335672,6.4361978115993965,48.17530696196085,29.998533692358887,12.302965696874173
20000,10.181155975753626,2.5559812350882907,3.729097351397036,83.06107741434991,53.85537370645193,20.661660387223492,21.382354506247523,23.153928972691148,29.35322418153324,39.80282016972815,30.270254574734643,32.367947689310384,14.19425024471856,12.31391707629778,28.043551383591062,26.906304908777713,6.14449349643828,48.021427140644576,30.914868084681085,11.90978384436082
21000,10.821472969839643,3.9989536620341477,2.4655872365933087,79.5702455191276,51.57959014448376,19.118901199676717,20.563513957274044,26.308249355858333,29.554972714961025,41.855549443842754,30.591279438728304,32.6902166867111,14.341968520678924,12.937436336642756,28.043551383591062,26.46368503787088,6.299665297138799,48.043042656039695,30.975552989358732,12.495176974316426
22000,11.719569585452415,40.65817684564673,2.4900394262756658,75.58340101527341,35.22619332356167,31.723717948804413,20.895073600589328,37.664620901657685,31.631166604669158,39.97583778938226,28.244295564611697,32.3000303380894,22.420380568544378,11.506342093261106,28.043551383591062,26.604018539366212,6.386800265820539,47.95128601216101,30.6226247574598,21.717821903268593
23000,12.586980316129935,42.40244755755138,2.084432567638994,97.85330913294477,15.94830211058389,26.224074774921764,20.865636479673842,38.28784605817811,32.20328078773467,44.71149982882199,34.2169581128487,32.85571926331954,42.022003246140166,25.61991140041726,28.043551383591062,27.07225932359062,6.198068678939483,50.535673568496904,34.939238342584964,30.9464260980439
24000,11.759595155128768,41.41028751251466,1.4985468234479455,82.56847370036965,43.976163064635436,13.456639921349273,21.029955414234863,41.84173361123061,32.825830829871904,45.26229481464999,36.128708206863074,40.77351902528558,60.97435036359748,30.813572677667327,28.043551383591062,26.012994124663255,6.088435851662813,47.87415001520177,30.88770085038119,37.12548948130076
25000,11.021196198934039,41.414873724627356,2.1149853864699932,58.99648604181882,98.76931745357358,31.48648095620061,20.83020873180115,24.46555359660801,32.362053429273175,46.64912506193211,36.928672897752804,68.79576075625536,56.4749956122097,55.76051237383158,28.043551383591062,26.991154487870794,5.662379929696118,62.08984026790161,29.856964909090493,60.780295300036585
26000,11.079029716691988,36.98841233170295,1.3755624070202082,72.69523980971881,74.7579278429051,31.127377364409238,20.858563094770368,36.12363923230401,40.369528906607584,47.9064377191486,37.07934909060183,68.19373877386639,66.8997691465053,28.548660747418133,28.043551383591062,26.639867060338467,6.333308377590328,78.58215384998017,30.572600908908225,60.770562820968635
27000,11.602135292360163,41.37099578555145,13.993057148765368,84.27947384077227,107.30307368469639,33.11709927072967,32.68384199089293,30.7645071252016,30.475743211013594,55.90159761066134,34.77459716314306,99.40262937672716,43.68514823497661,29.25181456051066,28.043551383591062,28.526884520676067,6.399440037216747,78.95487698183402,18.728712109201787,62.045174735383554
28000,13.120279884193115,42.49673615216491,11.89323057699151,85.56948742633442,95.49745987570076,32.89426505511322,39.22601332944457,49.56477826163976,39.08967256254011,57.29071721433784,27.938272145369172,90.03315071749236,54.48144699286932,44.89338607950795,28.043551383591062,25.618598044248575,7.403462081472493,60.41531082974952,30.828130789001392,47.83828215110019
29000,13.133710104502734,38.43945344166042,14.924790972339355,104.8994170841598,110.57563649636279,31.88504971810832,38.79936111073696,38.75761043513594,29.27054042990366,44.552403922904944,26.800920492825345,13.067051684752656,21.907507432889435,68.93155644907213,28.043551383591062,27.072420908665208,7.324768730630305,41.41014303691746,31.214270731308254,55.24306417526884
30000,13.292823335413479,43.4559091405946,14.368409161702,85.41048951377232,67.51022326777422,31.625738018195882,21.64650368150595,60.657486563160774,22.330541079406636,55.19239757877379,24.06674381137877,11.948836718672428,19.47046433227218,32.10039239216239,28.043551449096025,26.139308001985462,7.304107154859932,37.293769438714165,30.326470204096815,37.545394718772656
31000,12.937149404021426,42.5184508324517,1.7250039618254722,66.69622809743376,69.33772885881889,31.945377314675966,21.909863303599085,88.29549430434028,25.30366097994366,54.73223923131992,21.728177495828245,14.765663458465061,74.98374341689491,34.32741853411518,15.22595173096984,34.47013206272991,6.354401363099349,25.777944498342936,30.160262736622958,27.933198365798564
32000,8.472647436191844,42.241244564575915,1.6978899780823276,75.01290920136474,111.73036236281924,29.789402679333385,35.77109661350448,83.9532720387325,20.827837468047644,46.69013803619637,25.86196058463991,13.310361293402002,82.82398037203325,40.577754710367955,77.4297722789432,29.295475224934723,6.43125513334738,25.89408071630014,31.64224374042839,39.71666474696718
33000,0.9767215586212897,43.422782097658704,1.5591695953326927,70.87468745779043,116.7742946306179,40.80886481960383,39.33990403455006,92.52366084344855,22.534966089155503,49.587487235285515,40.52307372024841,24.09088528889053,77.41541836557344,31.161408310886042,68.7724534850403,21.869482218159213,6.0500727765495075,27.40010056377731,31.114408991046396,23.731390401932906
34000,3.078870123181342,40.66263603750362,27.47292211613641,85.41002941535771,101.53769993474396,31.36873956985583,37.058562760258496,83.04674948485179,24.252549664413557,45.90684946736677,40.2750757627165,12.314669921622402,88.28061869796053,50.19546247391561,28.162975982306925,7.659362422112177,6.191038636766796,8.236028254356711,28.944663271888896,31.95158009979116
35000,1.3110086242518844,47.00773430311559,27.57668399137744,99.04980464213486,91.61325580621845,14.666775895570742,39.50121964170087,73.43688148658,22.68274048538583,46.19842843914688,40.802967970751624,36.91859946544862,86.92617487610093,34.40656845544619,28.76605831935985,8.038741335160193,6.943187304177331,20.725680719514436,30.79681468549982,31.269246446360956
36000,1.1195475055061834,24.659585482274238,25.95745546073448,94.35927130713311,100.91545466065824,25.613900801121435,38.15021130652273,70.28869651812599,20.483260496052857,43.610199643454656,27.789738898081886,25.308829722819876,114.58843325381852,64.54943288241893,28.629738644229327,7.853351201693198,8.232825704315957,16.451625314108703,30.92846691006888,46.5564739326868
37000,1.0313777930573806,40.781225747158466,27.090640964051335,108.81975975211927,97.4250809446588,24.53599914773654,38.80768297411544,73.16440151311573,25.315799249807267,53.840692601341445,28.560762582412867,37.20314018608134,75.9090004349614,82.24790661808568,28.185595633038453,8.266878297119543,7.187940483433664,15.881999202184218,30.70732094904492,11.592178804903906
38000,0.8900655391205875,48.05093538429607,35.34999676459593,104.36073956709069,85.31876426661952,34.879854065116206,38.38227171447954,60.69783208601932,21.08316523450676,40.29294501002874,29.175601691557908,24.42992175182142,49.42917438063189,72.86556391529112,28.14157933403012,8.97936881557717,6.254134068917656,42.07119194061877,30.934391771778177,41.5025482227989
39000,2.7253513865677474,54.61057269475176,35.670498136314386,113.57228634656144,74.59207087141154,17.239295111522416,20.774534787841382,91.0497595652272,23.731033114177734,46.875453384320004,29.977048579046805,35.80247695592704,119.44905033807103,81.75983228230689,28.186997003195813,8.189411952850326,6.662944862882744,80.5742675440454,30.902280951693125,29.238774456824462
40000,2.83192831520507,48.09572108650703,33.47850719794503,103.32155700930234,49.528001503791884,21.32307703888211,21.95299141860356,89.4465395569752,22.86380020978245,41.33871257801201,28.01253394635858,28.320202641876683,123.47246379577282,73.38084039404087,28.18627247938567,8.328961402871503,8.086714984953556,64.2658275538096,30.546817522664572,30.3184408197498
41000,0.9174205803759315,55.403338118778755,33.45925118474121,111.90391736080308,90.03657690830116,21.215163921911397,21.217704750411418,82.68966793440833,23.421801805346604,40.523914866847385,28.43193891299246,22.878089361854634,131.22562833750678,66.15580343149836,28.42559880519383,7.9075881001695025,8.9158007039895,51.470405544222714,30.77103271131128,28.1420460512257
42000,1.128819323758345,50.02078924829711,32.1759180418742,98.75303202722729,76.50292456831123,22.57771611427409,21.850752716589746,84.0949367518847,23.003684544741116,29.37045267596805,42.58456032257837,50.47948943518317,122.25225761169672,70.45528052756279,29.00864349455872,20.203298802148673,8.7775022906189,66.6597920343753,30.243532909963513,28.70355655292729
43000,3.9684585297745514,50.95437411953401,32.95858106755121,156.4262532339715,77.75149236932458,39.595273885098734,22.112010272861284,107.74226207949695,23.925684944313662,32.34113561335965,43.066503412162625,32.764027570505974,120.87523315719895,73.03188600475741,32.75633051364515,30.45230988782214,8.830909345250557,67.66201349459004,29.80977766724326,26.80058942960246
44000,7.139774989508122,49.891093853035116,32.71896410859895,121.04459059467385,49.4584004744255,46.36227432121468,21.39372100464701,75.23810561619948,46.24825346578055,34.185514071826,56.787817840199864,32.92814815493837,69.73588095806352,71.22756191231254,37.30441430808112,32.05830053379397,9.007585439072624,37.41418611927331,30.085201765824404,46.9095358919766
45000,6.111417913988922,49.513884116096335,26.645381890984613,102.86115461383034,51.610310159921596,34.47066527623367,38.919313404909936,68.53315797658203,49.97107661235427,31.889579498013866,57.82391686964329,22.142165851922094,122.267211145592,76.48185527884883,37.92573075148637,32.16374440841845,8.317645412384149,69.59828015081504,30.130018462150893,49.86323558326874
46000,15.297089311899352,48.16497878476107,30.810220572044376,124.21212457533207,71.40193925513117,41.1720583905262,38.83181722672257,84.68451414889489,17.481269599588625,34.64170875193272,57.81170989428176,25.159929285301104,90.61377586531707,89.38298616716581,35.87324264325848,12.9180251785239,7.55630679793818,65.0726652130771,30.785784254946957,38.88664302324125
47000,9.750718382081113,48.116526482729874,29.617806421973008,190.50554650590786,97.50803888454254,35.77788312889343,39.0657636623622,61.48438501527666,2.3054532877821936,43.48422300447891,62.40559002909025,26.317941647255687,88.25901832295907,82.14171634983994,36.19737868424394,12.35644147828432,8.561449586118101,49.76352752759723,29.77650326468976,43.043324964090274
48000,13.020300166478478,48.16130346904448,30.731640541807412,192.39831475702744,82.76504285542384,27.01987479119582,38.58582221076402,51.50035129293764,2.4219195744532143,45.752569755832965,54.83660127924552,22.705750860743024,60.91419208498311,96.723449858338,35.271391867241405,10.738092569976848,8.134120771812032,52.23789933766873,29.88607711353985,46.34173575719058
49000,2.442288241598501,52.12699426492493,29.3002995024034,133.86409415303328,63.15569960452723,4.29574911252477,37.0088820842641,95.56005660464419,16.77037917366564,42.98156560297474,43.48499823966385,42.51405166348151,97.00565864964695,81.42649266138179,35.87182944474698,10.915772161214989,8.428289016155246,38.19023390716909,30.64333928803377,48.80761382366874
50000,1.3067786399899934,48.08209084749141,30.97301448538219,139.6315958253203,62.05902216986194,13.521333247139657,37.5944651161163,95.75523105416407,52.0763709969879,41.343107241867784,42.79991451343183,80.78880389781796,110.84355970424062,98.07503522392346,36.47637219816259,22.79125765913873,8.495571114431304,36.30782495245701,29.670367513509156,46.405057393663
51000,1.2906686442301702,53.35625650177259,52.770408782050595,123.30958907811794,66.78852694024344,10.778586963056387,38.2964327024976,120.11346319630995,29.145095576088472,61.63008897008174,43.58231698176337,80.11007402079065,109.54823678304778,79.74120090732109,40.171131599217695,12.920507044941473,8.67772487444704,53.135954108987825,17.90179595052087,36.95383245430209
52000,1.3898230849690238,53.33347179270801,47.374367879362474,142.9963339680124,64.03865602576353,18.353173749083147,37.90167890226181,90.02952694723083,27.310199261450485,53.479673020043585,36.32392689423431,80.60434534935754,129.11454378603318,95.04127822318324,44.01669819913855,19.895862740778295,8.431227291149106,37.728044194169215,18.13539456236628,54.07290012507658
53000,1.3629511063174466,56.352662807950125,44.79944622995037,125.29940345517475,64.33257785265866,46.0365338972553,38.527405838368814,106.84086849822741,36.933236898069346,54.31924136686973,53.836650556907,40.20931963819748,125.7232434457896,81.11733954110892,45.38491984128745,24.232834746004507,8.816129209861366,38.52199373825888,30.383701917503032,31.861642144432505
54000,4.731385908269641,53.58057628506797,68.10123941775423,118.70400051451142,65.70211871505282,39.086482983150844,39.21381771796006,108.17297066287529,29.232281360021283,59.00659262029383,58.88034836525651,86.58069675593944,153.60053081890572,64.26405469416194,42.4739072905769,17.722212067160633,8.809039002089545,65.85894857096496,18.242232354693137,14.523547726246317
55000,6.4269438831459,45.26452525006793,93.58412505117948,147.27561689418076,58.722046137146705,40.371919900853804,38.66866799128405,101.03925162801359,36.735440729147356,58.530283707180956,55.266079064025504,66.33146805864523,116.34243180956949,95.54966673261771,49.343212770119784,21.723920219482963,8.065572316655134,53.4034892639771,17.730089966847512,34.55635219918903
56000,6.922504100077657,48.83211846432593,84.11236693029623,140.93002960396439,84.93571385067114,32.17741072220353,39.12273083650408,92.67237389368073,30.317094749979105,54.922909184087985,53.92681741099524,81.85930766811086,132.96249506304935,90.37594631523505,62.51629064813223,37.44536717279507,8.359516534747982,52.900756584895284,17.783112444917116,29.901700257891264
57000,7.24586835990102,49.433875916661506,63.48012650324997,137.3679228172286,68.74696861994502,44.265596291170596,38.297396532048836,122.19610468649864,25.09328451917505,55.580901918778,49.632050285260625,68.10325826719904,154.92680221559633,79.71307225275902,63.18895128752174,37.59599436020444,8.230104556515911,38.16038389449282,18.017632129244,34.8047879878949
58000,11.302269503835873,48.50019863345458,63.88026294003621,136.20815463644587,67.82280242970984,43.01588661002594,38.67679695728482,116.45852339615723,25.276295075199663,54.590091731604936,61.86824816142017,31.281661165734114,123.0314559776048,68.62195266383836,64.08503428308582,22.425150247292088,8.183755953487907,31.12174609492058,17.87333900735556,47.506519692602936
59000,13.801533756214543,48.392838841131834,55.478550850511894,147.7576060690843,107.99708640886983,39.64058527422379,38.2827296897852,108.57600590376242,20.125321765282056,55.777847511913635,60.961403171700795,42.3376898416772,118.36918420244334,60.65720240280615,50.85033458355338,39.506725349888704,8.1555151679201,32.09066670234014,29.895709410250426,21.083445661305184
60000,26.957957646811554,48.592469225323995,35.556812216758644,136.56141420606355,89.27513439801554,58.617404252901736,38.95119999569011,100.9386731043991,18.133684000427593,57.4331858548778,60.409215363542145,27.527557592806744,120.05658753866767,58.8763697467857,54.5689078013239,45.53748666603521,8.000357394545322,32.78975073445352,18.255457103504124,31.272900793122346
61000,24.81990992060035,48.58013581068567,42.32831406177257,157.3594522455544,60.427114310998505,69.77047806940797,40.34117319985646,112.93726853938657,35.73011481377187,56.48819510380331,52.427626748964826,89.93053128218828,138.12323924719038,65.66979826863485,2.6560423555196118,43.712482234055315,8.423522371548739,58.64825311329649,17.76449846975281,33.23672149137717
62000,38.79767500429566,58.681392669838814,50.49294549015043,147.6014828158613,57.98211473972896,74.01977463912107,41.47430562326165,99.96419121971515,31.192015051792474,56.929004567593076,62.49494830434297,79.74339975894233,138.0100331926023,91.92535939327323,2.656040353081729,31.288451091964852,7.988029522044559,68.88755481646349,18.09271539664509,26.370632175083887
63000,49.55284488819746,58.54268349558233,57.44449442429159,178.19268443701,86.8050994230816,45.3437170807576,53.91602995021041,127.632838677156,32.809388836548926,55.16359589971444,61.287075048714584,87.17520026782817,121.61567115572143,75.21834429466467,2.656038981831252,36.23660642152112,8.010464134722152,67.13871406663922,17.9827604107185,35.92159116696492
64000,54.35940651371866,58.23426346135568,61.624543998045034,169.68248011542445,86.05206898050754,64.18765247830225,42.26319100717734,140.64830983126313,28.63947968129393,55.39905021210395,27.689988798030605,69.35693067563177,125.36200305858472,73.54284369778287,2.646235080769168,54.043626999177185,8.292856253525176,70.21706013189718,18.09247192343677,31.564848462007483
65000,64.27924794545578,58.83298591424519,67.63909994253729,192.59099775532968,69.53490828594161,72.95065053821826,49.01560301235165,132.51571096358478,36.77452796471537,55.62357197730363,54.412191377298974,60.88635118492432,125.49455412693491,71.42848085333898,2.651115469457243,18.418368452413688,9.502982357534455,70.80872823242419,29.975112271697476,46.40442804066248
66000,42.45897630797204,67.41055382557487,58.9932325177568,183.7060645390548,59.109304577283,56.96952178119161,49.663348476665284,104.76666860836481,34.970000842114004,55.19248151092842,63.92449755981861,43.48578930308115,122.63016939521917,94.7062510885463,2.6409505787486225,20.38485958312016,8.47809212392919,71.58458975063496,18.04117330982268,34.55547394892823
67000,66.61055784573908,71.29430117401975,60.19441435677938,196.02776258443842,71.06786355104771,57.05610808152708,49.74708338905117,128.82212555670614,35.98831230826052,56.89334532523568,56.23423612586803,39.41005330882793,126.5582879840997,80.32474484937255,6.028753901371108,45.69802870839788,8.54395707773279,78.0405750530448,17.983445885173005,41.973842457245766
68000,63.568346781227106,63.96472777503756,65.87673247252985,178.45187117031796,71.4457167386882,33.056348038273015,51.88934461399739,144.8217850591421,41.05916401948568,57.031748475334076,55.48341735879651,46.97274437610368,128.97359056496325,96.60284218612959,3.9500332972391603,18.478734410667194,8.584364755057265,83.09216252330073,30.09510913035607,51.89437856538111
69000,49.65591989631379,66.68324600482521,70.01962445659169,182.7892235455808,94.56193558762556,30.85640312126584,53.58833570277393,147.89390870394365,39.55322619423396,57.15264712950993,68.03361088448641,58.592542200867435,131.939475066395,131.70091731960792,3.8292722598816766,16.360515034946616,8.518618371385244,78.5836650164371,18.635417452283743,46.496983598953705
70000,45.97141311987944,67.85426222761933,69.2366259650973,159.75366718983807,99.79238211468459,54.46797480318959,46.115227207523766,149.59320612078827,41.402248167098655,57.86882736697804,73.32417312857841,46.07198804302809,131.21037434038925,96.39771568992637,4.956853393151372,15.963846974628543,8.947048408132769,64.42514269345256,19.517267678013372,42.74140399177042
71000,31.57138924114854,67.79087553436057,71.3225378206678,181.4995650799474,114.22581873471691,28.25990468387638,50.38053381346888,123.70928616860097,38.185150086874,56.58951952642792,68.17134276188061,36.049442571092435,137.15407654171722,130.14962563451428,5.4871493828117135,20.223903518559744,8.789247506070463,79.637140784957,19.441503649228572,25.690597832648802
72000,33.752211405529216,68.66809965752634,87.31250061185133,162.21294265136504,112.5914866071981,30.23869290615712,39.62614390199192,155.3278714364617,38.26466334148135,54.654648091501045,64.92610879061377,74.10659707950666,139.51577015795635,112.5861102482992,32.4130361108371,24.749336333428808,8.317299863921136,79.94834762441391,20.213285859059685,21.86654105829071
73000,46.16440235830337,69.11511693495882,67.69441371146794,168.85715625176604,63.635720846454284,40.73906481740787,44.51765687549562,161.3588328406306,43.897322286829294,54.47763812842156,54.63123729706509,58.46668814492815,138.89211164389,112.48777293661583,38.774022659938524,20.19060658711744,8.191206402984282,76.50522808828882,20.99897160869182,18.019372040927376
74000,43.882717396427566,67.90458224152648,79.51701840804483,169.4910377536612,56.36978382453763,69.75199826858372,45.41948891447642,165.65265891950781,53.47530793082641,54.47099152848533,44.45577601202437,47.03550115607084,141.88164659578553,131.8314198534735,72.69089802304434,22.858328426686363,8.16386090903767,74.01206400067159,29.786566234975716,19.790972728557023
75000,42.93379015968463,69.37421622656989,73.10245618731777,162.9343871772669,63.8715166234285,63.287566530302776,34.201505263290784,167.37273455738082,42.75723208787492,54.05973283867847,61.91170657014767,67.76714232373628,135.8126116391132,134.45855237720417,59.75477225550206,23.916150056184193,8.094946738468355,79.5091355927418,27.07056792671822,16.207467556523305
76000,49.95663414417241,69.65700216342341,91.40806111754759,170.15411698309646,69.84952714292223,68.52439798136369,40.500455137751764,155.89909747652626,38.79593848489405,53.598644702901275,77.228757949715,68.92552977989577,139.31345561286236,131.60361407900277,60.32209664660119,25.807540615589147,8.179990741158502,74.94654223108485,27.810922328525134,30.310672869926087
77000,61.92723725915456,72.89942660772964,80.15950065751005,157.78462557749657,85.2755827023717,85.39344408635424,35.38406923369244,162.74325027279275,70.30886425672323,52.890727036626046,82.27825642742202,59.397207790894655,108.59630277058177,137.34126137680326,60.75580890112608,27.612188584266175,8.503909438994596,73.36313085203942,35.43188431674674,34.50666855416337
