"Step","DDPG_TAAC_FetchReachDense-v4_9 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_9 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_9 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_19 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_19 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_19 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_8 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_8 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_8 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_18 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_18 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_18 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_7 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_7 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_7 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_17 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_17 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_17 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_6 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_6 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_6 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_16 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_16 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_16 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_5 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_5 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_5 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_15 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_15 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_15 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_4 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_4 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_4 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_14 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_14 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_14 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_3 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_3 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_3 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_13 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_13 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_13 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_2 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_2 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_2 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_12 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_12 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_12 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_1 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_1 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_1 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_11 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_11 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_11 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_0 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_0 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_0 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_10 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_10 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_10 - eval/avg_reward__MAX"
"5000","-4.56723519944971","-4.56723519944971","-4.56723519944971","-3.854270374914197","-3.854270374914197","-3.854270374914197","-4.301287007868291","-4.301287007868291","-4.301287007868291","-4.767152852085532","-4.767152852085532","-4.767152852085532","-3.535109276551556","-3.535109276551556","-3.535109276551556","-7.978598401761562","-7.978598401761562","-7.978598401761562","-4.087411769240814","-4.087411769240814","-4.087411769240814","-45.195993925297316","-45.195993925297316","-45.195993925297316","-5.832105258305785","-5.832105258305785","-5.832105258305785","-4.284205176309567","-4.284205176309567","-4.284205176309567","-3.0885146248122513","-3.0885146248122513","-3.0885146248122513","-4.129276668909268","-4.129276668909268","-4.129276668909268","-4.6742915077922635","-4.6742915077922635","-4.6742915077922635","-39.4452513045142","-39.4452513045142","-39.4452513045142","-9.036870375354088","-9.036870375354088","-9.036870375354088","-3.24906917702375","-3.24906917702375","-3.24906917702375","-3.608710427713752","-3.608710427713752","-3.608710427713752","-38.16243833872382","-38.16243833872382","-38.16243833872382","-4.191766599596111","-4.191766599596111","-4.191766599596111","-6.310760505538395","-6.310760505538395","-6.310760505538395"
"5500","-3.2165765300949345","-3.2165765300949345","-3.2165765300949345","-3.0352615784079946","-3.0352615784079946","-3.0352615784079946","-3.686909776876596","-3.686909776876596","-3.686909776876596","-4.26667013334268","-4.26667013334268","-4.26667013334268","-3.8755805749013854","-3.8755805749013854","-3.8755805749013854","-6.838589844555149","-6.838589844555149","-6.838589844555149","-4.313561305031422","-4.313561305031422","-4.313561305031422","-13.968817579787023","-13.968817579787023","-13.968817579787023","-4.49799561298813","-4.49799561298813","-4.49799561298813","-3.229534687595083","-3.229534687595083","-3.229534687595083","-2.85554392121882","-2.85554392121882","-2.85554392121882","-3.703886874877155","-3.703886874877155","-3.703886874877155","-3.6667685940912778","-3.6667685940912778","-3.6667685940912778","-39.445251570985704","-39.445251570985704","-39.445251570985704","-2.841300889606802","-2.841300889606802","-2.841300889606802","-5.0096944067576965","-5.0096944067576965","-5.0096944067576965","-3.851129137096182","-3.851129137096182","-3.851129137096182","-38.16243561052613","-38.16243561052613","-38.16243561052613","-4.425407014400096","-4.425407014400096","-4.425407014400096","-3.558111499475624","-3.558111499475624","-3.558111499475624"
"6000","-3.7462892800446475","-3.7462892800446475","-3.7462892800446475","-3.967948347332821","-3.967948347332821","-3.967948347332821","-3.619202009893075","-3.619202009893075","-3.619202009893075","-3.0846214208756555","-3.0846214208756555","-3.0846214208756555","-3.8028541488159497","-3.8028541488159497","-3.8028541488159497","-6.391125717734044","-6.391125717734044","-6.391125717734044","-3.622622269762452","-3.622622269762452","-3.622622269762452","-12.927985271892368","-12.927985271892368","-12.927985271892368","-3.5338252418401295","-3.5338252418401295","-3.5338252418401295","-3.397782725032717","-3.397782725032717","-3.397782725032717","-2.3809580682547042","-2.3809580682547042","-2.3809580682547042","-3.81306743935926","-3.81306743935926","-3.81306743935926","-3.6874423531988314","-3.6874423531988314","-3.6874423531988314","-39.44525165204501","-39.44525165204501","-39.44525165204501","-2.460860399568366","-2.460860399568366","-2.460860399568366","-2.860729090144612","-2.860729090144612","-2.860729090144612","-3.729765120552545","-3.729765120552545","-3.729765120552545","-38.162437387985435","-38.162437387985435","-38.162437387985435","-4.176472913329504","-4.176472913329504","-4.176472913329504","-3.5537516232374258","-3.5537516232374258","-3.5537516232374258"
"6500","-2.706262662503512","-2.706262662503512","-2.706262662503512","-4.192765211627475","-4.192765211627475","-4.192765211627475","-3.1059974441728566","-3.1059974441728566","-3.1059974441728566","-3.008879770566581","-3.008879770566581","-3.008879770566581","-3.4407547933285634","-3.4407547933285634","-3.4407547933285634","-6.991282779659976","-6.991282779659976","-6.991282779659976","-2.9310578220879333","-2.9310578220879333","-2.9310578220879333","-12.902672177418165","-12.902672177418165","-12.902672177418165","-2.8932794525374774","-2.8932794525374774","-2.8932794525374774","-4.3602265711226895","-4.3602265711226895","-4.3602265711226895","-2.162737669219454","-2.162737669219454","-2.162737669219454","-3.0750006529471774","-3.0750006529471774","-3.0750006529471774","-2.6927482171484716","-2.6927482171484716","-2.6927482171484716","-39.44525126528045","-39.44525126528045","-39.44525126528045","-2.939211704697672","-2.939211704697672","-2.939211704697672","-2.996062336774398","-2.996062336774398","-2.996062336774398","-2.823093281689845","-2.823093281689845","-2.823093281689845","-38.16243345081184","-38.16243345081184","-38.16243345081184","-4.194850925504278","-4.194850925504278","-4.194850925504278","-3.99415820111356","-3.99415820111356","-3.99415820111356"
"7000","-3.012057814604499","-3.012057814604499","-3.012057814604499","-3.197214814050387","-3.197214814050387","-3.197214814050387","-4.099171898142432","-4.099171898142432","-4.099171898142432","-2.426981609882353","-2.426981609882353","-2.426981609882353","-2.904299969691693","-2.904299969691693","-2.904299969691693","-6.8550801480782555","-6.8550801480782555","-6.8550801480782555","-3.732407794368421","-3.732407794368421","-3.732407794368421","-9.092968648580392","-9.092968648580392","-9.092968648580392","-2.883496243208564","-2.883496243208564","-2.883496243208564","-3.330522177167907","-3.330522177167907","-3.330522177167907","-2.0583336922140494","-2.0583336922140494","-2.0583336922140494","-2.4490588965970987","-2.4490588965970987","-2.4490588965970987","-3.190398840668552","-3.190398840668552","-3.190398840668552","-39.445251190372154","-39.445251190372154","-39.445251190372154","-3.1896328626947836","-3.1896328626947836","-3.1896328626947836","-2.66756802630591","-2.66756802630591","-2.66756802630591","-3.81454834523716","-3.81454834523716","-3.81454834523716","-38.162436143096755","-38.162436143096755","-38.162436143096755","-2.9500314693101886","-2.9500314693101886","-2.9500314693101886","-2.6780082574630275","-2.6780082574630275","-2.6780082574630275"
"7500","-3.0590695285772633","-3.0590695285772633","-3.0590695285772633","-2.8408136455578807","-2.8408136455578807","-2.8408136455578807","-2.1027797789290537","-2.1027797789290537","-2.1027797789290537","-2.501877909696547","-2.501877909696547","-2.501877909696547","-3.1159011210016487","-3.1159011210016487","-3.1159011210016487","-5.074076174674713","-5.074076174674713","-5.074076174674713","-2.8649716199040336","-2.8649716199040336","-2.8649716199040336","-8.708434548701781","-8.708434548701781","-8.708434548701781","-2.8984660476165987","-2.8984660476165987","-2.8984660476165987","-3.720684064103292","-3.720684064103292","-3.720684064103292","-2.088247417839026","-2.088247417839026","-2.088247417839026","-2.296012480123211","-2.296012480123211","-2.296012480123211","-2.2239616377118043","-2.2239616377118043","-2.2239616377118043","-39.44524879347487","-39.44524879347487","-39.44524879347487","-3.0104381375281046","-3.0104381375281046","-3.0104381375281046","-2.2854750907261185","-2.2854750907261185","-2.2854750907261185","-2.4638753693728774","-2.4638753693728774","-2.4638753693728774","-38.16243521644898","-38.16243521644898","-38.16243521644898","-2.8958958317460475","-2.8958958317460475","-2.8958958317460475","-1.9909831608600732","-1.9909831608600732","-1.9909831608600732"
"8000","-2.386620660704832","-2.386620660704832","-2.386620660704832","-3.001227073557497","-3.001227073557497","-3.001227073557497","-2.2580024799704836","-2.2580024799704836","-2.2580024799704836","-2.3161006906615373","-2.3161006906615373","-2.3161006906615373","-2.541544167195024","-2.541544167195024","-2.541544167195024","-5.1013034839426785","-5.1013034839426785","-5.1013034839426785","-2.6908607438175274","-2.6908607438175274","-2.6908607438175274","-9.745540911932668","-9.745540911932668","-9.745540911932668","-3.0218877958782713","-3.0218877958782713","-3.0218877958782713","-3.166103676384135","-3.166103676384135","-3.166103676384135","-1.4503513946294093","-1.4503513946294093","-1.4503513946294093","-2.6992964040213634","-2.6992964040213634","-2.6992964040213634","-3.3704497518583936","-3.3704497518583936","-3.3704497518583936","-20.4009161655625","-20.4009161655625","-20.4009161655625","-2.4757763401135815","-2.4757763401135815","-2.4757763401135815","-1.8594909209784583","-1.8594909209784583","-1.8594909209784583","-2.399475494546581","-2.399475494546581","-2.399475494546581","-28.504451873976826","-28.504451873976826","-28.504451873976826","-2.663597114281976","-2.663597114281976","-2.663597114281976","-2.1307090566201774","-2.1307090566201774","-2.1307090566201774"
"8500","-2.32749170739635","-2.32749170739635","-2.32749170739635","-2.505834241213143","-2.505834241213143","-2.505834241213143","-2.2524891069779356","-2.2524891069779356","-2.2524891069779356","-2.9730017468728493","-2.9730017468728493","-2.9730017468728493","-2.336062168932923","-2.336062168932923","-2.336062168932923","-4.5776960741463615","-4.5776960741463615","-4.5776960741463615","-2.258018659088691","-2.258018659088691","-2.258018659088691","-8.142240291730543","-8.142240291730543","-8.142240291730543","-2.3396529330142526","-2.3396529330142526","-2.3396529330142526","-3.085779441861256","-3.085779441861256","-3.085779441861256","-1.537597998708278","-1.537597998708278","-1.537597998708278","-2.4220258043559233","-2.4220258043559233","-2.4220258043559233","-3.523827537667452","-3.523827537667452","-3.523827537667452","-19.471099217237168","-19.471099217237168","-19.471099217237168","-2.2620701494395483","-2.2620701494395483","-2.2620701494395483","-3.174438894980516","-3.174438894980516","-3.174438894980516","-2.09008933484369","-2.09008933484369","-2.09008933484369","-28.504454604010213","-28.504454604010213","-28.504454604010213","-2.8312934455941487","-2.8312934455941487","-2.8312934455941487","-1.4351606033554885","-1.4351606033554885","-1.4351606033554885"
"9000","-2.15825481954975","-2.15825481954975","-2.15825481954975","-3.0579064494191157","-3.0579064494191157","-3.0579064494191157","-1.9535541622527206","-1.9535541622527206","-1.9535541622527206","-2.7009788697974537","-2.7009788697974537","-2.7009788697974537","-2.593431973598699","-2.593431973598699","-2.593431973598699","-5.223294546044151","-5.223294546044151","-5.223294546044151","-2.10941015454548","-2.10941015454548","-2.10941015454548","-5.353524473114995","-5.353524473114995","-5.353524473114995","-3.3974164733914463","-3.3974164733914463","-3.3974164733914463","-3.4728775649251182","-3.4728775649251182","-3.4728775649251182","-1.7960233054949033","-1.7960233054949033","-1.7960233054949033","-2.045547084430707","-2.045547084430707","-2.045547084430707","-2.3775154323650076","-2.3775154323650076","-2.3775154323650076","-20.096641415241326","-20.096641415241326","-20.096641415241326","-2.377833372460313","-2.377833372460313","-2.377833372460313","-1.9567336523849597","-1.9567336523849597","-1.9567336523849597","-2.4729465695895496","-2.4729465695895496","-2.4729465695895496","-28.504455556683617","-28.504455556683617","-28.504455556683617","-2.637720055097627","-2.637720055097627","-2.637720055097627","-1.8445740283424321","-1.8445740283424321","-1.8445740283424321"
"9500","-1.8885194160329266","-1.8885194160329266","-1.8885194160329266","-2.840211637269082","-2.840211637269082","-2.840211637269082","-2.301504353991924","-2.301504353991924","-2.301504353991924","-2.525048629170391","-2.525048629170391","-2.525048629170391","-2.3295020423700272","-2.3295020423700272","-2.3295020423700272","-5.222184495468225","-5.222184495468225","-5.222184495468225","-1.857413286717375","-1.857413286717375","-1.857413286717375","-5.1817772533380975","-5.1817772533380975","-5.1817772533380975","-2.877121687329639","-2.877121687329639","-2.877121687329639","-2.9668276050275013","-2.9668276050275013","-2.9668276050275013","-1.6825506840318916","-1.6825506840318916","-1.6825506840318916","-2.3297029522959876","-2.3297029522959876","-2.3297029522959876","-2.9204571021023162","-2.9204571021023162","-2.9204571021023162","-18.985358722376066","-18.985358722376066","-18.985358722376066","-2.7021242548459266","-2.7021242548459266","-2.7021242548459266","-1.5867807583193279","-1.5867807583193279","-1.5867807583193279","-1.5832255755534093","-1.5832255755534093","-1.5832255755534093","-28.504455329322933","-28.504455329322933","-28.504455329322933","-2.781948240709658","-2.781948240709658","-2.781948240709658","-1.56705466027373","-1.56705466027373","-1.56705466027373"
"10000","-2.1780729134124126","-2.1780729134124126","-2.1780729134124126","-2.882671137974037","-2.882671137974037","-2.882671137974037","-2.2897618101481925","-2.2897618101481925","-2.2897618101481925","-2.5842994730799496","-2.5842994730799496","-2.5842994730799496","-2.435009550554077","-2.435009550554077","-2.435009550554077","-4.915784830826621","-4.915784830826621","-4.915784830826621","-2.536614072423267","-2.536614072423267","-2.536614072423267","-4.649524336492985","-4.649524336492985","-4.649524336492985","-4.019975209615077","-4.019975209615077","-4.019975209615077","-2.3903148840647193","-2.3903148840647193","-2.3903148840647193","-1.6533788681207824","-1.6533788681207824","-1.6533788681207824","-1.5701362914584895","-1.5701362914584895","-1.5701362914584895","-1.629636762791663","-1.629636762791663","-1.629636762791663","-20.82853393043296","-20.82853393043296","-20.82853393043296","-3.4363391423540284","-3.4363391423540284","-3.4363391423540284","-2.009495152171307","-2.009495152171307","-2.009495152171307","-1.704113490389308","-1.704113490389308","-1.704113490389308","-28.50445495090971","-28.50445495090971","-28.50445495090971","-2.3590366446947875","-2.3590366446947875","-2.3590366446947875","-1.3238549930024424","-1.3238549930024424","-1.3238549930024424"
"10500","-1.9825446301261185","-1.9825446301261185","-1.9825446301261185","-2.7842313599546826","-2.7842313599546826","-2.7842313599546826","-1.5077251305101713","-1.5077251305101713","-1.5077251305101713","-2.203227393497321","-2.203227393497321","-2.203227393497321","-2.663771357055964","-2.663771357055964","-2.663771357055964","-4.622840650264657","-4.622840650264657","-4.622840650264657","-2.2344504824262934","-2.2344504824262934","-2.2344504824262934","-5.354046868542634","-5.354046868542634","-5.354046868542634","-2.8616176941532268","-2.8616176941532268","-2.8616176941532268","-2.1388169169475164","-2.1388169169475164","-2.1388169169475164","-1.570470721858138","-1.570470721858138","-1.570470721858138","-2.123948356581266","-2.123948356581266","-2.123948356581266","-2.0801911943588287","-2.0801911943588287","-2.0801911943588287","-17.035757720376388","-17.035757720376388","-17.035757720376388","-2.035042867946101","-2.035042867946101","-2.035042867946101","-1.8051360484889205","-1.8051360484889205","-1.8051360484889205","-1.8833511794942015","-1.8833511794942015","-1.8833511794942015","-28.504454427222026","-28.504454427222026","-28.504454427222026","-2.5595617541334286","-2.5595617541334286","-2.5595617541334286","-1.6635532425326844","-1.6635532425326844","-1.6635532425326844"
"11000","-2.5704164558784144","-2.5704164558784144","-2.5704164558784144","-2.589520337786719","-2.589520337786719","-2.589520337786719","-1.6140297105426769","-1.6140297105426769","-1.6140297105426769","-2.5530347761870735","-2.5530347761870735","-2.5530347761870735","-2.6595388198984344","-2.6595388198984344","-2.6595388198984344","-3.7192692456315135","-3.7192692456315135","-3.7192692456315135","-1.6053433417520153","-1.6053433417520153","-1.6053433417520153","-5.256729461711488","-5.256729461711488","-5.256729461711488","-2.7778296010035026","-2.7778296010035026","-2.7778296010035026","-2.4721223841179354","-2.4721223841179354","-2.4721223841179354","-1.7505713848603612","-1.7505713848603612","-1.7505713848603612","-1.902419266170721","-1.902419266170721","-1.902419266170721","-1.6742234890094263","-1.6742234890094263","-1.6742234890094263","-22.635032984005385","-22.635032984005385","-22.635032984005385","-2.5311182487232817","-2.5311182487232817","-2.5311182487232817","-1.66337433967144","-1.66337433967144","-1.66337433967144","-2.0708171931565174","-2.0708171931565174","-2.0708171931565174","-28.50445383004266","-28.50445383004266","-28.50445383004266","-2.791289088869454","-2.791289088869454","-2.791289088869454","-2.168406099340264","-2.168406099340264","-2.168406099340264"
"11500","-2.3940257339665236","-2.3940257339665236","-2.3940257339665236","-2.8225587112884893","-2.8225587112884893","-2.8225587112884893","-1.3474933873870785","-1.3474933873870785","-1.3474933873870785","-2.226397993480078","-2.226397993480078","-2.226397993480078","-2.3744928246002037","-2.3744928246002037","-2.3744928246002037","-3.4388389979146816","-3.4388389979146816","-3.4388389979146816","-2.975410395192587","-2.975410395192587","-2.975410395192587","-5.63336557052284","-5.63336557052284","-5.63336557052284","-3.626932814680406","-3.626932814680406","-3.626932814680406","-4.045883206914915","-4.045883206914915","-4.045883206914915","-1.6377657143525166","-1.6377657143525166","-1.6377657143525166","-1.68691685440256","-1.68691685440256","-1.68691685440256","-1.4154334419197983","-1.4154334419197983","-1.4154334419197983","-16.396981418768064","-16.396981418768064","-16.396981418768064","-2.321024227095127","-2.321024227095127","-2.321024227095127","-1.2683616302208205","-1.2683616302208205","-1.2683616302208205","-1.7486400435043854","-1.7486400435043854","-1.7486400435043854","-28.504453837376502","-28.504453837376502","-28.504453837376502","-2.2739990183375176","-2.2739990183375176","-2.2739990183375176","-1.4418144765287988","-1.4418144765287988","-1.4418144765287988"
"12000","-1.7789783815384488","-1.7789783815384488","-1.7789783815384488","-2.129523078044137","-2.129523078044137","-2.129523078044137","-1.4322040021525397","-1.4322040021525397","-1.4322040021525397","-2.09240545252813","-2.09240545252813","-2.09240545252813","-2.4479176011049804","-2.4479176011049804","-2.4479176011049804","-4.608696349734414","-4.608696349734414","-4.608696349734414","-1.4881527680251332","-1.4881527680251332","-1.4881527680251332","-4.114507958020619","-4.114507958020619","-4.114507958020619","-2.4420094954473","-2.4420094954473","-2.4420094954473","-2.0460182118866355","-2.0460182118866355","-2.0460182118866355","-1.215175241030809","-1.215175241030809","-1.215175241030809","-1.4508047362771122","-1.4508047362771122","-1.4508047362771122","-2.2621613744112525","-2.2621613744112525","-2.2621613744112525","-10.422783261905753","-10.422783261905753","-10.422783261905753","-1.645526367266403","-1.645526367266403","-1.645526367266403","-2.024270393251465","-2.024270393251465","-2.024270393251465","-1.9526671785897558","-1.9526671785897558","-1.9526671785897558","-10.645025093595667","-10.645025093595667","-10.645025093595667","-1.9444446876277763","-1.9444446876277763","-1.9444446876277763","-1.648477906290837","-1.648477906290837","-1.648477906290837"
"12500","-2.041769733713603","-2.041769733713603","-2.041769733713603","-1.912519218503998","-1.912519218503998","-1.912519218503998","-2.042772519176568","-2.042772519176568","-2.042772519176568","-2.10919796385081","-2.10919796385081","-2.10919796385081","-2.3296185088651207","-2.3296185088651207","-2.3296185088651207","-3.81857083211331","-3.81857083211331","-3.81857083211331","-1.8037294864523592","-1.8037294864523592","-1.8037294864523592","-3.9026282507633967","-3.9026282507633967","-3.9026282507633967","-2.035974623376121","-2.035974623376121","-2.035974623376121","-2.266038588917457","-2.266038588917457","-2.266038588917457","-1.46467622781802","-1.46467622781802","-1.46467622781802","-1.4971659527439756","-1.4971659527439756","-1.4971659527439756","-1.8398634001096419","-1.8398634001096419","-1.8398634001096419","-10.988359474776349","-10.988359474776349","-10.988359474776349","-1.994817256489045","-1.994817256489045","-1.994817256489045","-2.2388005175391745","-2.2388005175391745","-2.2388005175391745","-1.7784520049331998","-1.7784520049331998","-1.7784520049331998","-11.445943898892224","-11.445943898892224","-11.445943898892224","-1.902180883707728","-1.902180883707728","-1.902180883707728","-1.7844635152772466","-1.7844635152772466","-1.7844635152772466"
"13000","-2.212491261380437","-2.212491261380437","-2.212491261380437","-2.078669127495965","-2.078669127495965","-2.078669127495965","-1.7354784158388306","-1.7354784158388306","-1.7354784158388306","-2.5194344212881603","-2.5194344212881603","-2.5194344212881603","-2.5066467163499224","-2.5066467163499224","-2.5066467163499224","-2.8322783742378412","-2.8322783742378412","-2.8322783742378412","-2.895011936999233","-2.895011936999233","-2.895011936999233","-3.276479967239898","-3.276479967239898","-3.276479967239898","-1.794322174310539","-1.794322174310539","-1.794322174310539","-1.7609720934384339","-1.7609720934384339","-1.7609720934384339","-1.26707720211239","-1.26707720211239","-1.26707720211239","-1.3406647063535195","-1.3406647063535195","-1.3406647063535195","-1.5276822369670158","-1.5276822369670158","-1.5276822369670158","-7.622682655688154","-7.622682655688154","-7.622682655688154","-2.70706534546445","-2.70706534546445","-2.70706534546445","-1.7791326142488877","-1.7791326142488877","-1.7791326142488877","-1.6442736217774971","-1.6442736217774971","-1.6442736217774971","-8.035527009126323","-8.035527009126323","-8.035527009126323","-2.073049710240166","-2.073049710240166","-2.073049710240166","-1.5804370300726127","-1.5804370300726127","-1.5804370300726127"
"13500","-1.9191822727580283","-1.9191822727580283","-1.9191822727580283","-2.177016908328939","-2.177016908328939","-2.177016908328939","-1.695581006208275","-1.695581006208275","-1.695581006208275","-3.040661157983479","-3.040661157983479","-3.040661157983479","-2.3076667323115823","-2.3076667323115823","-2.3076667323115823","-4.031132564037719","-4.031132564037719","-4.031132564037719","-1.9551677735064963","-1.9551677735064963","-1.9551677735064963","-2.7563617221932284","-2.7563617221932284","-2.7563617221932284","-2.0353083396197165","-2.0353083396197165","-2.0353083396197165","-2.293790237946936","-2.293790237946936","-2.293790237946936","-1.1769244123580587","-1.1769244123580587","-1.1769244123580587","-1.659972510889705","-1.659972510889705","-1.659972510889705","-2.336090424762203","-2.336090424762203","-2.336090424762203","-10.122564533574216","-10.122564533574216","-10.122564533574216","-1.9917588622056788","-1.9917588622056788","-1.9917588622056788","-1.6445251927241817","-1.6445251927241817","-1.6445251927241817","-1.4352978965085446","-1.4352978965085446","-1.4352978965085446","-15.91033135578627","-15.91033135578627","-15.91033135578627","-2.3925363799001866","-2.3925363799001866","-2.3925363799001866","-1.6294462734189845","-1.6294462734189845","-1.6294462734189845"
"14000","-1.9212728588242356","-1.9212728588242356","-1.9212728588242356","-2.281863318187948","-2.281863318187948","-2.281863318187948","-1.3715209849117218","-1.3715209849117218","-1.3715209849117218","-2.3056988142824","-2.3056988142824","-2.3056988142824","-2.3581974410853603","-2.3581974410853603","-2.3581974410853603","-3.830622982456778","-3.830622982456778","-3.830622982456778","-2.034466098837393","-2.034466098837393","-2.034466098837393","-4.189768009645565","-4.189768009645565","-4.189768009645565","-1.7585933705461965","-1.7585933705461965","-1.7585933705461965","-2.775165045159008","-2.775165045159008","-2.775165045159008","-1.3053994315253985","-1.3053994315253985","-1.3053994315253985","-8.01625427394608","-8.01625427394608","-8.01625427394608","-1.58388223468025","-1.58388223468025","-1.58388223468025","-9.095348810822985","-9.095348810822985","-9.095348810822985","-1.9371099837740975","-1.9371099837740975","-1.9371099837740975","-1.4866179166328226","-1.4866179166328226","-1.4866179166328226","-1.647896074315123","-1.647896074315123","-1.647896074315123","-15.08015724620228","-15.08015724620228","-15.08015724620228","-2.0502930139852342","-2.0502930139852342","-2.0502930139852342","-1.6038439748437454","-1.6038439748437454","-1.6038439748437454"
"14500","-2.0546914723562772","-2.0546914723562772","-2.0546914723562772","-2.6838032511265477","-2.6838032511265477","-2.6838032511265477","-1.6320494593269559","-1.6320494593269559","-1.6320494593269559","-2.1104781973906035","-2.1104781973906035","-2.1104781973906035","-2.0984430001164784","-2.0984430001164784","-2.0984430001164784","-3.0336834401001327","-3.0336834401001327","-3.0336834401001327","-1.7718190941335195","-1.7718190941335195","-1.7718190941335195","-3.4527029003122722","-3.4527029003122722","-3.4527029003122722","-1.9495978868727182","-1.9495978868727182","-1.9495978868727182","-1.6276063382306716","-1.6276063382306716","-1.6276063382306716","-1.1743152119720057","-1.1743152119720057","-1.1743152119720057","-3.70734353235449","-3.70734353235449","-3.70734353235449","-1.653733212189297","-1.653733212189297","-1.653733212189297","-12.770293861643768","-12.770293861643768","-12.770293861643768","-1.9830940508430401","-1.9830940508430401","-1.9830940508430401","-1.5772505405582828","-1.5772505405582828","-1.5772505405582828","-1.849894960901575","-1.849894960901575","-1.849894960901575","-22.749570540603305","-22.749570540603305","-22.749570540603305","-1.7107908181416895","-1.7107908181416895","-1.7107908181416895","-1.7301421546600335","-1.7301421546600335","-1.7301421546600335"
