"Step","DDPG_None_FetchReachDense-v4_19 - eval/avg_reward","DDPG_None_FetchReachDense-v4_19 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_19 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_18 - eval/avg_reward","DDPG_None_FetchReachDense-v4_18 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_18 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_17 - eval/avg_reward","DDPG_None_FetchReachDense-v4_17 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_17 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_16 - eval/avg_reward","DDPG_None_FetchReachDense-v4_16 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_16 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_15 - eval/avg_reward","DDPG_None_FetchReachDense-v4_15 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_15 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_14 - eval/avg_reward","DDPG_None_FetchReachDense-v4_14 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_14 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_13 - eval/avg_reward","DDPG_None_FetchReachDense-v4_13 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_13 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_12 - eval/avg_reward","DDPG_None_FetchReachDense-v4_12 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_12 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_11 - eval/avg_reward","DDPG_None_FetchReachDense-v4_11 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_11 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_10 - eval/avg_reward","DDPG_None_FetchReachDense-v4_10 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_10 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_9 - eval/avg_reward","DDPG_None_FetchReachDense-v4_9 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_9 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_8 - eval/avg_reward","DDPG_None_FetchReachDense-v4_8 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_8 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_7 - eval/avg_reward","DDPG_None_FetchReachDense-v4_7 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_7 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_6 - eval/avg_reward","DDPG_None_FetchReachDense-v4_6 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_6 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_5 - eval/avg_reward","DDPG_None_FetchReachDense-v4_5 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_5 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_4 - eval/avg_reward","DDPG_None_FetchReachDense-v4_4 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_4 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_3 - eval/avg_reward","DDPG_None_FetchReachDense-v4_3 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_3 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_2 - eval/avg_reward","DDPG_None_FetchReachDense-v4_2 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_2 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_1 - eval/avg_reward","DDPG_None_FetchReachDense-v4_1 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_1 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_0 - eval/avg_reward","DDPG_None_FetchReachDense-v4_0 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_0 - eval/avg_reward__MAX"
"5000","-6.330550865140468","-6.330550865140468","-6.330550865140468","-2.9931901103960024","-2.9931901103960024","-2.9931901103960024","-17.791467425590604","-17.791467425590604","-17.791467425590604","-4.912998862658059","-4.912998862658059","-4.912998862658059","-5.49368233184221","-5.49368233184221","-5.49368233184221","-4.5732006533993195","-4.5732006533993195","-4.5732006533993195","-5.028244645661468","-5.028244645661468","-5.028244645661468","-5.587712234813015","-5.587712234813015","-5.587712234813015","-5.5138279508094525","-5.5138279508094525","-5.5138279508094525","-5.197481132638437","-5.197481132638437","-5.197481132638437","-4.4355982491183426","-4.4355982491183426","-4.4355982491183426","-8.448801798664606","-8.448801798664606","-8.448801798664606","-8.373205408158414","-8.373205408158414","-8.373205408158414","-7.659591206291262","-7.659591206291262","-7.659591206291262","-9.189646010305704","-9.189646010305704","-9.189646010305704","-4.521899302793552","-4.521899302793552","-4.521899302793552","-6.0778630906375914","-6.0778630906375914","-6.0778630906375914","-4.917709901732319","-4.917709901732319","-4.917709901732319","-3.7131989500705025","-3.7131989500705025","-3.7131989500705025","-7.13987437810223","-7.13987437810223","-7.13987437810223"
"5500","-10.411756403791161","-10.411756403791161","-10.411756403791161","-2.9222683178991655","-2.9222683178991655","-2.9222683178991655","-12.898443903844107","-12.898443903844107","-12.898443903844107","-4.9458308570141485","-4.9458308570141485","-4.9458308570141485","-6.107110310236123","-6.107110310236123","-6.107110310236123","-5.179589570320132","-5.179589570320132","-5.179589570320132","-8.25432113388279","-8.25432113388279","-8.25432113388279","-4.3328848098819135","-4.3328848098819135","-4.3328848098819135","-3.7981173608790173","-3.7981173608790173","-3.7981173608790173","-9.280774331863956","-9.280774331863956","-9.280774331863956","-5.806945448526736","-5.806945448526736","-5.806945448526736","-4.9385956534026265","-4.9385956534026265","-4.9385956534026265","-6.013188468620321","-6.013188468620321","-6.013188468620321","-5.421263079787272","-5.421263079787272","-5.421263079787272","-9.19000441831016","-9.19000441831016","-9.19000441831016","-4.570061260758169","-4.570061260758169","-4.570061260758169","-4.86240972763651","-4.86240972763651","-4.86240972763651","-4.028932059068676","-4.028932059068676","-4.028932059068676","-4.860428719862417","-4.860428719862417","-4.860428719862417","-7.800966289046132","-7.800966289046132","-7.800966289046132"
"6000","-6.338295058698674","-6.338295058698674","-6.338295058698674","-3.51773875319691","-3.51773875319691","-3.51773875319691","-12.449557875215476","-12.449557875215476","-12.449557875215476","-5.035609019542497","-5.035609019542497","-5.035609019542497","-4.770530420557821","-4.770530420557821","-4.770530420557821","-5.373648227563365","-5.373648227563365","-5.373648227563365","-6.333242505357852","-6.333242505357852","-6.333242505357852","-4.022928617204364","-4.022928617204364","-4.022928617204364","-2.9546775172017923","-2.9546775172017923","-2.9546775172017923","-4.168057832564729","-4.168057832564729","-4.168057832564729","-5.186020739977227","-5.186020739977227","-5.186020739977227","-5.983442605915906","-5.983442605915906","-5.983442605915906","-7.285219472691179","-7.285219472691179","-7.285219472691179","-5.3322769636045315","-5.3322769636045315","-5.3322769636045315","-7.01578561740431","-7.01578561740431","-7.01578561740431","-3.6725106310053364","-3.6725106310053364","-3.6725106310053364","-4.752547935756856","-4.752547935756856","-4.752547935756856","-3.2814205853770995","-3.2814205853770995","-3.2814205853770995","-5.733908288050303","-5.733908288050303","-5.733908288050303","-9.686371922974894","-9.686371922974894","-9.686371922974894"
"6500","-5.70581493257076","-5.70581493257076","-5.70581493257076","-4.1536142536404705","-4.1536142536404705","-4.1536142536404705","-8.028771498018077","-8.028771498018077","-8.028771498018077","-4.046097747003916","-4.046097747003916","-4.046097747003916","-4.481472748641162","-4.481472748641162","-4.481472748641162","-3.4035270947678535","-3.4035270947678535","-3.4035270947678535","-5.57103991877713","-5.57103991877713","-5.57103991877713","-4.224767362956632","-4.224767362956632","-4.224767362956632","-3.959782011152219","-3.959782011152219","-3.959782011152219","-4.294280507918931","-4.294280507918931","-4.294280507918931","-4.226365027423323","-4.226365027423323","-4.226365027423323","-4.496134117599285","-4.496134117599285","-4.496134117599285","-7.289694985482609","-7.289694985482609","-7.289694985482609","-5.646398831798848","-5.646398831798848","-5.646398831798848","-5.453118732654319","-5.453118732654319","-5.453118732654319","-4.652452804110867","-4.652452804110867","-4.652452804110867","-3.5775192793726673","-3.5775192793726673","-3.5775192793726673","-3.9680384523542487","-3.9680384523542487","-3.9680384523542487","-6.07593753650311","-6.07593753650311","-6.07593753650311","-5.03148354602156","-5.03148354602156","-5.03148354602156"
"7000","-4.84721960498703","-4.84721960498703","-4.84721960498703","-6.868497466752979","-6.868497466752979","-6.868497466752979","-8.074050385544146","-8.074050385544146","-8.074050385544146","-2.964482792674125","-2.964482792674125","-2.964482792674125","-2.3962990261937036","-2.3962990261937036","-2.3962990261937036","-4.433071479483783","-4.433071479483783","-4.433071479483783","-1.9938419404907801","-1.9938419404907801","-1.9938419404907801","-4.339405191323289","-4.339405191323289","-4.339405191323289","-2.876445292726763","-2.876445292726763","-2.876445292726763","-3.5806914069411007","-3.5806914069411007","-3.5806914069411007","-5.0388702388376","-5.0388702388376","-5.0388702388376","-5.39809054606312","-5.39809054606312","-5.39809054606312","-7.313013231800357","-7.313013231800357","-7.313013231800357","-5.25103650735511","-5.25103650735511","-5.25103650735511","-5.2349919680814665","-5.2349919680814665","-5.2349919680814665","-4.720077641083173","-4.720077641083173","-4.720077641083173","-3.40015315837834","-3.40015315837834","-3.40015315837834","-3.61447082527861","-3.61447082527861","-3.61447082527861","-3.9681858421016516","-3.9681858421016516","-3.9681858421016516","-4.713162830624145","-4.713162830624145","-4.713162830624145"
"7500","-3.9893367551138845","-3.9893367551138845","-3.9893367551138845","-2.342292967778817","-2.342292967778817","-2.342292967778817","-4.847535109654175","-4.847535109654175","-4.847535109654175","-2.7255150745025802","-2.7255150745025802","-2.7255150745025802","-4.097127643023381","-4.097127643023381","-4.097127643023381","-4.582294811120795","-4.582294811120795","-4.582294811120795","-2.6529167745849462","-2.6529167745849462","-2.6529167745849462","-3.2666248266670346","-3.2666248266670346","-3.2666248266670346","-3.28910490920786","-3.28910490920786","-3.28910490920786","-1.9636838168045885","-1.9636838168045885","-1.9636838168045885","-3.8084431689932337","-3.8084431689932337","-3.8084431689932337","-3.3440541743861525","-3.3440541743861525","-3.3440541743861525","-3.59984807185531","-3.59984807185531","-3.59984807185531","-3.4824633651899886","-3.4824633651899886","-3.4824633651899886","-5.8724512299505065","-5.8724512299505065","-5.8724512299505065","-4.9768138766191665","-4.9768138766191665","-4.9768138766191665","-4.1180258960178024","-4.1180258960178024","-4.1180258960178024","-3.8098137388248823","-3.8098137388248823","-3.8098137388248823","-3.678064461583176","-3.678064461583176","-3.678064461583176","-4.313369965423119","-4.313369965423119","-4.313369965423119"
"8000","-4.937434718396368","-4.937434718396368","-4.937434718396368","-3.2258897775756425","-3.2258897775756425","-3.2258897775756425","-8.120790511817631","-8.120790511817631","-8.120790511817631","-3.010990350554888","-3.010990350554888","-3.010990350554888","-3.83256212574486","-3.83256212574486","-3.83256212574486","-3.1289810858716622","-3.1289810858716622","-3.1289810858716622","-2.836471814599863","-2.836471814599863","-2.836471814599863","-3.839266112462687","-3.839266112462687","-3.839266112462687","-2.786306574761224","-2.786306574761224","-2.786306574761224","-2.067537730391016","-2.067537730391016","-2.067537730391016","-3.2603035252456762","-3.2603035252456762","-3.2603035252456762","-4.313723168751721","-4.313723168751721","-4.313723168751721","-4.483725667643436","-4.483725667643436","-4.483725667643436","-2.697855806151934","-2.697855806151934","-2.697855806151934","-4.959159784777283","-4.959159784777283","-4.959159784777283","-3.14857658030914","-3.14857658030914","-3.14857658030914","-5.027692358001661","-5.027692358001661","-5.027692358001661","-3.36513522650961","-3.36513522650961","-3.36513522650961","-3.1338972548945976","-3.1338972548945976","-3.1338972548945976","-6.249099179557037","-6.249099179557037","-6.249099179557037"
"8500","-4.831529805974059","-4.831529805974059","-4.831529805974059","-2.022950459882603","-2.022950459882603","-2.022950459882603","-9.801565342099966","-9.801565342099966","-9.801565342099966","-2.432777128197094","-2.432777128197094","-2.432777128197094","-2.0964967232516534","-2.0964967232516534","-2.0964967232516534","-3.6285754307603257","-3.6285754307603257","-3.6285754307603257","-3.294888885726936","-3.294888885726936","-3.294888885726936","-3.9656531661224284","-3.9656531661224284","-3.9656531661224284","-3.1580729034687254","-3.1580729034687254","-3.1580729034687254","-3.2368382279165386","-3.2368382279165386","-3.2368382279165386","-2.976196525759327","-2.976196525759327","-2.976196525759327","-3.4623256790043984","-3.4623256790043984","-3.4623256790043984","-2.002897480782641","-2.002897480782641","-2.002897480782641","-2.965178598602813","-2.965178598602813","-2.965178598602813","-3.290122090985848","-3.290122090985848","-3.290122090985848","-2.354495389318961","-2.354495389318961","-2.354495389318961","-2.804593728093759","-2.804593728093759","-2.804593728093759","-2.408712617023617","-2.408712617023617","-2.408712617023617","-4.704653279033637","-4.704653279033637","-4.704653279033637","-5.011793078441587","-5.011793078441587","-5.011793078441587"
"9000","-2.987754502757812","-2.987754502757812","-2.987754502757812","-2.269756666852305","-2.269756666852305","-2.269756666852305","-5.556639437204091","-5.556639437204091","-5.556639437204091","-2.466870636585662","-2.466870636585662","-2.466870636585662","-4.323995832033823","-4.323995832033823","-4.323995832033823","-2.740524443609699","-2.740524443609699","-2.740524443609699","-3.12404071646115","-3.12404071646115","-3.12404071646115","-3.1463368109339678","-3.1463368109339678","-3.1463368109339678","-3.8510844742250043","-3.8510844742250043","-3.8510844742250043","-4.53395052011866","-4.53395052011866","-4.53395052011866","-3.0374205029347365","-3.0374205029347365","-3.0374205029347365","-3.603394411494498","-3.603394411494498","-3.603394411494498","-2.2005387296172074","-2.2005387296172074","-2.2005387296172074","-3.44133119653947","-3.44133119653947","-3.44133119653947","-2.7010605696039627","-2.7010605696039627","-2.7010605696039627","-3.025186977173813","-3.025186977173813","-3.025186977173813","-4.9699226314459874","-4.9699226314459874","-4.9699226314459874","-3.116294908956191","-3.116294908956191","-3.116294908956191","-2.142378336596352","-2.142378336596352","-2.142378336596352","-6.390911604228131","-6.390911604228131","-6.390911604228131"
"9500","-4.1145772508722995","-4.1145772508722995","-4.1145772508722995","-3.035819678353627","-3.035819678353627","-3.035819678353627","-8.011573204339951","-8.011573204339951","-8.011573204339951","-2.478002411030382","-2.478002411030382","-2.478002411030382","-1.347476112157459","-1.347476112157459","-1.347476112157459","-3.6531733533898914","-3.6531733533898914","-3.6531733533898914","-2.8508853577062956","-2.8508853577062956","-2.8508853577062956","-2.5509255738499697","-2.5509255738499697","-2.5509255738499697","-2.6361554703236227","-2.6361554703236227","-2.6361554703236227","-3.22225622605617","-3.22225622605617","-3.22225622605617","-2.108906116480521","-2.108906116480521","-2.108906116480521","-3.2141593212384443","-3.2141593212384443","-3.2141593212384443","-2.8195964939496534","-2.8195964939496534","-2.8195964939496534","-2.658118916279021","-2.658118916279021","-2.658118916279021","-3.892713995399422","-3.892713995399422","-3.892713995399422","-3.4810341115974444","-3.4810341115974444","-3.4810341115974444","-3.2259044448980716","-3.2259044448980716","-3.2259044448980716","-2.404681969584389","-2.404681969584389","-2.404681969584389","-6.092438009593029","-6.092438009593029","-6.092438009593029","-4.526107417111097","-4.526107417111097","-4.526107417111097"
"10000","-4.455129870208707","-4.455129870208707","-4.455129870208707","-2.6194505075860226","-2.6194505075860226","-2.6194505075860226","-3.629584729975021","-3.629584729975021","-3.629584729975021","-2.5754519277860206","-2.5754519277860206","-2.5754519277860206","-1.9855535573813299","-1.9855535573813299","-1.9855535573813299","-3.1763264569480336","-3.1763264569480336","-3.1763264569480336","-3.0146779222622433","-3.0146779222622433","-3.0146779222622433","-2.988195334825905","-2.988195334825905","-2.988195334825905","-2.400478222673228","-2.400478222673228","-2.400478222673228","-2.447890895952102","-2.447890895952102","-2.447890895952102","-2.6069589985107773","-2.6069589985107773","-2.6069589985107773","-2.337567116676694","-2.337567116676694","-2.337567116676694","-3.499089921134872","-3.499089921134872","-3.499089921134872","-2.2898995198693344","-2.2898995198693344","-2.2898995198693344","-4.368085459787686","-4.368085459787686","-4.368085459787686","-3.0166887131514146","-3.0166887131514146","-3.0166887131514146","-4.702124817940485","-4.702124817940485","-4.702124817940485","-3.345403207629346","-3.345403207629346","-3.345403207629346","-3.2713764990683587","-3.2713764990683587","-3.2713764990683587","-3.7273694505217714","-3.7273694505217714","-3.7273694505217714"
"10500","-4.391449152576747","-4.391449152576747","-4.391449152576747","-1.7408950000803856","-1.7408950000803856","-1.7408950000803856","-5.224452008672249","-5.224452008672249","-5.224452008672249","-1.8985378175585637","-1.8985378175585637","-1.8985378175585637","-2.1274612663599797","-2.1274612663599797","-2.1274612663599797","-2.1872891943312687","-2.1872891943312687","-2.1872891943312687","-2.381737103439629","-2.381737103439629","-2.381737103439629","-2.55520835845472","-2.55520835845472","-2.55520835845472","-2.196260388597031","-2.196260388597031","-2.196260388597031","-3.1583532055539942","-3.1583532055539942","-3.1583532055539942","-2.2134509571175074","-2.2134509571175074","-2.2134509571175074","-1.9528780231653866","-1.9528780231653866","-1.9528780231653866","-2.1617705890937957","-2.1617705890937957","-2.1617705890937957","-3.3589936038820425","-3.3589936038820425","-3.3589936038820425","-4.011532075246025","-4.011532075246025","-4.011532075246025","-2.134856587679683","-2.134856587679683","-2.134856587679683","-2.3440368100830207","-2.3440368100830207","-2.3440368100830207","-3.1244389782989095","-3.1244389782989095","-3.1244389782989095","-4.56608309370146","-4.56608309370146","-4.56608309370146","-5.334282182618146","-5.334282182618146","-5.334282182618146"
"11000","-2.9349031047058363","-2.9349031047058363","-2.9349031047058363","-2.187845372253167","-2.187845372253167","-2.187845372253167","-3.942570613089682","-3.942570613089682","-3.942570613089682","-1.7241858158301948","-1.7241858158301948","-1.7241858158301948","-3.901679961927587","-3.901679961927587","-3.901679961927587","-4.113221356714595","-4.113221356714595","-4.113221356714595","-2.5979109662457383","-2.5979109662457383","-2.5979109662457383","-1.8391085340465132","-1.8391085340465132","-1.8391085340465132","-1.7841407076279476","-1.7841407076279476","-1.7841407076279476","-3.0872233616578173","-3.0872233616578173","-3.0872233616578173","-3.2716748475437356","-3.2716748475437356","-3.2716748475437356","-3.0584258160382367","-3.0584258160382367","-3.0584258160382367","-3.8806271569184245","-3.8806271569184245","-3.8806271569184245","-2.693182510131563","-2.693182510131563","-2.693182510131563","-2.936527692935366","-2.936527692935366","-2.936527692935366","-2.1681295823882936","-2.1681295823882936","-2.1681295823882936","-4.182752273593907","-4.182752273593907","-4.182752273593907","-2.2839306750990187","-2.2839306750990187","-2.2839306750990187","-3.4271187808595136","-3.4271187808595136","-3.4271187808595136","-4.290046363388928","-4.290046363388928","-4.290046363388928"
"11500","-3.8966553022506503","-3.8966553022506503","-3.8966553022506503","-2.0792547208136836","-2.0792547208136836","-2.0792547208136836","-5.927189579191439","-5.927189579191439","-5.927189579191439","-2.9486137010341733","-2.9486137010341733","-2.9486137010341733","-1.8261160911833259","-1.8261160911833259","-1.8261160911833259","-1.7625914019056281","-1.7625914019056281","-1.7625914019056281","-2.178765988007009","-2.178765988007009","-2.178765988007009","-2.0569318223062276","-2.0569318223062276","-2.0569318223062276","-1.8344995946736027","-1.8344995946736027","-1.8344995946736027","-1.6821627357358793","-1.6821627357358793","-1.6821627357358793","-2.376722091832861","-2.376722091832861","-2.376722091832861","-2.429047937940998","-2.429047937940998","-2.429047937940998","-2.430412406422021","-2.430412406422021","-2.430412406422021","-2.2645714492704347","-2.2645714492704347","-2.2645714492704347","-2.969807741656255","-2.969807741656255","-2.969807741656255","-2.7148297611401104","-2.7148297611401104","-2.7148297611401104","-3.6909786657801176","-3.6909786657801176","-3.6909786657801176","-3.5983569928886086","-3.5983569928886086","-3.5983569928886086","-4.200615985699141","-4.200615985699141","-4.200615985699141","-5.243426953341013","-5.243426953341013","-5.243426953341013"
"12000","-4.874161871589434","-4.874161871589434","-4.874161871589434","-3.1070062332945847","-3.1070062332945847","-3.1070062332945847","-5.351361253482888","-5.351361253482888","-5.351361253482888","-3.2938861682571043","-3.2938861682571043","-3.2938861682571043","-5.50975334632264","-5.50975334632264","-5.50975334632264","-2.3367786461867857","-2.3367786461867857","-2.3367786461867857","-2.1609427051119012","-2.1609427051119012","-2.1609427051119012","-3.760886050775004","-3.760886050775004","-3.760886050775004","-2.9442480814068155","-2.9442480814068155","-2.9442480814068155","-2.311315379312708","-2.311315379312708","-2.311315379312708","-4.006783919791077","-4.006783919791077","-4.006783919791077","-4.719035253119799","-4.719035253119799","-4.719035253119799","-1.718780577345554","-1.718780577345554","-1.718780577345554","-2.3540525915986237","-2.3540525915986237","-2.3540525915986237","-4.505060184794024","-4.505060184794024","-4.505060184794024","-2.4950013304532144","-2.4950013304532144","-2.4950013304532144","-2.4642870829199284","-2.4642870829199284","-2.4642870829199284","-2.7864438324361895","-2.7864438324361895","-2.7864438324361895","-3.9736776565319416","-3.9736776565319416","-3.9736776565319416","-6.440737258453249","-6.440737258453249","-6.440737258453249"
"12500","-6.248527656399172","-6.248527656399172","-6.248527656399172","-2.8477082287346556","-2.8477082287346556","-2.8477082287346556","-3.321464528409648","-3.321464528409648","-3.321464528409648","-2.889875810695936","-2.889875810695936","-2.889875810695936","-3.241665480796003","-3.241665480796003","-3.241665480796003","-2.7422839518364537","-2.7422839518364537","-2.7422839518364537","-2.545722273592508","-2.545722273592508","-2.545722273592508","-3.3116183859134587","-3.3116183859134587","-3.3116183859134587","-5.818775661221967","-5.818775661221967","-5.818775661221967","-1.6813580492617444","-1.6813580492617444","-1.6813580492617444","-2.0012118666180037","-2.0012118666180037","-2.0012118666180037","-2.3613015624199276","-2.3613015624199276","-2.3613015624199276","-1.9496619710106646","-1.9496619710106646","-1.9496619710106646","-1.9339694191908983","-1.9339694191908983","-1.9339694191908983","-2.5337028371145274","-2.5337028371145274","-2.5337028371145274","-2.7215817743834223","-2.7215817743834223","-2.7215817743834223","-2.1903416852638005","-2.1903416852638005","-2.1903416852638005","-3.2962143882557626","-3.2962143882557626","-3.2962143882557626","-2.654340435447911","-2.654340435447911","-2.654340435447911","-3.206758869836559","-3.206758869836559","-3.206758869836559"
"13000","-4.84082792260511","-4.84082792260511","-4.84082792260511","-1.4016000077305022","-1.4016000077305022","-1.4016000077305022","-5.279054027565749","-5.279054027565749","-5.279054027565749","-3.407648744189","-3.407648744189","-3.407648744189","-3.9402119039640255","-3.9402119039640255","-3.9402119039640255","-2.5305415419701576","-2.5305415419701576","-2.5305415419701576","-3.46498675764668","-3.46498675764668","-3.46498675764668","-2.953034405420911","-2.953034405420911","-2.953034405420911","-1.8591103169099288","-1.8591103169099288","-1.8591103169099288","-1.2863399057782767","-1.2863399057782767","-1.2863399057782767","-2.2141802471692533","-2.2141802471692533","-2.2141802471692533","-1.6761452363968021","-1.6761452363968021","-1.6761452363968021","-1.55882593857238","-1.55882593857238","-1.55882593857238","-2.3969722502625523","-2.3969722502625523","-2.3969722502625523","-4.13661186389676","-4.13661186389676","-4.13661186389676","-2.6412633248011668","-2.6412633248011668","-2.6412633248011668","-2.7458012370646645","-2.7458012370646645","-2.7458012370646645","-2.6125351639850747","-2.6125351639850747","-2.6125351639850747","-2.6821751556927693","-2.6821751556927693","-2.6821751556927693","-2.5971893987106798","-2.5971893987106798","-2.5971893987106798"
"13500","-2.7310599615644446","-2.7310599615644446","-2.7310599615644446","-1.6013055587274097","-1.6013055587274097","-1.6013055587274097","-2.7791866374637566","-2.7791866374637566","-2.7791866374637566","-4.005049398595983","-4.005049398595983","-4.005049398595983","-1.602059885887503","-1.602059885887503","-1.602059885887503","-2.2967983385716453","-2.2967983385716453","-2.2967983385716453","-3.5604435108410932","-3.5604435108410932","-3.5604435108410932","-3.0407844505362633","-3.0407844505362633","-3.0407844505362633","-1.647859517664473","-1.647859517664473","-1.647859517664473","-2.024788429345954","-2.024788429345954","-2.024788429345954","-2.1593694769826537","-2.1593694769826537","-2.1593694769826537","-2.0202408848331523","-2.0202408848331523","-2.0202408848331523","-2.438541153093453","-2.438541153093453","-2.438541153093453","-2.4685529632486594","-2.4685529632486594","-2.4685529632486594","-3.200392855005712","-3.200392855005712","-3.200392855005712","-2.378405884186177","-2.378405884186177","-2.378405884186177","-2.431324298653595","-2.431324298653595","-2.431324298653595","-3.8390648368021045","-3.8390648368021045","-3.8390648368021045","-2.802294940080906","-2.802294940080906","-2.802294940080906","-1.5489530686052304","-1.5489530686052304","-1.5489530686052304"
"14000","-2.391210923899137","-2.391210923899137","-2.391210923899137","-1.9149261197492233","-1.9149261197492233","-1.9149261197492233","-2.836853341309975","-2.836853341309975","-2.836853341309975","-5.7710011663731215","-5.7710011663731215","-5.7710011663731215","-1.9780662764531922","-1.9780662764531922","-1.9780662764531922","-2.16660445983793","-2.16660445983793","-2.16660445983793","-1.6663998002762923","-1.6663998002762923","-1.6663998002762923","-2.039739203206819","-2.039739203206819","-2.039739203206819","-1.7167239903000755","-1.7167239903000755","-1.7167239903000755","-2.061378021202982","-2.061378021202982","-2.061378021202982","-1.5661833806356587","-1.5661833806356587","-1.5661833806356587","-2.2267327611000427","-2.2267327611000427","-2.2267327611000427","-1.7535213707840445","-1.7535213707840445","-1.7535213707840445","-2.203588521095063","-2.203588521095063","-2.203588521095063","-1.7751641267411329","-1.7751641267411329","-1.7751641267411329","-1.9899075348831758","-1.9899075348831758","-1.9899075348831758","-3.20866846382195","-3.20866846382195","-3.20866846382195","-5.331791570181732","-5.331791570181732","-5.331791570181732","-1.6933278277291315","-1.6933278277291315","-1.6933278277291315","-2.17686494781445","-2.17686494781445","-2.17686494781445"
"14500","-3.2697568144169153","-3.2697568144169153","-3.2697568144169153","-1.553192340884459","-1.553192340884459","-1.553192340884459","-3.2911598435127445","-3.2911598435127445","-3.2911598435127445","-2.7151802510595426","-2.7151802510595426","-2.7151802510595426","-2.248338059478491","-2.248338059478491","-2.248338059478491","-2.1650215696659876","-2.1650215696659876","-2.1650215696659876","-2.1440983810441074","-2.1440983810441074","-2.1440983810441074","-1.5606975042539397","-1.5606975042539397","-1.5606975042539397","-3.049432273133365","-3.049432273133365","-3.049432273133365","-4.39934848636483","-4.39934848636483","-4.39934848636483","-1.6142016146550133","-1.6142016146550133","-1.6142016146550133","-2.9859495315275235","-2.9859495315275235","-2.9859495315275235","-1.726524123589454","-1.726524123589454","-1.726524123589454","-2.0186760184814134","-2.0186760184814134","-2.0186760184814134","-1.54894611140713","-1.54894611140713","-1.54894611140713","-2.0985200031078994","-2.0985200031078994","-2.0985200031078994","-3.0258297042954254","-3.0258297042954254","-3.0258297042954254","-3.184613981687466","-3.184613981687466","-3.184613981687466","-2.562532341292933","-2.562532341292933","-2.562532341292933","-1.542641417968769","-1.542641417968769","-1.542641417968769"
"15000","-3.2110911832252027","-3.2110911832252027","-3.2110911832252027","-1.5837600284719502","-1.5837600284719502","-1.5837600284719502","-5.321555298732411","-5.321555298732411","-5.321555298732411","-2.4700318332450464","-2.4700318332450464","-2.4700318332450464","-1.9065271306636453","-1.9065271306636453","-1.9065271306636453","-3.850264473496774","-3.850264473496774","-3.850264473496774","-2.097279774516477","-2.097279774516477","-2.097279774516477","-1.5309509934415189","-1.5309509934415189","-1.5309509934415189","-1.5450851971303545","-1.5450851971303545","-1.5450851971303545","-4.1208045469196755","-4.1208045469196755","-4.1208045469196755","-1.5176296506368223","-1.5176296506368223","-1.5176296506368223","-2.2109789444308636","-2.2109789444308636","-2.2109789444308636","-1.860559057009355","-1.860559057009355","-1.860559057009355","-1.8492219607888654","-1.8492219607888654","-1.8492219607888654","-1.8421271267838826","-1.8421271267838826","-1.8421271267838826","-1.8271796315671949","-1.8271796315671949","-1.8271796315671949","-3.035285131525182","-3.035285131525182","-3.035285131525182","-3.6383237557309607","-3.6383237557309607","-3.6383237557309607","-2.928782806363051","-2.928782806363051","-2.928782806363051","-1.5423399282227845","-1.5423399282227845","-1.5423399282227845"
