"Step","DDPG_UTE_FetchReachDense-v4_9 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_9 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_9 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_19 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_19 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_19 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_14 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_14 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_14 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_4 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_4 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_4 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_8 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_8 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_8 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_18 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_18 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_18 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_13 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_13 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_13 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_3 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_3 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_3 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_7 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_7 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_7 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_17 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_17 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_17 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_12 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_12 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_12 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_2 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_2 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_2 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_16 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_16 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_16 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_6 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_6 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_6 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_11 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_11 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_11 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_1 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_1 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_1 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_15 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_15 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_15 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_10 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_10 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_10 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_5 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_5 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_5 - eval/avg_reward__MAX","DDPG_UTE_FetchReachDense-v4_0 - eval/avg_reward","DDPG_UTE_FetchReachDense-v4_0 - eval/avg_reward__MIN","DDPG_UTE_FetchReachDense-v4_0 - eval/avg_reward__MAX"
"0","-7.679211942750767","-7.679211942750767","-7.679211942750767","-10.011189222597483","-10.011189222597483","-10.011189222597483","-6.954734687917676","-6.954734687917676","-6.954734687917676","-8.628937253303393","-8.628937253303393","-8.628937253303393","-9.174356112826182","-9.174356112826182","-9.174356112826182","-10.195765963215663","-10.195765963215663","-10.195765963215663","-10.110534592634954","-10.110534592634954","-10.110534592634954","-10.489284077439406","-10.489284077439406","-10.489284077439406","-9.140485704196205","-9.140485704196205","-9.140485704196205","-11.586111526861666","-11.586111526861666","-11.586111526861666","-7.231861133171657","-7.231861133171657","-7.231861133171657","-9.77961140061163","-9.77961140061163","-9.77961140061163","-10.06671412987698","-10.06671412987698","-10.06671412987698","-12.403093904713952","-12.403093904713952","-12.403093904713952","-13.55555157961842","-13.55555157961842","-13.55555157961842","-11.51321850562787","-11.51321850562787","-11.51321850562787","-8.191991191740826","-8.191991191740826","-8.191991191740826","-14.906624656211216","-14.906624656211216","-14.906624656211216","-7.987727605256043","-7.987727605256043","-7.987727605256043","-9.648956021233827","-9.648956021233827","-9.648956021233827"
"500","-7.68111776208538","-7.68111776208538","-7.68111776208538","-10.011189222597483","-10.011189222597483","-10.011189222597483","-6.954734687917676","-6.954734687917676","-6.954734687917676","-8.628937253303393","-8.628937253303393","-8.628937253303393","-9.174356112826182","-9.174356112826182","-9.174356112826182","-10.195765963215663","-10.195765963215663","-10.195765963215663","-10.110534592634954","-10.110534592634954","-10.110534592634954","-10.489284077439406","-10.489284077439406","-10.489284077439406","-9.140485704196205","-9.140485704196205","-9.140485704196205","-11.58369543285833","-11.58369543285833","-11.58369543285833","-7.22933914428949","-7.22933914428949","-7.22933914428949","-9.77961140061163","-9.77961140061163","-9.77961140061163","-10.06671412987698","-10.06671412987698","-10.06671412987698","-12.403093904713952","-12.403093904713952","-12.403093904713952","-13.55555157961842","-13.55555157961842","-13.55555157961842","-11.51321850562787","-11.51321850562787","-11.51321850562787","-8.191991191740826","-8.191991191740826","-8.191991191740826","-14.906624656211216","-14.906624656211216","-14.906624656211216","-8.007583037843622","-8.007583037843622","-8.007583037843622","-9.648956021233827","-9.648956021233827","-9.648956021233827"
"1000","-7.232778304392559","-7.232778304392559","-7.232778304392559","-11.635084186260205","-11.635084186260205","-11.635084186260205","-6.947019955187943","-6.947019955187943","-6.947019955187943","-8.628937253303393","-8.628937253303393","-8.628937253303393","-9.174356112826182","-9.174356112826182","-9.174356112826182","-10.195765963215663","-10.195765963215663","-10.195765963215663","-10.110534592634954","-10.110534592634954","-10.110534592634954","-10.489284077439406","-10.489284077439406","-10.489284077439406","-10.025985160594622","-10.025985160594622","-10.025985160594622","-11.58369543285833","-11.58369543285833","-11.58369543285833","-7.231861133171657","-7.231861133171657","-7.231861133171657","-9.77961140061163","-9.77961140061163","-9.77961140061163","-10.06671412987698","-10.06671412987698","-10.06671412987698","-12.403093904713952","-12.403093904713952","-12.403093904713952","-13.555129543454374","-13.555129543454374","-13.555129543454374","-10.515536545241847","-10.515536545241847","-10.515536545241847","-8.191991191740826","-8.191991191740826","-8.191991191740826","-15.517197078573053","-15.517197078573053","-15.517197078573053","-8.139370572769854","-8.139370572769854","-8.139370572769854","-9.648956021233827","-9.648956021233827","-9.648956021233827"
"1500","-16.28716438626695","-16.28716438626695","-16.28716438626695","-13.726241153152419","-13.726241153152419","-13.726241153152419","-11.603579388646178","-11.603579388646178","-11.603579388646178","-26.287728200477197","-26.287728200477197","-26.287728200477197","-17.256932667468327","-17.256932667468327","-17.256932667468327","-19.91026662826971","-19.91026662826971","-19.91026662826971","-22.49254559767952","-22.49254559767952","-22.49254559767952","-27.699651410932564","-27.699651410932564","-27.699651410932564","-29.329580021842265","-29.329580021842265","-29.329580021842265","-14.483465894678105","-14.483465894678105","-14.483465894678105","-18.69495140492315","-18.69495140492315","-18.69495140492315","-21.64972588076258","-21.64972588076258","-21.64972588076258","-11.062414416298061","-11.062414416298061","-11.062414416298061","-9.639284104641884","-9.639284104641884","-9.639284104641884","-9.060149249385736","-9.060149249385736","-9.060149249385736","-15.480151211538779","-15.480151211538779","-15.480151211538779","-29.597641172484195","-29.597641172484195","-29.597641172484195","-16.18891513370726","-16.18891513370726","-16.18891513370726","-14.929782988299019","-14.929782988299019","-14.929782988299019","-25.92577989920543","-25.92577989920543","-25.92577989920543"
"2000","-9.429492960365524","-9.429492960365524","-9.429492960365524","-13.302951589051847","-13.302951589051847","-13.302951589051847","-10.42837685630747","-10.42837685630747","-10.42837685630747","-17.29187873930632","-17.29187873930632","-17.29187873930632","-13.974137706859342","-13.974137706859342","-13.974137706859342","-33.03425888343436","-33.03425888343436","-33.03425888343436","-5.127574461361725","-5.127574461361725","-5.127574461361725","-33.02288695347862","-33.02288695347862","-33.02288695347862","-15.358314238779258","-15.358314238779258","-15.358314238779258","-9.38315227615467","-9.38315227615467","-9.38315227615467","-19.101505883846094","-19.101505883846094","-19.101505883846094","-14.667006449303084","-14.667006449303084","-14.667006449303084","-9.374574246996994","-9.374574246996994","-9.374574246996994","-10.086853345818287","-10.086853345818287","-10.086853345818287","-5.925407436806606","-5.925407436806606","-5.925407436806606","-10.560584636278344","-10.560584636278344","-10.560584636278344","-42.271788353387905","-42.271788353387905","-42.271788353387905","-17.343649013451397","-17.343649013451397","-17.343649013451397","-9.030935588773268","-9.030935588773268","-9.030935588773268","-27.155630791148166","-27.155630791148166","-27.155630791148166"
"2500","-34.80444781690727","-34.80444781690727","-34.80444781690727","-13.200339745805374","-13.200339745805374","-13.200339745805374","-7.263180497143208","-7.263180497143208","-7.263180497143208","-12.77287395132625","-12.77287395132625","-12.77287395132625","-7.060422788911185","-7.060422788911185","-7.060422788911185","-9.309890722608937","-9.309890722608937","-9.309890722608937","-9.828902793477747","-9.828902793477747","-9.828902793477747","-18.772093941562467","-18.772093941562467","-18.772093941562467","-14.764322109109923","-14.764322109109923","-14.764322109109923","-7.374092738227164","-7.374092738227164","-7.374092738227164","-18.959943950577646","-18.959943950577646","-18.959943950577646","-16.41481597461324","-16.41481597461324","-16.41481597461324","-19.275923667998423","-19.275923667998423","-19.275923667998423","-7.796306745986125","-7.796306745986125","-7.796306745986125","-12.829283102624851","-12.829283102624851","-12.829283102624851","-6.8887569005181835","-6.8887569005181835","-6.8887569005181835","-15.369645418601332","-15.369645418601332","-15.369645418601332","-7.69458420242086","-7.69458420242086","-7.69458420242086","-8.616811119453681","-8.616811119453681","-8.616811119453681","-11.9382376593484","-11.9382376593484","-11.9382376593484"
"3000","-24.748300459001683","-24.748300459001683","-24.748300459001683","-7.613321585522975","-7.613321585522975","-7.613321585522975","-17.243539905855958","-17.243539905855958","-17.243539905855958","-11.066082584044498","-11.066082584044498","-11.066082584044498","-6.436299868266673","-6.436299868266673","-6.436299868266673","-6.6367374842486","-6.6367374842486","-6.6367374842486","-4.2587992199591245","-4.2587992199591245","-4.2587992199591245","-16.631496364912056","-16.631496364912056","-16.631496364912056","-18.95804248873892","-18.95804248873892","-18.95804248873892","-8.702330180677635","-8.702330180677635","-8.702330180677635","-11.675011173588892","-11.675011173588892","-11.675011173588892","-9.713767130033718","-9.713767130033718","-9.713767130033718","-6.421804937655904","-6.421804937655904","-6.421804937655904","-7.349488157374751","-7.349488157374751","-7.349488157374751","-7.916215295878376","-7.916215295878376","-7.916215295878376","-6.4253502243652365","-6.4253502243652365","-6.4253502243652365","-10.759561656725733","-10.759561656725733","-10.759561656725733","-7.275434288271259","-7.275434288271259","-7.275434288271259","-6.378446629670808","-6.378446629670808","-6.378446629670808","-5.681924297307802","-5.681924297307802","-5.681924297307802"
"3500","-14.029405378061375","-14.029405378061375","-14.029405378061375","-7.171006518762067","-7.171006518762067","-7.171006518762067","-9.978273106578087","-9.978273106578087","-9.978273106578087","-7.856735456952907","-7.856735456952907","-7.856735456952907","-6.835465645016532","-6.835465645016532","-6.835465645016532","-12.881444941136454","-12.881444941136454","-12.881444941136454","-4.458310929869485","-4.458310929869485","-4.458310929869485","-23.182632386423847","-23.182632386423847","-23.182632386423847","-10.561588355299618","-10.561588355299618","-10.561588355299618","-13.227490113978757","-13.227490113978757","-13.227490113978757","-33.341822534961324","-33.341822534961324","-33.341822534961324","-8.062347190183457","-8.062347190183457","-8.062347190183457","-40.83679958662518","-40.83679958662518","-40.83679958662518","-7.298534896109568","-7.298534896109568","-7.298534896109568","-14.849659479698392","-14.849659479698392","-14.849659479698392","-8.594628991877936","-8.594628991877936","-8.594628991877936","-5.2762424502571195","-5.2762424502571195","-5.2762424502571195","-7.597830718746683","-7.597830718746683","-7.597830718746683","-7.633745459213097","-7.633745459213097","-7.633745459213097","-9.13560958493577","-9.13560958493577","-9.13560958493577"
"4000","-7.361985625489058","-7.361985625489058","-7.361985625489058","-10.162099222400537","-10.162099222400537","-10.162099222400537","-6.462891113045304","-6.462891113045304","-6.462891113045304","-10.561057585785816","-10.561057585785816","-10.561057585785816","-9.144966026171016","-9.144966026171016","-9.144966026171016","-10.386865465580767","-10.386865465580767","-10.386865465580767","-3.327245044962467","-3.327245044962467","-3.327245044962467","-11.881996963957562","-11.881996963957562","-11.881996963957562","-10.147389173581091","-10.147389173581091","-10.147389173581091","-16.92208591246038","-16.92208591246038","-16.92208591246038","-33.49122931404462","-33.49122931404462","-33.49122931404462","-8.644831010302989","-8.644831010302989","-8.644831010302989","-19.046749422001124","-19.046749422001124","-19.046749422001124","-6.22239846822458","-6.22239846822458","-6.22239846822458","-6.637483535146506","-6.637483535146506","-6.637483535146506","-8.09854713708079","-8.09854713708079","-8.09854713708079","-6.554470535554097","-6.554470535554097","-6.554470535554097","-5.277960135175258","-5.277960135175258","-5.277960135175258","-8.046297489797453","-8.046297489797453","-8.046297489797453","-7.111492100895345","-7.111492100895345","-7.111492100895345"
"4500","-6.3722260813411005","-6.3722260813411005","-6.3722260813411005","-7.004716054733808","-7.004716054733808","-7.004716054733808","-4.426664323060907","-4.426664323060907","-4.426664323060907","-5.606255211150581","-5.606255211150581","-5.606255211150581","-5.23538901142887","-5.23538901142887","-5.23538901142887","-15.719066562265363","-15.719066562265363","-15.719066562265363","-3.6376845828825166","-3.6376845828825166","-3.6376845828825166","-6.4878806372912905","-6.4878806372912905","-6.4878806372912905","-10.758670082758304","-10.758670082758304","-10.758670082758304","-15.535503397521316","-15.535503397521316","-15.535503397521316","-33.01981453623056","-33.01981453623056","-33.01981453623056","-4.720655228466851","-4.720655228466851","-4.720655228466851","-6.970353832549317","-6.970353832549317","-6.970353832549317","-8.313410839233592","-8.313410839233592","-8.313410839233592","-9.459009260766791","-9.459009260766791","-9.459009260766791","-13.729943872137863","-13.729943872137863","-13.729943872137863","-7.240767506886451","-7.240767506886451","-7.240767506886451","-3.7750959795864283","-3.7750959795864283","-3.7750959795864283","-6.644621643986466","-6.644621643986466","-6.644621643986466","-6.6247215589486474","-6.6247215589486474","-6.6247215589486474"
