"Step","Group: EQL_skip_fix - eval/avg_reward","Group: EQL_skip_fix - eval/avg_reward__MIN","Group: EQL_skip_fix - eval/avg_reward__MAX","Group: UTE_skip - eval/avg_reward","Group: UTE_skip - eval/avg_reward__MIN","Group: UTE_skip - eval/avg_reward__MAX","Group: UTE - eval/avg_reward","Group: UTE - eval/avg_reward__MIN","Group: UTE - eval/avg_reward__MAX","Group: EQL_fix - eval/avg_reward","Group: EQL_fix - eval/avg_reward__MIN","Group: EQL_fix - eval/avg_reward__MAX","Group: EQL - eval/avg_reward","Group: EQL - eval/avg_reward__MIN","Group: EQL - eval/avg_reward__MAX","Group: EQL_skip - eval/avg_reward","Group: EQL_skip - eval/avg_reward__MIN","Group: EQL_skip - eval/avg_reward__MAX","Group: TempoRL_skip - eval/avg_reward","Group: TempoRL_skip - eval/avg_reward__MIN","Group: TempoRL_skip - eval/avg_reward__MAX","Group: TempoRL - eval/avg_reward","Group: TempoRL - eval/avg_reward__MIN","Group: TempoRL - eval/avg_reward__MAX","Group: DDPG - eval/avg_reward","Group: DDPG - eval/avg_reward__MIN","Group: DDPG - eval/avg_reward__MAX"
"25000","-3.638679131271624","-6.4756026685985075","-1.9892460916626422","-3.770229719969116","-6.734661151479789","-2.0648319175603875","-3.0411524285800513","-5.449804916530363","-2.178419167952517","-2.0090464541544644","-3.266470990143106","-1.411637992671362","-2.268869638187234","-4.958635420484463","-1.4358135385410662","-4.026144929544709","-6.761684434983505","-2.6666803313318184","-5.521765454555242","-19.491043238107235","-2.7519634584332904","-2.424217869370178","-3.538400739743861","-1.3442847692290207","-1.9672242111014309","-3.9718651426156084","-1.1380465103965867"
"25500","-3.797050500656371","-4.735942491399617","-2.4718055664458114","-4.23473052048463","-5.31026113223598","-2.549025611243967","-2.503971283458555","-3.3891290521934208","-1.7102436155984262","-1.7586203211087057","-2.722882435561091","-1.0696079310730497","-1.9787343957856127","-3.1805630853980773","-1.3326658189319553","-3.707733657614817","-6.52254287027602","-2.710344001857245","-3.984994594185898","-8.620825777959933","-2.6430560979383264","-2.423405284197017","-3.5957632520114386","-1.2168483028864328","-1.9748592966325114","-3.863147556795878","-1.2820036176087501"
"26000","-3.99168544559289","-7.49817859234403","-2.1819437749283095","-3.941814539306436","-5.259118778461938","-2.5278944076527123","-2.4552942798391473","-3.0196022890847933","-1.9217066875386943","-2.494674547715223","-7.143000731389978","-1.2861781457777806","-2.432951979801977","-3.465008940296998","-1.736321113079234","-3.9652083345087235","-6.339273530018116","-2.9402699348805514","-3.4774544894099355","-4.797932671447451","-2.3228143453466616","-2.705579445487844","-4.034938281699594","-1.7227542258420445","-2.4492931366620527","-5.844189217063551","-1.1584245781059717"
"26500","-4.246005027364235","-13.872618617797178","-1.9435800464307065","-3.622808132212218","-5.689145979917055","-2.0290702047523212","-2.3776286759638534","-4.501289015106042","-1.0126397062473198","-2.1104484770602827","-3.065949800096859","-0.8984524248498111","-2.2515656091750316","-2.8254166979527753","-1.5119928473613415","-3.9316737119504395","-5.407617988858744","-2.7427932309596783","-4.014441699510035","-5.214723305654141","-2.6644646991614622","-2.492077658791545","-4.042066606327023","-1.1928280688555355","-1.867275832456827","-3.478333590870897","-1.1779328150557462"
"27000","-3.840166686007484","-6.881439088963987","-2.591736621298364","-3.363425299525178","-5.314629347737245","-2.1676378377062546","-2.7946013397931275","-4.971740434562437","-1.7184903104748535","-2.190294685877181","-3.8138248676070736","-1.1048735092534876","-2.279035454707596","-4.028592766686093","-1.0807115087548844","-4.131902454689292","-6.511286234405842","-2.954336016976792","-4.758434651585946","-15.05290882768853","-2.2699464269749394","-2.3696831856230864","-3.337663338261772","-1.6991928880398421","-1.7421107425423696","-2.4401465786065266","-1.012081474448871"
"27500","-3.233245514665461","-5.186478722145059","-1.8545444784419136","-3.6469618007807787","-6.076021764741362","-1.99979024212031","-2.3910607381581084","-2.712887750500217","-1.8792339955965485","-1.8413435652990588","-3.1776165317993676","-1.025576908398508","-1.6696973785191527","-2.3409692998253524","-1.165037121189608","-3.7109921339451892","-6.432118294438389","-2.2766719116588314","-4.044632356930942","-6.996136179542842","-2.018077980346061","-2.8272101192550005","-4.395676740964286","-1.8782386824862691","-1.8814823984236437","-2.5845018479114508","-1.2177786146614502"
"28000","-3.315240441273126","-7.437069221405584","-2.0518214365774825","-3.591459367235673","-4.704295111754716","-1.6780829113557196","-2.535974488877423","-4.044658177378923","-1.7157330662626724","-1.7081461165843357","-2.423474084738975","-0.9297357229546993","-2.073839329146647","-2.7226322222447634","-1.4555748747295998","-3.63969338760072","-5.6536820175508495","-2.7708752585069947","-3.4781824985056935","-5.400545656593646","-1.7513169175772654","-2.5405997174509607","-3.9483575971294256","-1.7169709974376282","-1.682937027386774","-2.5335849274098523","-1.0883985991338232"
"28500","-3.8574010314379352","-7.2016515731305075","-2.3117429558955442","-4.90524336384929","-9.488144146011223","-2.1241095089395117","-2.5551760999408257","-3.5818566613850273","-1.5096533840827182","-2.036418752058357","-2.9018678340919237","-1.6168898914262495","-2.673991173176319","-3.48626448010861","-1.3572920334736143","-4.832644192504228","-10.22652499927599","-2.5010206180417365","-3.5848290105386704","-5.2775315062126555","-2.1143343637798275","-2.611100986378604","-3.5032603567587217","-2.0167661839896036","-2.2122204539610832","-3.522440721893164","-1.2964441896163932"
"29000","-3.1399392216788824","-5.004903578723002","-2.163055484057002","-4.384573686963646","-7.36575172908031","-2.066967282766877","-2.334750803473714","-4.417255584408757","-1.4956685280797362","-1.7937847723322697","-2.742527374599221","-0.9480588610907192","-2.0283425032983713","-3.2829214344630033","-1.5112915171150687","-3.961148082594633","-5.381237925582097","-2.487488284827105","-3.790771212932909","-6.0165483280796535","-2.6883213996444395","-2.8348258209655883","-3.8031004083360407","-1.8678327071775378","-2.2642882120208734","-3.2899502496280904","-1.3391620742237653"
"29500","-3.306187657403447","-4.62739572421148","-2.1127330829238593","-4.5587988228979395","-7.323251221837978","-1.9532687514722546","-2.5699441604274034","-3.6395832120865714","-1.9900215041097127","-1.857068278005308","-3.2131243666060483","-1.2204596495446836","-2.041607237562252","-3.2996271003829776","-1.0550096701037759","-4.345044012916899","-7.364429486083276","-2.562552291542097","-3.7447384614285277","-5.148953116474731","-1.9302166390273705","-2.4352831081853714","-3.5147212963072247","-1.3620616672572055","-1.9527892566680858","-2.9053634932996997","-1.496755318870988"
"30000","-3.8899541111729503","-9.534161033312266","-2.3468349166114053","-3.839151609257036","-5.653403440137546","-2.7364416854639293","-2.481630724881671","-3.302542778863702","-1.7980985100929026","-1.4861907138749413","-1.818548552477472","-1.1470726885244797","-2.3566440939497175","-3.9039108271803458","-1.3855566160464592","-4.086951494626222","-6.981882999154875","-2.3249230119876194","-3.9983438617270877","-5.705055127346953","-2.917131045372264","-2.661105113469617","-4.398376471239926","-1.6661158590936593","-1.7814340135401625","-2.764950088690776","-1.0544041765440801"
"30500","-2.911844768185953","-4.766761623587075","-1.8682321798875314","-3.6086615787758083","-5.797871832456155","-2.2532002533357876","-2.3048518851816473","-3.339649985806625","-1.3080463882518336","-1.7286555273433408","-2.4458499313169564","-0.9814581758284264","-2.3487793600993085","-5.4877662030899925","-1.4569420525240484","-5.315347933345245","-12.558206005189637","-2.782399710618691","-4.148373019390677","-7.047999132418366","-2.741106138292173","-2.68763321925499","-5.99974558900452","-1.3681516894075652","-1.7126637541114813","-3.457302641228625","-1.1093834678170347"
"31000","-3.576977700986879","-5.913819359702672","-2.1173371769704956","-3.886424952297338","-5.51873885715126","-2.246695518854538","-2.588888166012785","-3.0586017902954112","-1.9666578628756617","-2.079311443601294","-3.4044085450202424","-1.1131289505892097","-1.9224429756150863","-2.637188228193909","-1.2189822556584535","-3.7212800347958512","-5.310553250158307","-2.125567276940637","-3.931450670078364","-7.91934911399224","-2.440428286657688","-2.603279364776755","-4.096016963005444","-1.5648298416598185","-1.5285242465384095","-2.013203146389738","-0.7880636696910368"
"31500","-3.712456349882474","-10.318272943837915","-2.2914819656510295","-4.079652783119361","-6.3001721067975165","-2.653056668219579","-2.687447919763524","-3.995670032205317","-1.5108746864307165","-1.9758703923421925","-2.923179365454499","-1.326384541327687","-2.029940478543165","-2.9121445203539658","-1.074722959261138","-5.317764726216797","-9.916244460540522","-2.4846782544859507","-4.356267023880866","-9.23068533813504","-2.54270248773595","-2.494358447787091","-3.284906541063979","-1.4461691109185861","-1.805112545631039","-3.117829322884142","-0.9886037528079605"
"32000","-3.570974111182042","-4.981041126643495","-2.4072079875733037","-3.2621534773074052","-5.593662133258659","-2.00793264381458","-2.6843086405347396","-3.782719469123741","-1.9049542570381561","-2.0843682977398386","-3.5200599805191644","-1.4614218863808512","-1.9149687447660395","-2.7561242612377983","-1.2055135645690207","-3.779703943414888","-7.2173003050108075","-2.4634151592158773","-3.128987072241193","-4.703287761618507","-1.912026996778551","-2.8760633839639267","-4.2491394669573355","-1.6136940373968578","-2.041442481113947","-3.2763592064442975","-1.4549260207711285"
"32500","-3.058264675707643","-5.481406854311685","-1.9172441645991647","-3.8726335146062922","-5.389156161465624","-3.0902733282440336","-2.5039939847261254","-4.589806401805364","-1.8081879007402322","-1.9431812810586204","-2.9436956742574787","-0.9939173031877656","-2.150322793618894","-3.4072879420302855","-0.8818442439589143","-5.623090197630331","-20.488054962926125","-2.862412561025579","-3.592578767239395","-4.337401890277044","-2.3370346898509204","-2.478268306581466","-3.979040043467267","-1.4624346621281743","-1.9751328239599375","-3.4884902753457028","-1.014965796937011"
"33000","-3.6055890797449686","-7.853864511195039","-2.1420958300064328","-4.304825431156483","-8.142147777926231","-2.4406567746303596","-2.3488976870455334","-3.241698291344163","-1.3495727992310536","-1.7291377554330043","-2.363797315453994","-0.9472339819346626","-2.227415984029174","-3.67598772592214","-1.172388395962217","-5.141613570391037","-16.44452443275739","-2.6928939412482817","-3.4212950058146263","-4.723726686651535","-2.5200981363926442","-2.3300124784969034","-3.407570333817592","-1.569245327842912","-1.8078522763585478","-2.579499436163308","-1.0081416322927204"
"33500","-3.3482347764983857","-7.340187065098824","-2.212650929568861","-3.9175993927584587","-7.005650487998888","-2.3119436614465827","-2.380157212749854","-3.1583949963373787","-1.1584454014584369","-1.5078418772196094","-1.8636949958190088","-1.0737211558014093","-2.0867838342709777","-3.549618183411744","-1.1417001518367065","-3.7766606887064595","-7.480200121147294","-2.448777764910047","-3.6783785314862505","-6.1261275462576785","-1.8459435721282624","-2.4882213215501676","-3.6212823528763076","-1.4118121878268055","-2.2822918049659027","-4.123858833327831","-1.105606273912462"
"34000","-3.913508819338051","-8.740011631148008","-2.0245712838134313","-4.120658054426353","-8.347539247087798","-1.9108365639389124","-2.083258539843743","-2.6448658629711046","-1.2922011534608386","-1.8209194347707118","-3.133289438678067","-1.0838395666020042","-2.0961899704852067","-4.279667369077737","-0.9896628521680129","-5.318111513916547","-12.87893219417506","-2.520509275202541","-3.424051823204951","-4.539549607661035","-1.9496579961169513","-2.3196707151842704","-3.2182677503103427","-1.4645704344545853","-1.678967997746972","-2.309337785396606","-0.980207511155287"
"34500","-3.5584445605532458","-5.667288024452352","-2.0029631030532813","-3.1850643085257238","-4.129900619671406","-2.0975227312977567","-2.600774736755718","-4.1133486458745345","-1.3599046922387914","-1.4338196077936636","-1.9253395138451606","-0.7221448285362724","-1.7545292147920137","-3.2116169614532404","-1.0818444162962872","-3.919394731117349","-5.566627274014758","-2.8694536962474997","-3.8866597506467273","-6.457593486810637","-2.3532078383926667","-2.404230830491477","-3.451558132522821","-1.398069982241921","-1.9508978842572482","-2.954489602797303","-1.2862302111405741"
"35000","-3.3421871537063508","-4.572907396007083","-2.132186600028582","-4.483846369592418","-8.37073423433662","-2.24099026414378","-2.6306561649423728","-5.376937104978043","-1.042998887089622","-1.6374185618099049","-2.125338903280627","-1.034748207622863","-1.8059832330468677","-4.619715045164751","-0.6969322574414252","-4.3315709290668325","-10.341483963882498","-2.982722686179835","-3.714376946253915","-4.838811130247665","-2.0263433132678172","-2.4767788296775275","-3.460112198969481","-1.7558637883970714","-1.8235844036591948","-2.706799986036038","-1.0501236682242685"
"35500","-3.2923121070455736","-5.658388928259088","-1.916170667989077","-3.9045269070712614","-7.051465412279072","-2.4795253795704615","-2.2752523883461158","-2.9694334193234826","-1.5208192908906466","-1.6552636606888886","-2.8017906327478648","-0.8931398275275123","-2.554962193721799","-5.467843676965328","-1.2489484343819113","-3.77421236764262","-6.4790526543757965","-2.6810668012789947","-3.7216576143862445","-5.515569285516426","-2.397345287793325","-2.570661004542471","-3.7715497350376195","-1.597393706848805","-1.7724374826688514","-2.4653906860222587","-1.191383401018701"
"36000","-3.3834209346085613","-5.866632208265131","-1.6757059853068381","-4.3849969744535935","-11.527349415551875","-2.315916204358227","-2.3125647259818485","-3.171485794859526","-1.1548562988569695","-2.0192270664879994","-2.804574427419622","-1.4195439604546525","-2.2810841990833275","-4.6706521453307435","-0.7637080746424303","-4.198685435655348","-8.74104097765255","-2.7205796292249182","-3.614332442130352","-5.042281048931146","-2.3711649828512096","-2.418192097713801","-3.44348007705581","-1.324692598701812","-1.7730828528217746","-2.6893594354248735","-0.9132625865868796"
"36500","-3.4065642969257857","-5.273530154876012","-2.1800112788392134","-3.5420806166074263","-4.8507733351206","-2.051797505776592","-2.291715695786277","-3.0646914623206056","-1.5811170597502584","-1.8348256269506398","-2.9098373017262062","-1.2028251626561022","-1.9484960499569197","-3.6160327051445535","-1.042795090325608","-4.12980142438637","-5.365872661390572","-2.6753871749310028","-4.332252548092539","-8.578351790307888","-2.3970781686073197","-2.4090162128193686","-3.553244980870134","-1.477725208034549","-1.6532346644904692","-2.5945329624947826","-0.9946598303059394"
"37000","-3.384880299876263","-5.8040976718017365","-2.556307306357072","-3.9510176548393487","-6.440032200486698","-2.552684087975683","-2.4165142644283977","-4.806838924474866","-1.109748188337022","-2.1036194650732254","-4.105232769376207","-0.9144260935148377","-2.550703370636047","-7.100672376388791","-0.9392103213860953","-3.7837281016943196","-6.87177107211113","-2.8987836558012714","-3.781811404039009","-5.994627227045528","-2.3370367350634953","-2.583900422792621","-3.2879259745082647","-1.377488834727997","-1.6252023741372852","-2.8527884223666695","-1.1027855887084084"
"37500","-3.6932958357768513","-7.772111029874715","-2.1842621603145127","-4.242550664840893","-9.351271308407092","-2.4714426588664256","-2.6863243459220243","-3.9455505472727572","-1.0050345713054685","-1.656667998879259","-2.600460466403247","-1.124115104536592","-2.1951451419302317","-3.241867636344648","-1.4075180369804534","-4.018880427338268","-6.29496790576378","-2.2178534841588564","-3.9403657376037797","-8.0741229155912","-2.911044637647534","-2.6253814811757272","-3.4717745389307195","-1.8367302561816925","-1.5924259628533175","-2.029814647116604","-1.0217557779168576"
"38000","-3.27057931833843","-4.522633033433676","-2.556953044059525","-4.264089675346308","-9.36600366667848","-2.4055857110694747","-2.482474655780007","-3.8151069832572704","-1.1642133907257477","-1.5351754718435886","-1.8411526153934354","-1.0138484403625458","-2.256782219136679","-3.910413987110297","-1.042985050106357","-3.5929290803541227","-4.79191619345937","-2.580113933480122","-3.3882435324654496","-5.281800153672221","-2.4728130718748957","-2.278355874243039","-3.257575070832015","-1.5942109363970478","-1.995227744283516","-3.263310651488365","-0.7870345157776345"
"38500","-3.6330404104714646","-6.552702752868315","-1.9614625481422998","-4.160150933173992","-7.325069607073431","-2.857410439610609","-2.2720621566980563","-3.3385097780379724","-1.6607210158783405","-1.965758388402356","-4.265864986980402","-1.0783430576737758","-2.3295177521598363","-4.1530240151041","-1.1811218616642565","-3.220385440939387","-3.968231046689117","-2.38877817787382","-3.7363086409705333","-4.986870845533236","-2.4031618751915245","-2.1913418429697042","-3.0495917041283844","-1.315678536024461","-1.8067100125074531","-2.3596752241056036","-0.9184288740727921"
"39000","-3.317158606697326","-5.046325468257324","-2.0357416943614046","-3.8866316569743566","-5.792077722784782","-2.377225600436912","-2.2816289245781096","-3.3776418212033485","-1.2762605739230917","-1.6922606164742686","-2.725778161008765","-1.1304012677527973","-1.585432742032572","-2.669263003711537","-0.8565064227248957","-3.3672393481701848","-5.053372153890955","-2.0257160719833283","-3.455769742125856","-4.627739724717489","-2.5866116304743296","-2.2018280974207087","-3.5970407864892","-1.1956968824055951","-1.7190535296445155","-2.3766399980963664","-0.930937794834936"
"39500","-3.108340349292207","-4.030756405617888","-1.7127097638177582","-4.499735374961335","-8.800359247736505","-3.3160310719221515","-2.6102482320363456","-4.06355296886639","-1.625535291341221","-1.5937346697615498","-2.414768863254504","-0.8649326300568113","-1.8953976684723877","-2.9820543333056717","-1.1504077579609642","-3.681873729271635","-5.989330892235293","-2.3413037371681495","-3.851163037150671","-5.857093332883741","-2.1678541812205414","-2.37707105647504","-3.462533387911668","-1.3786930632011445","-1.693202939538295","-3.118447913110395","-0.9817580159955825"
"40000","-3.732200440399615","-9.618537110512099","-2.06965717467485","-3.8395018853954808","-5.3162071836383085","-2.542888587252836","-2.1831640103484107","-2.933551925111123","-1.038944679017213","-1.8975051856842342","-2.708445498990897","-1.4971710218284835","-1.7690361716219791","-3.1318086470121855","-0.88979740566281","-3.3235427002332747","-4.794253902687011","-2.3095854772379285","-3.6348228488254053","-5.451712066553218","-2.7040237975465695","-2.467418543647301","-3.795688430774097","-1.4064603909249325","-1.7062105058121653","-2.6345204863575207","-0.7520922084161388"
"40500","-4.590552870861403","-16.910959318902112","-2.2361565164198773","-4.040294845082526","-7.495884936798251","-2.548055965663983","-2.530089473255118","-3.697960459729181","-1.6105344816650846","-1.8179393080771953","-2.700941037912466","-1.2642063302512392","-2.2470246598540284","-4.06433389478811","-1.1634900577752738","-3.3827717669444466","-5.144355661299766","-2.5137669888062324","-3.6237203095579367","-5.68452809196606","-2.103869039524731","-2.2908747278059622","-3.2604221902189097","-1.2550998773478232","-1.8247906706673223","-2.681277341130562","-0.8271116423627449"
"41000","-5.502728787174336","-17.2654873100172","-2.307068484614976","-4.221985347740133","-5.676024311061065","-2.8920755390344697","-2.1914584670478616","-3.2841930559479544","-1.295974122070701","-1.572395768935333","-2.3865553947084237","-0.9888685495035059","-2.044301936699438","-2.7555622455318294","-1.1435450951217299","-3.497459778784696","-4.692175612942391","-2.515559249690951","-3.7731872062808174","-5.16189056480394","-2.5579441850956988","-2.6029429593014743","-3.5034519721894526","-1.4958285097664377","-1.7224224793591603","-3.2662847861104702","-0.7458360388255312"
"41500","-3.7209486115693053","-7.192994815169639","-2.414186670943386","-4.0436532975999455","-8.715149181711642","-2.0391215054756016","-2.225979809663943","-3.536291550597846","-1.264995834760073","-1.4716198624315575","-2.2996401784747613","-0.874590963496454","-1.7439867733808394","-2.3900401124231534","-0.8273454816133441","-3.8764352262381294","-6.2086259734530005","-2.421989921531221","-3.3389848065670016","-4.919308892006398","-2.2189441904193465","-2.738655630209431","-3.533985629791573","-1.6126445209752192","-1.5923521433115817","-2.0328674753765474","-0.8027612370596898"
"42000","-3.2005815443941295","-4.941015427801041","-1.69761269978467","-4.3574485681374435","-9.137060190290262","-2.813415895384263","-2.048517192186624","-2.901528491298584","-1.1851472700666545","-1.9477985702697018","-3.299255669770731","-1.0459314457361795","-1.9286985467633682","-3.1073962275442715","-1.221063547906008","-3.2687736388014286","-4.681493953206855","-2.4141759676268952","-3.4418568226616144","-5.20895719760029","-2.2165510535529975","-2.3704639056744767","-3.2427933648791174","-1.390980884611732","-1.4189505385518206","-1.7894265943802092","-0.9502211565372441"
"42500","-3.922342296118385","-5.457748690574059","-2.5325435041313717","-4.238083745689401","-11.59016190241555","-2.3665283579876992","-1.955629165115742","-3.0290047518283654","-1.055206259010517","-1.6807667735370597","-2.499323230691951","-0.7406615968286079","-1.8185622654400888","-3.184359996521809","-0.9693626423585859","-4.255375466327522","-8.481559384184415","-2.832198829359998","-3.6446003621322007","-5.451066159489079","-2.6735208422222105","-2.4328463479305547","-3.3681979215645974","-1.1255708627722298","-1.6465274982686462","-3.2205115967879494","-1.071314276565684"
"43000","-3.8933213202946026","-4.820816489035437","-2.355557629018656","-4.12868018130103","-7.839349539125332","-2.1549592470544368","-2.4434312852941895","-4.24568806487235","-1.3748659067710691","-1.6892142858452364","-3.1723606851194495","-1.0720433308804602","-2.0093480699246555","-2.685055310465406","-0.8989482264940263","-3.396901247509839","-4.657343260659877","-2.334028993811712","-3.861696349127331","-6.412198541879905","-2.1847150548059915","-2.7175410613235766","-3.839575310617424","-1.6158134185772504","-1.5811038348969673","-3.096222817892394","-0.9286667416688692"
"43500","-3.3768273072198705","-5.289087746892783","-2.0482297903446254","-4.229905389621293","-7.349722021721573","-1.9909941625383933","-2.2026373656987137","-3.124003866153413","-1.5553043211956674","-1.6279901484426944","-2.526769747134516","-1.0276244706297628","-1.6824701477105932","-2.652962104278962","-0.8910936748701189","-3.7710228344983934","-5.276899687140806","-2.1956269218545654","-3.9581777847559985","-6.440893211005125","-2.4455728261605274","-2.4782964292688687","-3.51565847195932","-1.446128508383832","-1.4234702860749","-2.401998421815892","-0.6105168735215661"
"44000","-3.6097642846703075","-4.661506112099788","-2.831522718741569","-3.6607159771097217","-5.2142322795706635","-2.167118470870012","-2.616003868167869","-3.7389680397951937","-1.3153026245997594","-1.781947005751626","-3.7867100583499536","-1.090002719898688","-2.0831121907806636","-3.423707913594624","-0.974886905534853","-3.6394983998499457","-6.1713753931343955","-2.5954817026943786","-4.019279016879526","-5.7925382900033435","-2.6969573963714555","-2.7017144895679555","-4.174921573690573","-1.2563858282174691","-1.6060509113760904","-2.1840513403893644","-0.772821651651534"
"44500","-3.541291404916368","-5.29689877016727","-2.33565106645493","-3.7770258505992134","-4.787109553598432","-2.6420933183561153","-2.0713344019266966","-2.8339904260536155","-1.1194239723435824","-1.4171627128489626","-1.889831400968011","-0.8525941799598057","-2.0633413694646205","-2.954325861145673","-1.0389858069375382","-4.017077930527266","-8.39717020044985","-1.9948575410888452","-4.001214148547707","-6.6875324847930315","-2.6843964491047947","-2.167467297601782","-3.211255966895049","-1.5624416677785433","-1.768848638217913","-3.4869125168347317","-1.3856535214165906"
"45000","-3.2119889542592395","-4.791524800775251","-2.1231171702101608","-3.7306434758953424","-5.333902827963582","-2.7020174785369373","-2.20750466445427","-3.5888994922982578","-1.467981442290632","-1.6681183669160173","-3.0542100499303286","-1.0533553243479825","-1.8120196847019465","-2.7688520997880337","-1.127937085685321","-4.42290299057625","-8.44755898313718","-2.6836710218011866","-4.601424870891483","-14.1314570013132","-2.0725481900160196","-2.2240775684780685","-2.9816421689809736","-1.2522221723053255","-1.831714165308325","-3.0237589628177446","-0.9462112505842437"
"45500","-3.507503662607334","-4.713874129608961","-2.0931135911964684","-3.73206576878734","-5.000305954488807","-2.5136036245573665","-2.419800622652777","-3.9440540446156036","-1.1884577631295983","-1.6905453162089443","-3.0973077346566575","-1.1034180093910357","-2.0827686547638162","-4.985228356043154","-0.7845270696129762","-4.668415551959207","-9.652460008181043","-2.821613043160684","-3.6952456017242623","-5.518081560389886","-2.5961292547475643","-2.508660832930447","-4.454891404198762","-1.3531037016689376","-1.4838305802185654","-2.1310165078430807","-1.0003190847244456"
"46000","-3.7087277948055606","-5.750685746272045","-2.5285542508168453","-4.330014894005075","-9.360774590137218","-2.614222385733112","-2.1227571890031074","-3.2402371035338056","-1.2216191176720435","-1.696826725851626","-2.260055968921189","-0.9551559440626061","-1.805263972588867","-2.750690982926085","-0.9539070582333208","-3.9827747225335535","-6.886855245452194","-2.3799187022058184","-3.7260236785749625","-5.285332457826016","-2.2519735717666634","-2.7204525634780445","-3.603722975115937","-1.6509635087253987","-1.7258904805266067","-2.6362420067966346","-0.5437683857594228"
"46500","-3.7953979580885537","-5.854352209264351","-2.1868562050418525","-3.7272253577082446","-5.186002577556331","-2.238088305325367","-1.9820500856781655","-2.657224864001275","-1.0763366608448728","-2.110805962711672","-3.940819067734907","-1.37441062618675","-1.9134779088444573","-3.9681662530336768","-0.9390373023623674","-3.4169560628492768","-5.066129334195421","-2.198583937357605","-3.622910574964064","-5.577562386747905","-2.392976284773086","-2.1608488002893007","-2.7948289559041557","-1.6446268528274282","-1.6189612960161202","-2.4405290797980568","-0.9307776637624553"
"47000","-3.7919573538856923","-7.100256316524918","-2.4221862662667215","-4.149607357060112","-5.295190884532974","-2.616417582878811","-2.4214273521000083","-3.9162587835054445","-1.4887164670985498","-2.2303371947315256","-4.410283071282938","-1.2044752395353413","-2.103640558356255","-4.215422524464289","-1.1061811224048361","-4.548446263188288","-7.190785887645454","-2.3569216730715405","-4.597488106061492","-10.609697105792709","-2.0466199874067015","-2.4774660570106906","-3.5426547410811677","-1.2792871551348304","-1.804709232813261","-4.086322051238435","-0.971712451305651"
"47500","-3.27925347697456","-4.477597122670303","-2.206156112025289","-3.738575352077828","-5.069898812819589","-2.23920743218826","-2.139620939567077","-3.0734814567014723","-1.3265132053035187","-1.8322683403062687","-3.2249466937258893","-0.992540126669066","-1.955039483643386","-3.14359600672471","-1.0850858514803723","-4.044506800225137","-5.991595691289155","-2.1913959728809247","-4.449201814161766","-7.764321467022841","-2.1849088024171097","-2.470582430676532","-3.7813758789560397","-0.9959981658545901","-1.9810520044307278","-5.692300786625859","-0.8961033118703174"
"48000","-3.27409645912856","-4.559047025889557","-2.0287839902342015","-3.6256940241575144","-5.038359695817644","-1.9639997772637858","-2.2231860395512753","-2.864361829318708","-1.3345028880018104","-1.61930688679357","-3.1418895354320746","-0.6876060082051232","-2.1925047714163806","-3.6167795351648677","-0.9687153058119226","-4.276249903961356","-7.00577801656045","-2.5537776422532965","-4.215015444072265","-6.197557077921667","-2.874871917010423","-2.2335714611478457","-3.195795575594653","-1.0091348024433746","-1.6921919476312042","-3.3653944199556376","-1.1343969225024626"
"48500","-3.37592213294675","-4.979520299066701","-2.6179838124902837","-3.552966989417399","-5.0802915785952365","-1.8848225147335325","-2.077357234157569","-2.824687143766849","-1.2687907633151154","-1.7922901857922355","-2.6843924406811692","-1.0760382077409694","-1.9090633675053819","-3.990809017579796","-1.1321122692993677","-3.9882687085862543","-6.639994035112916","-2.6944809777833028","-4.614390434807715","-6.7369131461472325","-2.5569757670301625","-2.472168919160734","-3.1813203351814305","-1.5138093473673004","-1.629396821455392","-2.3831438743110995","-0.8275476381592298"
"49000","-3.7907115133545632","-6.943750888272453","-2.6254505963382173","-3.8817851169422353","-7.0693328830979585","-2.4951597234106613","-1.970773792619306","-2.567643234311485","-1.5211560124885264","-1.7433195244498045","-3.01149923987007","-1.1185065665287606","-1.9869027136205193","-3.106089711619341","-1.2888040657875024","-3.8345116845644656","-5.761903754304588","-2.2557029325367286","-3.8478166292308664","-5.6745585803543594","-2.031435653856401","-2.270918334993243","-3.106460480856616","-1.277267018090842","-1.7052159589016376","-2.84163511280216","-0.8840934295969669"
"49500","-3.5122000230844392","-4.950248078873926","-2.313887913044811","-3.300247969428296","-3.993428272390416","-1.9979426378569716","-2.149775729123406","-3.233014033331826","-0.935059771826867","-1.627375738776943","-2.889367815632749","-1.042068635953088","-1.9494827192773603","-3.5477210631771037","-0.7396258188040902","-3.684882371775494","-5.777663758512243","-2.4900475893205885","-5.082368517027822","-13.34178787992703","-2.726536360740554","-2.073033457863209","-2.730584839077432","-0.6403642556487105","-1.5125928617539834","-1.8911879765654451","-0.8531200718799713"
"50000","-3.6556424069368","-4.773190252205043","-2.7482764021309247","-4.534126032998085","-10.232103841678235","-2.7750946667396983","-2.013470696285108","-3.4383841793123273","-1.0355430511246437","-1.5170728953395645","-2.628995020441821","-0.8467519534029014","-1.861307558338888","-2.8296505546532074","-0.9435828317649568","-3.334962874803351","-4.31833363036667","-2.3818901652145374","-4.032081650187483","-5.199419474803558","-2.6262695519801245","-2.4921341904897196","-3.7737612308442214","-0.9876071794866927","-1.6833323014031503","-3.366659405241331","-1.1309853326751615"
