"Step","Group: EQL_skip_fix - eval/avg_reward","Group: EQL_skip_fix - eval/avg_reward__MIN","Group: EQL_skip_fix - eval/avg_reward__MAX","Group: UTE_skip - eval/avg_reward","Group: UTE_skip - eval/avg_reward__MIN","Group: UTE_skip - eval/avg_reward__MAX","Group: UTE - eval/avg_reward","Group: UTE - eval/avg_reward__MIN","Group: UTE - eval/avg_reward__MAX","Group: EQL_fix - eval/avg_reward","Group: EQL_fix - eval/avg_reward__MIN","Group: EQL_fix - eval/avg_reward__MAX","Group: EQL - eval/avg_reward","Group: EQL - eval/avg_reward__MIN","Group: EQL - eval/avg_reward__MAX","Group: EQL_skip - eval/avg_reward","Group: EQL_skip - eval/avg_reward__MIN","Group: EQL_skip - eval/avg_reward__MAX","Group: TempoRL_skip - eval/avg_reward","Group: TempoRL_skip - eval/avg_reward__MIN","Group: TempoRL_skip - eval/avg_reward__MAX","Group: TempoRL - eval/avg_reward","Group: TempoRL - eval/avg_reward__MIN","Group: TempoRL - eval/avg_reward__MAX","Group: DDPG - eval/avg_reward","Group: DDPG - eval/avg_reward__MIN","Group: DDPG - eval/avg_reward__MAX"
"12000","-181.3554803881659","-347.34009867829246","-119.90392350969773","-182.5082438047238","-440.84185858095253","-119.0731608381831","-204.49490101968053","-550.9332110156009","-119.1097928130508","-149.53963156348556","-206.37718382673893","-120.69100291810953","-151.5308105579362","-207.04174323186118","-120.58732685700781","-179.13753678395943","-308.4323819357008","-121.44886412686849","-159.3073511330932","-227.07418541067085","-119.42905998512651","-349.61137886594895","-550.6934931670854","-142.7384529464204","-152.04342185893898","-207.6174374108628","-121.26672943271072"
"12300","-181.78168904838975","-352.7902575129673","-119.29472437236393","-194.01583610057688","-437.50466284998754","-119.87174155154874","-213.32366398812337","-629.8061469902868","-118.64827666819194","-149.4963812392708","-203.36605656501064","-120.16119588855888","-152.032545189856","-204.0655729702831","-119.73620731415966","-157.27271421244384","-220.83579185661515","-118.85102167978866","-179.64724469609843","-303.9218999058315","-120.45399842766116","-287.238419408995","-558.1704198394839","-122.76644960695103","-150.14527596533952","-206.8004905764914","-120.70527358237685"
"12600","-173.57377568158947","-301.16646493137046","-121.10884516165541","-170.6969396874934","-284.26020061190326","-119.11101343456603","-220.37812732607276","-647.062500459691","-118.8374166852899","-167.3443693719354","-274.69173900828235","-120.93007922942411","-151.5644262437535","-198.77422283799245","-119.78474768025009","-185.64577661517896","-398.964596078297","-119.77994261852571","-200.7786140643214","-301.05446035579195","-140.7278209551639","-289.35510282963514","-521.1088598710937","-123.376713237995","-149.14602374532657","-206.06068089657015","-120.03626542731509"
"12900","-171.5772073172221","-306.3852982657352","-120.2579292157512","-167.79461210734857","-249.08674812289684","-120.1798046763316","-172.55235603150763","-372.29300878045945","-122.52551621034158","-155.65536091321889","-218.4569339027533","-120.2298084922096","-151.8047359905988","-203.5971853320409","-120.33437685030579","-150.379899668448","-211.38509522463931","-119.19958679536259","-219.40897494387505","-472.2471681197024","-119.20931819954922","-295.1511955244458","-525.5734794132848","-128.07317596417076","-149.4528094617319","-204.8426306170076","-119.91302597102386"
"13200","-216.36484038480262","-426.7247344808796","-119.4567403622265","-185.78305783635844","-370.59775484158337","-121.99012878608123","-188.90773697745573","-250.44162252088228","-121.7769358579884","-150.46321707954593","-206.27809735888394","-119.88844138115078","-153.80270735235572","-202.864561495454","-118.82233058190691","-164.46238859402277","-230.25441925529668","-121.15077487889207","-170.10917953855812","-279.47125312923845","-120.38067989765042","-224.60217754878667","-547.7587693057478","-147.25918485543914","-150.4464755346264","-207.41967036026526","-119.15380904145104"
"13500","-187.80525493940434","-399.31792963989","-120.08928807340631","-172.6491904848171","-296.9216646094668","-121.03386909729015","-200.87351138509757","-655.7305197808537","-121.12751311170791","-153.34414751634532","-205.54107659726478","-120.33273316871166","-151.70565742289324","-204.1918631574459","-119.83123947056474","-152.39170630330364","-206.1144783958126","-120.2751949585833","-171.80503020297905","-242.16321105909955","-120.51421737492967","-276.81613944052276","-472.5275413252431","-122.37398958547828","-149.72697372257178","-207.090239679787","-119.08068340740704"
"13800","-178.2296596392858","-335.59199979886773","-119.86952376095101","-193.16888383993725","-348.90597563989604","-122.40195649548977","-196.82873773920295","-477.9632543795183","-122.99883451092732","-155.92731029012896","-206.83686406461115","-120.58530354281686","-152.14302748628097","-204.1327735198798","-119.46411614064102","-152.2187319299426","-206.3333589761994","-119.4351292520817","-213.10957486991614","-664.3630837011737","-122.10275893183977","-295.7818947628921","-527.7280829542661","-124.5073941551168","-150.1401774082569","-206.6728582727131","-119.31240068326672"
"14100","-169.83467696148747","-342.40245306683164","-120.90040095560752","-203.83272133842524","-384.37984001582515","-121.5559955494978","-198.12235733604038","-515.1812308434115","-122.63185863604244","-156.11255759543087","-218.78694266671988","-121.56880314131044","-152.50548974376176","-202.29280673224608","-119.38006252681505","-149.42064217828275","-209.49500975563788","-119.00540769867602","-206.5478710751686","-424.22768544000485","-119.35573710835385","-228.05279270361243","-361.33108397613876","-150.72985992627466","-148.84802328688843","-206.88814779722657","-119.2986614616037"
"14400","-187.16187695541487","-417.59591369217907","-120.02040971209779","-217.74363105874872","-511.35017882575704","-126.09956633943511","-210.21465972297295","-703.368013837093","-122.33716358005866","-158.817956276721","-255.21566342220876","-121.19742334403558","-154.85754998221955","-203.5972987782604","-119.3509927139118","-156.824201438716","-218.21276149624867","-119.20159865582104","-189.80620573301957","-274.1933194860333","-119.76518662552681","-222.86019438315975","-380.1612664494954","-127.50392799909307","-150.10696367292377","-209.47483618740316","-119.6759763940951"
"14700","-160.16523058316903","-262.1037592303847","-119.71870912992445","-203.66994819089086","-402.4083618166284","-119.78331550540119","-220.6740036260582","-662.8675589415318","-123.17857665729969","-179.11493209471172","-434.00594767777403","-120.81941444353865","-152.16001143875923","-202.83907689515243","-119.3799236221083","-161.39059498430626","-210.91207622711667","-118.86496818445562","-205.38250545266914","-325.28251933496875","-124.7460941014371","-228.89024159309776","-350.3198237566068","-126.71421257702835","-150.1652485455059","-208.3333613610502","-119.76273760482495"
"15000","-169.74584562271735","-258.7065910568705","-119.41919642598229","-178.43729931360238","-249.7346979765357","-124.80474059185342","-237.16821837700815","-651.3229100037345","-123.19580642569368","-198.32070928641213","-594.813473395378","-121.7045810081709","-152.146731436219","-206.28888338983353","-118.97550285932759","-161.30883541375445","-219.2844804569198","-119.24562588493795","-187.7420381653231","-320.1247686742903","-123.21244278252746","-202.05059721642945","-294.42619263786725","-153.05911049474744","-150.01259710633263","-209.46966064904433","-119.95324308772292"
"15300","-170.2338234181721","-276.5499973928997","-119.67128822995316","-181.55222358697918","-277.37030254316886","-123.10470663651756","-229.4181253463496","-656.0945232170352","-124.85144592432796","-151.998346146935","-208.1825132230512","-122.55179343092186","-151.6811984063215","-206.69959228894373","-119.3247472263942","-152.41483418604278","-208.34905788960168","-119.1166864452099","-209.76396650041437","-377.76361070091014","-121.32635904447655","-228.01286627819","-377.4499773373397","-156.83627445076453","-150.71945669044075","-210.16348576985985","-119.98328541934282"
"15600","-179.2443737820531","-337.1736478783042","-119.60262223932482","-199.8155123482957","-277.5196835817736","-123.22810114965958","-226.03694643914213","-638.5945807100843","-126.18663523436237","-152.1565765303983","-208.9876756428314","-121.90558446439559","-152.1103394315692","-207.21323970223688","-118.65743605428474","-165.4453744759695","-224.90008550000553","-119.00735925290014","-190.19458104895617","-349.33102289050316","-121.68262722933146","-276.79037523615426","-479.1114751496717","-169.31219717832772","-150.52915034997991","-208.08214122081137","-119.52320926969628"
"15900","-180.49666671873243","-377.00823602385833","-120.68444298848449","-235.28347695476182","-450.6107460368138","-140.90479919086306","-233.01033754743767","-696.3583668249073","-130.53116485195736","-151.8807586252019","-208.16793468986148","-122.60507081149083","-151.27242030955807","-205.97787899631777","-118.64606221186423","-149.80939170880623","-205.42931738299657","-120.24111376327087","-238.34010943690814","-426.78077701011387","-123.12656496793161","-223.95326864545882","-384.0426805373221","-130.84398019382263","-150.07323351207157","-210.2906520141525","-119.35906320548425"
"16200","-182.8786525315292","-452.79199167128945","-121.1952476294221","-213.08360529556748","-525.8361815841649","-122.09842934015523","-275.1312156297152","-745.0552152027933","-122.62641335509838","-159.82331088016213","-207.41620959334887","-122.26930544557813","-150.49166721521811","-207.66263217309512","-118.77783463634648","-152.84131347284364","-208.3648867673612","-118.24960041858398","-174.32792734557663","-267.79102272199674","-120.82234515498801","-240.86810326651712","-429.57100573346105","-150.60341566360339","-151.56308232308535","-212.65034043444476","-119.37677841496426"
"16500","-178.37481184067482","-304.40913035744245","-121.48048891145895","-186.42500838461171","-234.08348411689457","-125.99593461286035","-220.0692037230795","-747.2768908688087","-122.15978293561469","-167.21574430345737","-244.88313277478883","-122.24605092148695","-151.14649932003817","-207.78313208194336","-119.23785628294263","-185.4859170626506","-422.10762000134685","-119.68444012004309","-200.9855080274221","-347.1987214489735","-121.19066156399745","-260.5472200501185","-484.9915487531458","-134.9663361296013","-149.66120454800148","-210.09012984392172","-119.60993455625551"
"16800","-169.97859730655068","-234.99558727200338","-120.21992939987328","-173.41910501053627","-271.8240803681169","-123.4564546196641","-215.52571140108662","-705.5166033483172","-124.31612663637921","-157.3744940568988","-207.16856097388268","-121.68384614765284","-150.97708761658384","-207.59918933739158","-119.52341083731055","-149.81387284183472","-209.96614228439458","-118.75757538972854","-215.9356469327102","-454.9824119607121","-124.14951933917682","-263.87469893474025","-549.2957785532884","-136.33709410023963","-151.25714867550408","-213.22365683382242","-120.0396978734494"
"17100","-165.4473854704708","-260.3018184331601","-120.63676560629301","-201.24046554946204","-318.55874263282124","-140.09644945420303","-210.8626984714008","-683.1896653397017","-126.80271714968521","-192.8939977768398","-496.9765787389667","-121.38199498078332","-150.0759315639463","-207.64437475937189","-118.76415338556112","-154.57499274687672","-210.62394500777282","-118.7840540216533","-270.5119620681132","-563.5958645798147","-125.30992615777757","-281.1392563874778","-459.91786759422575","-131.49796693951163","-151.32699747985595","-205.98595920821498","-120.3442499599206"
"17400","-163.12969407196482","-222.52644843386483","-122.41399343231406","-168.27591640790916","-250.6414218170381","-120.9579637836654","-219.707873867133","-717.4460101560715","-146.73054790881895","-166.84487399701396","-310.6746144544897","-120.95267277327312","-150.23775116095538","-210.01349737274086","-118.94897063882654","-149.9395708963887","-209.92352173831978","-118.88555964476072","-295.3426587870565","-595.2805443487289","-164.71590619797888","-256.20164065665654","-417.6861865075127","-155.9183725415556","-151.37461290200704","-207.34909986327028","-120.35891255663664"
"17700","-187.07853813803231","-317.3411719597404","-121.6326868247523","-201.30315576964057","-275.2008807143533","-122.20109335232485","-208.47846589646593","-709.7868429434727","-121.16809205845827","-153.5111003858396","-206.78064955588934","-121.54737569156013","-152.62675439060175","-236.67349016477996","-118.73357638351179","-150.14478002121353","-209.5912976924432","-120.01475107955238","-276.99342167751547","-578.0879836599468","-141.28645714871317","-265.25948161720095","-503.45804846344265","-195.4925324161846","-152.20476675840953","-207.23275387748814","-120.6662924340905"
"18000","-152.2307435012511","-209.1577037936987","-120.52271651612735","-246.17324821014466","-601.6354527803165","-123.87018648751955","-230.74050188803807","-708.9849880015133","-122.61339787132697","-152.91222527285126","-207.76479080747322","-120.39829369980771","-149.73786115037814","-209.6135114354839","-119.30711487258546","-160.078057882377","-219.59156477107794","-119.69575181899964","-262.5793057743403","-550.4499416390765","-127.71059416277292","-266.7147231198961","-445.8388822458692","-172.44220736116097","-151.5370338161394","-204.83151013542388","-120.93388309541292"
"18300","-175.34569562018015","-325.07260938300504","-120.51759185970941","-180.60047671855017","-303.4690756295614","-121.53283770864087","-206.18460914573794","-684.5059453826965","-123.0770680067811","-157.66228525035064","-213.10104344126677","-121.18026965803176","-160.38570109099177","-248.58698628685798","-119.47133152155405","-150.08216287868504","-211.47531445194022","-119.43395288416528","-239.89831263482264","-558.2618551496678","-125.51139748210376","-244.61473003112928","-396.1630824333979","-147.62518311887771","-150.8168237186324","-203.6619830209066","-121.97311058955884"
"18600","-152.05402563264832","-207.543786004472","-120.15360684128939","-189.06281034734855","-326.6863505991881","-125.81779374484154","-210.56446888189777","-681.9871002543778","-129.69793805852356","-153.83105608010095","-208.81751664564308","-121.29085016169074","-149.59959375655427","-208.6860804112486","-119.54099179382808","-155.812629809315","-209.82141294972553","-118.298822726855","-251.25160739686163","-440.28215062655573","-124.1166934309903","-251.35768335231165","-533.3796282603353","-170.51523837479613","-150.7240983130841","-205.96988113108932","-122.06430538473435"
"18900","-154.72135834905606","-233.88771035710798","-120.82658538958034","-199.33418091440242","-429.57063648917864","-121.59463458487267","-228.9788326693434","-696.8451576812713","-121.71105444757146","-155.7398029454886","-210.62302945325482","-120.75263103608282","-149.92061811987836","-208.99943084843594","-120.37529792836376","-150.27854871430267","-212.03245293561767","-120.22956163911809","-229.85922213345975","-474.26831055421087","-127.14243793169524","-256.99124113106393","-508.8248213298069","-169.64393780052978","-150.25592587695584","-206.66757260032108","-120.90281816988545"
"19200","-154.9258709515482","-208.57238378133138","-120.75256211645394","-185.53379022870408","-303.41833994075506","-120.58180890869548","-207.82445616217547","-559.3540314682771","-122.68849690983117","-152.07481145998713","-208.3234925723812","-120.82613809387797","-149.8230624961319","-207.7640602762239","-120.40680795130943","-150.08462238361565","-211.12492005567657","-119.80639359508821","-256.74421608120855","-485.1175609568334","-151.68470707906073","-239.56241829338805","-357.3971199120794","-173.4198736272762","-149.60872875723516","-207.8922250758532","-120.34293657396954"
"19500","-157.76308228393964","-236.50350279526756","-120.46038323207078","-204.12933928405872","-381.0907874831409","-122.24596534753766","-222.97520949523332","-681.6474243385125","-122.54467469320875","-155.9974625376795","-207.69280071776876","-121.82359978957757","-159.49960062801196","-224.41515516197083","-119.79746750933433","-176.93056657810976","-412.3683312638374","-118.99340497710004","-228.80381231320757","-430.1393339542989","-122.43903061269502","-204.82928660539324","-333.0970176847676","-145.29726128601484","-148.87115806757424","-206.8894229205579","-120.9992674048276"
"19800","-152.37159331983554","-209.9507893248167","-121.10669845937909","-179.12426123892828","-356.96350873314316","-122.92068084329102","-214.98749201367377","-663.5727939588241","-122.00305586539596","-154.86885656839158","-207.66639128088053","-121.22737287576142","-149.7581062676634","-209.2441499269271","-119.56700314396343","-160.20473221626665","-220.4581497440567","-120.58706467102017","-234.13920141719768","-353.5216579803579","-125.9546078017122","-224.60374393544652","-455.25658400606864","-124.12548227779305","-149.25936208870127","-206.0767951481668","-120.84313650904394"
"20100","-165.57671319149534","-234.0225393829723","-121.73578175885066","-206.3958993717384","-383.16306427595396","-123.02365579579757","-217.66081255505574","-688.9361206016248","-122.29592458162892","-152.9821173340955","-210.2894994277912","-120.77536773890844","-149.66931443544314","-210.3735641956786","-119.79684674038518","-157.86971830105549","-212.4527370967224","-119.48338785991675","-219.85592863898697","-303.44037069033175","-129.56964886977195","-237.87210768050141","-344.55370923890297","-149.9739278633844","-149.4251662809937","-208.44266872776066","-121.20522497639695"
"20400","-154.96946587900788","-211.12467338093273","-122.06199559868158","-200.06701473704172","-361.9374981901525","-122.48783657079612","-218.11478261832912","-691.2822832176769","-122.26285211512081","-151.5125438109172","-207.22037008210071","-120.36125489262713","-149.4057323778959","-208.40288229301632","-119.67333020986416","-165.41493049420842","-295.7112158252036","-120.86555033412995","-209.97343488321877","-391.1203182729233","-126.83364876550453","-208.0731277690608","-379.7251335928174","-145.06824073121098","-149.56872027988584","-208.15065775415468","-121.74658651464578"
"20700","-177.94736899439187","-416.9821236646784","-121.08996369208371","-195.58415975524764","-359.34642661919344","-122.7112809547953","-232.88353219433816","-657.118886296845","-121.64939682478453","-156.21389117723882","-207.78959383845137","-120.98021728140398","-149.52512069384568","-207.5928201630551","-119.82440111814326","-153.33649274365993","-213.95975152113851","-120.88665097445335","-248.130057410818","-499.34179804032385","-148.7419104390827","-242.87753817781658","-375.3623852486363","-145.9320502150141","-149.63420454825513","-209.21196026896078","-121.57608383986641"
"21000","-161.02576669145625","-249.73674262286949","-121.29418722069087","-215.166329356507","-465.06146247501295","-123.46497756894698","-280.214601905973","-688.8692621716169","-122.57130014975851","-150.36597685566872","-204.24838784674728","-120.46149504290729","-150.1805974749921","-210.15237911976948","-120.0893692767905","-170.81821247704605","-353.0307442302011","-119.61288267399577","-196.17839448551604","-297.3407016988284","-141.13316297631826","-205.40801871706884","-316.8304340974854","-123.35922994696163","-149.56573710592997","-208.07184172900833","-121.77606787704505"
"21300","-158.14895825517937","-224.3927081233147","-121.6080211946705","-171.98320637927966","-259.3296895979956","-124.6510902092203","-224.67340369055484","-683.2737958731915","-122.00392328719013","-152.44423798434232","-205.671136758196","-119.83677899042087","-150.26324053045045","-210.16153578934774","-119.74619079708842","-196.57830088864287","-382.64593823347366","-121.22028835465156","-206.61591550241496","-403.3466098494002","-148.13318230289443","-220.50524297511168","-366.7408371677017","-144.39499886884528","-149.8691689457671","-208.55859399025763","-121.42901742988529"
"21600","-157.81097837848478","-213.80689684606858","-121.35478264546025","-187.34137912170985","-333.3454168600268","-124.19723481660813","-233.56470223418532","-668.0071250709645","-125.0252556658041","-153.27357150668195","-209.05939933483788","-120.73474292883759","-150.16765282541598","-209.12244845702253","-119.80364371676839","-167.72575446013465","-297.04034955754537","-120.0702638352614","-229.4510510869289","-377.69019183390185","-124.35208815089996","-251.1623949611775","-354.636161543713","-124.31496078357463","-150.1129169307592","-207.06457680151385","-121.58448531999561"
"21900","-152.8922686552224","-211.45537971889107","-120.95658693383768","-188.03656922951274","-304.48943215093897","-123.2870148487445","-193.35800725509807","-407.92075413090845","-145.79880429595946","-158.8433518039087","-233.355335371797","-121.08510212426404","-150.57586604168438","-206.25819228075198","-120.55241260950731","-171.73533943439332","-308.18473440493483","-121.23983595381586","-244.69967265364699","-432.6028773649514","-123.43901460689806","-238.6402072244489","-370.58855385798495","-148.9544745070038","-151.23343137871032","-209.89932250600924","-121.7916738083035"
"22200","-155.10097946278944","-211.6983708961975","-121.41436246031665","-159.06694368485387","-245.8687463115284","-122.04788901985216","-165.919552966917","-206.72260290078526","-121.48891617354245","-153.8902606740526","-206.2788502499671","-120.24530564166203","-150.41192761761542","-205.74936945350754","-120.05971191827777","-186.5661044259828","-457.2902121484487","-119.7442519565928","-237.21624548165627","-351.9732247251885","-167.4365368649228","-227.8891039318716","-338.07186202590657","-142.97613482492721","-151.3888901708081","-210.64538518155874","-121.9918289983414"
"22500","-150.48514085428542","-213.6748262212679","-121.55442839786645","-188.88235731147145","-281.21999188681264","-123.02019950215245","-176.1295057509923","-253.01736454307053","-122.0713386447269","-153.10740560149628","-207.413462981745","-120.46267858994224","-150.74358697858946","-205.84951262422175","-120.01678306816007","-160.1819195094858","-220.4802130546663","-119.84005023689096","-224.66464853197772","-325.84848611856","-155.5646242983638","-216.11557279762096","-400.49809838010395","-124.10974495982771","-151.55542645970587","-210.6718171485076","-121.31096757287533"
"22800","-160.63329580720068","-212.9861160519616","-121.64693952629769","-163.2069448908337","-268.91265155804183","-123.17727701090648","-157.6466467449938","-204.76868597911334","-121.32852207302565","-158.27131731842195","-206.42450378435447","-120.81440207492487","-150.44529340493665","-207.3611107557379","-120.05017933355222","-162.60295139325018","-268.7236399740855","-119.68637856364941","-211.52877532219154","-295.2086424917983","-147.99486607885567","-236.83404387116667","-387.820426212361","-124.98967385362471","-150.86711627660216","-209.00872333471543","-121.04660776730057"
"23100","-152.90843997820096","-212.21556606010571","-121.82799389158012","-164.15398691324313","-217.52703259177036","-122.14422359391446","-186.24644613423382","-275.32565774036254","-121.63991061311808","-170.37653107347074","-300.43849421847256","-121.1127189593974","-150.91287335631543","-209.26293970367107","-120.01788722672347","-165.35769587959552","-219.01557652726424","-119.9395674009772","-204.9216696449834","-283.80807057323545","-140.311686374629","-244.32953827728812","-364.4429937950036","-123.48901514550889","-151.17889007906277","-209.25102383357088","-121.0473498866439"
"23400","-150.56452216510485","-212.58415571433602","-121.02811852563352","-168.0599377283475","-319.75025124298986","-123.01448625820709","-173.5763747908486","-206.464035831451","-123.61062623209709","-154.88275320763506","-225.9916863314673","-120.14298761297377","-150.95684921260283","-210.09736761167898","-120.31703146992258","-163.35351394503056","-214.98215993222817","-121.16586060893572","-194.5227689396636","-251.432795652211","-140.63258066107898","-227.9209537258505","-362.7442210383166","-123.9039193194565","-150.81333385918967","-207.90633459259305","-120.83359519341609"
"23700","-162.95958720697934","-312.50774419787706","-121.63872434444609","-188.53171377942255","-421.76078815766084","-121.95420575950725","-182.43863821098745","-228.00611138047975","-144.94600160797003","-152.95224249546993","-205.80916490130272","-120.62271475393047","-150.47800793067336","-208.4256971816297","-120.04590843199776","-160.21672420925987","-219.66268475443493","-119.87819290515286","-187.19648103851384","-283.4569961587323","-127.38866480661652","-224.4431572632691","-393.8246750874106","-124.33650327348718","-150.95098875496132","-209.40775456774722","-120.58694032037344"
"24000","-150.6020839123757","-211.98560436758407","-121.15088625719811","-163.40242139730603","-278.05389468593773","-123.38346348085106","-178.63259250048642","-223.8691016480659","-121.5081754340415","-160.576510139794","-221.16225507803324","-120.76986868443785","-149.67884073802432","-210.0284024193886","-120.14922489575306","-158.47038843073673","-215.788880107432","-120.18721684813147","-203.2576125580843","-278.08393472511136","-153.68142255841954","-234.49818652932532","-424.8846923439417","-123.44959962608857","-151.25031882956858","-209.3045053290226","-120.74846338009748"
"24300","-174.67724830065384","-376.55563511522007","-121.65140952988841","-176.29398451261514","-281.4337606554226","-122.91916048321343","-181.11440869633114","-251.0294641886916","-145.29362647158325","-152.4692229070565","-204.74356912662438","-120.76744864753967","-149.92081046187468","-207.65240328998388","-120.5227371029852","-159.02999383985593","-225.1843421198875","-121.22413654436127","-206.1026599635667","-303.4540728170733","-127.0949584387586","-212.71304251270166","-374.8646132488255","-143.83863985088664","-151.01328578036166","-208.69533226927948","-120.821925273331"
"24600","-150.7486305988404","-210.27329481411243","-121.34117345954878","-169.0451773056915","-231.8454354777172","-123.63123023396463","-176.32214296282092","-283.766709970732","-145.7414050392206","-149.40977282779835","-204.7824232477057","-119.80562358000233","-149.86326180198242","-208.7498100883982","-120.82437029784091","-163.6416396258056","-270.62158227860266","-121.41836344199685","-185.62893708241103","-249.6527769986376","-126.818767195881","-229.87675341237554","-450.7587198322896","-123.80720700924189","-150.9060089673974","-208.0474152220573","-121.26489303472484"
"24900","-153.2458135720199","-211.08319804483918","-121.75003280170145","-168.4677049849543","-305.6524141827523","-123.88022320774844","-187.93389115348276","-272.88588374960284","-121.12913101918699","-149.81190266635824","-205.32460026835716","-119.5802638035635","-149.51210785296988","-208.13718892810053","-120.9175240759489","-163.5417711525559","-224.40463146314846","-120.50168292710146","-226.1755519353033","-300.1804584984535","-173.40167057190905","-245.68375939130374","-431.8765326766312","-123.64421121905681","-150.65315366849194","-208.80130764319443","-120.96792277414772"
"25200","-153.19906937644842","-210.50174132268384","-121.42235691522657","-176.2830390902164","-257.86927078375453","-140.40382936387473","-165.70259994549275","-204.94425688198945","-121.33640872736207","-154.4013449676262","-224.19951342376498","-119.78047489790046","-149.6643598257159","-208.43671280565982","-120.79180954569733","-156.0443685581716","-215.54843896209726","-120.35393933674061","-180.79625774732963","-278.88393603193686","-125.18281814279366","-216.8606716005087","-439.91754234201335","-122.8522962880756","-150.56669318597653","-207.98435644557668","-120.61144541410886"
"25500","-151.41855611547842","-213.7169430694954","-121.86520246131204","-170.66409200255788","-354.3049281765542","-122.87998727837672","-152.7451875774316","-205.16325319853658","-121.36767693635124","-151.805666619857","-202.76715283219954","-119.731261434923","-150.54625272580267","-211.8483811384518","-120.46947251573972","-161.21193797274714","-247.47966340974068","-120.92824533665203","-196.24948293536988","-278.3619854502173","-123.66354436825611","-241.88265523759463","-466.38592059657765","-123.69376184745491","-149.995586082369","-207.70822185064813","-120.57648595102187"
"25800","-153.67394333930807","-215.09148473113387","-120.82514811691733","-166.30214587011739","-207.22799241240546","-128.5611326810887","-178.20628713072696","-357.1251383397422","-121.59559280177962","-154.26462196354552","-203.77963216378404","-119.53831286369548","-150.79436775447056","-212.92918749624064","-120.61167441528899","-158.8976922212441","-222.5707530393178","-121.15840277535952","-207.95582826324693","-330.06643115542187","-121.71158489276782","-233.9803095283076","-446.3798093253601","-122.54855310026059","-150.27735463835876","-208.77994114894824","-120.49211060772316"
"26100","-150.84086859283678","-212.14107135814749","-120.71126118660482","-163.59926321255637","-222.8937188633427","-124.42273614876702","-168.4468493020097","-232.35963325463337","-122.07553746656026","-154.2167949241593","-203.12979818096392","-119.79273614386143","-150.4784961602748","-210.3166985821127","-120.30079725664493","-161.16197804162786","-215.15038826397895","-121.44943398482687","-210.18591635057192","-329.81184168211195","-121.96443377066846","-214.74864457933373","-449.7195055432313","-123.61918629512499","-150.01183918910743","-209.55153339849167","-120.27273352381656"
"26400","-150.99636742448607","-212.0138531273608","-120.73436640004186","-158.464860782859","-231.11398036538117","-122.68054038478597","-179.35245477649084","-332.21664535128883","-146.6728544407663","-154.12662037572116","-203.73557640606452","-119.72742552709795","-150.79398335415104","-213.36843414730274","-120.34959344863334","-160.80795487966606","-220.98966236595743","-120.4683062355831","-196.10079551572318","-305.41613358431766","-124.68220467808396","-216.67092956384357","-450.50180993093153","-123.05598507549553","-150.41197760288352","-209.75608208460886","-120.32001295015036"
"26700","-158.78747241261337","-290.3291847505751","-120.80154169349414","-188.94427499650266","-375.11030354479584","-125.23948508718404","-180.9034742507944","-330.2411034226815","-121.72915347726482","-151.31030622481865","-204.050324095171","-120.54349775492861","-150.72465323686967","-213.75824286969993","-120.00733771330519","-158.92316297469682","-225.35771807915262","-120.43382944391854","-220.64626420830342","-298.1197551915855","-125.61729197407612","-205.32827041037763","-480.320842141852","-123.8676707867417","-150.12409207757406","-209.3168335179893","-120.43142637951254"
"27000","-154.24019767122303","-212.00317864792027","-122.12411891511147","-161.14650253695137","-207.3523502107859","-124.92615031654732","-170.4138490294752","-229.95858892198984","-146.5123272578598","-166.47326906858152","-221.36336905948434","-121.93695053372053","-150.59655147173888","-212.49916229751025","-120.74191853355794","-164.14425236556076","-248.63318949393388","-120.43934553026133","-189.10549678624326","-251.9604414456541","-128.85250806752578","-230.88045838664485","-454.61341509093126","-147.20058352211123","-150.22664745448907","-207.7527083327158","-120.71715587114723"
"27300","-150.75354442986114","-211.52209584148494","-122.16693897589258","-169.83002733825936","-298.01102661209745","-122.62625577594619","-168.21853397616667","-229.01136699612272","-121.96244603853606","-158.7549015486539","-202.85127619021154","-122.07168192449515","-150.43927247141096","-212.28343662654115","-120.68719433848791","-162.60645378316076","-225.66662400517703","-121.5964768064144","-187.83674754974703","-274.8786830271168","-123.4861444821751","-209.78863160222164","-450.8295386387161","-123.46629696549942","-150.02946341574125","-208.04398746256888","-120.51571591900525"
"27600","-150.83226645152672","-210.60025645675304","-121.68394754765976","-158.60464080111038","-225.04039600055847","-126.50764138625895","-168.0030223129618","-254.46812708102266","-122.10685184146332","-151.41824960562184","-203.38183347270166","-119.9834112091612","-153.32675687327327","-213.52800125875964","-120.55812307891513","-156.42625117642098","-215.02756865516054","-120.62431277122639","-184.43405183153814","-288.6891652052172","-122.29717745606179","-223.78492636076288","-464.7763024558508","-122.89524462917409","-149.68546762595082","-207.5176261118607","-120.52834773147781"
"27900","-151.10379346245332","-211.04473617393546","-122.53114983712703","-163.59197569152585","-231.9234045412622","-124.93299411226958","-163.2229355566975","-205.01041864490443","-122.44057240598413","-151.7137931292407","-203.3331206977078","-120.46153386698029","-150.70231891679524","-213.93996119575255","-120.39462581646805","-161.44002449882885","-222.56399634596056","-121.3057595817166","-193.91156779131407","-230.39990061247445","-129.90799089264124","-285.7986344055244","-676.6423094082975","-122.33892467662244","-149.46859950926432","-207.8754160001293","-120.45604709088681"
