"Step","Group: EQL_geo02 - eval/average_reward","Group: EQL_geo02 - eval/average_reward__MIN","Group: EQL_geo02 - eval/average_reward__MAX","Group: UTE_2 - eval/average_reward","Group: UTE_2 - eval/average_reward__MIN","Group: UTE_2 - eval/average_reward__MAX","Group: UTE_-2 - eval/average_reward","Group: UTE_-2 - eval/average_reward__MIN","Group: UTE_-2 - eval/average_reward__MAX","Group: EQL_geo05 - eval/average_reward","Group: EQL_geo05 - eval/average_reward__MIN","Group: EQL_geo05 - eval/average_reward__MAX","Group: EQL_uniform - eval/average_reward","Group: EQL_uniform - eval/average_reward__MIN","Group: EQL_uniform - eval/average_reward__MAX","Group: EQL_geo03 - eval/average_reward","Group: EQL_geo03 - eval/average_reward__MIN","Group: EQL_geo03 - eval/average_reward__MAX","Group: TempoRL - eval/average_reward","Group: TempoRL - eval/average_reward__MIN","Group: TempoRL - eval/average_reward__MAX","Group: DDPG - eval/average_reward","Group: DDPG - eval/average_reward__MIN","Group: DDPG - eval/average_reward__MAX"
"50000","48.88426390422711","8.607853805318413","86.41491895475795","57.98963390913387","24.462873239335842","121.70152754155656","46.79369455900866","18.29477950092836","95.98281756516958","46.81808536633325","16.563880525901624","75.4487493869069","64.06614850865671","29.422880271739974","100.3016617916207","46.466417537492624","7.2989657282941165","99.94767146173373","51.98829973980801","26.418955817705175","90.63593113465973","49.51182665034159","9.024100535694604","138.14852405081234"
"55000","57.0102339275954","8.973592997484243","124.70418510952035","67.88607226530186","34.41792650198334","114.5016987142161","49.513925879085846","23.62013557991216","104.89425353977995","61.49789701993167","23.577227790827806","149.72359377315863","82.21016749387506","29.422880271739974","138.0275527036951","40.59710243779654","9.639305949126857","75.96889705197447","52.690062147093684","24.07223658682215","81.78015194307449","42.28101473862277","9.024100535694604","144.5679304943154"
"60000","65.53813611499251","8.481793944683378","128.65322149964044","70.42618988375011","36.60736075984771","111.27926789498584","58.6619657045532","28.65321054439325","109.20269068910125","64.4738658424571","23.86145426340359","108.55354818547195","91.25986818651278","29.422880271739974","157.76621390359355","49.16570008331305","7.561147735865356","96.5343151805476","61.34533239920927","26.648280839975893","115.89599341519474","46.82228424386747","9.024100535694604","154.59078065134432"
"65000","68.62999223413419","12.62472760853461","127.85384029864395","70.90317187370405","31.19317807736711","151.83060713576722","60.85498753406555","27.909190495716548","108.23778230736382","75.8205296143024","16.520439027502235","154.06368229386084","93.22420755452654","29.422880271739974","161.043623435953","53.164064208681715","9.677824842674156","109.51216417887865","63.25330619786773","29.422880271739974","126.12075879852235","54.50235698412284","9.024100535694604","175.39769079567714"
"70000","80.2860333906756","18.143608976976868","146.42375738240278","75.57859213745859","35.610927671273416","142.3305432195039","65.19412531351578","31.310219276946803","127.71470801730815","76.44947170906902","34.14009447234194","163.89839173315755","92.43097335440574","29.422880271739974","156.6088865754515","61.14673506926713","9.677824842674156","140.77612372864598","73.70426478084588","29.422880267519123","149.90336392520464","50.028151853767","9.024100535694604","142.85449881916566"
"75000","84.52558235870818","13.414957345401731","148.23869351351976","77.25155259082035","30.906920213935727","136.340048107443","74.8806558215463","31.831210851936863","148.15579487555536","74.18569503679456","23.340546507300097","177.0482470309897","100.66137375534677","29.422880271739974","174.07632502899213","56.56529735308702","9.677824842674156","108.07242174372907","72.08679463153915","29.422880271739974","119.33339806508465","54.04919837047329","9.024100535694604","157.77747567477343"
"80000","96.43870371096125","51.212601291255986","204.07809250818136","94.90254974847684","34.52934716505401","143.17455523069546","81.04609306268537","36.42376732550198","150.86326395749086","77.23880750926358","43.40731005243456","172.07039276037887","115.56041353037699","29.422880271739974","204.37350974758826","67.46471366519879","9.677824842674156","128.65143176000612","75.14767798598606","29.422880271739974","139.39873392430428","59.689117017621584","9.024100535694604","180.53713651776837"
"85000","107.82879240075799","39.71005154541176","210.75665558316012","92.55922009595983","32.22805606956192","146.00250195263976","81.24043067670138","43.846942765623304","155.04914949613033","74.9844397978151","30.632439093646052","115.48245256513806","121.43749951927381","29.422880271739974","226.96841277756545","80.78261662137096","9.677824842674156","133.0922596593593","71.97485472946212","29.422880271739974","148.79292288369888","62.9423581260555","9.024100535694604","174.5451145569567"
"90000","111.31141720804416","39.670490901768076","207.21353523134653","103.61869309799083","32.75472334249496","166.2857109820323","85.27418925345307","25.171091292856794","175.8795546292626","86.11189535838852","42.95772239202754","184.4958178708562","121.88386855112947","29.422880271739974","227.0329386063654","79.83645751320921","9.677824842674156","145.11789950876013","78.11338992923359","29.422880271739974","149.21908333182014","60.906956127929185","9.024100535694604","157.02652872390948"
"95000","108.18276728181846","39.60929085750834","178.74198924605503","108.91849235575555","35.57718376671454","179.2648524450688","91.29370436617708","17.42579645680349","172.04498080044158","95.85160070903966","42.2223618152811","207.57459336929506","122.94507211238934","29.422880271739974","221.204740424895","94.13642296914695","9.677824842674156","179.4544448784372","86.75134948147482","29.422880271739974","166.0677567072592","62.857376907505355","9.024100535694604","145.22150594772526"
"100000","118.16453591142303","32.30820796888482","223.6875079124215","108.26394924750771","49.57402272172028","171.03953263168586","110.48791358298827","37.46043861429557","210.65960195357061","103.96040375619438","26.86886421992155","200.5927134339914","131.64490543537792","29.422880271739974","253.87744520226187","84.93757000200368","9.677824842674156","181.5267746302946","94.26880447401678","29.422880271739974","175.72999864389772","65.3078506748472","9.024100535694604","166.9967444171494"
"105000","113.8015052618839","27.28423581447037","225.07856621165428","116.36783598183645","70.43970372265957","164.13120007730583","119.53883124607083","38.70628733433823","216.3661024123579","112.44305896321","39.73355816854149","202.12458555147396","126.99725592203424","29.422880271739974","250.65572855027835","77.31078686036406","9.677824842674156","152.1935833706373","91.0728811192811","29.422880271739974","167.03520120867879","75.25528421936914","9.024100535694604","185.83186106290088"
"110000","129.1125222857263","38.88847502498654","243.75679956277696","121.5444900248713","56.503003734625246","207.80137984084826","115.81213986566789","45.12822659708896","213.57887537992937","112.60813989572569","44.96152508676256","221.4387155967977","128.46409717018608","29.422880271739974","221.5257818165027","85.5719480399075","9.677824842674156","154.82515356725136","95.23991561357585","29.422880271739974","161.82953066484046","75.46198204162562","9.024100535694604","175.39535410310822"
"115000","132.41704463878636","39.82020860945711","247.76896439428077","118.6308763571677","63.65052316972553","187.44235409752514","118.25797182085607","59.402071783960274","218.54358949952547","128.089690303456","48.738635846268544","235.40400375884337","143.03638240302197","29.422880271739974","263.39232841644787","90.34304863484296","9.677824842674156","181.16288452966785","100.85035545457382","29.422880271739974","175.75675778918543","72.304665539158","9.024100535694604","136.43426718268478"
"120000","142.41143016479015","52.32496466926617","281.2136720882181","120.1486462653344","49.64459217391462","181.01053296865186","118.60895785437015","44.00539153489743","203.98999873803928","133.18696568824322","45.89969833883588","233.0995839077787","141.53139869215104","29.422880271739974","250.55544345348875","99.91066274653375","9.677824842674156","204.65706649736703","99.6657078209034","29.422880271739974","171.84318033877665","73.35704366099114","9.024100535694604","183.2329859480232"
"125000","138.56754913238143","17.357039475853153","279.2458729584164","123.29033831139868","61.35070216712511","182.7331285825158","116.43485930949578","52.530475260647734","192.40427406249745","134.6135194860803","39.04350046676573","238.5769063360211","153.37387355531092","29.422880271739974","253.05105671945321","104.4739736658903","9.677824842674156","156.3628833040197","103.12655408609821","29.422880271739974","171.6877275303749","77.2506931893817","9.024100535694604","186.6348257207415"
"130000","142.62540954948784","17.280566505246842","293.1898923693089","126.659824368804","50.549544853328236","177.40300425038916","119.04863532268851","69.93307251540314","202.99694186877224","145.65073495744338","49.56274384906415","241.30196307717264","150.59966437004488","29.422880271739974","247.6671271952046","117.25853663140784","9.677824842674156","219.9283899593524","102.78755845516643","29.422880271739974","191.86331196604164","78.53149612492355","9.024100535694604","195.30247676801974"
"135000","141.15910351478703","25.171787327016986","275.72885735491764","128.8046486998773","66.53900443352636","188.57651964843123","127.14440592186615","72.24045567974504","190.64075476933078","147.52427472641253","49.407570990355836","239.78414991946994","158.16660154697223","29.422880271739974","275.02108521890955","115.00986958439258","9.677824842674156","197.1772775749726","105.06176258674095","29.422880271739974","176.89192517854886","71.47006859910182","9.024100535694604","216.69593842302714"
"140000","147.7519422219585","36.84968229890613","277.42134946805584","127.04754895180858","54.87083941878082","188.1354297912991","129.51215017092932","54.497214076084276","209.32338861589292","157.67155289425824","50.58611121768741","241.57205525806208","168.3013522242697","29.422880271739974","279.18675777590107","119.73179472901381","9.677824842674156","201.0103405044943","112.03834552564294","29.422880271739974","194.87643977340923","76.06322393014213","9.024100535694604","204.28574261057165"
"145000","154.41609195697382","26.62277773624433","291.347233709136","131.74832722284137","59.816456178318205","211.3477478306163","125.27503691036497","61.4938181520644","209.12073818071758","156.69697586601262","51.44356904786993","252.64960122556658","180.21393435140806","29.422880271739974","279.30602410777493","123.70554296667892","9.677824842674156","207.5074800615467","118.70001665374723","29.422880271739974","203.79016888515952","93.8957721357327","9.024100535694604","248.16929345153943"
"150000","163.5375647627171","21.185999100094126","288.2708724161949","134.6326092090472","55.47504543616797","190.93253149484204","132.63864091698298","63.10231418570529","203.18935987436492","152.11108581615616","50.74099350436706","252.70043463758853","178.40517880134502","29.422880271739974","295.4632042048207","124.56372635369948","9.677824842674156","201.87939284569205","125.09444886206037","29.422880271739974","214.93805550401362","95.66573823500673","9.024100535694604","244.3966436833467"
"155000","175.89871578112383","30.1172881121796","305.80862153652066","138.1971211619697","68.05525837412266","198.52417097206157","134.98887742867103","69.7317881169395","190.7837607872944","151.91608502055618","51.28563165923539","242.01142551051666","187.5453428781324","29.422880271739974","319.71035415812287","132.94886533365892","9.677824842674156","205.02005923229882","121.24869260559535","29.422880271739974","203.57166488722174","90.36041627116212","9.024100535694604","252.74128852705445"
"160000","177.36771280326798","57.19486207712996","279.34255600966947","137.2192546645293","65.59130970512578","200.17161353043838","137.06559987775827","70.06758428414324","208.47112126764523","166.39954722504834","49.35059598904869","253.01578018558052","185.68300999952453","29.422880271739974","297.26742689268514","129.78115845110082","9.677824842674156","203.91519097292093","115.29258086985901","29.422880271739974","205.19903545292203","93.48872963194837","9.024100535694604","239.4841505786306"
"165000","182.15917775664943","55.38912061802948","309.9021475396277","131.31110176747072","70.17986164405394","204.24017580493677","144.72645288194212","72.74806821342229","201.484713846357","175.19514089936683","71.98637770102096","261.95948116107877","185.9576911483853","29.422880271739974","314.71833214248545","130.08954848655978","9.677824842674156","226.71811912117983","123.53137505213905","29.422880271739974","214.5675306279692","95.02961075507692","9.024100535694604","246.35642907734695"
"170000","186.1522487964415","63.26274169603904","301.559665502596","143.3045713868292","76.33884915069441","208.31901901824796","138.5892908821485","71.50732976197341","209.5587604715801","177.54047124562368","62.37586672072729","276.02135109750054","193.4575095232065","29.422880271739974","288.0776280352836","142.57161583099358","9.677824842674156","228.14378495770205","123.15189071230422","29.422880271739974","204.14143203922464","100.1119277658746","9.024100535694604","278.04122766558777"
"175000","195.23549881246157","79.92120782904098","299.0314014773442","138.81256413685497","85.34868422008972","181.64394502432947","136.3054320349006","67.85673263795233","192.26064584167028","182.49842203960048","77.7588051001813","269.41259476790975","198.99198695560085","29.422880271739974","286.81027242174343","144.38957903411693","9.677824842674156","238.9078168298212","124.25077558562297","29.422880271739974","192.93544422157967","98.97040538425493","9.024100535694604","233.88873403084477"
"180000","186.26772015672856","91.4115234514448","299.7884841763043","131.85830457871953","56.84440429960707","181.870241411732","136.05396303243936","72.86387750930562","201.92377397726995","186.66581999290148","96.18542389239951","276.27781406550105","203.65754084939314","29.422880271739974","304.1359722513742","144.8348556191598","9.677824842674156","228.25825546155843","118.42221812574692","29.422880271739974","187.12302834848776","102.60888436226885","9.024100535694604","246.15880102293423"
"185000","185.69189625751096","70.39492082476146","313.2057923828189","151.5319605002973","87.77933079598016","201.66082513635143","142.46484662999666","72.30616958865724","194.1597977387326","194.75001412090165","58.67856841700028","290.37220275111065","210.033768618433","29.422880271739974","315.86648565398616","151.1609657717608","9.677824842674156","259.931197204159","115.83741934040388","29.422880271739974","185.84385477068568","100.00239692920158","9.024100535694604","241.4810583058457"
"190000","184.1863950801222","84.60503440466137","292.725241489528","141.11722193754127","82.97597715724021","197.02453735786625","137.08740634364298","70.74888438077201","190.3143520389894","196.92346303444157","95.0333225133826","289.2183250232126","202.54632744397514","29.422880271739974","296.46537983294826","155.18708499616258","9.677824842674156","268.5332683577333","113.56193037166683","29.422880271739974","181.24096722280808","88.92122909727883","9.024100535694604","223.66968962242072"
"195000","195.3137754147832","91.34047265114859","304.1180281803601","142.14779257698322","73.16791293078072","203.86694133052578","142.74670641976678","71.92170942951213","199.72128867930286","191.2868931484183","93.8528335038492","276.2481122108502","199.58971046050695","29.422880271739974","326.478542970611","154.94883323236363","9.677824842674156","268.47319951232544","123.74525728102469","29.422880271739974","201.3219321836351","93.98465293205429","9.024100535694604","234.38211338989726"
"200000","195.17959147105574","85.50878397115446","293.7630853809251","143.7225257089591","100.89413168120412","196.17708633949223","138.44717452494416","71.44444877378685","204.90031501379454","186.19353451111607","77.08510733636342","307.2891883026827","204.5497079813989","29.422880271739974","337.11052665642956","159.0158465194254","9.677824842674156","264.2886371133818","115.0162880111006","29.422880271739974","199.8678301774886","96.50144266516287","9.024100535694604","262.3969638368174"
"205000","204.2675617533013","93.38570960864249","308.8107978998986","155.32886765835764","99.4694898053242","203.80763246427153","141.70417537751786","72.04178662942417","194.08939532874498","186.101133178152","94.38403686208217","286.054214729009","199.0268110203732","29.422880271739974","328.5850809577715","148.08731463991845","9.677824842674156","251.49879943559486","119.4483774309925","29.422880271739974","196.7386068220483","94.909750011485","9.024100535694604","250.95073095295766"
"210000","190.81934301108615","52.257901187484364","326.2819926680863","148.1300524547975","59.46737948975215","192.54301288750304","140.45909190871276","72.73216776581403","188.14302858775176","191.52660203596045","97.22754503107814","298.5588576631937","198.4497636354664","29.422880271739974","322.6203445887556","165.36261082121155","9.677824842674156","273.4513651764707","117.44189428949406","29.422880271739974","206.03395737772797","101.05843606363452","9.024100535694604","245.0850269696793"
"215000","190.1084113331013","58.14396711392804","308.7833204843978","154.29466999560069","55.99726050132815","201.18857259293347","136.1556776904451","53.1584493807164","189.75648943791762","196.41571327841103","91.15834166920604","300.1723225631239","202.22409512021454","29.422880271739974","322.35813600399507","165.78025880193115","9.677824842674156","260.5733006923934","114.96214619659523","20.668784814081924","189.65221145798023","103.53369409271791","9.024100535694604","252.20406032972264"
"220000","199.72958132892578","104.99650710711123","295.1858268287962","153.307108148445","83.74479444165112","207.52575249062556","145.3876515135101","70.44562432978549","181.3921084065117","199.29768941884984","56.653679019542835","303.70622901562575","197.52446008697956","29.422880271739974","297.3050780970817","166.09247585303547","9.677824842674156","254.81838048185583","115.67823962959378","29.422880271739974","195.67395644586546","101.35949524024822","9.024100535694604","215.7715947945823"
"225000","202.4502954407293","119.14158533243919","293.76971236873237","150.43372270886016","81.34705817605425","197.2475649998646","143.80694950488976","72.79258980181528","189.1251736686777","205.40797294353655","88.63998223768874","299.9194468709487","210.5806472345447","29.422880271739974","320.5019536731169","164.31956429791592","9.677824842674156","258.988354971587","120.71199826242676","29.422880271739974","197.6231248806706","100.65591461534746","9.024100535694604","216.93054025905295"
"230000","209.55316690593295","119.92287390417557","282.4895171529487","153.79585693557752","76.9285162921577","198.25103407525182","150.0314910736432","72.3092695010832","199.65186765607837","193.8833310693934","90.55076930516054","302.2991438171865","208.2036185166943","29.422880271739974","306.1573366129688","173.01744329529035","9.677824842674156","249.71656641896783","127.26110335853375","29.422880271739974","223.29317083525365","111.29658241661127","9.024100535694604","229.092795659728"
"235000","212.2659083751975","64.63278226192176","295.9406954324527","150.34840143512548","61.01400485579261","201.01082588199168","150.79093071851625","73.25254029119544","201.0325076078662","195.58851635398065","89.96503084683313","314.89096399798063","206.69363163127392","29.422880271739974","315.542310761033","163.83270417035925","9.677824842674156","262.3663136956597","126.00905698837335","29.422880271739974","202.63168722601336","113.64027853202079","9.024100535694604","245.3513416484563"
"240000","219.16784588456704","118.61486745600423","295.00797035569263","146.1551807085379","88.73969654765378","196.2671740389166","153.7639360887114","72.69925908025857","189.7247007532591","195.5913844108953","92.96091718727469","299.33415860311925","201.192580019254","29.422880271739974","310.65796690754166","157.21663208914936","9.677824842674156","279.29868261779274","117.91356858386182","29.422880271739974","197.91515798639645","126.6101757680173","9.024100535694604","233.68395249088366"
"245000","208.52916631729354","115.94644353184546","285.97878096420607","150.17678079852013","89.13594748057093","215.4801024940179","154.2470619700594","72.7917096613152","192.18884061883773","201.13248550466065","94.94980879228915","311.4690851854541","200.21285013847444","29.422880271739974","323.7953655173201","170.11396586826947","9.677824842674156","253.4086146414466","126.50742232176518","29.422880271739974","188.5803039378252","131.05383454963712","9.024100535694604","243.20136827322193"
"250000","207.89190184888747","93.5244483439057","295.871869763488","155.18079759427752","120.08512045061805","202.5403033179143","155.18952574671764","80.80330885969877","190.27610957817927","208.52428368128525","94.87631737469852","319.9644846424205","198.00628401839109","29.422880271739974","320.9216983025741","172.19613889624375","9.677824842674156","290.5889727886974","124.07116026223864","29.422880271739974","184.77917991580546","123.87538107483594","9.024100535694604","235.23940940109978"
"255000","206.1453422325497","129.26505280369878","284.5566056699378","152.84675269402388","107.26994985634056","202.5506010908772","153.3301315206359","118.50355075363089","200.6370062039087","210.9548946779105","95.13553664490698","311.9755840806557","200.8195528411898","29.422880271739974","329.75852290526416","164.2529508744689","9.677824842674156","271.413794462066","129.1271671178576","29.422880271739974","203.7933443219928","124.06280786639445","9.024100535694604","258.8498982906002"
"260000","209.1606681692149","88.59303707420682","296.7950525291834","156.72788091642897","108.76321864457987","207.51131418065728","149.0772669063632","74.80851980105165","197.2635762329551","209.91474515654446","93.45402090502107","309.2335680053067","200.42245962891252","29.422880271739974","330.7888792601382","177.49422980979176","9.677824842674156","312.1295039331217","126.93785504492504","29.422880271739974","196.17216124071865","133.7329944923746","9.024100535694604","255.88156133013058"
"265000","213.86900543733083","114.05159158452277","271.24943306226","164.10539814736686","130.55390526346594","202.49710825502132","143.9574232654331","71.96485213706589","204.60027631531347","214.90759476366088","126.74014223984662","322.67979426232444","203.5334499926638","29.422880271739974","332.06060273526765","192.42864814909638","9.677824842674156","349.1639211897098","127.65223519658157","29.422880271739974","200.42532383337522","136.2259609675295","9.024100535694604","294.4441397497497"
"270000","215.68459377366457","99.72975853919695","295.1210358091538","159.67706043710422","117.91451826096542","205.91297301702903","145.820790310908","72.18422007270927","202.64572721832204","228.2238959760676","119.10916594009782","313.8549851593357","210.3701692327014","29.422880271739974","314.8368529340813","183.5115147640516","9.677824842674156","320.950647163534","124.4135428412718","29.422880271739974","195.7669681654657","133.86713570403296","9.024100535694604","281.758430223991"
"275000","219.2247769878336","114.82290824921706","303.3873730665059","154.51785331622938","102.55649251590928","192.01267220801986","148.74409248351108","60.79136560832103","193.02882862655412","220.05283120996734","83.51535584171504","301.44806899271356","199.32759461773452","29.422880271739974","325.2830545398644","179.67486821127267","9.677824842674156","278.95859626723524","126.99672653317202","29.422880271739974","200.28586515258925","123.83409223212232","9.024100535694604","276.71821077551283"
"280000","227.35501573577235","112.59293200807178","306.854601939974","142.58112300216175","75.82570142917044","182.59447366378407","146.66342306604454","68.87623656879695","201.58752837732058","219.53687019511327","117.8178710263708","304.9531723023206","200.00009753834527","29.422880271739974","327.1990263688041","180.6890560479909","9.677824842674156","262.4350604601101","124.28746076110596","29.422880271739974","197.19953664435158","129.9290244637152","9.024100535694604","288.748217632377"
"285000","226.23579854173627","113.99870201700057","311.05384910192265","143.7412357044037","84.2488523651977","190.06498538916873","148.03015393652692","73.85824356725718","192.0606776677975","214.31623989669873","72.87249585834783","295.1090381097098","206.98718790832515","29.422880271739974","330.51596910406465","180.6623963509179","9.677824842674156","267.20931388427505","124.292046059714","29.422880271739974","195.56023391119075","140.4490228143858","9.024100535694604","292.9202106930349"
"290000","222.62826316225522","116.27221191496577","303.79618679362756","152.77938902836996","105.58050986704673","206.6189568597077","143.14998365236377","73.86931182848298","187.32121931790363","218.39868478124913","57.26951125721214","293.16854483738297","213.33046637823014","29.422880271739974","294.77840252784074","183.23610933664045","9.677824842674156","267.7646758978448","128.7332735926636","29.422880271739974","203.7850099522596","141.9233506518391","9.024100535694604","281.0943951302885"
"295000","212.68460995990986","101.74070330736564","311.3350841269165","157.02302398838148","121.3031545768019","201.3791666581749","143.61160935941734","79.97996404301378","186.18087678488945","215.45518725461505","61.29655844873524","296.0634639669931","220.57599190512224","29.422880271739974","315.05597461917654","189.28099838866277","9.677824842674156","266.8764114632267","134.57378719111665","29.422880271739974","206.31444565044885","145.30828063182395","9.024100535694604","290.4976871254984"
"300000","222.56304979718215","104.15980183572681","290.0254097753084","146.90657036218806","81.0970984411191","194.741146032666","139.30143689028742","74.60559043527716","197.48487468716633","215.77905571901724","57.6972274814792","285.4953632863113","221.55163347639584","29.422880271739974","294.13853451624414","197.49585155854692","9.677824842674156","298.24040797642783","119.96853526534343","29.422880271739974","192.09640271958804","143.64609925603787","9.024100535694604","299.52568156199897"
"305000","213.50564256259145","109.40493797162836","300.79648381412096","151.0687789290912","95.09394635325334","190.23646554932753","142.90470518794612","73.47877867641549","187.12803300734365","205.94881284516345","59.63752916108465","295.03468746456997","230.52120160132642","29.422880271739974","298.28619318193194","199.30062705364304","9.677824842674156","300.34452417998665","132.92624093102282","29.422880271739974","202.79911029057968","146.19578589976868","9.024100535694604","289.2125439823034"
"310000","226.34283082128997","93.33441068616446","310.66371999410995","150.20106352084318","97.54286056105606","195.10202776641944","147.4268743077149","75.67760619972262","191.92758223948528","200.30898205570986","57.49732638581323","305.11250198286774","224.59823933333985","29.422880271739974","306.8507743509893","195.01907992742986","9.677824842674156","280.98872061203167","123.82868610150001","29.422880271739974","194.1754772984521","139.86353073847226","9.024100535694604","302.67508240166325"
"315000","227.30151001612086","115.37764503575067","300.6666356352629","144.6340349346725","90.36237147838548","194.23624978543654","145.87255299740596","77.22445916889451","193.27501706431403","213.1033102331947","103.78017017900461","305.057900555611","235.9761382306149","29.422880271739974","331.7595175813777","196.08655512111196","9.677824842674156","279.13791131683996","118.73275173842585","29.422880271739974","192.62450927074727","138.3166895884279","9.024100535694604","300.68469905696446"
"320000","209.58990986926483","114.74800730670043","265.25612745299765","156.42866977325488","85.7130391829801","197.5447983301621","140.05304443507077","74.09286926190177","203.2743085467809","207.28989157369315","102.62153743005058","310.3516982956979","219.12743615950657","29.422880271739974","337.6415461702417","196.75977434409435","9.677824842674156","277.2421358712266","123.89346806560937","29.422880271739974","188.4376717458592","144.57868582337406","9.024100535694604","291.7450653142759"
