"Step","DDPG_EQL_FetchReachDense-v4_9 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_9 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_9 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_8 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_8 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_8 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_7 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_7 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_7 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_6 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_6 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_6 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_5 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_5 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_5 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_4 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_4 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_4 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_3 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_3 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_3 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_2 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_2 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_2 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_1 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_1 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_1 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_0 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_0 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_0 - eval/avg_reward__MAX"
"20500","-2.4756067404700373","-2.4756067404700373","-2.4756067404700373","-2.1875017320504893","-2.1875017320504893","-2.1875017320504893","-1.9420692517300329","-1.9420692517300329","-1.9420692517300329","-2.1252000129728295","-2.1252000129728295","-2.1252000129728295","-1.9437518233140227","-1.9437518233140227","-1.9437518233140227","-2.5543646462251237","-2.5543646462251237","-2.5543646462251237","-2.1862891228517976","-2.1862891228517976","-2.1862891228517976","-4.430105950570466","-4.430105950570466","-4.430105950570466","-1.316781326887077","-1.316781326887077","-1.316781326887077","-1.6905687415241561","-1.6905687415241561","-1.6905687415241561"
"21000","-1.955803933854326","-1.955803933854326","-1.955803933854326","-3.0013069238965704","-3.0013069238965704","-3.0013069238965704","-2.498701587911838","-2.498701587911838","-2.498701587911838","-2.1697143090628215","-2.1697143090628215","-2.1697143090628215","-3.443979725991306","-3.443979725991306","-3.443979725991306","-2.4204828458164185","-2.4204828458164185","-2.4204828458164185","-1.7248824645915408","-1.7248824645915408","-1.7248824645915408","-1.2955171899887181","-1.2955171899887181","-1.2955171899887181","-1.7821301037052748","-1.7821301037052748","-1.7821301037052748","-2.0636594795226513","-2.0636594795226513","-2.0636594795226513"
"21500","-2.642387792477419","-2.642387792477419","-2.642387792477419","-4.183216477543242","-4.183216477543242","-4.183216477543242","-1.816515372294336","-1.816515372294336","-1.816515372294336","-2.9437328495199155","-2.9437328495199155","-2.9437328495199155","-1.9083772279573927","-1.9083772279573927","-1.9083772279573927","-1.5545109675789228","-1.5545109675789228","-1.5545109675789228","-1.613169664786","-1.613169664786","-1.613169664786","-2.3694964384268986","-2.3694964384268986","-2.3694964384268986","-1.9875139793861785","-1.9875139793861785","-1.9875139793861785","-1.5237335717874803","-1.5237335717874803","-1.5237335717874803"
"22000","-3.530958030991809","-3.530958030991809","-3.530958030991809","-6.531406080419247","-6.531406080419247","-6.531406080419247","-3.42090235421725","-3.42090235421725","-3.42090235421725","-2.5430558621764847","-2.5430558621764847","-2.5430558621764847","-1.771569844078415","-1.771569844078415","-1.771569844078415","-1.6961253754896615","-1.6961253754896615","-1.6961253754896615","-3.4502854769053797","-3.4502854769053797","-3.4502854769053797","-2.794602507406167","-2.794602507406167","-2.794602507406167","-1.524171268910639","-1.524171268910639","-1.524171268910639","-2.2880484513417487","-2.2880484513417487","-2.2880484513417487"
"22500","-2.1776516872714486","-2.1776516872714486","-2.1776516872714486","-3.2251118197423096","-3.2251118197423096","-3.2251118197423096","-2.953225617867154","-2.953225617867154","-2.953225617867154","-4.047684079171656","-4.047684079171656","-4.047684079171656","-3.760888822002285","-3.760888822002285","-3.760888822002285","-2.3452428957997475","-2.3452428957997475","-2.3452428957997475","-1.6344767561723306","-1.6344767561723306","-1.6344767561723306","-2.5692366750718745","-2.5692366750718745","-2.5692366750718745","-1.587102759817308","-1.587102759817308","-1.587102759817308","-1.5018257545169509","-1.5018257545169509","-1.5018257545169509"
"23000","-1.9010482003314657","-1.9010482003314657","-1.9010482003314657","-2.842920585566191","-2.842920585566191","-2.842920585566191","-1.8845993154326333","-1.8845993154326333","-1.8845993154326333","-2.412653604150914","-2.412653604150914","-2.412653604150914","-1.701444021244925","-1.701444021244925","-1.701444021244925","-1.5961978972914364","-1.5961978972914364","-1.5961978972914364","-1.190749966606821","-1.190749966606821","-1.190749966606821","-1.9641646761694456","-1.9641646761694456","-1.9641646761694456","-1.7112966314772369","-1.7112966314772369","-1.7112966314772369","-1.7320915610240533","-1.7320915610240533","-1.7320915610240533"
"23500","-1.8942137550904696","-1.8942137550904696","-1.8942137550904696","-1.961267235886405","-1.961267235886405","-1.961267235886405","-2.037854726392208","-2.037854726392208","-2.037854726392208","-2.4815611322256284","-2.4815611322256284","-2.4815611322256284","-3.854531932917569","-3.854531932917569","-3.854531932917569","-3.4510302571541596","-3.4510302571541596","-3.4510302571541596","-1.9213120739078753","-1.9213120739078753","-1.9213120739078753","-2.864453318513268","-2.864453318513268","-2.864453318513268","-2.38433507532504","-2.38433507532504","-2.38433507532504","-1.760334784819013","-1.760334784819013","-1.760334784819013"
"24000","-2.2723190920009637","-2.2723190920009637","-2.2723190920009637","-1.833127911416339","-1.833127911416339","-1.833127911416339","-1.3128656674389014","-1.3128656674389014","-1.3128656674389014","-2.6267890455752516","-2.6267890455752516","-2.6267890455752516","-2.554838018557953","-2.554838018557953","-2.554838018557953","-2.7639736376095208","-2.7639736376095208","-2.7639736376095208","-1.4887418975918583","-1.4887418975918583","-1.4887418975918583","-1.103121024230689","-1.103121024230689","-1.103121024230689","-1.6319117203937723","-1.6319117203937723","-1.6319117203937723","-2.199172410421147","-2.199172410421147","-2.199172410421147"
"24500","-2.0343582750187705","-2.0343582750187705","-2.0343582750187705","-1.7503955587430648","-1.7503955587430648","-1.7503955587430648","-2.4288685115949975","-2.4288685115949975","-2.4288685115949975","-2.806701673713361","-2.806701673713361","-2.806701673713361","-2.6056423221363127","-2.6056423221363127","-2.6056423221363127","-2.41177415087022","-2.41177415087022","-2.41177415087022","-1.2669835827473528","-1.2669835827473528","-1.2669835827473528","-2.905287540920822","-2.905287540920822","-2.905287540920822","-1.6648106376430831","-1.6648106376430831","-1.6648106376430831","-2.395057794023381","-2.395057794023381","-2.395057794023381"
"25000","-3.2434180037585962","-3.2434180037585962","-3.2434180037585962","-1.8804136805967206","-1.8804136805967206","-1.8804136805967206","-1.6984779083978772","-1.6984779083978772","-1.6984779083978772","-3.223393466669344","-3.223393466669344","-3.223393466669344","-3.3208025296663317","-3.3208025296663317","-3.3208025296663317","-1.474698840352511","-1.474698840352511","-1.474698840352511","-2.117877031078516","-2.117877031078516","-2.117877031078516","-1.8791337895480382","-1.8791337895480382","-1.8791337895480382","-1.7014608526202886","-1.7014608526202886","-1.7014608526202886","-2.0071000663773453","-2.0071000663773453","-2.0071000663773453"
"25500","-1.744519971389749","-1.744519971389749","-1.744519971389749","-2.1850009409837887","-2.1850009409837887","-2.1850009409837887","-2.1100780870272784","-2.1100780870272784","-2.1100780870272784","-2.904665684133758","-2.904665684133758","-2.904665684133758","-2.489253667929423","-2.489253667929423","-2.489253667929423","-2.249472207041885","-2.249472207041885","-2.249472207041885","-1.2223083460128612","-1.2223083460128612","-1.2223083460128612","-1.2200567902129122","-1.2200567902129122","-1.2200567902129122","-1.5256986372345716","-1.5256986372345716","-1.5256986372345716","-1.8423662082574908","-1.8423662082574908","-1.8423662082574908"
"26000","-2.0939760598200965","-2.0939760598200965","-2.0939760598200965","-1.7764551227038836","-1.7764551227038836","-1.7764551227038836","-2.066540438741133","-2.066540438741133","-2.066540438741133","-1.8222842642150543","-1.8222842642150543","-1.8222842642150543","-4.297343462385058","-4.297343462385058","-4.297343462385058","-1.3250359490634973","-1.3250359490634973","-1.3250359490634973","-2.809027063309798","-2.809027063309798","-2.809027063309798","-1.6408412983902008","-1.6408412983902008","-1.6408412983902008","-1.6530461181517615","-1.6530461181517615","-1.6530461181517615","-3.8638294181383124","-3.8638294181383124","-3.8638294181383124"
"26500","-2.0019224916915475","-2.0019224916915475","-2.0019224916915475","-2.356797558223172","-2.356797558223172","-2.356797558223172","-2.207882315881296","-2.207882315881296","-2.207882315881296","-2.4851890134454093","-2.4851890134454093","-2.4851890134454093","-2.6321235741432067","-2.6321235741432067","-2.6321235741432067","-2.1857215053789987","-2.1857215053789987","-2.1857215053789987","-1.9991663810683895","-1.9991663810683895","-1.9991663810683895","-1.6023736122789671","-1.6023736122789671","-1.6023736122789671","-1.3475850807026006","-1.3475850807026006","-1.3475850807026006","-1.8923765617479813","-1.8923765617479813","-1.8923765617479813"
"27000","-1.7684776928402663","-1.7684776928402663","-1.7684776928402663","-1.8132820938740426","-1.8132820938740426","-1.8132820938740426","-2.0985234064593152","-2.0985234064593152","-2.0985234064593152","-1.8539278567503152","-1.8539278567503152","-1.8539278567503152","-2.2730712930519323","-2.2730712930519323","-2.2730712930519323","-1.2697831447446557","-1.2697831447446557","-1.2697831447446557","-1.4868077322283766","-1.4868077322283766","-1.4868077322283766","-1.140837924435988","-1.140837924435988","-1.140837924435988","-1.4847324752986557","-1.4847324752986557","-1.4847324752986557","-1.8984927704788341","-1.8984927704788341","-1.8984927704788341"
"27500","-1.6223366719784036","-1.6223366719784036","-1.6223366719784036","-1.3556613188416808","-1.3556613188416808","-1.3556613188416808","-2.2924213144951824","-2.2924213144951824","-2.2924213144951824","-2.1135962194482443","-2.1135962194482443","-2.1135962194482443","-1.643067714100829","-1.643067714100829","-1.643067714100829","-1.5868486657398866","-1.5868486657398866","-1.5868486657398866","-1.694810544217129","-1.694810544217129","-1.694810544217129","-0.9355578799516537","-0.9355578799516537","-0.9355578799516537","-2.3236553317798796","-2.3236553317798796","-2.3236553317798796","-1.7685467619774318","-1.7685467619774318","-1.7685467619774318"
"28000","-2.0704055610857317","-2.0704055610857317","-2.0704055610857317","-2.507341174753735","-2.507341174753735","-2.507341174753735","-1.3851207875223785","-1.3851207875223785","-1.3851207875223785","-1.656006652545407","-1.656006652545407","-1.656006652545407","-3.079507337977381","-3.079507337977381","-3.079507337977381","-1.92921451706618","-1.92921451706618","-1.92921451706618","-1.9375051684268474","-1.9375051684268474","-1.9375051684268474","-1.9620251149109058","-1.9620251149109058","-1.9620251149109058","-1.2814747628597651","-1.2814747628597651","-1.2814747628597651","-1.7352033672506522","-1.7352033672506522","-1.7352033672506522"
"28500","-2.0441397696746373","-2.0441397696746373","-2.0441397696746373","-1.7563249794844045","-1.7563249794844045","-1.7563249794844045","-1.323003348629186","-1.323003348629186","-1.323003348629186","-1.4463568168128362","-1.4463568168128362","-1.4463568168128362","-1.8486009830578045","-1.8486009830578045","-1.8486009830578045","-1.254237971517672","-1.254237971517672","-1.254237971517672","-2.1209451493798195","-2.1209451493798195","-2.1209451493798195","-1.37894305032687","-1.37894305032687","-1.37894305032687","-1.6367778356305447","-1.6367778356305447","-1.6367778356305447","-1.7275164013875919","-1.7275164013875919","-1.7275164013875919"
"29000","-1.911038116298022","-1.911038116298022","-1.911038116298022","-1.5668498959996158","-1.5668498959996158","-1.5668498959996158","-2.5484680167929805","-2.5484680167929805","-2.5484680167929805","-1.5503397418654667","-1.5503397418654667","-1.5503397418654667","-1.5990586768683577","-1.5990586768683577","-1.5990586768683577","-1.4619319412978284","-1.4619319412978284","-1.4619319412978284","-1.7695776734873774","-1.7695776734873774","-1.7695776734873774","-1.2725236889409441","-1.2725236889409441","-1.2725236889409441","-2.042566764631348","-2.042566764631348","-2.042566764631348","-2.7503773579746404","-2.7503773579746404","-2.7503773579746404"
"29500","-1.3663551943555448","-1.3663551943555448","-1.3663551943555448","-1.826920753178997","-1.826920753178997","-1.826920753178997","-1.327194701427743","-1.327194701427743","-1.327194701427743","-1.624148378158085","-1.624148378158085","-1.624148378158085","-1.648338098010226","-1.648338098010226","-1.648338098010226","-1.2516783781880405","-1.2516783781880405","-1.2516783781880405","-1.2572363652970688","-1.2572363652970688","-1.2572363652970688","-1.8036944201793381","-1.8036944201793381","-1.8036944201793381","-1.2805354450351523","-1.2805354450351523","-1.2805354450351523","-1.4636937394782912","-1.4636937394782912","-1.4636937394782912"
"30000","-1.2251104616512922","-1.2251104616512922","-1.2251104616512922","-0.8639736915472138","-0.8639736915472138","-0.8639736915472138","-1.955991594869161","-1.955991594869161","-1.955991594869161","-1.519270882650295","-1.519270882650295","-1.519270882650295","-1.875828507098327","-1.875828507098327","-1.875828507098327","-1.3790249175187896","-1.3790249175187896","-1.3790249175187896","-1.818573135549898","-1.818573135549898","-1.818573135549898","-3.0681500487719093","-3.0681500487719093","-3.0681500487719093","-1.3094289240540522","-1.3094289240540522","-1.3094289240540522","-1.7173087734090386","-1.7173087734090386","-1.7173087734090386"
"30500","-1.6656692721839064","-1.6656692721839064","-1.6656692721839064","-1.666013706669896","-1.666013706669896","-1.666013706669896","-1.4366925784631512","-1.4366925784631512","-1.4366925784631512","-1.3658970065990665","-1.3658970065990665","-1.3658970065990665","-1.9509390747972506","-1.9509390747972506","-1.9509390747972506","-1.9320198116923746","-1.9320198116923746","-1.9320198116923746","-1.280478699538455","-1.280478699538455","-1.280478699538455","-1.8016951816130296","-1.8016951816130296","-1.8016951816130296","-1.267139291668758","-1.267139291668758","-1.267139291668758","-1.4809211363866743","-1.4809211363866743","-1.4809211363866743"
"31000","-1.5970850962149872","-1.5970850962149872","-1.5970850962149872","-3.3831806754803444","-3.3831806754803444","-3.3831806754803444","-1.5495805395685094","-1.5495805395685094","-1.5495805395685094","-1.460903548591879","-1.460903548591879","-1.460903548591879","-1.7002865359775101","-1.7002865359775101","-1.7002865359775101","-2.1063447055799593","-2.1063447055799593","-2.1063447055799593","-1.1309662881774518","-1.1309662881774518","-1.1309662881774518","-1.0754759590379497","-1.0754759590379497","-1.0754759590379497","-1.5924825078720808","-1.5924825078720808","-1.5924825078720808","-1.9251196369106218","-1.9251196369106218","-1.9251196369106218"
"31500","-1.527914630452699","-1.527914630452699","-1.527914630452699","-2.5229718845400155","-2.5229718845400155","-2.5229718845400155","-1.5898942649329304","-1.5898942649329304","-1.5898942649329304","-1.3912761688603392","-1.3912761688603392","-1.3912761688603392","-1.3787064728952338","-1.3787064728952338","-1.3787064728952338","-1.4459454056905283","-1.4459454056905283","-1.4459454056905283","-1.6362134343206924","-1.6362134343206924","-1.6362134343206924","-2.153830293151865","-2.153830293151865","-2.153830293151865","-1.6107440338162355","-1.6107440338162355","-1.6107440338162355","-1.6835709910995031","-1.6835709910995031","-1.6835709910995031"
"32000","-1.710701297095777","-1.710701297095777","-1.710701297095777","-2.5980117663672067","-2.5980117663672067","-2.5980117663672067","-1.0870102586135508","-1.0870102586135508","-1.0870102586135508","-1.6709475875410618","-1.6709475875410618","-1.6709475875410618","-1.5470686413535506","-1.5470686413535506","-1.5470686413535506","-2.176055833033831","-2.176055833033831","-2.176055833033831","-1.0912949716545723","-1.0912949716545723","-1.0912949716545723","-1.5923931132658127","-1.5923931132658127","-1.5923931132658127","-1.6690979488865458","-1.6690979488865458","-1.6690979488865458","-2.262320864440032","-2.262320864440032","-2.262320864440032"
"32500","-1.9150548065812614","-1.9150548065812614","-1.9150548065812614","-2.3491752970688493","-2.3491752970688493","-2.3491752970688493","-1.010710815255976","-1.010710815255976","-1.010710815255976","-1.2315306860386548","-1.2315306860386548","-1.2315306860386548","-2.0685149364155615","-2.0685149364155615","-2.0685149364155615","-1.4503778042142939","-1.4503778042142939","-1.4503778042142939","-1.1555841929676411","-1.1555841929676411","-1.1555841929676411","-0.8164168445107617","-0.8164168445107617","-0.8164168445107617","-1.589772923750821","-1.589772923750821","-1.589772923750821","-1.3431567914951763","-1.3431567914951763","-1.3431567914951763"
"33000","-1.9652518275070683","-1.9652518275070683","-1.9652518275070683","-3.2963430456450076","-3.2963430456450076","-3.2963430456450076","-1.1328373636492364","-1.1328373636492364","-1.1328373636492364","-1.4838754133707484","-1.4838754133707484","-1.4838754133707484","-1.468492526783282","-1.468492526783282","-1.468492526783282","-1.9653038997532104","-1.9653038997532104","-1.9653038997532104","-1.2747309281759325","-1.2747309281759325","-1.2747309281759325","-1.319739369048537","-1.319739369048537","-1.319739369048537","-1.9149105307422372","-1.9149105307422372","-1.9149105307422372","-1.7987783410552012","-1.7987783410552012","-1.7987783410552012"
"33500","-1.6728875577235247","-1.6728875577235247","-1.6728875577235247","-2.3502077484262416","-2.3502077484262416","-2.3502077484262416","-0.9360926795041162","-0.9360926795041162","-0.9360926795041162","-1.4360568931725792","-1.4360568931725792","-1.4360568931725792","-1.4016114997759472","-1.4016114997759472","-1.4016114997759472","-1.9700178001028537","-1.9700178001028537","-1.9700178001028537","-1.5884557496944551","-1.5884557496944551","-1.5884557496944551","-1.5917599565801976","-1.5917599565801976","-1.5917599565801976","-1.5595797025792177","-1.5595797025792177","-1.5595797025792177","-1.3618640897405072","-1.3618640897405072","-1.3618640897405072"
"34000","-1.8971108498111149","-1.8971108498111149","-1.8971108498111149","-2.1348720372139187","-2.1348720372139187","-2.1348720372139187","-1.5556145801753625","-1.5556145801753625","-1.5556145801753625","-1.434111390985898","-1.434111390985898","-1.434111390985898","-1.8648137913534426","-1.8648137913534426","-1.8648137913534426","-1.4034383357648028","-1.4034383357648028","-1.4034383357648028","-1.4072196608592094","-1.4072196608592094","-1.4072196608592094","-1.0357810162304772","-1.0357810162304772","-1.0357810162304772","-1.943166078678162","-1.943166078678162","-1.943166078678162","-1.475472769763754","-1.475472769763754","-1.475472769763754"
"34500","-1.6267748176242711","-1.6267748176242711","-1.6267748176242711","-2.352693653724255","-2.352693653724255","-2.352693653724255","-1.4278087549423972","-1.4278087549423972","-1.4278087549423972","-1.5346993655383163","-1.5346993655383163","-1.5346993655383163","-2.3149434429780467","-2.3149434429780467","-2.3149434429780467","-1.224548111429657","-1.224548111429657","-1.224548111429657","-1.1002666979792597","-1.1002666979792597","-1.1002666979792597","-0.9357829882019015","-0.9357829882019015","-0.9357829882019015","-1.383648618612005","-1.383648618612005","-1.383648618612005","-1.7205300377974555","-1.7205300377974555","-1.7205300377974555"
"35000","-1.8964513393546771","-1.8964513393546771","-1.8964513393546771","-1.9179133213033683","-1.9179133213033683","-1.9179133213033683","-1.0496988055754677","-1.0496988055754677","-1.0496988055754677","-1.599756746889336","-1.599756746889336","-1.599756746889336","-1.6057968395074032","-1.6057968395074032","-1.6057968395074032","-1.1446335898806415","-1.1446335898806415","-1.1446335898806415","-1.796615694459237","-1.796615694459237","-1.796615694459237","-0.9321951435879375","-0.9321951435879375","-0.9321951435879375","-1.0586226324173365","-1.0586226324173365","-1.0586226324173365","-1.4516887799832907","-1.4516887799832907","-1.4516887799832907"
"35500","-2.0556640910781345","-2.0556640910781345","-2.0556640910781345","-2.097648714528853","-2.097648714528853","-2.097648714528853","-1.1264636652871685","-1.1264636652871685","-1.1264636652871685","-1.186449925815196","-1.186449925815196","-1.186449925815196","-2.8589719337459916","-2.8589719337459916","-2.8589719337459916","-1.0251412990379587","-1.0251412990379587","-1.0251412990379587","-1.5614673516745268","-1.5614673516745268","-1.5614673516745268","-1.2569671775585305","-1.2569671775585305","-1.2569671775585305","-0.9714397627605852","-0.9714397627605852","-0.9714397627605852","-1.6907494654065587","-1.6907494654065587","-1.6907494654065587"
"36000","-2.3068398238453676","-2.3068398238453676","-2.3068398238453676","-0.9052873598372827","-0.9052873598372827","-0.9052873598372827","-1.2434375659937156","-1.2434375659937156","-1.2434375659937156","-1.1998513745357193","-1.1998513745357193","-1.1998513745357193","-1.8900052918151182","-1.8900052918151182","-1.8900052918151182","-1.1537526922590593","-1.1537526922590593","-1.1537526922590593","-1.4583996502758876","-1.4583996502758876","-1.4583996502758876","-2.19790204528518","-2.19790204528518","-2.19790204528518","-1.284851070338465","-1.284851070338465","-1.284851070338465","-1.4624666635273655","-1.4624666635273655","-1.4624666635273655"
"36500","-1.6551074324714456","-1.6551074324714456","-1.6551074324714456","-1.0921843393529902","-1.0921843393529902","-1.0921843393529902","-1.057144711595912","-1.057144711595912","-1.057144711595912","-1.6968066540614537","-1.6968066540614537","-1.6968066540614537","-1.7287805710231106","-1.7287805710231106","-1.7287805710231106","-0.9913631789046182","-0.9913631789046182","-0.9913631789046182","-1.3006882340388706","-1.3006882340388706","-1.3006882340388706","-1.1057446192339289","-1.1057446192339289","-1.1057446192339289","-1.1733456792613843","-1.1733456792613843","-1.1733456792613843","-1.5503024805528958","-1.5503024805528958","-1.5503024805528958"
"37000","-2.0187359813653485","-2.0187359813653485","-2.0187359813653485","-1.428625265314644","-1.428625265314644","-1.428625265314644","-1.0038832288493758","-1.0038832288493758","-1.0038832288493758","-1.4039712423649189","-1.4039712423649189","-1.4039712423649189","-2.1470486880075907","-2.1470486880075907","-2.1470486880075907","-1.4219744633822953","-1.4219744633822953","-1.4219744633822953","-1.3722295542980638","-1.3722295542980638","-1.3722295542980638","-1.0047565657782005","-1.0047565657782005","-1.0047565657782005","-1.4175087121961825","-1.4175087121961825","-1.4175087121961825","-1.3678148872063276","-1.3678148872063276","-1.3678148872063276"
"37500","-2.217632784297845","-2.217632784297845","-2.217632784297845","-1.4350994425916372","-1.4350994425916372","-1.4350994425916372","-1.4353789588556327","-1.4353789588556327","-1.4353789588556327","-1.5549169059294563","-1.5549169059294563","-1.5549169059294563","-2.2248129933634253","-2.2248129933634253","-2.2248129933634253","-1.442462462820575","-1.442462462820575","-1.442462462820575","-2.000263039510405","-2.000263039510405","-2.000263039510405","-1.4963328315580884","-1.4963328315580884","-1.4963328315580884","-1.30850000812107","-1.30850000812107","-1.30850000812107","-1.2846699300612248","-1.2846699300612248","-1.2846699300612248"
"38000","-1.603829090462718","-1.603829090462718","-1.603829090462718","-1.3433076079601207","-1.3433076079601207","-1.3433076079601207","-1.0833978598516347","-1.0833978598516347","-1.0833978598516347","-1.5008584784558288","-1.5008584784558288","-1.5008584784558288","-2.5727015208151256","-2.5727015208151256","-2.5727015208151256","-0.9935962380394283","-0.9935962380394283","-0.9935962380394283","-1.7410728443293748","-1.7410728443293748","-1.7410728443293748","-1.2100722076790353","-1.2100722076790353","-1.2100722076790353","-1.2589346314511014","-1.2589346314511014","-1.2589346314511014","-1.2284225785847627","-1.2284225785847627","-1.2284225785847627"
"38500","-1.5996339507917712","-1.5996339507917712","-1.5996339507917712","-2.13100410388481","-2.13100410388481","-2.13100410388481","-1.2047385592240072","-1.2047385592240072","-1.2047385592240072","-1.5277309617858887","-1.5277309617858887","-1.5277309617858887","-1.7124123660484656","-1.7124123660484656","-1.7124123660484656","-1.9745295861188126","-1.9745295861188126","-1.9745295861188126","-0.9754623693708583","-0.9754623693708583","-0.9754623693708583","-1.105420323601562","-1.105420323601562","-1.105420323601562","-0.9723466711384869","-0.9723466711384869","-0.9723466711384869","-1.2093416890358961","-1.2093416890358961","-1.2093416890358961"
"39000","-1.9053114414378918","-1.9053114414378918","-1.9053114414378918","-1.7758326440070094","-1.7758326440070094","-1.7758326440070094","-1.1440708950817726","-1.1440708950817726","-1.1440708950817726","-1.3249127673681926","-1.3249127673681926","-1.3249127673681926","-2.1414165365422195","-2.1414165365422195","-2.1414165365422195","-0.9529466069033097","-0.9529466069033097","-0.9529466069033097","-1.2185370568600349","-1.2185370568600349","-1.2185370568600349","-1.166713728704961","-1.166713728704961","-1.166713728704961","-1.0119313052220353","-1.0119313052220353","-1.0119313052220353","-1.294400121792767","-1.294400121792767","-1.294400121792767"
"39500","-2.434205031912903","-2.434205031912903","-2.434205031912903","-2.0262013498391265","-2.0262013498391265","-2.0262013498391265","-1.0772556184665552","-1.0772556184665552","-1.0772556184665552","-1.734325068907578","-1.734325068907578","-1.734325068907578","-2.3716770943651","-2.3716770943651","-2.3716770943651","-1.0863732821627177","-1.0863732821627177","-1.0863732821627177","-1.1120852421850678","-1.1120852421850678","-1.1120852421850678","-1.0772015337541339","-1.0772015337541339","-1.0772015337541339","-1.2473888994652347","-1.2473888994652347","-1.2473888994652347","-1.2264685926380416","-1.2264685926380416","-1.2264685926380416"
"40000","-2.192106649250943","-2.192106649250943","-2.192106649250943","-1.733581975060813","-1.733581975060813","-1.733581975060813","-1.3568591330740873","-1.3568591330740873","-1.3568591330740873","-1.9371454984072816","-1.9371454984072816","-1.9371454984072816","-1.6657669387950507","-1.6657669387950507","-1.6657669387950507","-1.1145370429459933","-1.1145370429459933","-1.1145370429459933","-1.1091239133705444","-1.1091239133705444","-1.1091239133705444","-1.4326391257466167","-1.4326391257466167","-1.4326391257466167","-0.8565193924259576","-0.8565193924259576","-0.8565193924259576","-1.1191008352162328","-1.1191008352162328","-1.1191008352162328"
"40500","-1.612237847971532","-1.612237847971532","-1.612237847971532","-1.8925857301260205","-1.8925857301260205","-1.8925857301260205","-1.1191381881666218","-1.1191381881666218","-1.1191381881666218","-1.8436127578981363","-1.8436127578981363","-1.8436127578981363","-2.079727248510432","-2.079727248510432","-2.079727248510432","-0.9799223038333453","-0.9799223038333453","-0.9799223038333453","-1.3981275997530862","-1.3981275997530862","-1.3981275997530862","-0.8388037107533186","-0.8388037107533186","-0.8388037107533186","-1.10112915037961","-1.10112915037961","-1.10112915037961","-1.4866815883050006","-1.4866815883050006","-1.4866815883050006"
"41000","-2.1832876504276775","-2.1832876504276775","-2.1832876504276775","-1.6596170227753988","-1.6596170227753988","-1.6596170227753988","-1.5863940601923328","-1.5863940601923328","-1.5863940601923328","-1.926776003602355","-1.926776003602355","-1.926776003602355","-2.1031884052928236","-2.1031884052928236","-2.1031884052928236","-0.9945438657702608","-0.9945438657702608","-0.9945438657702608","-1.0090281185433352","-1.0090281185433352","-1.0090281185433352","-1.2983631375636229","-1.2983631375636229","-1.2983631375636229","-1.1290252960686769","-1.1290252960686769","-1.1290252960686769","-1.2718938765534653","-1.2718938765534653","-1.2718938765534653"
"41500","-2.2515289502095777","-2.2515289502095777","-2.2515289502095777","-1.7727527970511077","-1.7727527970511077","-1.7727527970511077","-0.9773166072700781","-0.9773166072700781","-0.9773166072700781","-1.6072901165617544","-1.6072901165617544","-1.6072901165617544","-2.018592896846038","-2.018592896846038","-2.018592896846038","-1.1858936490711585","-1.1858936490711585","-1.1858936490711585","-1.3418651565251438","-1.3418651565251438","-1.3418651565251438","-0.9663780367718676","-0.9663780367718676","-0.9663780367718676","-0.8722296390349656","-0.8722296390349656","-0.8722296390349656","-1.2092202567188772","-1.2092202567188772","-1.2092202567188772"
