"Step","DDPG_TempoRL_FetchReachDense-v4_19 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_19 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_19 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_9 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_9 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_9 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_18 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_18 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_18 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_8 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_8 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_8 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_17 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_17 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_17 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_7 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_7 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_7 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_16 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_16 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_16 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_6 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_6 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_6 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_15 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_15 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_15 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_5 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_5 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_5 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_14 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_14 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_14 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_4 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_4 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_4 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_13 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_13 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_13 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_3 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_3 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_3 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_12 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_12 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_12 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_2 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_2 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_2 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_11 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_11 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_11 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_1 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_1 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_1 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_10 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_10 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_10 - eval/avg_reward__MAX","DDPG_TempoRL_FetchReachDense-v4_0 - eval/avg_reward","DDPG_TempoRL_FetchReachDense-v4_0 - eval/avg_reward__MIN","DDPG_TempoRL_FetchReachDense-v4_0 - eval/avg_reward__MAX"
"0","-10.028345115074364","-10.028345115074364","-10.028345115074364","-7.677308667277098","-7.677308667277098","-7.677308667277098","-10.178754125744934","-10.178754125744934","-10.178754125744934","-9.174356112826182","-9.174356112826182","-9.174356112826182","-11.5906229888915","-11.5906229888915","-11.5906229888915","-9.13817969656974","-9.13817969656974","-9.13817969656974","-10.069762755647526","-10.069762755647526","-10.069762755647526","-12.399568915367293","-12.399568915367293","-12.399568915367293","-8.173691017796525","-8.173691017796525","-8.173691017796525","-8.013978625455406","-8.013978625455406","-8.013978625455406","-6.944288664552408","-6.944288664552408","-6.944288664552408","-8.628937253303393","-8.628937253303393","-8.628937253303393","-10.07541822367935","-10.07541822367935","-10.07541822367935","-10.484009720971068","-10.484009720971068","-10.484009720971068","-7.233039154290573","-7.233039154290573","-7.233039154290573","-9.774099428452626","-9.774099428452626","-9.774099428452626","-13.556354518668636","-13.556354518668636","-13.556354518668636","-11.512315894911307","-11.512315894911307","-11.512315894911307","-14.89514957268906","-14.89514957268906","-14.89514957268906","-9.64210962792043","-9.64210962792043","-9.64210962792043"
"500","-10.028345115074364","-10.028345115074364","-10.028345115074364","-7.677308667277098","-7.677308667277098","-7.677308667277098","-10.178754125744934","-10.178754125744934","-10.178754125744934","-9.174356112826182","-9.174356112826182","-9.174356112826182","-11.5906229888915","-11.5906229888915","-11.5906229888915","-9.13817969656974","-9.13817969656974","-9.13817969656974","-10.069762755647526","-10.069762755647526","-10.069762755647526","-12.399568915367293","-12.399568915367293","-12.399568915367293","-8.173691017796525","-8.173691017796525","-8.173691017796525","-8.013978625455406","-8.013978625455406","-8.013978625455406","-6.944288664552408","-6.944288664552408","-6.944288664552408","-8.628937253303393","-8.628937253303393","-8.628937253303393","-10.07541822367935","-10.07541822367935","-10.07541822367935","-10.484009720971068","-10.484009720971068","-10.484009720971068","-7.233039154290573","-7.233039154290573","-7.233039154290573","-9.774099428452626","-9.774099428452626","-9.774099428452626","-13.556354518668636","-13.556354518668636","-13.556354518668636","-11.512315894911307","-11.512315894911307","-11.512315894911307","-14.89514957268906","-14.89514957268906","-14.89514957268906","-9.64210962792043","-9.64210962792043","-9.64210962792043"
"1000","-11.596424066592006","-11.596424066592006","-11.596424066592006","-7.677308667277098","-7.677308667277098","-7.677308667277098","-9.498252485886132","-9.498252485886132","-9.498252485886132","-9.174356112826182","-9.174356112826182","-9.174356112826182","-11.5906229888915","-11.5906229888915","-11.5906229888915","-9.13817969656974","-9.13817969656974","-9.13817969656974","-10.069762755647526","-10.069762755647526","-10.069762755647526","-12.399568915367293","-12.399568915367293","-12.399568915367293","-8.173691017796525","-8.173691017796525","-8.173691017796525","-8.286407727739702","-8.286407727739702","-8.286407727739702","-6.944288664552408","-6.944288664552408","-6.944288664552408","-8.628937253303393","-8.628937253303393","-8.628937253303393","-10.07541822367935","-10.07541822367935","-10.07541822367935","-10.484009720971068","-10.484009720971068","-10.484009720971068","-7.233039154290573","-7.233039154290573","-7.233039154290573","-9.774099428452626","-9.774099428452626","-9.774099428452626","-10.607116527962814","-10.607116527962814","-10.607116527962814","-10.275428101766048","-10.275428101766048","-10.275428101766048","-14.89514957268906","-14.89514957268906","-14.89514957268906","-9.64210962792043","-9.64210962792043","-9.64210962792043"
"1500","-15.273707346334641","-15.273707346334641","-15.273707346334641","-32.42969701529726","-32.42969701529726","-32.42969701529726","-25.263211909721118","-25.263211909721118","-25.263211909721118","-22.79242911612131","-22.79242911612131","-22.79242911612131","-13.50215261971842","-13.50215261971842","-13.50215261971842","-22.02029574014374","-22.02029574014374","-22.02029574014374","-18.94897759314383","-18.94897759314383","-18.94897759314383","-13.800860903486162","-13.800860903486162","-13.800860903486162","-12.909979876485707","-12.909979876485707","-12.909979876485707","-12.67974735045804","-12.67974735045804","-12.67974735045804","-12.8220385376458","-12.8220385376458","-12.8220385376458","-13.503567783073212","-13.503567783073212","-13.503567783073212","-11.065907899276512","-11.065907899276512","-11.065907899276512","-26.427829079733943","-26.427829079733943","-26.427829079733943","-16.325247744805484","-16.325247744805484","-16.325247744805484","-15.598072092087762","-15.598072092087762","-15.598072092087762","-35.1191892743944","-35.1191892743944","-35.1191892743944","-40.33797024053663","-40.33797024053663","-40.33797024053663","-6.954131616361384","-6.954131616361384","-6.954131616361384","-9.322026592343077","-9.322026592343077","-9.322026592343077"
"2000","-15.617052659717094","-15.617052659717094","-15.617052659717094","-16.140082824649294","-16.140082824649294","-16.140082824649294","-14.17467534777981","-14.17467534777981","-14.17467534777981","-28.53014131110948","-28.53014131110948","-28.53014131110948","-22.251728539238634","-22.251728539238634","-22.251728539238634","-13.208235955155848","-13.208235955155848","-13.208235955155848","-10.936895759476354","-10.936895759476354","-10.936895759476354","-15.023442853451169","-15.023442853451169","-15.023442853451169","-51.93228884175195","-51.93228884175195","-51.93228884175195","-8.604566676062664","-8.604566676062664","-8.604566676062664","-15.64414675930735","-15.64414675930735","-15.64414675930735","-21.62723306870581","-21.62723306870581","-21.62723306870581","-20.07499435289683","-20.07499435289683","-20.07499435289683","-15.140884394414996","-15.140884394414996","-15.140884394414996","-27.084043259622604","-27.084043259622604","-27.084043259622604","-10.515448757273155","-10.515448757273155","-10.515448757273155","-21.971526573548186","-21.971526573548186","-21.971526573548186","-12.995726567854817","-12.995726567854817","-12.995726567854817","-7.432199634755865","-7.432199634755865","-7.432199634755865","-9.702559001154263","-9.702559001154263","-9.702559001154263"
"2500","-13.87989358995616","-13.87989358995616","-13.87989358995616","-11.914598087274992","-11.914598087274992","-11.914598087274992","-10.335044053782825","-10.335044053782825","-10.335044053782825","-29.646637578678536","-29.646637578678536","-29.646637578678536","-13.612807220560262","-13.612807220560262","-13.612807220560262","-8.93542859318357","-8.93542859318357","-8.93542859318357","-7.576611685233857","-7.576611685233857","-7.576611685233857","-21.921177030146094","-21.921177030146094","-21.921177030146094","-9.112950209157702","-9.112950209157702","-9.112950209157702","-12.192609359988916","-12.192609359988916","-12.192609359988916","-4.692791220670675","-4.692791220670675","-4.692791220670675","-11.699907169644426","-11.699907169644426","-11.699907169644426","-6.3645115096825595","-6.3645115096825595","-6.3645115096825595","-8.699649660814591","-8.699649660814591","-8.699649660814591","-20.482112063017492","-20.482112063017492","-20.482112063017492","-13.107990349657854","-13.107990349657854","-13.107990349657854","-15.19719477016373","-15.19719477016373","-15.19719477016373","-20.643369958249615","-20.643369958249615","-20.643369958249615","-7.07994144765115","-7.07994144765115","-7.07994144765115","-10.367607882850265","-10.367607882850265","-10.367607882850265"
"3000","-9.302709037646192","-9.302709037646192","-9.302709037646192","-34.02686957152695","-34.02686957152695","-34.02686957152695","-14.374888427018131","-14.374888427018131","-14.374888427018131","-11.992152872316138","-11.992152872316138","-11.992152872316138","-14.67000797876021","-14.67000797876021","-14.67000797876021","-10.382290268301595","-10.382290268301595","-10.382290268301595","-7.705669391339448","-7.705669391339448","-7.705669391339448","-10.564438779770054","-10.564438779770054","-10.564438779770054","-13.662950152145925","-13.662950152145925","-13.662950152145925","-17.89931753121863","-17.89931753121863","-17.89931753121863","-11.231830770124466","-11.231830770124466","-11.231830770124466","-14.837473723841395","-14.837473723841395","-14.837473723841395","-7.8807367651781615","-7.8807367651781615","-7.8807367651781615","-8.043910236656709","-8.043910236656709","-8.043910236656709","-7.343294042979908","-7.343294042979908","-7.343294042979908","-9.143827625071943","-9.143827625071943","-9.143827625071943","-11.0614747821983","-11.0614747821983","-11.0614747821983","-6.832307664859057","-6.832307664859057","-6.832307664859057","-20.29185841302597","-20.29185841302597","-20.29185841302597","-14.70916357082181","-14.70916357082181","-14.70916357082181"
"3500","-9.63065285305651","-9.63065285305651","-9.63065285305651","-14.525051098306443","-14.525051098306443","-14.525051098306443","-7.226514160417741","-7.226514160417741","-7.226514160417741","-7.47585571208526","-7.47585571208526","-7.47585571208526","-10.930392837197875","-10.930392837197875","-10.930392837197875","-4.550511627842885","-4.550511627842885","-4.550511627842885","-6.475383008748393","-6.475383008748393","-6.475383008748393","-12.21146953956026","-12.21146953956026","-12.21146953956026","-6.2415204532296755","-6.2415204532296755","-6.2415204532296755","-11.74209947682268","-11.74209947682268","-11.74209947682268","-7.802734864638056","-7.802734864638056","-7.802734864638056","-6.676819341494952","-6.676819341494952","-6.676819341494952","-7.165909992319224","-7.165909992319224","-7.165909992319224","-14.045938583422469","-14.045938583422469","-14.045938583422469","-15.872164827749817","-15.872164827749817","-15.872164827749817","-14.43028443230644","-14.43028443230644","-14.43028443230644","-17.65009230709028","-17.65009230709028","-17.65009230709028","-6.983154062164604","-6.983154062164604","-6.983154062164604","-28.10107780677139","-28.10107780677139","-28.10107780677139","-7.763214345414861","-7.763214345414861","-7.763214345414861"
"4000","-9.654830759822628","-9.654830759822628","-9.654830759822628","-6.0669902591212175","-6.0669902591212175","-6.0669902591212175","-6.3944633149046455","-6.3944633149046455","-6.3944633149046455","-7.889384589287735","-7.889384589287735","-7.889384589287735","-13.658388269179301","-13.658388269179301","-13.658388269179301","-6.154811633972774","-6.154811633972774","-6.154811633972774","-9.340773673336932","-9.340773673336932","-9.340773673336932","-8.633966190234009","-8.633966190234009","-8.633966190234009","-10.593902242665607","-10.593902242665607","-10.593902242665607","-13.3009067050088","-13.3009067050088","-13.3009067050088","-7.602673145361554","-7.602673145361554","-7.602673145361554","-6.307302494784939","-6.307302494784939","-6.307302494784939","-15.277675647838175","-15.277675647838175","-15.277675647838175","-11.300352678156033","-11.300352678156033","-11.300352678156033","-7.448425171322148","-7.448425171322148","-7.448425171322148","-7.912599446142522","-7.912599446142522","-7.912599446142522","-9.236718751214","-9.236718751214","-9.236718751214","-8.555501934679526","-8.555501934679526","-8.555501934679526","-17.95924942473713","-17.95924942473713","-17.95924942473713","-6.854606362761567","-6.854606362761567","-6.854606362761567"
"4500","-7.131514529808986","-7.131514529808986","-7.131514529808986","-8.046193072169014","-8.046193072169014","-8.046193072169014","-8.287678801863624","-8.287678801863624","-8.287678801863624","-8.973999408335008","-8.973999408335008","-8.973999408335008","-5.745471252096503","-5.745471252096503","-5.745471252096503","-4.373125350007811","-4.373125350007811","-4.373125350007811","-9.51160386785416","-9.51160386785416","-9.51160386785416","-9.556134408486452","-9.556134408486452","-9.556134408486452","-9.15301788474448","-9.15301788474448","-9.15301788474448","-10.29958252975631","-10.29958252975631","-10.29958252975631","-7.14576272127685","-7.14576272127685","-7.14576272127685","-13.020710160372147","-13.020710160372147","-13.020710160372147","-6.775755759155166","-6.775755759155166","-6.775755759155166","-7.082537283568035","-7.082537283568035","-7.082537283568035","-8.5185602905534","-8.5185602905534","-8.5185602905534","-7.49612020230736","-7.49612020230736","-7.49612020230736","-5.031366692379299","-5.031366692379299","-5.031366692379299","-14.055470886943874","-14.055470886943874","-14.055470886943874","-7.879077954337481","-7.879077954337481","-7.879077954337481","-9.785933590981339","-9.785933590981339","-9.785933590981339"
