"Step","DDPG_EQL_FetchReachDense-v4_9 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_9 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_9 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_8 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_8 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_8 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_7 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_7 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_7 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_6 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_6 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_6 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_5 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_5 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_5 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_4 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_4 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_4 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_3 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_3 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_3 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_2 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_2 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_2 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_1 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_1 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_1 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_0 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_0 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_0 - eval/avg_reward__MAX"
"40500","-1.94772905780959","-1.94772905780959","-1.94772905780959","-1.0062082024762258","-1.0062082024762258","-1.0062082024762258","-1.170541741958042","-1.170541741958042","-1.170541741958042","-1.6610227833091336","-1.6610227833091336","-1.6610227833091336","-1.0062563273158875","-1.0062563273158875","-1.0062563273158875","-1.3146169225350728","-1.3146169225350728","-1.3146169225350728","-0.7334826303920498","-0.7334826303920498","-0.7334826303920498","-0.8545641284673234","-0.8545641284673234","-0.8545641284673234","-1.088468256511794","-1.088468256511794","-1.088468256511794","-2.0786011623436305","-2.0786011623436305","-2.0786011623436305"
"41000","-2.0061834381109014","-2.0061834381109014","-2.0061834381109014","-1.11087188422485","-1.11087188422485","-1.11087188422485","-0.973766513170663","-0.973766513170663","-0.973766513170663","-2.3347369867180765","-2.3347369867180765","-2.3347369867180765","-0.9326958351062304","-0.9326958351062304","-0.9326958351062304","-1.5143172404934269","-1.5143172404934269","-1.5143172404934269","-0.8432273956855105","-0.8432273956855105","-0.8432273956855105","-0.7756513069753007","-0.7756513069753007","-0.7756513069753007","-1.4022849911939326","-1.4022849911939326","-1.4022849911939326","-1.9103395573100805","-1.9103395573100805","-1.9103395573100805"
"41500","-2.0509795809238263","-2.0509795809238263","-2.0509795809238263","-0.9100059914776614","-0.9100059914776614","-0.9100059914776614","-0.9957284473549339","-0.9957284473549339","-0.9957284473549339","-1.5908204489024107","-1.5908204489024107","-1.5908204489024107","-0.8388214904476314","-0.8388214904476314","-0.8388214904476314","-1.483982203564532","-1.483982203564532","-1.483982203564532","-0.7281959357457949","-0.7281959357457949","-0.7281959357457949","-1.3263151268495086","-1.3263151268495086","-1.3263151268495086","-1.0357770909466777","-1.0357770909466777","-1.0357770909466777","-1.9528241609472823","-1.9528241609472823","-1.9528241609472823"
"42000","-1.9499905542867269","-1.9499905542867269","-1.9499905542867269","-0.8714996177725849","-0.8714996177725849","-0.8714996177725849","-1.4449878781240915","-1.4449878781240915","-1.4449878781240915","-1.3626986436900972","-1.3626986436900972","-1.3626986436900972","-0.9560271678848397","-0.9560271678848397","-0.9560271678848397","-1.2886844456023139","-1.2886844456023139","-1.2886844456023139","-0.7234042202499872","-0.7234042202499872","-0.7234042202499872","-0.9984511109861265","-0.9984511109861265","-0.9984511109861265","-1.1632777727293824","-1.1632777727293824","-1.1632777727293824","-1.7627301438757133","-1.7627301438757133","-1.7627301438757133"
"42500","-1.8908951844705002","-1.8908951844705002","-1.8908951844705002","-0.6900840251856769","-0.6900840251856769","-0.6900840251856769","-1.559189180785058","-1.559189180785058","-1.559189180785058","-1.3194345042354656","-1.3194345042354656","-1.3194345042354656","-0.8838282972795966","-0.8838282972795966","-0.8838282972795966","-1.8658895150631392","-1.8658895150631392","-1.8658895150631392","-0.8287780435737014","-0.8287780435737014","-0.8287780435737014","-0.7777226461963077","-0.7777226461963077","-0.7777226461963077","-1.1737301433322966","-1.1737301433322966","-1.1737301433322966","-1.551174965827192","-1.551174965827192","-1.551174965827192"
"43000","-2.105685492007511","-2.105685492007511","-2.105685492007511","-0.863615259811073","-0.863615259811073","-0.863615259811073","-1.5433926786447532","-1.5433926786447532","-1.5433926786447532","-1.482519053044759","-1.482519053044759","-1.482519053044759","-0.9078800290701909","-0.9078800290701909","-0.9078800290701909","-1.8363627202041322","-1.8363627202041322","-1.8363627202041322","-0.8688753491136673","-0.8688753491136673","-0.8688753491136673","-0.9280917416102735","-0.9280917416102735","-0.9280917416102735","-1.076971574102834","-1.076971574102834","-1.076971574102834","-1.516471656030342","-1.516471656030342","-1.516471656030342"
"43500","-1.958796362154779","-1.958796362154779","-1.958796362154779","-0.8909290565733284","-0.8909290565733284","-0.8909290565733284","-1.2908567935704716","-1.2908567935704716","-1.2908567935704716","-1.2984958998724796","-1.2984958998724796","-1.2984958998724796","-0.9284407957594528","-0.9284407957594528","-0.9284407957594528","-2.0898080506309946","-2.0898080506309946","-2.0898080506309946","-0.8371988871086931","-0.8371988871086931","-0.8371988871086931","-1.1494518615069298","-1.1494518615069298","-1.1494518615069298","-1.2054721377451938","-1.2054721377451938","-1.2054721377451938","-1.4903978118977066","-1.4903978118977066","-1.4903978118977066"
"44000","-1.9872006762078585","-1.9872006762078585","-1.9872006762078585","-1.2124251916271707","-1.2124251916271707","-1.2124251916271707","-1.459456239715935","-1.459456239715935","-1.459456239715935","-1.4630305887447208","-1.4630305887447208","-1.4630305887447208","-0.8400364808623223","-0.8400364808623223","-0.8400364808623223","-1.8651670951831896","-1.8651670951831896","-1.8651670951831896","-0.6284423171342004","-0.6284423171342004","-0.6284423171342004","-0.8420292985650819","-0.8420292985650819","-0.8420292985650819","-1.1437076444958651","-1.1437076444958651","-1.1437076444958651","-1.9040139279905766","-1.9040139279905766","-1.9040139279905766"
"44500","-2.0793945711658375","-2.0793945711658375","-2.0793945711658375","-0.7963161119028492","-0.7963161119028492","-0.7963161119028492","-1.3615043426493336","-1.3615043426493336","-1.3615043426493336","-1.2699148820418065","-1.2699148820418065","-1.2699148820418065","-0.8173128235018486","-0.8173128235018486","-0.8173128235018486","-1.985693582956109","-1.985693582956109","-1.985693582956109","-0.6646167635956421","-0.6646167635956421","-0.6646167635956421","-0.8582785853520596","-0.8582785853520596","-0.8582785853520596","-1.1452002902031087","-1.1452002902031087","-1.1452002902031087","-1.8487588367113272","-1.8487588367113272","-1.8487588367113272"
"45000","-2.3158573994890674","-2.3158573994890674","-2.3158573994890674","-1.1960278627943408","-1.1960278627943408","-1.1960278627943408","-1.4955753265557459","-1.4955753265557459","-1.4955753265557459","-1.8797989501502894","-1.8797989501502894","-1.8797989501502894","-0.7966143215321683","-0.7966143215321683","-0.7966143215321683","-2.21799812393838","-2.21799812393838","-2.21799812393838","-0.5760453226373488","-0.5760453226373488","-0.5760453226373488","-0.9580049792542817","-0.9580049792542817","-0.9580049792542817","-1.045112231009011","-1.045112231009011","-1.045112231009011","-1.9488082616756113","-1.9488082616756113","-1.9488082616756113"
"45500","-2.2570485459482077","-2.2570485459482077","-2.2570485459482077","-0.761077841809432","-0.761077841809432","-0.761077841809432","-1.3405084145297352","-1.3405084145297352","-1.3405084145297352","-1.3557194480947903","-1.3557194480947903","-1.3557194480947903","-0.7545003184132492","-0.7545003184132492","-0.7545003184132492","-1.817888655104405","-1.817888655104405","-1.817888655104405","-0.5997158198034513","-0.5997158198034513","-0.5997158198034513","-1.0692875665173367","-1.0692875665173367","-1.0692875665173367","-1.0439085870484641","-1.0439085870484641","-1.0439085870484641","-1.5005420514275896","-1.5005420514275896","-1.5005420514275896"
"46000","-2.1573461914611176","-2.1573461914611176","-2.1573461914611176","-0.7875192907163916","-0.7875192907163916","-0.7875192907163916","-1.1615168730682581","-1.1615168730682581","-1.1615168730682581","-1.1387655905529261","-1.1387655905529261","-1.1387655905529261","-0.7625391897085051","-0.7625391897085051","-0.7625391897085051","-1.611096747830614","-1.611096747830614","-1.611096747830614","-1.1878387112499271","-1.1878387112499271","-1.1878387112499271","-1.0411065445464869","-1.0411065445464869","-1.0411065445464869","-1.0371566289355638","-1.0371566289355638","-1.0371566289355638","-1.5367659670179363","-1.5367659670179363","-1.5367659670179363"
"46500","-2.0598080086771717","-2.0598080086771717","-2.0598080086771717","-0.9842104185407059","-0.9842104185407059","-0.9842104185407059","-1.1483341026795713","-1.1483341026795713","-1.1483341026795713","-1.6502820908394493","-1.6502820908394493","-1.6502820908394493","-0.8519913793987175","-0.8519913793987175","-0.8519913793987175","-1.6679878644724213","-1.6679878644724213","-1.6679878644724213","-0.7138724377149035","-0.7138724377149035","-0.7138724377149035","-0.8331077688614874","-0.8331077688614874","-0.8331077688614874","-1.1582282115520806","-1.1582282115520806","-1.1582282115520806","-1.5030362085338553","-1.5030362085338553","-1.5030362085338553"
"47000","-2.1175940816528787","-2.1175940816528787","-2.1175940816528787","-1.153627309034219","-1.153627309034219","-1.153627309034219","-1.1404683295310183","-1.1404683295310183","-1.1404683295310183","-1.5668668458573038","-1.5668668458573038","-1.5668668458573038","-0.8962386471355975","-0.8962386471355975","-0.8962386471355975","-1.7479768436883822","-1.7479768436883822","-1.7479768436883822","-0.8334375295268401","-0.8334375295268401","-0.8334375295268401","-0.8910819539585463","-0.8910819539585463","-0.8910819539585463","-1.2233782972857117","-1.2233782972857117","-1.2233782972857117","-1.3083584435580042","-1.3083584435580042","-1.3083584435580042"
"47500","-2.2757046817798754","-2.2757046817798754","-2.2757046817798754","-0.9738949189643217","-0.9738949189643217","-0.9738949189643217","-0.9811853770292377","-0.9811853770292377","-0.9811853770292377","-1.250614601423859","-1.250614601423859","-1.250614601423859","-0.6781764226079943","-0.6781764226079943","-0.6781764226079943","-1.789482445879953","-1.789482445879953","-1.789482445879953","-0.718233200682288","-0.718233200682288","-0.718233200682288","-0.9873355796414135","-0.9873355796414135","-0.9873355796414135","-1.1826370703097568","-1.1826370703097568","-1.1826370703097568","-1.3118964697273932","-1.3118964697273932","-1.3118964697273932"
"48000","-2.2145786116886805","-2.2145786116886805","-2.2145786116886805","-0.7573564050872044","-0.7573564050872044","-0.7573564050872044","-0.9623747727907993","-0.9623747727907993","-0.9623747727907993","-1.4358808605969617","-1.4358808605969617","-1.4358808605969617","-0.8110766099292224","-0.8110766099292224","-0.8110766099292224","-1.4918474952122396","-1.4918474952122396","-1.4918474952122396","-0.7919713175250112","-0.7919713175250112","-0.7919713175250112","-0.9146232919467412","-0.9146232919467412","-0.9146232919467412","-1.071748526653364","-1.071748526653364","-1.071748526653364","-1.6763447372923082","-1.6763447372923082","-1.6763447372923082"
"48500","-2.2596029803998134","-2.2596029803998134","-2.2596029803998134","-0.8261346735187753","-0.8261346735187753","-0.8261346735187753","-0.9801090422192434","-0.9801090422192434","-0.9801090422192434","-1.1606848253501223","-1.1606848253501223","-1.1606848253501223","-0.8588163446120249","-0.8588163446120249","-0.8588163446120249","-1.6115719400162027","-1.6115719400162027","-1.6115719400162027","-0.7233971804721595","-0.7233971804721595","-0.7233971804721595","-0.9301180865391935","-0.9301180865391935","-0.9301180865391935","-1.1706804315945716","-1.1706804315945716","-1.1706804315945716","-1.3946613088401594","-1.3946613088401594","-1.3946613088401594"
"49000","-2.1603280233548965","-2.1603280233548965","-2.1603280233548965","-1.1860248204657822","-1.1860248204657822","-1.1860248204657822","-1.1104379496933592","-1.1104379496933592","-1.1104379496933592","-1.4168329984258528","-1.4168329984258528","-1.4168329984258528","-1.0031325688648745","-1.0031325688648745","-1.0031325688648745","-1.450693064917052","-1.450693064917052","-1.450693064917052","-0.9207770313580262","-0.9207770313580262","-0.9207770313580262","-0.9183754998987672","-0.9183754998987672","-0.9183754998987672","-1.089768253748268","-1.089768253748268","-1.089768253748268","-1.3081486195402268","-1.3081486195402268","-1.3081486195402268"
"49500","-2.1576278259638304","-2.1576278259638304","-2.1576278259638304","-0.9854804478048257","-0.9854804478048257","-0.9854804478048257","-1.004249601693909","-1.004249601693909","-1.004249601693909","-1.6091142907263822","-1.6091142907263822","-1.6091142907263822","-0.6855282759113417","-0.6855282759113417","-0.6855282759113417","-1.695505622634886","-1.695505622634886","-1.695505622634886","-0.8214607085011423","-0.8214607085011423","-0.8214607085011423","-0.9266330003129152","-0.9266330003129152","-0.9266330003129152","-1.0530666313672872","-1.0530666313672872","-1.0530666313672872","-1.359570383370871","-1.359570383370871","-1.359570383370871"
"50000","-2.1243279833373454","-2.1243279833373454","-2.1243279833373454","-0.7523778289935087","-0.7523778289935087","-0.7523778289935087","-1.5924223372052342","-1.5924223372052342","-1.5924223372052342","-1.4479595262796527","-1.4479595262796527","-1.4479595262796527","-0.7486083444295327","-0.7486083444295327","-0.7486083444295327","-1.5010185658196074","-1.5010185658196074","-1.5010185658196074","-0.8145954946493221","-0.8145954946493221","-0.8145954946493221","-1.0395819019034078","-1.0395819019034078","-1.0395819019034078","-1.0123990416007564","-1.0123990416007564","-1.0123990416007564","-1.2183288194724684","-1.2183288194724684","-1.2183288194724684"
