"Step","DDPG_EQL_FetchReachDense-v4_9 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_9 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_9 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_8 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_8 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_8 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_7 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_7 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_7 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_6 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_6 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_6 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_5 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_5 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_5 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_4 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_4 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_4 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_3 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_3 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_3 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_2 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_2 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_2 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_1 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_1 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_1 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_0 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_0 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_0 - eval/avg_reward__MAX"
"19000","-4.438557142211811","-4.438557142211811","-4.438557142211811","-1.772743848678879","-1.772743848678879","-1.772743848678879","-1.7292126704632835","-1.7292126704632835","-1.7292126704632835","-2.346331210016402","-2.346331210016402","-2.346331210016402","-3.2280191781829735","-3.2280191781829735","-3.2280191781829735","-2.683467258546899","-2.683467258546899","-2.683467258546899","-3.298753108418386","-3.298753108418386","-3.298753108418386","-1.8918411756653164","-1.8918411756653164","-1.8918411756653164","-2.222844855307259","-2.222844855307259","-2.222844855307259","-3.7064230159346834","-3.7064230159346834","-3.7064230159346834"
"19500","-4.2800881042950305","-4.2800881042950305","-4.2800881042950305","-1.3701067886763327","-1.3701067886763327","-1.3701067886763327","-1.759272412245227","-1.759272412245227","-1.759272412245227","-2.373495962011244","-2.373495962011244","-2.373495962011244","-2.6081676664358158","-2.6081676664358158","-2.6081676664358158","-2.360317019706778","-2.360317019706778","-2.360317019706778","-2.0903421893944722","-2.0903421893944722","-2.0903421893944722","-1.6167182346517432","-1.6167182346517432","-1.6167182346517432","-2.575989759629556","-2.575989759629556","-2.575989759629556","-2.297171569958008","-2.297171569958008","-2.297171569958008"
"20000","-2.783877617782238","-2.783877617782238","-2.783877617782238","-1.8441206055032826","-1.8441206055032826","-1.8441206055032826","-1.7425621232748683","-1.7425621232748683","-1.7425621232748683","-1.8965166318392659","-1.8965166318392659","-1.8965166318392659","-1.8092035563060886","-1.8092035563060886","-1.8092035563060886","-3.141680663719904","-3.141680663719904","-3.141680663719904","-1.0374296103921754","-1.0374296103921754","-1.0374296103921754","-1.8367842117370543","-1.8367842117370543","-1.8367842117370543","-1.899199527916362","-1.899199527916362","-1.899199527916362","-2.889981654556377","-2.889981654556377","-2.889981654556377"
"20500","-3.2705276729107005","-3.2705276729107005","-3.2705276729107005","-1.4907797246024834","-1.4907797246024834","-1.4907797246024834","-1.785775006776007","-1.785775006776007","-1.785775006776007","-3.6763717512668728","-3.6763717512668728","-3.6763717512668728","-2.5498304651440646","-2.5498304651440646","-2.5498304651440646","-1.942602660073473","-1.942602660073473","-1.942602660073473","-1.7211075209463296","-1.7211075209463296","-1.7211075209463296","-1.853862891226801","-1.853862891226801","-1.853862891226801","-1.8260070703545304","-1.8260070703545304","-1.8260070703545304","-1.951468170452865","-1.951468170452865","-1.951468170452865"
"21000","-3.2892691659673696","-3.2892691659673696","-3.2892691659673696","-1.7050125356761066","-1.7050125356761066","-1.7050125356761066","-1.8209473307383839","-1.8209473307383839","-1.8209473307383839","-1.9693425567264515","-1.9693425567264515","-1.9693425567264515","-1.8681233003311188","-1.8681233003311188","-1.8681233003311188","-2.605309804902923","-2.605309804902923","-2.605309804902923","-2.384787122265813","-2.384787122265813","-2.384787122265813","-1.672015461174691","-1.672015461174691","-1.672015461174691","-2.0270704113662603","-2.0270704113662603","-2.0270704113662603","-2.3803664539903053","-2.3803664539903053","-2.3803664539903053"
"21500","-2.8995702697296033","-2.8995702697296033","-2.8995702697296033","-1.4803642219150277","-1.4803642219150277","-1.4803642219150277","-1.6986748770337112","-1.6986748770337112","-1.6986748770337112","-2.0644126376346867","-2.0644126376346867","-2.0644126376346867","-1.72439019237815","-1.72439019237815","-1.72439019237815","-1.992907549200257","-1.992907549200257","-1.992907549200257","-1.5589998004645662","-1.5589998004645662","-1.5589998004645662","-1.4332033662024055","-1.4332033662024055","-1.4332033662024055","-2.7635537748486025","-2.7635537748486025","-2.7635537748486025","-3.1629028603241145","-3.1629028603241145","-3.1629028603241145"
"22000","-2.8145552634531374","-2.8145552634531374","-2.8145552634531374","-1.3567410462826284","-1.3567410462826284","-1.3567410462826284","-1.597389547761546","-1.597389547761546","-1.597389547761546","-1.9967861611335966","-1.9967861611335966","-1.9967861611335966","-1.5434489483251237","-1.5434489483251237","-1.5434489483251237","-2.4026546450272575","-2.4026546450272575","-2.4026546450272575","-2.3388348893900663","-2.3388348893900663","-2.3388348893900663","-1.4636432061292974","-1.4636432061292974","-1.4636432061292974","-2.394688876682882","-2.394688876682882","-2.394688876682882","-2.0254297890732635","-2.0254297890732635","-2.0254297890732635"
"22500","-2.463635702409507","-2.463635702409507","-2.463635702409507","-1.7183461348140299","-1.7183461348140299","-1.7183461348140299","-2.034514343530555","-2.034514343530555","-2.034514343530555","-1.5761499056228523","-1.5761499056228523","-1.5761499056228523","-1.6799275485656473","-1.6799275485656473","-1.6799275485656473","-2.1681131573564505","-2.1681131573564505","-2.1681131573564505","-2.114676522297163","-2.114676522297163","-2.114676522297163","-1.3978231248983557","-1.3978231248983557","-1.3978231248983557","-2.1061758350611797","-2.1061758350611797","-2.1061758350611797","-5.549176639421272","-5.549176639421272","-5.549176639421272"
"23000","-2.5682048873052765","-2.5682048873052765","-2.5682048873052765","-1.461762184455612","-1.461762184455612","-1.461762184455612","-1.7930627977277402","-1.7930627977277402","-1.7930627977277402","-2.4530244402841843","-2.4530244402841843","-2.4530244402841843","-2.90462732341521","-2.90462732341521","-2.90462732341521","-2.5987951748906744","-2.5987951748906744","-2.5987951748906744","-1.03248293125767","-1.03248293125767","-1.03248293125767","-2.618353721421431","-2.618353721421431","-2.618353721421431","-2.094901876644294","-2.094901876644294","-2.094901876644294","-2.575549533439202","-2.575549533439202","-2.575549533439202"
"23500","-2.480325247739651","-2.480325247739651","-2.480325247739651","-1.7629127309849042","-1.7629127309849042","-1.7629127309849042","-2.1805251971707955","-2.1805251971707955","-2.1805251971707955","-1.740535644378183","-1.740535644378183","-1.740535644378183","-1.779699827668832","-1.779699827668832","-1.779699827668832","-2.113106209655642","-2.113106209655642","-2.113106209655642","-1.980447884609258","-1.980447884609258","-1.980447884609258","-1.1053392377164397","-1.1053392377164397","-1.1053392377164397","-1.6956008585456377","-1.6956008585456377","-1.6956008585456377","-1.977526636892548","-1.977526636892548","-1.977526636892548"
"24000","-4.021712507537005","-4.021712507537005","-4.021712507537005","-1.5658241879494788","-1.5658241879494788","-1.5658241879494788","-2.660209086338385","-2.660209086338385","-2.660209086338385","-1.7142946530185998","-1.7142946530185998","-1.7142946530185998","-1.7712569192676377","-1.7712569192676377","-1.7712569192676377","-1.6273476088931118","-1.6273476088931118","-1.6273476088931118","-1.1642268410906742","-1.1642268410906742","-1.1642268410906742","-2.2060435414701014","-2.2060435414701014","-2.2060435414701014","-2.188911835195321","-2.188911835195321","-2.188911835195321","-2.1748244500549587","-2.1748244500549587","-2.1748244500549587"
"24500","-2.5391339009822906","-2.5391339009822906","-2.5391339009822906","-2.643879314302492","-2.643879314302492","-2.643879314302492","-2.1661240911290784","-2.1661240911290784","-2.1661240911290784","-1.6464224716029765","-1.6464224716029765","-1.6464224716029765","-2.094105621081778","-2.094105621081778","-2.094105621081778","-3.092265927847772","-3.092265927847772","-3.092265927847772","-1.4102075726384427","-1.4102075726384427","-1.4102075726384427","-1.569028581923836","-1.569028581923836","-1.569028581923836","-3.2110216832410456","-3.2110216832410456","-3.2110216832410456","-1.8532700907346804","-1.8532700907346804","-1.8532700907346804"
"25000","-2.5495455893779635","-2.5495455893779635","-2.5495455893779635","-1.739793909397018","-1.739793909397018","-1.739793909397018","-1.8330592630777645","-1.8330592630777645","-1.8330592630777645","-2.0542198608627587","-2.0542198608627587","-2.0542198608627587","-1.6125649945047882","-1.6125649945047882","-1.6125649945047882","-1.8059758828315409","-1.8059758828315409","-1.8059758828315409","-1.2897809725880742","-1.2897809725880742","-1.2897809725880742","-1.6616333185382046","-1.6616333185382046","-1.6616333185382046","-1.6403655540849882","-1.6403655540849882","-1.6403655540849882","-4.271510422017312","-4.271510422017312","-4.271510422017312"
"25500","-2.8683600483211134","-2.8683600483211134","-2.8683600483211134","-2.0515700818791887","-2.0515700818791887","-2.0515700818791887","-1.1486017498724246","-1.1486017498724246","-1.1486017498724246","-1.6837353459052544","-1.6837353459052544","-1.6837353459052544","-1.5933138154049051","-1.5933138154049051","-1.5933138154049051","-2.3224619127945063","-2.3224619127945063","-2.3224619127945063","-1.6268107692969296","-1.6268107692969296","-1.6268107692969296","-0.9683590962430962","-0.9683590962430962","-0.9683590962430962","-2.3839712131524156","-2.3839712131524156","-2.3839712131524156","-1.9308162305133378","-1.9308162305133378","-1.9308162305133378"
"26000","-2.3813178577760583","-2.3813178577760583","-2.3813178577760583","-2.389166722665578","-2.389166722665578","-2.389166722665578","-2.1864684563115224","-2.1864684563115224","-2.1864684563115224","-2.093772311273173","-2.093772311273173","-2.093772311273173","-1.9364368412787045","-1.9364368412787045","-1.9364368412787045","-2.034046993011617","-2.034046993011617","-2.034046993011617","-1.2928558759929718","-1.2928558759929718","-1.2928558759929718","-2.2887564657666424","-2.2887564657666424","-2.2887564657666424","-2.372655590296847","-2.372655590296847","-2.372655590296847","-2.4254446744877214","-2.4254446744877214","-2.4254446744877214"
"26500","-2.4410389674300013","-2.4410389674300013","-2.4410389674300013","-2.070073144701517","-2.070073144701517","-2.070073144701517","-1.5895781686665136","-1.5895781686665136","-1.5895781686665136","-1.2221033729974988","-1.2221033729974988","-1.2221033729974988","-1.7566834965439333","-1.7566834965439333","-1.7566834965439333","-2.066596627925996","-2.066596627925996","-2.066596627925996","-1.8684372808326408","-1.8684372808326408","-1.8684372808326408","-2.1331480397549156","-2.1331480397549156","-2.1331480397549156","-2.2158669257752672","-2.2158669257752672","-2.2158669257752672","-2.6440387220503334","-2.6440387220503334","-2.6440387220503334"
"27000","-2.726980691575715","-2.726980691575715","-2.726980691575715","-1.5248314244094294","-1.5248314244094294","-1.5248314244094294","-1.9002976278772798","-1.9002976278772798","-1.9002976278772798","-2.4458873781513772","-2.4458873781513772","-2.4458873781513772","-1.551561027684054","-1.551561027684054","-1.551561027684054","-1.5928529041345862","-1.5928529041345862","-1.5928529041345862","-2.026636137901777","-2.026636137901777","-2.026636137901777","-1.2418752215839752","-1.2418752215839752","-1.2418752215839752","-1.5037696373752758","-1.5037696373752758","-1.5037696373752758","-1.7060292582075676","-1.7060292582075676","-1.7060292582075676"
"27500","-2.282212334339282","-2.282212334339282","-2.282212334339282","-1.9505040138678846","-1.9505040138678846","-1.9505040138678846","-1.599368892283655","-1.599368892283655","-1.599368892283655","-2.876109835797019","-2.876109835797019","-2.876109835797019","-1.6877348457993968","-1.6877348457993968","-1.6877348457993968","-1.789989747849757","-1.789989747849757","-1.789989747849757","-1.3114518503135646","-1.3114518503135646","-1.3114518503135646","-1.9857362506599536","-1.9857362506599536","-1.9857362506599536","-3.1779029737926106","-3.1779029737926106","-3.1779029737926106","-1.9942678688599844","-1.9942678688599844","-1.9942678688599844"
"28000","-2.38760765371688","-2.38760765371688","-2.38760765371688","-1.401386366207663","-1.401386366207663","-1.401386366207663","-1.2399878277060803","-1.2399878277060803","-1.2399878277060803","-1.699250373715984","-1.699250373715984","-1.699250373715984","-2.264300606924281","-2.264300606924281","-2.264300606924281","-2.137484265062483","-2.137484265062483","-2.137484265062483","-0.9403963458793833","-0.9403963458793833","-0.9403963458793833","-1.118843833047384","-1.118843833047384","-1.118843833047384","-2.372620490253227","-2.372620490253227","-2.372620490253227","-2.1917029073064023","-2.1917029073064023","-2.1917029073064023"
"28500","-2.727011389956483","-2.727011389956483","-2.727011389956483","-1.447774062887785","-1.447774062887785","-1.447774062887785","-1.0128523970102545","-1.0128523970102545","-1.0128523970102545","-1.5280331522471857","-1.5280331522471857","-1.5280331522471857","-1.8346058895848967","-1.8346058895848967","-1.8346058895848967","-1.9090262719286872","-1.9090262719286872","-1.9090262719286872","-1.5629373972560858","-1.5629373972560858","-1.5629373972560858","-1.7893805009558061","-1.7893805009558061","-1.7893805009558061","-1.9890895197711764","-1.9890895197711764","-1.9890895197711764","-1.6632175315390487","-1.6632175315390487","-1.6632175315390487"
"29000","-2.1805036364309283","-2.1805036364309283","-2.1805036364309283","-1.653850593074429","-1.653850593074429","-1.653850593074429","-1.34546626263272","-1.34546626263272","-1.34546626263272","-1.7627357285432403","-1.7627357285432403","-1.7627357285432403","-1.765245767804458","-1.765245767804458","-1.765245767804458","-2.5122785510064003","-2.5122785510064003","-2.5122785510064003","-0.9105624408573834","-0.9105624408573834","-0.9105624408573834","-1.0836966282247003","-1.0836966282247003","-1.0836966282247003","-1.3405940725147318","-1.3405940725147318","-1.3405940725147318","-1.8706618604669536","-1.8706618604669536","-1.8706618604669536"
"29500","-2.0633361735515625","-2.0633361735515625","-2.0633361735515625","-2.80509564133222","-2.80509564133222","-2.80509564133222","-0.871760291028257","-0.871760291028257","-0.871760291028257","-2.1733440185858406","-2.1733440185858406","-2.1733440185858406","-1.8885652118895038","-1.8885652118895038","-1.8885652118895038","-1.7012085695358075","-1.7012085695358075","-1.7012085695358075","-1.1013499960591548","-1.1013499960591548","-1.1013499960591548","-2.455051316656065","-2.455051316656065","-2.455051316656065","-1.4986436079210883","-1.4986436079210883","-1.4986436079210883","-1.7925962737310708","-1.7925962737310708","-1.7925962737310708"
"30000","-2.8387728739910814","-2.8387728739910814","-2.8387728739910814","-2.0779443678748875","-2.0779443678748875","-2.0779443678748875","-1.238925384597583","-1.238925384597583","-1.238925384597583","-1.8146067346821098","-1.8146067346821098","-1.8146067346821098","-1.588840594130674","-1.588840594130674","-1.588840594130674","-2.0447114539229623","-2.0447114539229623","-2.0447114539229623","-1.3811722245851605","-1.3811722245851605","-1.3811722245851605","-1.6729226725947406","-1.6729226725947406","-1.6729226725947406","-1.6927097154821724","-1.6927097154821724","-1.6927097154821724","-1.8759730569546629","-1.8759730569546629","-1.8759730569546629"
"30500","-2.301080370889609","-2.301080370889609","-2.301080370889609","-1.5719328240738242","-1.5719328240738242","-1.5719328240738242","-1.0633161006448781","-1.0633161006448781","-1.0633161006448781","-1.5018632500318914","-1.5018632500318914","-1.5018632500318914","-1.4270263889085049","-1.4270263889085049","-1.4270263889085049","-2.4261373449562216","-2.4261373449562216","-2.4261373449562216","-0.8328879075349851","-0.8328879075349851","-0.8328879075349851","-2.1617273540617243","-2.1617273540617243","-2.1617273540617243","-1.3755370553290713","-1.3755370553290713","-1.3755370553290713","-1.8120528263013633","-1.8120528263013633","-1.8120528263013633"
"31000","-2.329814437283017","-2.329814437283017","-2.329814437283017","-1.0222579778514451","-1.0222579778514451","-1.0222579778514451","-1.2169518943816553","-1.2169518943816553","-1.2169518943816553","-1.3932065731393874","-1.3932065731393874","-1.3932065731393874","-1.666109796773141","-1.666109796773141","-1.666109796773141","-1.7102128400346133","-1.7102128400346133","-1.7102128400346133","-1.1021060247379029","-1.1021060247379029","-1.1021060247379029","-0.8627988505576234","-0.8627988505576234","-0.8627988505576234","-1.768042969977938","-1.768042969977938","-1.768042969977938","-1.6435509213578683","-1.6435509213578683","-1.6435509213578683"
"31500","-2.067903926729719","-2.067903926729719","-2.067903926729719","-1.659071453500842","-1.659071453500842","-1.659071453500842","-1.2648148408855024","-1.2648148408855024","-1.2648148408855024","-1.216755667034293","-1.216755667034293","-1.216755667034293","-1.5839546329352898","-1.5839546329352898","-1.5839546329352898","-1.6731169357507425","-1.6731169357507425","-1.6731169357507425","-1.312006732407389","-1.312006732407389","-1.312006732407389","-1.0061364967629234","-1.0061364967629234","-1.0061364967629234","-1.6990918246001763","-1.6990918246001763","-1.6990918246001763","-2.7629490521020594","-2.7629490521020594","-2.7629490521020594"
"32000","-1.7972318969865888","-1.7972318969865888","-1.7972318969865888","-1.178950978493543","-1.178950978493543","-1.178950978493543","-1.8006858035775166","-1.8006858035775166","-1.8006858035775166","-1.6242702141598866","-1.6242702141598866","-1.6242702141598866","-1.662270145723498","-1.662270145723498","-1.662270145723498","-2.307824654845634","-2.307824654845634","-2.307824654845634","-1.2512172789907408","-1.2512172789907408","-1.2512172789907408","-1.550195824502492","-1.550195824502492","-1.550195824502492","-1.3942641558084308","-1.3942641558084308","-1.3942641558084308","-1.8423141521736806","-1.8423141521736806","-1.8423141521736806"
"32500","-2.3982480073961967","-2.3982480073961967","-2.3982480073961967","-1.3163045805424871","-1.3163045805424871","-1.3163045805424871","-1.421510443427193","-1.421510443427193","-1.421510443427193","-1.569991198711005","-1.569991198711005","-1.569991198711005","-1.4727244538388633","-1.4727244538388633","-1.4727244538388633","-1.3897724588810205","-1.3897724588810205","-1.3897724588810205","-0.960064213718201","-0.960064213718201","-0.960064213718201","-1.7345891138391916","-1.7345891138391916","-1.7345891138391916","-1.613983904601558","-1.613983904601558","-1.613983904601558","-1.8745840969881928","-1.8745840969881928","-1.8745840969881928"
"33000","-2.176484348783177","-2.176484348783177","-2.176484348783177","-1.4670304157250658","-1.4670304157250658","-1.4670304157250658","-1.4408107874062295","-1.4408107874062295","-1.4408107874062295","-1.8854931428952537","-1.8854931428952537","-1.8854931428952537","-1.0652723064460727","-1.0652723064460727","-1.0652723064460727","-1.2773675864821312","-1.2773675864821312","-1.2773675864821312","-1.5613472164496578","-1.5613472164496578","-1.5613472164496578","-0.8182984653014808","-0.8182984653014808","-0.8182984653014808","-2.0080900914828095","-2.0080900914828095","-2.0080900914828095","-1.363521813519998","-1.363521813519998","-1.363521813519998"
"33500","-1.782965301448711","-1.782965301448711","-1.782965301448711","-1.5019261947038496","-1.5019261947038496","-1.5019261947038496","-1.288712996358569","-1.288712996358569","-1.288712996358569","-1.378711758311122","-1.378711758311122","-1.378711758311122","-1.1807002725951392","-1.1807002725951392","-1.1807002725951392","-1.8092891527856891","-1.8092891527856891","-1.8092891527856891","-0.6464548166414463","-0.6464548166414463","-0.6464548166414463","-1.8048750052236286","-1.8048750052236286","-1.8048750052236286","-2.7566024310897017","-2.7566024310897017","-2.7566024310897017","-1.383932639947436","-1.383932639947436","-1.383932639947436"
"34000","-2.0031426344284475","-2.0031426344284475","-2.0031426344284475","-1.3023556703596184","-1.3023556703596184","-1.3023556703596184","-1.2012548359672919","-1.2012548359672919","-1.2012548359672919","-1.6181189523427135","-1.6181189523427135","-1.6181189523427135","-1.0628719639123063","-1.0628719639123063","-1.0628719639123063","-1.5603622457977548","-1.5603622457977548","-1.5603622457977548","-1.545496158277016","-1.545496158277016","-1.545496158277016","-1.342734990109624","-1.342734990109624","-1.342734990109624","-1.6347125874630606","-1.6347125874630606","-1.6347125874630606","-1.7146138779562865","-1.7146138779562865","-1.7146138779562865"
"34500","-2.1655069000806364","-2.1655069000806364","-2.1655069000806364","-1.2477258335047612","-1.2477258335047612","-1.2477258335047612","-2.709696679108668","-2.709696679108668","-2.709696679108668","-1.6452643870332788","-1.6452643870332788","-1.6452643870332788","-1.4638448846246037","-1.4638448846246037","-1.4638448846246037","-1.4613455871018974","-1.4613455871018974","-1.4613455871018974","-0.7580799571206932","-0.7580799571206932","-0.7580799571206932","-0.7807518022683229","-0.7807518022683229","-0.7807518022683229","-2.0367153031391636","-2.0367153031391636","-2.0367153031391636","-1.9172543842664325","-1.9172543842664325","-1.9172543842664325"
"35000","-1.8179543454784592","-1.8179543454784592","-1.8179543454784592","-1.2313262053417828","-1.2313262053417828","-1.2313262053417828","-1.1417678748830766","-1.1417678748830766","-1.1417678748830766","-1.7928723379464337","-1.7928723379464337","-1.7928723379464337","-1.3516071974113406","-1.3516071974113406","-1.3516071974113406","-1.5082465301904504","-1.5082465301904504","-1.5082465301904504","-1.1309362545771853","-1.1309362545771853","-1.1309362545771853","-0.8865287379248972","-0.8865287379248972","-0.8865287379248972","-1.4934273091578478","-1.4934273091578478","-1.4934273091578478","-1.6065967267352146","-1.6065967267352146","-1.6065967267352146"
"35500","-2.055834083064668","-2.055834083064668","-2.055834083064668","-1.4120493543867096","-1.4120493543867096","-1.4120493543867096","-1.239478633128795","-1.239478633128795","-1.239478633128795","-1.9355569703300397","-1.9355569703300397","-1.9355569703300397","-1.1993928736939872","-1.1993928736939872","-1.1993928736939872","-1.7830321533858229","-1.7830321533858229","-1.7830321533858229","-1.6162329681803917","-1.6162329681803917","-1.6162329681803917","-0.9771593102815936","-0.9771593102815936","-0.9771593102815936","-1.1214573300690964","-1.1214573300690964","-1.1214573300690964","-1.5300127649442672","-1.5300127649442672","-1.5300127649442672"
"36000","-2.169667107576256","-2.169667107576256","-2.169667107576256","-2.072077912985667","-2.072077912985667","-2.072077912985667","-1.5014087568295864","-1.5014087568295864","-1.5014087568295864","-2.2162904683872204","-2.2162904683872204","-2.2162904683872204","-1.3015353382108479","-1.3015353382108479","-1.3015353382108479","-2.250105949301555","-2.250105949301555","-2.250105949301555","-0.9413613828585801","-0.9413613828585801","-0.9413613828585801","-0.8934980921659921","-0.8934980921659921","-0.8934980921659921","-1.4040791775144188","-1.4040791775144188","-1.4040791775144188","-1.9364042248708624","-1.9364042248708624","-1.9364042248708624"
"36500","-2.0531204040867546","-2.0531204040867546","-2.0531204040867546","-1.543696792780176","-1.543696792780176","-1.543696792780176","-1.5256117983733746","-1.5256117983733746","-1.5256117983733746","-1.3981404028229134","-1.3981404028229134","-1.3981404028229134","-1.0773699997011974","-1.0773699997011974","-1.0773699997011974","-1.5594464116820659","-1.5594464116820659","-1.5594464116820659","-1.2969027030622435","-1.2969027030622435","-1.2969027030622435","-1.502475578425249","-1.502475578425249","-1.502475578425249","-1.412434487346218","-1.412434487346218","-1.412434487346218","-1.5594116530488678","-1.5594116530488678","-1.5594116530488678"
"37000","-1.9842279855553062","-1.9842279855553062","-1.9842279855553062","-1.06080645248216","-1.06080645248216","-1.06080645248216","-1.6472472367733295","-1.6472472367733295","-1.6472472367733295","-2.099096928943017","-2.099096928943017","-2.099096928943017","-1.0478514528172496","-1.0478514528172496","-1.0478514528172496","-1.608503593012519","-1.608503593012519","-1.608503593012519","-0.8928585609627179","-0.8928585609627179","-0.8928585609627179","-1.4489166226613222","-1.4489166226613222","-1.4489166226613222","-1.3298693031123061","-1.3298693031123061","-1.3298693031123061","-1.757796130640471","-1.757796130640471","-1.757796130640471"
"37500","-1.825109341724809","-1.825109341724809","-1.825109341724809","-1.39695138724706","-1.39695138724706","-1.39695138724706","-1.1769159497251591","-1.1769159497251591","-1.1769159497251591","-1.570717209560693","-1.570717209560693","-1.570717209560693","-1.086249061791838","-1.086249061791838","-1.086249061791838","-1.5915481754464662","-1.5915481754464662","-1.5915481754464662","-0.7855521778483665","-0.7855521778483665","-0.7855521778483665","-1.5028780450464507","-1.5028780450464507","-1.5028780450464507","-1.4063298955080898","-1.4063298955080898","-1.4063298955080898","-2.001903600479339","-2.001903600479339","-2.001903600479339"
"38000","-2.078026449897042","-2.078026449897042","-2.078026449897042","-0.8593465240734022","-0.8593465240734022","-0.8593465240734022","-1.3831167277566103","-1.3831167277566103","-1.3831167277566103","-1.6084438549003501","-1.6084438549003501","-1.6084438549003501","-1.1135692049364416","-1.1135692049364416","-1.1135692049364416","-2.0128810121375245","-2.0128810121375245","-2.0128810121375245","-0.9224850705566144","-0.9224850705566144","-0.9224850705566144","-0.9911762431567144","-0.9911762431567144","-0.9911762431567144","-1.3977663467378192","-1.3977663467378192","-1.3977663467378192","-1.6715728789596116","-1.6715728789596116","-1.6715728789596116"
"38500","-2.022789711036654","-2.022789711036654","-2.022789711036654","-1.5342408720229275","-1.5342408720229275","-1.5342408720229275","-1.2998371199493646","-1.2998371199493646","-1.2998371199493646","-2.2102390106685665","-2.2102390106685665","-2.2102390106685665","-1.0771655441851304","-1.0771655441851304","-1.0771655441851304","-1.9776082104015853","-1.9776082104015853","-1.9776082104015853","-0.8042874002126549","-0.8042874002126549","-0.8042874002126549","-1.1103264972099494","-1.1103264972099494","-1.1103264972099494","-1.412691281084225","-1.412691281084225","-1.412691281084225","-2.1434012222222547","-2.1434012222222547","-2.1434012222222547"
"39000","-2.0791878855786368","-2.0791878855786368","-2.0791878855786368","-1.1523813525433733","-1.1523813525433733","-1.1523813525433733","-1.4044575554261525","-1.4044575554261525","-1.4044575554261525","-1.793046002579062","-1.793046002579062","-1.793046002579062","-0.9458813281795212","-0.9458813281795212","-0.9458813281795212","-1.666639102872899","-1.666639102872899","-1.666639102872899","-0.6234296912663078","-0.6234296912663078","-0.6234296912663078","-1.0182410110090125","-1.0182410110090125","-1.0182410110090125","-1.582720191156195","-1.582720191156195","-1.582720191156195","-1.5889347867276131","-1.5889347867276131","-1.5889347867276131"
"39500","-2.107535284605374","-2.107535284605374","-2.107535284605374","-1.0379800568308164","-1.0379800568308164","-1.0379800568308164","-0.9973293979824074","-0.9973293979824074","-0.9973293979824074","-1.3551179998298952","-1.3551179998298952","-1.3551179998298952","-1.0168070460110397","-1.0168070460110397","-1.0168070460110397","-2.0806651708461263","-2.0806651708461263","-2.0806651708461263","-0.6388486597778373","-0.6388486597778373","-0.6388486597778373","-1.0499645968709306","-1.0499645968709306","-1.0499645968709306","-1.354253803273048","-1.354253803273048","-1.354253803273048","-1.2075500887725865","-1.2075500887725865","-1.2075500887725865"
"40000","-2.173305946453361","-2.173305946453361","-2.173305946453361","-1.5526068837081153","-1.5526068837081153","-1.5526068837081153","-1.278894142002603","-1.278894142002603","-1.278894142002603","-1.8555130395591095","-1.8555130395591095","-1.8555130395591095","-1.2143191620116376","-1.2143191620116376","-1.2143191620116376","-1.6627755087696816","-1.6627755087696816","-1.6627755087696816","-0.8543792623535607","-0.8543792623535607","-0.8543792623535607","-0.9554706991650328","-0.9554706991650328","-0.9554706991650328","-1.3130883683530403","-1.3130883683530403","-1.3130883683530403","-2.057724428951105","-2.057724428951105","-2.057724428951105"
