"Step","DDPG_TAAC_FetchReachDense-v4_19 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_19 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_19 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_18 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_18 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_18 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_17 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_17 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_17 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_16 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_16 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_16 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_15 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_15 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_15 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_14 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_14 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_14 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_13 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_13 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_13 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_12 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_12 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_12 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_11 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_11 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_11 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_10 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_10 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_10 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_9 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_9 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_9 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_8 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_8 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_8 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_7 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_7 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_7 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_6 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_6 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_6 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_5 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_5 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_5 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_4 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_4 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_4 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_3 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_3 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_3 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_2 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_2 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_2 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_1 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_1 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_1 - eval/avg_reward__MAX","DDPG_TAAC_FetchReachDense-v4_0 - eval/avg_reward","DDPG_TAAC_FetchReachDense-v4_0 - eval/avg_reward__MIN","DDPG_TAAC_FetchReachDense-v4_0 - eval/avg_reward__MAX"
"5000","-5.426396610177214","-5.426396610177214","-5.426396610177214","-4.351502791105134","-4.351502791105134","-4.351502791105134","-5.232970433218481","-5.232970433218481","-5.232970433218481","-5.552977737825901","-5.552977737825901","-5.552977737825901","-4.888771727678882","-4.888771727678882","-4.888771727678882","-3.5887051712755125","-3.5887051712755125","-3.5887051712755125","-2.3458294265200745","-2.3458294265200745","-2.3458294265200745","-13.316752527595066","-13.316752527595066","-13.316752527595066","-4.045904500432219","-4.045904500432219","-4.045904500432219","-5.092837695355568","-5.092837695355568","-5.092837695355568","-4.759029155897669","-4.759029155897669","-4.759029155897669","-5.226882011109607","-5.226882011109607","-5.226882011109607","-2.936888052124429","-2.936888052124429","-2.936888052124429","-5.938348165904221","-5.938348165904221","-5.938348165904221","-5.346753858371398","-5.346753858371398","-5.346753858371398","-4.226078542261895","-4.226078542261895","-4.226078542261895","-5.222836699551284","-5.222836699551284","-5.222836699551284","-5.6557786816795526","-5.6557786816795526","-5.6557786816795526","-7.258965423919567","-7.258965423919567","-7.258965423919567","-6.783231692517804","-6.783231692517804","-6.783231692517804"
"5500","-5.296849243278533","-5.296849243278533","-5.296849243278533","-6.616431629749025","-6.616431629749025","-6.616431629749025","-5.724112509961392","-5.724112509961392","-5.724112509961392","-4.8006188391372735","-4.8006188391372735","-4.8006188391372735","-3.118737889600533","-3.118737889600533","-3.118737889600533","-5.162591582578019","-5.162591582578019","-5.162591582578019","-2.2011283777191637","-2.2011283777191637","-2.2011283777191637","-8.22162509666335","-8.22162509666335","-8.22162509666335","-4.2805266517301295","-4.2805266517301295","-4.2805266517301295","-4.836296613989222","-4.836296613989222","-4.836296613989222","-5.987424695272162","-5.987424695272162","-5.987424695272162","-5.498306408046093","-5.498306408046093","-5.498306408046093","-3.6296133163503677","-3.6296133163503677","-3.6296133163503677","-5.747917995577932","-5.747917995577932","-5.747917995577932","-3.5159129180269417","-3.5159129180269417","-3.5159129180269417","-4.979231759969416","-4.979231759969416","-4.979231759969416","-4.445399794536964","-4.445399794536964","-4.445399794536964","-4.854996067910342","-4.854996067910342","-4.854996067910342","-7.059392330121095","-7.059392330121095","-7.059392330121095","-4.670236257039496","-4.670236257039496","-4.670236257039496"
"6000","-5.77407628165899","-5.77407628165899","-5.77407628165899","-2.861187783290626","-2.861187783290626","-2.861187783290626","-6.409285212939343","-6.409285212939343","-6.409285212939343","-4.428039138377068","-4.428039138377068","-4.428039138377068","-2.5167904180068765","-2.5167904180068765","-2.5167904180068765","-2.92528372223212","-2.92528372223212","-2.92528372223212","-2.5423281030932596","-2.5423281030932596","-2.5423281030932596","-8.191110267171748","-8.191110267171748","-8.191110267171748","-4.169131379670377","-4.169131379670377","-4.169131379670377","-4.556106826997177","-4.556106826997177","-4.556106826997177","-3.655502730454098","-3.655502730454098","-3.655502730454098","-6.3887941789433835","-6.3887941789433835","-6.3887941789433835","-2.8717955533261175","-2.8717955533261175","-2.8717955533261175","-4.948362740361724","-4.948362740361724","-4.948362740361724","-2.4201131137624805","-2.4201131137624805","-2.4201131137624805","-4.1818317348706495","-4.1818317348706495","-4.1818317348706495","-5.709364222030478","-5.709364222030478","-5.709364222030478","-4.925316900695902","-4.925316900695902","-4.925316900695902","-6.901451621411414","-6.901451621411414","-6.901451621411414","-5.961129276402972","-5.961129276402972","-5.961129276402972"
"6500","-5.543726079477116","-5.543726079477116","-5.543726079477116","-2.5906045037208596","-2.5906045037208596","-2.5906045037208596","-4.7331626189020035","-4.7331626189020035","-4.7331626189020035","-4.997970888075072","-4.997970888075072","-4.997970888075072","-2.9111249397539813","-2.9111249397539813","-2.9111249397539813","-3.1970852184180427","-3.1970852184180427","-3.1970852184180427","-3.0641685633708313","-3.0641685633708313","-3.0641685633708313","-7.122995988861769","-7.122995988861769","-7.122995988861769","-3.6069796092895947","-3.6069796092895947","-3.6069796092895947","-4.065763933876104","-4.065763933876104","-4.065763933876104","-3.198642319556024","-3.198642319556024","-3.198642319556024","-5.565315474478096","-5.565315474478096","-5.565315474478096","-2.850928011518957","-2.850928011518957","-2.850928011518957","-4.906140438067894","-4.906140438067894","-4.906140438067894","-2.276686673727827","-2.276686673727827","-2.276686673727827","-3.49177792235923","-3.49177792235923","-3.49177792235923","-5.11679773016882","-5.11679773016882","-5.11679773016882","-3.517034182459509","-3.517034182459509","-3.517034182459509","-7.215559888861099","-7.215559888861099","-7.215559888861099","-4.864865476149904","-4.864865476149904","-4.864865476149904"
"7000","-4.749390223004644","-4.749390223004644","-4.749390223004644","-1.8700130290832468","-1.8700130290832468","-1.8700130290832468","-4.242847704472437","-4.242847704472437","-4.242847704472437","-5.574823494646774","-5.574823494646774","-5.574823494646774","-3.3775531310568625","-3.3775531310568625","-3.3775531310568625","-3.6602152459170485","-3.6602152459170485","-3.6602152459170485","-3.0980085198876623","-3.0980085198876623","-3.0980085198876623","-6.322127571977397","-6.322127571977397","-6.322127571977397","-2.785086795507894","-2.785086795507894","-2.785086795507894","-3.68759453757351","-3.68759453757351","-3.68759453757351","-3.446638893949289","-3.446638893949289","-3.446638893949289","-4.1532484315242115","-4.1532484315242115","-4.1532484315242115","-2.451391964718673","-2.451391964718673","-2.451391964718673","-4.496454014112605","-4.496454014112605","-4.496454014112605","-2.0451087814225173","-2.0451087814225173","-2.0451087814225173","-2.9732103711455293","-2.9732103711455293","-2.9732103711455293","-5.890715211953104","-5.890715211953104","-5.890715211953104","-4.063276375543596","-4.063276375543596","-4.063276375543596","-4.190660748086503","-4.190660748086503","-4.190660748086503","-4.000394964922325","-4.000394964922325","-4.000394964922325"
"7500","-3.786248163557687","-3.786248163557687","-3.786248163557687","-2.014814371525701","-2.014814371525701","-2.014814371525701","-4.051839050138339","-4.051839050138339","-4.051839050138339","-4.852403968864158","-4.852403968864158","-4.852403968864158","-3.4985006617762076","-3.4985006617762076","-3.4985006617762076","-2.700235238192594","-2.700235238192594","-2.700235238192594","-2.6241025277174854","-2.6241025277174854","-2.6241025277174854","-5.380868394577869","-5.380868394577869","-5.380868394577869","-3.6883819396613746","-3.6883819396613746","-3.6883819396613746","-3.613013216952093","-3.613013216952093","-3.613013216952093","-4.172698028047281","-4.172698028047281","-4.172698028047281","-3.7506469317954547","-3.7506469317954547","-3.7506469317954547","-2.540496244510148","-2.540496244510148","-2.540496244510148","-4.228029489465502","-4.228029489465502","-4.228029489465502","-2.8556229831012976","-2.8556229831012976","-2.8556229831012976","-3.4287424642702424","-3.4287424642702424","-3.4287424642702424","-4.972507932333106","-4.972507932333106","-4.972507932333106","-3.1985332621247866","-3.1985332621247866","-3.1985332621247866","-3.5280897538473566","-3.5280897538473566","-3.5280897538473566","-3.530918979993764","-3.530918979993764","-3.530918979993764"
"8000","-3.8547597149553874","-3.8547597149553874","-3.8547597149553874","-2.3500832433498884","-2.3500832433498884","-2.3500832433498884","-4.731734960752737","-4.731734960752737","-4.731734960752737","-4.106588920128077","-4.106588920128077","-4.106588920128077","-3.075530812775643","-3.075530812775643","-3.075530812775643","-3.565208950112948","-3.565208950112948","-3.565208950112948","-3.049774998089311","-3.049774998089311","-3.049774998089311","-5.569369601932424","-5.569369601932424","-5.569369601932424","-3.0083971729085652","-3.0083971729085652","-3.0083971729085652","-3.4143668220250296","-3.4143668220250296","-3.4143668220250296","-3.191942111491302","-3.191942111491302","-3.191942111491302","-4.55602104122669","-4.55602104122669","-4.55602104122669","-2.2606840704443805","-2.2606840704443805","-2.2606840704443805","-3.824625131189908","-3.824625131189908","-3.824625131189908","-2.3171724589636824","-2.3171724589636824","-2.3171724589636824","-3.4356347753999272","-3.4356347753999272","-3.4356347753999272","-3.4331019064168182","-3.4331019064168182","-3.4331019064168182","-2.9578654054023055","-2.9578654054023055","-2.9578654054023055","-3.057480811654123","-3.057480811654123","-3.057480811654123","-4.0033697964411115","-4.0033697964411115","-4.0033697964411115"
"8500","-3.4001178255853497","-3.4001178255853497","-3.4001178255853497","-2.3488770962042427","-2.3488770962042427","-2.3488770962042427","-5.976763763530925","-5.976763763530925","-5.976763763530925","-4.518682001141708","-4.518682001141708","-4.518682001141708","-3.117518179763917","-3.117518179763917","-3.117518179763917","-3.230585224685897","-3.230585224685897","-3.230585224685897","-2.902544510306302","-2.902544510306302","-2.902544510306302","-5.057022637851027","-5.057022637851027","-5.057022637851027","-3.120685628849549","-3.120685628849549","-3.120685628849549","-3.43864130425942","-3.43864130425942","-3.43864130425942","-3.305876007100943","-3.305876007100943","-3.305876007100943","-4.185018441951589","-4.185018441951589","-4.185018441951589","-2.2244927781029027","-2.2244927781029027","-2.2244927781029027","-3.4306123236234116","-3.4306123236234116","-3.4306123236234116","-2.6016344853864912","-2.6016344853864912","-2.6016344853864912","-3.3224993665597444","-3.3224993665597444","-3.3224993665597444","-3.291757260422453","-3.291757260422453","-3.291757260422453","-3.3242916387038193","-3.3242916387038193","-3.3242916387038193","-2.704229956222079","-2.704229956222079","-2.704229956222079","-4.24498281222308","-4.24498281222308","-4.24498281222308"
"9000","-4.029156826711739","-4.029156826711739","-4.029156826711739","-2.277430277645715","-2.277430277645715","-2.277430277645715","-8.45767408811839","-8.45767408811839","-8.45767408811839","-3.9324015937105683","-3.9324015937105683","-3.9324015937105683","-2.5834839645558425","-2.5834839645558425","-2.5834839645558425","-3.049311960685798","-3.049311960685798","-3.049311960685798","-2.96943673305577","-2.96943673305577","-2.96943673305577","-4.257960325572869","-4.257960325572869","-4.257960325572869","-3.3519334227641644","-3.3519334227641644","-3.3519334227641644","-3.159577964441239","-3.159577964441239","-3.159577964441239","-2.73061349782721","-2.73061349782721","-2.73061349782721","-4.739910869736016","-4.739910869736016","-4.739910869736016","-2.3375236937830013","-2.3375236937830013","-2.3375236937830013","-3.7740501704881844","-3.7740501704881844","-3.7740501704881844","-1.9939466463627404","-1.9939466463627404","-1.9939466463627404","-2.2011799022124765","-2.2011799022124765","-2.2011799022124765","-3.462206938997472","-3.462206938997472","-3.462206938997472","-3.007007891355643","-3.007007891355643","-3.007007891355643","-2.6498568635205535","-2.6498568635205535","-2.6498568635205535","-4.839546348843297","-4.839546348843297","-4.839546348843297"
"9500","-3.576460120742664","-3.576460120742664","-3.576460120742664","-2.9157138876845528","-2.9157138876845528","-2.9157138876845528","-4.927476474923773","-4.927476474923773","-4.927476474923773","-3.434363058370953","-3.434363058370953","-3.434363058370953","-3.244297222154894","-3.244297222154894","-3.244297222154894","-3.252853339917961","-3.252853339917961","-3.252853339917961","-3.0462175089311048","-3.0462175089311048","-3.0462175089311048","-5.409224810025652","-5.409224810025652","-5.409224810025652","-3.312873321102052","-3.312873321102052","-3.312873321102052","-2.7790256620272045","-2.7790256620272045","-2.7790256620272045","-2.464968265974247","-2.464968265974247","-2.464968265974247","-3.420216207941826","-3.420216207941826","-3.420216207941826","-2.0202278280999995","-2.0202278280999995","-2.0202278280999995","-4.367651609447249","-4.367651609447249","-4.367651609447249","-1.8751825828165807","-1.8751825828165807","-1.8751825828165807","-4.016657755706705","-4.016657755706705","-4.016657755706705","-3.276728017626984","-3.276728017626984","-3.276728017626984","-3.947660243144752","-3.947660243144752","-3.947660243144752","-2.8888347577542652","-2.8888347577542652","-2.8888347577542652","-4.787303220367451","-4.787303220367451","-4.787303220367451"
"10000","-3.374294872045566","-3.374294872045566","-3.374294872045566","-2.0837806136612294","-2.0837806136612294","-2.0837806136612294","-3.7285025168746677","-3.7285025168746677","-3.7285025168746677","-3.435148135219537","-3.435148135219537","-3.435148135219537","-3.499318251260218","-3.499318251260218","-3.499318251260218","-2.684869300946789","-2.684869300946789","-2.684869300946789","-2.981557576009321","-2.981557576009321","-2.981557576009321","-4.306411954848473","-4.306411954848473","-4.306411954848473","-3.6118227814494133","-3.6118227814494133","-3.6118227814494133","-2.8701622118947294","-2.8701622118947294","-2.8701622118947294","-2.654268496135361","-2.654268496135361","-2.654268496135361","-3.0484891909704404","-3.0484891909704404","-3.0484891909704404","-2.464907084991411","-2.464907084991411","-2.464907084991411","-3.9684094984752014","-3.9684094984752014","-3.9684094984752014","-2.543358767372874","-2.543358767372874","-2.543358767372874","-2.955905347801288","-2.955905347801288","-2.955905347801288","-2.9644459109235757","-2.9644459109235757","-2.9644459109235757","-4.404050611208555","-4.404050611208555","-4.404050611208555","-2.6824441210587815","-2.6824441210587815","-2.6824441210587815","-4.287831798101182","-4.287831798101182","-4.287831798101182"
"10500","-3.145002354607198","-3.145002354607198","-3.145002354607198","-1.835781330771892","-1.835781330771892","-1.835781330771892","-3.3462523637074284","-3.3462523637074284","-3.3462523637074284","-3.3355218399994335","-3.3355218399994335","-3.3355218399994335","-2.7004193010955704","-2.7004193010955704","-2.7004193010955704","-2.9959550012954135","-2.9959550012954135","-2.9959550012954135","-2.8755474489045776","-2.8755474489045776","-2.8755474489045776","-4.288418359425782","-4.288418359425782","-4.288418359425782","-3.804282619122202","-3.804282619122202","-3.804282619122202","-3.0521328650014388","-3.0521328650014388","-3.0521328650014388","-2.491489720040188","-2.491489720040188","-2.491489720040188","-3.0820592118841525","-3.0820592118841525","-3.0820592118841525","-2.5495851308804314","-2.5495851308804314","-2.5495851308804314","-4.633295588203268","-4.633295588203268","-4.633295588203268","-2.53379005636553","-2.53379005636553","-2.53379005636553","-3.1267481312372594","-3.1267481312372594","-3.1267481312372594","-4.510692887176949","-4.510692887176949","-4.510692887176949","-4.499800580697147","-4.499800580697147","-4.499800580697147","-2.3021532503431743","-2.3021532503431743","-2.3021532503431743","-3.754353869930241","-3.754353869930241","-3.754353869930241"
"11000","-2.817826502676656","-2.817826502676656","-2.817826502676656","-1.7627742830961974","-1.7627742830961974","-1.7627742830961974","-4.445358641318486","-4.445358641318486","-4.445358641318486","-3.3201005748957","-3.3201005748957","-3.3201005748957","-2.59716009569288","-2.59716009569288","-2.59716009569288","-2.7008215318660715","-2.7008215318660715","-2.7008215318660715","-2.254112573153459","-2.254112573153459","-2.254112573153459","-4.256337416806561","-4.256337416806561","-4.256337416806561","-2.8392449143115415","-2.8392449143115415","-2.8392449143115415","-3.1855285914149634","-3.1855285914149634","-3.1855285914149634","-2.5799705994093953","-2.5799705994093953","-2.5799705994093953","-3.1746233680480236","-3.1746233680480236","-3.1746233680480236","-2.2228362168728197","-2.2228362168728197","-2.2228362168728197","-5.016691810729841","-5.016691810729841","-5.016691810729841","-3.270186546497377","-3.270186546497377","-3.270186546497377","-2.273953493610743","-2.273953493610743","-2.273953493610743","-3.9047907859995137","-3.9047907859995137","-3.9047907859995137","-3.8543801325072478","-3.8543801325072478","-3.8543801325072478","-2.697432044574972","-2.697432044574972","-2.697432044574972","-2.4551771381091543","-2.4551771381091543","-2.4551771381091543"
"11500","-2.7960308528670517","-2.7960308528670517","-2.7960308528670517","-1.99065351903133","-1.99065351903133","-1.99065351903133","-3.1189240708702686","-3.1189240708702686","-3.1189240708702686","-2.8924222268638107","-2.8924222268638107","-2.8924222268638107","-2.5575296176389757","-2.5575296176389757","-2.5575296176389757","-2.545147654268528","-2.545147654268528","-2.545147654268528","-1.9553676035537795","-1.9553676035537795","-1.9553676035537795","-4.513245341638151","-4.513245341638151","-4.513245341638151","-2.7465581858702453","-2.7465581858702453","-2.7465581858702453","-2.6223729790109926","-2.6223729790109926","-2.6223729790109926","-2.7967466299166954","-2.7967466299166954","-2.7967466299166954","-2.3210484462766328","-2.3210484462766328","-2.3210484462766328","-2.787901104881788","-2.787901104881788","-2.787901104881788","-4.877834444657158","-4.877834444657158","-4.877834444657158","-2.4913538186219686","-2.4913538186219686","-2.4913538186219686","-3.1240230915525435","-3.1240230915525435","-3.1240230915525435","-3.1802622058122663","-3.1802622058122663","-3.1802622058122663","-3.4065067396655877","-3.4065067396655877","-3.4065067396655877","-2.798218274859581","-2.798218274859581","-2.798218274859581","-4.077891475628022","-4.077891475628022","-4.077891475628022"
"12000","-2.299257267301362","-2.299257267301362","-2.299257267301362","-2.0767855970402116","-2.0767855970402116","-2.0767855970402116","-3.677874733116158","-3.677874733116158","-3.677874733116158","-2.8511402107276482","-2.8511402107276482","-2.8511402107276482","-2.642265768280521","-2.642265768280521","-2.642265768280521","-2.2598715271592544","-2.2598715271592544","-2.2598715271592544","-2.49550459615471","-2.49550459615471","-2.49550459615471","-3.665496131851216","-3.665496131851216","-3.665496131851216","-2.2699908509943727","-2.2699908509943727","-2.2699908509943727","-3.332441009398225","-3.332441009398225","-3.332441009398225","-3.3347981074702586","-3.3347981074702586","-3.3347981074702586","-3.1685018290352844","-3.1685018290352844","-3.1685018290352844","-1.9906727576219834","-1.9906727576219834","-1.9906727576219834","-4.449382404919038","-4.449382404919038","-4.449382404919038","-2.5934587155323596","-2.5934587155323596","-2.5934587155323596","-3.2332763015075288","-3.2332763015075288","-3.2332763015075288","-3.990845086439209","-3.990845086439209","-3.990845086439209","-3.2290051950745933","-3.2290051950745933","-3.2290051950745933","-2.7982046016607156","-2.7982046016607156","-2.7982046016607156","-3.494423313171457","-3.494423313171457","-3.494423313171457"
"12500","-1.9697310382669695","-1.9697310382669695","-1.9697310382669695","-4.1081667193540925","-4.1081667193540925","-4.1081667193540925","-3.445839979722919","-3.445839979722919","-3.445839979722919","-3.4294082239454604","-3.4294082239454604","-3.4294082239454604","-2.80379328578504","-2.80379328578504","-2.80379328578504","-2.6558379132024967","-2.6558379132024967","-2.6558379132024967","-2.3620861002825717","-2.3620861002825717","-2.3620861002825717","-3.6325743079074835","-3.6325743079074835","-3.6325743079074835","-2.8452787072829815","-2.8452787072829815","-2.8452787072829815","-3.666478848146583","-3.666478848146583","-3.666478848146583","-2.7057606932988865","-2.7057606932988865","-2.7057606932988865","-2.6810064142188517","-2.6810064142188517","-2.6810064142188517","-2.3552410122906324","-2.3552410122906324","-2.3552410122906324","-3.690925624454914","-3.690925624454914","-3.690925624454914","-2.6328812801778425","-2.6328812801778425","-2.6328812801778425","-4.435813353103823","-4.435813353103823","-4.435813353103823","-3.677395065800256","-3.677395065800256","-3.677395065800256","-3.1644791499772005","-3.1644791499772005","-3.1644791499772005","-3.0447424316958402","-3.0447424316958402","-3.0447424316958402","-2.8694636768529533","-2.8694636768529533","-2.8694636768529533"
"13000","-1.8381051828215327","-1.8381051828215327","-1.8381051828215327","-1.4590816137688087","-1.4590816137688087","-1.4590816137688087","-3.1967019098752756","-3.1967019098752756","-3.1967019098752756","-3.2275214312926104","-3.2275214312926104","-3.2275214312926104","-2.3671916400359785","-2.3671916400359785","-2.3671916400359785","-2.9214306465248017","-2.9214306465248017","-2.9214306465248017","-2.128300104010055","-2.128300104010055","-2.128300104010055","-4.226889527846366","-4.226889527846366","-4.226889527846366","-3.1770379692124306","-3.1770379692124306","-3.1770379692124306","-3.0551663677906657","-3.0551663677906657","-3.0551663677906657","-3.1100003798068543","-3.1100003798068543","-3.1100003798068543","-1.7467860467651206","-1.7467860467651206","-1.7467860467651206","-2.643407076157872","-2.643407076157872","-2.643407076157872","-4.0256554398945","-4.0256554398945","-4.0256554398945","-2.605843611624669","-2.605843611624669","-2.605843611624669","-3.076995154686609","-3.076995154686609","-3.076995154686609","-4.13087876135228","-4.13087876135228","-4.13087876135228","-2.905131885747898","-2.905131885747898","-2.905131885747898","-3.10114750769217","-3.10114750769217","-3.10114750769217","-3.8248248536264775","-3.8248248536264775","-3.8248248536264775"
"13500","-1.7966066235922942","-1.7966066235922942","-1.7966066235922942","-1.610348670179238","-1.610348670179238","-1.610348670179238","-3.017167703850654","-3.017167703850654","-3.017167703850654","-3.150566323527862","-3.150566323527862","-3.150566323527862","-2.3493585854934462","-2.3493585854934462","-2.3493585854934462","-2.8329386920145687","-2.8329386920145687","-2.8329386920145687","-2.2986120097831173","-2.2986120097831173","-2.2986120097831173","-4.551344511163777","-4.551344511163777","-4.551344511163777","-2.9085411700825587","-2.9085411700825587","-2.9085411700825587","-2.884283339591638","-2.884283339591638","-2.884283339591638","-2.6164631247196324","-2.6164631247196324","-2.6164631247196324","-1.696737804705895","-1.696737804705895","-1.696737804705895","-2.8237530790315026","-2.8237530790315026","-2.8237530790315026","-3.700644048464396","-3.700644048464396","-3.700644048464396","-1.5968082525710858","-1.5968082525710858","-1.5968082525710858","-2.5384375546740356","-2.5384375546740356","-2.5384375546740356","-3.439818197322807","-3.439818197322807","-3.439818197322807","-2.559232861249513","-2.559232861249513","-2.559232861249513","-3.868938184933725","-3.868938184933725","-3.868938184933725","-3.20508245052215","-3.20508245052215","-3.20508245052215"
"14000","-2.419115310661144","-2.419115310661144","-2.419115310661144","-1.7275812737572682","-1.7275812737572682","-1.7275812737572682","-2.27653744904888","-2.27653744904888","-2.27653744904888","-2.6440132488001913","-2.6440132488001913","-2.6440132488001913","-2.493067814142719","-2.493067814142719","-2.493067814142719","-2.602839343192376","-2.602839343192376","-2.602839343192376","-2.396976101096109","-2.396976101096109","-2.396976101096109","-4.096182371805523","-4.096182371805523","-4.096182371805523","-2.310707123553695","-2.310707123553695","-2.310707123553695","-3.1775705571016397","-3.1775705571016397","-3.1775705571016397","-3.7820688808420613","-3.7820688808420613","-3.7820688808420613","-2.1189260794995013","-2.1189260794995013","-2.1189260794995013","-3.51413873713336","-3.51413873713336","-3.51413873713336","-3.2410183910777732","-3.2410183910777732","-3.2410183910777732","-1.8317834531469586","-1.8317834531469586","-1.8317834531469586","-2.9570891242708415","-2.9570891242708415","-2.9570891242708415","-3.5785202574050956","-3.5785202574050956","-3.5785202574050956","-2.542832795962122","-2.542832795962122","-2.542832795962122","-2.9560761107670657","-2.9560761107670657","-2.9560761107670657","-3.2471700987179624","-3.2471700987179624","-3.2471700987179624"
"14500","-2.042285730179646","-2.042285730179646","-2.042285730179646","-2.78478968369768","-2.78478968369768","-2.78478968369768","-2.725826905862951","-2.725826905862951","-2.725826905862951","-2.966455761437231","-2.966455761437231","-2.966455761437231","-2.5304305853707967","-2.5304305853707967","-2.5304305853707967","-2.912600454748765","-2.912600454748765","-2.912600454748765","-2.39209979705534","-2.39209979705534","-2.39209979705534","-4.01367341643723","-4.01367341643723","-4.01367341643723","-1.85858253385561","-1.85858253385561","-1.85858253385561","-2.7984985466412473","-2.7984985466412473","-2.7984985466412473","-2.448698673839913","-2.448698673839913","-2.448698673839913","-1.9579886260345667","-1.9579886260345667","-1.9579886260345667","-2.8198390626522034","-2.8198390626522034","-2.8198390626522034","-3.881642304559321","-3.881642304559321","-3.881642304559321","-1.5521204698757844","-1.5521204698757844","-1.5521204698757844","-2.3357447312604775","-2.3357447312604775","-2.3357447312604775","-3.476824388674973","-3.476824388674973","-3.476824388674973","-2.556961871241911","-2.556961871241911","-2.556961871241911","-3.085032414379279","-3.085032414379279","-3.085032414379279","-2.9805886361608858","-2.9805886361608858","-2.9805886361608858"
