"Step","DDPG_None_FetchReachDense-v4_19 - eval/avg_reward","DDPG_None_FetchReachDense-v4_19 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_19 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_18 - eval/avg_reward","DDPG_None_FetchReachDense-v4_18 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_18 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_17 - eval/avg_reward","DDPG_None_FetchReachDense-v4_17 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_17 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_16 - eval/avg_reward","DDPG_None_FetchReachDense-v4_16 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_16 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_15 - eval/avg_reward","DDPG_None_FetchReachDense-v4_15 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_15 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_14 - eval/avg_reward","DDPG_None_FetchReachDense-v4_14 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_14 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_13 - eval/avg_reward","DDPG_None_FetchReachDense-v4_13 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_13 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_12 - eval/avg_reward","DDPG_None_FetchReachDense-v4_12 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_12 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_11 - eval/avg_reward","DDPG_None_FetchReachDense-v4_11 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_11 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_10 - eval/avg_reward","DDPG_None_FetchReachDense-v4_10 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_10 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_9 - eval/avg_reward","DDPG_None_FetchReachDense-v4_9 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_9 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_8 - eval/avg_reward","DDPG_None_FetchReachDense-v4_8 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_8 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_7 - eval/avg_reward","DDPG_None_FetchReachDense-v4_7 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_7 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_6 - eval/avg_reward","DDPG_None_FetchReachDense-v4_6 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_6 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_5 - eval/avg_reward","DDPG_None_FetchReachDense-v4_5 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_5 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_4 - eval/avg_reward","DDPG_None_FetchReachDense-v4_4 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_4 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_3 - eval/avg_reward","DDPG_None_FetchReachDense-v4_3 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_3 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_2 - eval/avg_reward","DDPG_None_FetchReachDense-v4_2 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_2 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_1 - eval/avg_reward","DDPG_None_FetchReachDense-v4_1 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_1 - eval/avg_reward__MAX","DDPG_None_FetchReachDense-v4_0 - eval/avg_reward","DDPG_None_FetchReachDense-v4_0 - eval/avg_reward__MIN","DDPG_None_FetchReachDense-v4_0 - eval/avg_reward__MAX"
"5000","-8.972772682272497","-8.972772682272497","-8.972772682272497","-5.5487067413548505","-5.5487067413548505","-5.5487067413548505","-8.558856655170919","-8.558856655170919","-8.558856655170919","-6.801633048599518","-6.801633048599518","-6.801633048599518","-6.040071909728285","-6.040071909728285","-6.040071909728285","-6.45794569141091","-6.45794569141091","-6.45794569141091","-6.28095192772182","-6.28095192772182","-6.28095192772182","-7.618104771438794","-7.618104771438794","-7.618104771438794","-6.974106748057208","-6.974106748057208","-6.974106748057208","-4.125425945260247","-4.125425945260247","-4.125425945260247","-20.78169092203939","-20.78169092203939","-20.78169092203939","-6.388789992228015","-6.388789992228015","-6.388789992228015","-4.209444254012377","-4.209444254012377","-4.209444254012377","-10.761940059011911","-10.761940059011911","-10.761940059011911","-9.714616269349232","-9.714616269349232","-9.714616269349232","-4.506004498382447","-4.506004498382447","-4.506004498382447","-20.17803948155906","-20.17803948155906","-20.17803948155906","-6.898486359851293","-6.898486359851293","-6.898486359851293","-7.615178298807808","-7.615178298807808","-7.615178298807808","-8.060733439386166","-8.060733439386166","-8.060733439386166"
"5500","-9.87461782838486","-9.87461782838486","-9.87461782838486","-4.162221355099322","-4.162221355099322","-4.162221355099322","-11.564627868181578","-11.564627868181578","-11.564627868181578","-7.1248786287835655","-7.1248786287835655","-7.1248786287835655","-10.646921563291697","-10.646921563291697","-10.646921563291697","-6.588771487946741","-6.588771487946741","-6.588771487946741","-5.4088636670027315","-5.4088636670027315","-5.4088636670027315","-7.326098739598505","-7.326098739598505","-7.326098739598505","-5.750404824571666","-5.750404824571666","-5.750404824571666","-6.933780190887703","-6.933780190887703","-6.933780190887703","-10.302187250836624","-10.302187250836624","-10.302187250836624","-5.426246609882072","-5.426246609882072","-5.426246609882072","-3.706980749178519","-3.706980749178519","-3.706980749178519","-9.25856967531421","-9.25856967531421","-9.25856967531421","-9.039957533340813","-9.039957533340813","-9.039957533340813","-8.439043855903154","-8.439043855903154","-8.439043855903154","-20.132481125294824","-20.132481125294824","-20.132481125294824","-11.992750997600192","-11.992750997600192","-11.992750997600192","-6.852065492859888","-6.852065492859888","-6.852065492859888","-7.907692357017204","-7.907692357017204","-7.907692357017204"
"6000","-8.386630253722483","-8.386630253722483","-8.386630253722483","-4.282040262458594","-4.282040262458594","-4.282040262458594","-6.698661439338965","-6.698661439338965","-6.698661439338965","-6.3173125391467275","-6.3173125391467275","-6.3173125391467275","-7.715439753111869","-7.715439753111869","-7.715439753111869","-5.20426488415374","-5.20426488415374","-5.20426488415374","-7.108960181369268","-7.108960181369268","-7.108960181369268","-7.731344757357405","-7.731344757357405","-7.731344757357405","-3.690918790970764","-3.690918790970764","-3.690918790970764","-9.591317310448972","-9.591317310448972","-9.591317310448972","-8.825112971344971","-8.825112971344971","-8.825112971344971","-7.8106657041286125","-7.8106657041286125","-7.8106657041286125","-3.690144435594532","-3.690144435594532","-3.690144435594532","-9.407013008241602","-9.407013008241602","-9.407013008241602","-9.384172523528944","-9.384172523528944","-9.384172523528944","-4.862688926970376","-4.862688926970376","-4.862688926970376","-38.43516048477393","-38.43516048477393","-38.43516048477393","-6.1996647396935405","-6.1996647396935405","-6.1996647396935405","-6.831267521933865","-6.831267521933865","-6.831267521933865","-9.11493019360273","-9.11493019360273","-9.11493019360273"
"6500","-8.457148130296797","-8.457148130296797","-8.457148130296797","-7.17722747353533","-7.17722747353533","-7.17722747353533","-6.20245947656707","-6.20245947656707","-6.20245947656707","-5.738570523455218","-5.738570523455218","-5.738570523455218","-4.776011963015736","-4.776011963015736","-4.776011963015736","-6.145180772468706","-6.145180772468706","-6.145180772468706","-5.279328123107726","-5.279328123107726","-5.279328123107726","-9.828951279688681","-9.828951279688681","-9.828951279688681","-3.9182943486823185","-3.9182943486823185","-3.9182943486823185","-5.573516939221998","-5.573516939221998","-5.573516939221998","-9.225297301146423","-9.225297301146423","-9.225297301146423","-5.270045047245565","-5.270045047245565","-5.270045047245565","-4.675725483839811","-4.675725483839811","-4.675725483839811","-12.808684934169085","-12.808684934169085","-12.808684934169085","-5.8044726191343425","-5.8044726191343425","-5.8044726191343425","-5.242858571741759","-5.242858571741759","-5.242858571741759","-40.84367229240912","-40.84367229240912","-40.84367229240912","-5.9012994128269725","-5.9012994128269725","-5.9012994128269725","-18.966989555150537","-18.966989555150537","-18.966989555150537","-6.5228517881585875","-6.5228517881585875","-6.5228517881585875"
"7000","-7.725132704330055","-7.725132704330055","-7.725132704330055","-4.373471469684086","-4.373471469684086","-4.373471469684086","-6.3728117895322995","-6.3728117895322995","-6.3728117895322995","-5.789576040413024","-5.789576040413024","-5.789576040413024","-4.580969540333906","-4.580969540333906","-4.580969540333906","-5.234753022393762","-5.234753022393762","-5.234753022393762","-5.447194145362207","-5.447194145362207","-5.447194145362207","-8.787417237032178","-8.787417237032178","-8.787417237032178","-3.497608050489049","-3.497608050489049","-3.497608050489049","-4.176925209041293","-4.176925209041293","-4.176925209041293","-9.26577442522277","-9.26577442522277","-9.26577442522277","-4.646634091357679","-4.646634091357679","-4.646634091357679","-6.098849460634223","-6.098849460634223","-6.098849460634223","-15.779747469192689","-15.779747469192689","-15.779747469192689","-5.8144989275657455","-5.8144989275657455","-5.8144989275657455","-4.130828618501349","-4.130828618501349","-4.130828618501349","-28.33722227328164","-28.33722227328164","-28.33722227328164","-6.958635723150104","-6.958635723150104","-6.958635723150104","-9.219142520812104","-9.219142520812104","-9.219142520812104","-6.534412013056135","-6.534412013056135","-6.534412013056135"
"7500","-7.75361286253748","-7.75361286253748","-7.75361286253748","-4.500711061040057","-4.500711061040057","-4.500711061040057","-5.35124984102128","-5.35124984102128","-5.35124984102128","-4.7923996877955535","-4.7923996877955535","-4.7923996877955535","-3.935165554280313","-3.935165554280313","-3.935165554280313","-4.827114190346264","-4.827114190346264","-4.827114190346264","-5.485341183713298","-5.485341183713298","-5.485341183713298","-7.024792007776337","-7.024792007776337","-7.024792007776337","-3.199032582574603","-3.199032582574603","-3.199032582574603","-5.274398068354167","-5.274398068354167","-5.274398068354167","-10.632574865305338","-10.632574865305338","-10.632574865305338","-4.160490595844874","-4.160490595844874","-4.160490595844874","-3.4833646271854306","-3.4833646271854306","-3.4833646271854306","-11.118589760950734","-11.118589760950734","-11.118589760950734","-6.882625643438102","-6.882625643438102","-6.882625643438102","-4.234086732055547","-4.234086732055547","-4.234086732055547","-17.402683383348823","-17.402683383348823","-17.402683383348823","-5.980785156794763","-5.980785156794763","-5.980785156794763","-5.235945356019945","-5.235945356019945","-5.235945356019945","-6.958335086142975","-6.958335086142975","-6.958335086142975"
"8000","-10.7349596148027","-10.7349596148027","-10.7349596148027","-3.019323338232675","-3.019323338232675","-3.019323338232675","-5.79519539051608","-5.79519539051608","-5.79519539051608","-5.067979449562323","-5.067979449562323","-5.067979449562323","-4.232923034990794","-4.232923034990794","-4.232923034990794","-3.8616506199881897","-3.8616506199881897","-3.8616506199881897","-3.908005185423164","-3.908005185423164","-3.908005185423164","-6.776177047066666","-6.776177047066666","-6.776177047066666","-3.3163776971308003","-3.3163776971308003","-3.3163776971308003","-5.033385155308293","-5.033385155308293","-5.033385155308293","-8.245330356343388","-8.245330356343388","-8.245330356343388","-4.484919114764672","-4.484919114764672","-4.484919114764672","-3.1015150958680975","-3.1015150958680975","-3.1015150958680975","-7.954099517219584","-7.954099517219584","-7.954099517219584","-6.094139157555372","-6.094139157555372","-6.094139157555372","-3.48478212795136","-3.48478212795136","-3.48478212795136","-7.314716300100796","-7.314716300100796","-7.314716300100796","-3.9918221370659452","-3.9918221370659452","-3.9918221370659452","-4.484115645924623","-4.484115645924623","-4.484115645924623","-4.57556877673149","-4.57556877673149","-4.57556877673149"
"8500","-5.704475837288499","-5.704475837288499","-5.704475837288499","-2.9734176459494353","-2.9734176459494353","-2.9734176459494353","-3.968134299555794","-3.968134299555794","-3.968134299555794","-4.10049989666676","-4.10049989666676","-4.10049989666676","-4.191475791315822","-4.191475791315822","-4.191475791315822","-3.299046534761902","-3.299046534761902","-3.299046534761902","-3.5453140045308906","-3.5453140045308906","-3.5453140045308906","-7.756745853102077","-7.756745853102077","-7.756745853102077","-4.110542235331546","-4.110542235331546","-4.110542235331546","-4.0714901531234675","-4.0714901531234675","-4.0714901531234675","-4.479814631753253","-4.479814631753253","-4.479814631753253","-4.6537842838069805","-4.6537842838069805","-4.6537842838069805","-4.775401860642104","-4.775401860642104","-4.775401860642104","-10.346835973089222","-10.346835973089222","-10.346835973089222","-4.127083526563599","-4.127083526563599","-4.127083526563599","-3.7229284942326615","-3.7229284942326615","-3.7229284942326615","-6.2758858341023265","-6.2758858341023265","-6.2758858341023265","-4.436540308515747","-4.436540308515747","-4.436540308515747","-5.469541960488146","-5.469541960488146","-5.469541960488146","-5.033584716414251","-5.033584716414251","-5.033584716414251"
"9000","-6.4574239984939314","-6.4574239984939314","-6.4574239984939314","-3.5549813985007375","-3.5549813985007375","-3.5549813985007375","-4.886140257627725","-4.886140257627725","-4.886140257627725","-4.117069738652349","-4.117069738652349","-4.117069738652349","-3.3985324984247485","-3.3985324984247485","-3.3985324984247485","-4.779874300398182","-4.779874300398182","-4.779874300398182","-5.362289443897348","-5.362289443897348","-5.362289443897348","-7.970929315126746","-7.970929315126746","-7.970929315126746","-4.850566394107374","-4.850566394107374","-4.850566394107374","-3.2632955304619444","-3.2632955304619444","-3.2632955304619444","-7.29940500608186","-7.29940500608186","-7.29940500608186","-3.1915298844636366","-3.1915298844636366","-3.1915298844636366","-4.8490922018706355","-4.8490922018706355","-4.8490922018706355","-5.549640771295525","-5.549640771295525","-5.549640771295525","-4.698231911936036","-4.698231911936036","-4.698231911936036","-3.3938358119338092","-3.3938358119338092","-3.3938358119338092","-7.357172365999409","-7.357172365999409","-7.357172365999409","-3.771522350616081","-3.771522350616081","-3.771522350616081","-5.366451473434703","-5.366451473434703","-5.366451473434703","-5.061402253368383","-5.061402253368383","-5.061402253368383"
"9500","-4.778636601945152","-4.778636601945152","-4.778636601945152","-5.265537633373794","-5.265537633373794","-5.265537633373794","-5.896286768280665","-5.896286768280665","-5.896286768280665","-4.397306509117728","-4.397306509117728","-4.397306509117728","-3.834709272889962","-3.834709272889962","-3.834709272889962","-4.11006845454138","-4.11006845454138","-4.11006845454138","-3.9322016885670954","-3.9322016885670954","-3.9322016885670954","-6.650065244456644","-6.650065244456644","-6.650065244456644","-3.008289061705537","-3.008289061705537","-3.008289061705537","-3.0882213439853317","-3.0882213439853317","-3.0882213439853317","-4.700020699582774","-4.700020699582774","-4.700020699582774","-2.61629877585405","-2.61629877585405","-2.61629877585405","-3.1809360282270633","-3.1809360282270633","-3.1809360282270633","-4.4425196137803376","-4.4425196137803376","-4.4425196137803376","-3.0264908774370305","-3.0264908774370305","-3.0264908774370305","-4.596559191673426","-4.596559191673426","-4.596559191673426","-7.8459611056222345","-7.8459611056222345","-7.8459611056222345","-4.423715223117261","-4.423715223117261","-4.423715223117261","-5.285657093008772","-5.285657093008772","-5.285657093008772","-4.0710466755140455","-4.0710466755140455","-4.0710466755140455"
"10000","-5.047267406419957","-5.047267406419957","-5.047267406419957","-2.699969537365278","-2.699969537365278","-2.699969537365278","-3.2666255065751892","-3.2666255065751892","-3.2666255065751892","-3.6724445671664734","-3.6724445671664734","-3.6724445671664734","-3.7438527628242086","-3.7438527628242086","-3.7438527628242086","-3.62189465154054","-3.62189465154054","-3.62189465154054","-6.749190580612018","-6.749190580612018","-6.749190580612018","-8.654569210218558","-8.654569210218558","-8.654569210218558","-4.650342514702443","-4.650342514702443","-4.650342514702443","-4.079474898676648","-4.079474898676648","-4.079474898676648","-3.369014328332684","-3.369014328332684","-3.369014328332684","-2.9711644545733242","-2.9711644545733242","-2.9711644545733242","-6.079581573892916","-6.079581573892916","-6.079581573892916","-3.970823857076799","-3.970823857076799","-3.970823857076799","-3.380921628701143","-3.380921628701143","-3.380921628701143","-3.829227758544345","-3.829227758544345","-3.829227758544345","-5.490769350660584","-5.490769350660584","-5.490769350660584","-4.762797419367535","-4.762797419367535","-4.762797419367535","-4.315570473766963","-4.315570473766963","-4.315570473766963","-4.703058821537342","-4.703058821537342","-4.703058821537342"
"10500","-4.419136366361262","-4.419136366361262","-4.419136366361262","-3.4524646591371715","-3.4524646591371715","-3.4524646591371715","-4.852578578512551","-4.852578578512551","-4.852578578512551","-4.839473409305179","-4.839473409305179","-4.839473409305179","-5.260650470183882","-5.260650470183882","-5.260650470183882","-3.0266694956363773","-3.0266694956363773","-3.0266694956363773","-3.0663634824461226","-3.0663634824461226","-3.0663634824461226","-8.70052588021277","-8.70052588021277","-8.70052588021277","-4.367337642105419","-4.367337642105419","-4.367337642105419","-2.1603479943550115","-2.1603479943550115","-2.1603479943550115","-4.982378861394839","-4.982378861394839","-4.982378861394839","-4.357936625715751","-4.357936625715751","-4.357936625715751","-4.592739459856137","-4.592739459856137","-4.592739459856137","-3.41411347389936","-3.41411347389936","-3.41411347389936","-4.206399081573756","-4.206399081573756","-4.206399081573756","-4.3568755670668615","-4.3568755670668615","-4.3568755670668615","-6.0317417998495335","-6.0317417998495335","-6.0317417998495335","-3.720035682081027","-3.720035682081027","-3.720035682081027","-4.787580612002124","-4.787580612002124","-4.787580612002124","-4.161455350755362","-4.161455350755362","-4.161455350755362"
"11000","-5.173561774170024","-5.173561774170024","-5.173561774170024","-2.5622858322462627","-2.5622858322462627","-2.5622858322462627","-3.5912210263480246","-3.5912210263480246","-3.5912210263480246","-3.4390411701716994","-3.4390411701716994","-3.4390411701716994","-4.233566452407957","-4.233566452407957","-4.233566452407957","-2.7671379900598367","-2.7671379900598367","-2.7671379900598367","-3.5128184395467708","-3.5128184395467708","-3.5128184395467708","-9.732554401961611","-9.732554401961611","-9.732554401961611","-3.506329143935576","-3.506329143935576","-3.506329143935576","-2.0313227152252415","-2.0313227152252415","-2.0313227152252415","-2.889196886868229","-2.889196886868229","-2.889196886868229","-2.706913819072529","-2.706913819072529","-2.706913819072529","-2.6748069337544598","-2.6748069337544598","-2.6748069337544598","-3.4637666209836206","-3.4637666209836206","-3.4637666209836206","-2.530869417050364","-2.530869417050364","-2.530869417050364","-2.9013242360383766","-2.9013242360383766","-2.9013242360383766","-8.652177998716489","-8.652177998716489","-8.652177998716489","-4.154915968758744","-4.154915968758744","-4.154915968758744","-4.817433761093374","-4.817433761093374","-4.817433761093374","-2.8288271853804643","-2.8288271853804643","-2.8288271853804643"
"11500","-4.403654077030522","-4.403654077030522","-4.403654077030522","-3.256024548770948","-3.256024548770948","-3.256024548770948","-3.729453135656654","-3.729453135656654","-3.729453135656654","-4.971813353382684","-4.971813353382684","-4.971813353382684","-3.1422674710458094","-3.1422674710458094","-3.1422674710458094","-2.894100827073936","-2.894100827073936","-2.894100827073936","-3.820510906407333","-3.820510906407333","-3.820510906407333","-16.285746601826453","-16.285746601826453","-16.285746601826453","-2.272148642838521","-2.272148642838521","-2.272148642838521","-2.3311053036077127","-2.3311053036077127","-2.3311053036077127","-4.5213671652629355","-4.5213671652629355","-4.5213671652629355","-2.3498430530072585","-2.3498430530072585","-2.3498430530072585","-4.147664467838664","-4.147664467838664","-4.147664467838664","-3.2571657567619683","-3.2571657567619683","-3.2571657567619683","-2.3498434983645553","-2.3498434983645553","-2.3498434983645553","-5.4479673387368495","-5.4479673387368495","-5.4479673387368495","-5.323096314415524","-5.323096314415524","-5.323096314415524","-4.125019598046945","-4.125019598046945","-4.125019598046945","-3.1597735410881316","-3.1597735410881316","-3.1597735410881316","-4.28703360115121","-4.28703360115121","-4.28703360115121"
"12000","-4.64047068327029","-4.64047068327029","-4.64047068327029","-3.7130210972590767","-3.7130210972590767","-3.7130210972590767","-5.003127253848789","-5.003127253848789","-5.003127253848789","-3.681300221363048","-3.681300221363048","-3.681300221363048","-2.796780594363434","-2.796780594363434","-2.796780594363434","-6.757591979785781","-6.757591979785781","-6.757591979785781","-2.4159355707059644","-2.4159355707059644","-2.4159355707059644","-18.048253097181934","-18.048253097181934","-18.048253097181934","-2.19701607685932","-2.19701607685932","-2.19701607685932","-3.341743190266726","-3.341743190266726","-3.341743190266726","-2.433777415489678","-2.433777415489678","-2.433777415489678","-4.68059666417994","-4.68059666417994","-4.68059666417994","-5.0211484239225","-5.0211484239225","-5.0211484239225","-7.849561892382558","-7.849561892382558","-7.849561892382558","-2.6592729035802387","-2.6592729035802387","-2.6592729035802387","-8.214473633387543","-8.214473633387543","-8.214473633387543","-6.298550941417416","-6.298550941417416","-6.298550941417416","-4.184065699356978","-4.184065699356978","-4.184065699356978","-2.4482943154566796","-2.4482943154566796","-2.4482943154566796","-4.569264481782955","-4.569264481782955","-4.569264481782955"
"12500","-3.833890737627693","-3.833890737627693","-3.833890737627693","-3.209099628897224","-3.209099628897224","-3.209099628897224","-2.783248801932955","-2.783248801932955","-2.783248801932955","-4.04173383313407","-4.04173383313407","-4.04173383313407","-3.1953644342742225","-3.1953644342742225","-3.1953644342742225","-3.3929777552536846","-3.3929777552536846","-3.3929777552536846","-2.72469100182109","-2.72469100182109","-2.72469100182109","-17.99118473995556","-17.99118473995556","-17.99118473995556","-1.776197714955418","-1.776197714955418","-1.776197714955418","-3.2854508056859486","-3.2854508056859486","-3.2854508056859486","-2.955566078579088","-2.955566078579088","-2.955566078579088","-2.8110315217458655","-2.8110315217458655","-2.8110315217458655","-2.3485059035476312","-2.3485059035476312","-2.3485059035476312","-4.934187207864534","-4.934187207864534","-4.934187207864534","-3.247340738534173","-3.247340738534173","-3.247340738534173","-4.766172976248258","-4.766172976248258","-4.766172976248258","-4.5965918275353435","-4.5965918275353435","-4.5965918275353435","-4.891705591754459","-4.891705591754459","-4.891705591754459","-3.7681207618888926","-3.7681207618888926","-3.7681207618888926","-3.6361085447002823","-3.6361085447002823","-3.6361085447002823"
"13000","-4.439755338567225","-4.439755338567225","-4.439755338567225","-3.4437409506830887","-3.4437409506830887","-3.4437409506830887","-3.9358453465020027","-3.9358453465020027","-3.9358453465020027","-4.757734859625842","-4.757734859625842","-4.757734859625842","-2.410671922718273","-2.410671922718273","-2.410671922718273","-4.450435525346947","-4.450435525346947","-4.450435525346947","-2.7671319442149196","-2.7671319442149196","-2.7671319442149196","-6.428596881091484","-6.428596881091484","-6.428596881091484","-1.928575512734622","-1.928575512734622","-1.928575512734622","-2.4719871617663474","-2.4719871617663474","-2.4719871617663474","-3.375212507036584","-3.375212507036584","-3.375212507036584","-4.857119782329922","-4.857119782329922","-4.857119782329922","-2.5458050511176102","-2.5458050511176102","-2.5458050511176102","-3.3681537391627225","-3.3681537391627225","-3.3681537391627225","-4.2572939541391355","-4.2572939541391355","-4.2572939541391355","-2.8422355861882656","-2.8422355861882656","-2.8422355861882656","-4.879395201121447","-4.879395201121447","-4.879395201121447","-5.214331352767955","-5.214331352767955","-5.214331352767955","-3.6585561026596722","-3.6585561026596722","-3.6585561026596722","-3.812047911972261","-3.812047911972261","-3.812047911972261"
"13500","-5.4338385730303855","-5.4338385730303855","-5.4338385730303855","-4.134669045203173","-4.134669045203173","-4.134669045203173","-5.090347445380361","-5.090347445380361","-5.090347445380361","-4.896618741521933","-4.896618741521933","-4.896618741521933","-3.036550210855186","-3.036550210855186","-3.036550210855186","-4.096065261044433","-4.096065261044433","-4.096065261044433","-2.749874666554046","-2.749874666554046","-2.749874666554046","-8.257456419376563","-8.257456419376563","-8.257456419376563","-4.58019283618628","-4.58019283618628","-4.58019283618628","-3.586769607009991","-3.586769607009991","-3.586769607009991","-3.1349491153875797","-3.1349491153875797","-3.1349491153875797","-3.104722192749694","-3.104722192749694","-3.104722192749694","-2.280313639520256","-2.280313639520256","-2.280313639520256","-4.1229398358024","-4.1229398358024","-4.1229398358024","-3.836175060142095","-3.836175060142095","-3.836175060142095","-2.680537785650311","-2.680537785650311","-2.680537785650311","-4.807196847473708","-4.807196847473708","-4.807196847473708","-4.292794366864767","-4.292794366864767","-4.292794366864767","-3.5082911568713953","-3.5082911568713953","-3.5082911568713953","-4.501036167568825","-4.501036167568825","-4.501036167568825"
"14000","-4.337684894266115","-4.337684894266115","-4.337684894266115","-3.7022319033736144","-3.7022319033736144","-3.7022319033736144","-2.7765957748673435","-2.7765957748673435","-2.7765957748673435","-4.53113584335194","-4.53113584335194","-4.53113584335194","-4.510683905267455","-4.510683905267455","-4.510683905267455","-3.478116412240882","-3.478116412240882","-3.478116412240882","-3.886995212367934","-3.886995212367934","-3.886995212367934","-7.456388461174581","-7.456388461174581","-7.456388461174581","-2.0658813992992964","-2.0658813992992964","-2.0658813992992964","-3.457232419149414","-3.457232419149414","-3.457232419149414","-2.7941617179191303","-2.7941617179191303","-2.7941617179191303","-2.2218661185123314","-2.2218661185123314","-2.2218661185123314","-1.763845606894251","-1.763845606894251","-1.763845606894251","-3.6816284013814338","-3.6816284013814338","-3.6816284013814338","-4.5033471540384316","-4.5033471540384316","-4.5033471540384316","-1.9616879696622846","-1.9616879696622846","-1.9616879696622846","-4.00320149128394","-4.00320149128394","-4.00320149128394","-3.6044379696299123","-3.6044379696299123","-3.6044379696299123","-2.5142132164972653","-2.5142132164972653","-2.5142132164972653","-3.101208005877253","-3.101208005877253","-3.101208005877253"
"14500","-4.418385327021152","-4.418385327021152","-4.418385327021152","-3.5618506357810658","-3.5618506357810658","-3.5618506357810658","-2.979337080165858","-2.979337080165858","-2.979337080165858","-4.296288941623244","-4.296288941623244","-4.296288941623244","-3.5792097029244885","-3.5792097029244885","-3.5792097029244885","-2.5673830532041206","-2.5673830532041206","-2.5673830532041206","-2.1147315188273312","-2.1147315188273312","-2.1147315188273312","-8.67038229846294","-8.67038229846294","-8.67038229846294","-1.848199558235406","-1.848199558235406","-1.848199558235406","-3.1524034247394206","-3.1524034247394206","-3.1524034247394206","-2.2845462349815584","-2.2845462349815584","-2.2845462349815584","-3.550434624447237","-3.550434624447237","-3.550434624447237","-4.568381015083055","-4.568381015083055","-4.568381015083055","-4.046719699351194","-4.046719699351194","-4.046719699351194","-3.206941411016813","-3.206941411016813","-3.206941411016813","-3.8271107264803215","-3.8271107264803215","-3.8271107264803215","-3.8991367955289276","-3.8991367955289276","-3.8991367955289276","-3.925454299495071","-3.925454299495071","-3.925454299495071","-3.0078868697618732","-3.0078868697618732","-3.0078868697618732","-2.181531910624529","-2.181531910624529","-2.181531910624529"
"15000","-4.3088509194189974","-4.3088509194189974","-4.3088509194189974","-3.1545484264260413","-3.1545484264260413","-3.1545484264260413","-3.5311604019645912","-3.5311604019645912","-3.5311604019645912","-4.2036648054508445","-4.2036648054508445","-4.2036648054508445","-2.704984334456736","-2.704984334456736","-2.704984334456736","-3.340679240952281","-3.340679240952281","-3.340679240952281","-2.865652963884625","-2.865652963884625","-2.865652963884625","-6.992310206908205","-6.992310206908205","-6.992310206908205","-3.7901223423502595","-3.7901223423502595","-3.7901223423502595","-1.913294609845601","-1.913294609845601","-1.913294609845601","-2.5141905281019903","-2.5141905281019903","-2.5141905281019903","-2.076739893994185","-2.076739893994185","-2.076739893994185","-3.2698981542367833","-3.2698981542367833","-3.2698981542367833","-4.371701114613541","-4.371701114613541","-4.371701114613541","-5.530170646698903","-5.530170646698903","-5.530170646698903","-2.9282914904889465","-2.9282914904889465","-2.9282914904889465","-4.080606893654568","-4.080606893654568","-4.080606893654568","-4.679138491052245","-4.679138491052245","-4.679138491052245","-2.9059207832849845","-2.9059207832849845","-2.9059207832849845","-2.7900489152731835","-2.7900489152731835","-2.7900489152731835"
