0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
-3.336,-4.673,-5.077,-5.318,-5.445,-5.539,-5.604,-5.648,-5.686,-5.72,-5.748,-5.774,-5.801,-5.828,-5.855,-5.878,-5.908,-5.934,-5.959,-5.982,-6.03,-6.096,-6.162,-6.226,-6.288,-6.353,-6.412,-6.471,-6.531,-6.591,-6.652,-6.718,-6.786,-6.854,-6.927,-6.999,-7.069,-7.186,-7.274,-7.372,-7.479,-7.602,-7.761,-7.923,-8.089,-8.275,-8.467,-8.657,-8.875,-9.095,-9.32,-9.568,-9.811,-10.05,-10.308,-10.58,-10.855,-11.11,-11.387,-11.658,-11.924,-12.191,-12.461,-12.726,-12.988,-13.233,-13.475,-13.714,-13.956,-14.186,-14.399,-14.615,-14.824,-15.027,-15.198
-3.314,-4.703,-5.116,-5.33,-5.457,-5.538,-5.602,-5.642,-5.684,-5.71,-5.742,-5.771,-5.804,-5.83,-5.86,-5.885,-5.912,-5.937,-5.96,-5.984,-6.033,-6.101,-6.168,-6.235,-6.295,-6.352,-6.416,-6.475,-6.538,-6.592,-6.658,-6.721,-6.782,-6.85,-6.919,-6.992,-7.06,-7.142,-7.23,-7.336,-7.462,-7.619,-7.778,-7.935,-8.102,-8.299,-8.499,-8.705,-8.905,-9.119,-9.351,-9.591,-9.836,-10.088,-10.35,-10.603,-10.877,-11.141,-11.419,-11.69,-11.955,-12.21,-12.488,-12.744,-13.002,-13.249,-13.5,-13.735,-13.967,-14.209,-14.431,-14.652,-14.862,-15.068,-15.236
-3.304,-4.678,-5.065,-5.295,-5.438,-5.527,-5.592,-5.638,-5.682,-5.717,-5.754,-5.785,-5.808,-5.834,-5.862,-5.889,-5.914,-5.934,-5.958,-5.983,-6.033,-6.099,-6.165,-6.229,-6.29,-6.351,-6.412,-6.471,-6.533,-6.596,-6.655,-6.716,-6.78,-6.856,-6.927,-7.01,-7.092,-7.179,-7.285,-7.391,-7.519,-7.656,-7.799,-7.949,-8.108,-8.305,-8.469,-8.691,-8.899,-9.125,-9.355,-9.576,-9.829,-10.074,-10.344,-10.586,-10.867,-11.146,-11.425,-11.682,-11.952,-12.213,-12.475,-12.739,-12.996,-13.248,-13.495,-13.736,-13.969,-14.199,-14.424,-14.641,-14.853,-15.055,-15.217
-3.302,-4.669,-5.098,-5.329,-5.455,-5.534,-5.599,-5.657,-5.699,-5.729,-5.762,-5.787,-5.82,-5.849,-5.879,-5.904,-5.93,-5.95,-5.977,-6.003,-6.048,-6.112,-6.176,-6.24,-6.301,-6.361,-6.421,-6.477,-6.535,-6.593,-6.653,-6.713,-6.774,-6.841,-6.912,-6.985,-7.07,-7.166,-7.262,-7.372,-7.494,-7.635,-7.788,-7.97,-8.138,-8.31,-8.495,-8.703,-8.904,-9.121,-9.364,-9.613,-9.856,-10.104,-10.367,-10.618,-10.877,-11.135,-11.404,-11.674,-11.946,-12.211,-12.469,-12.729,-12.984,-13.233,-13.485,-13.723,-13.956,-14.184,-14.396,-14.609,-14.821,-15.025,-15.18
-3.257,-4.697,-5.126,-5.324,-5.447,-5.513,-5.578,-5.631,-5.677,-5.718,-5.754,-5.787,-5.818,-5.843,-5.866,-5.894,-5.918,-5.947,-5.973,-5.996,-6.042,-6.108,-6.173,-6.239,-6.301,-6.369,-6.43,-6.488,-6.545,-6.606,-6.665,-6.726,-6.786,-6.847,-6.918,-7.002,-7.082,-7.155,-7.266,-7.38,-7.524,-7.678,-7.838,-8.008,-8.18,-8.38,-8.582,-8.789,-9.005,-9.226,-9.446,-9.699,-9.925,-10.188,-10.455,-10.696,-10.954,-11.223,-11.474,-11.735,-11.999,-12.257,-12.514,-12.786,-13.036,-13.287,-13.528,-13.77,-14.0,-14.218,-14.446,-14.659,-14.871,-15.079,-15.242
-3.335,-4.705,-5.123,-5.318,-5.438,-5.519,-5.578,-5.626,-5.668,-5.711,-5.744,-5.775,-5.802,-5.833,-5.865,-5.891,-5.916,-5.941,-5.966,-5.994,-6.04,-6.107,-6.174,-6.24,-6.298,-6.359,-6.417,-6.474,-6.534,-6.592,-6.658,-6.723,-6.79,-6.849,-6.917,-6.99,-7.076,-7.158,-7.245,-7.373,-7.49,-7.628,-7.763,-7.91,-8.092,-8.253,-8.456,-8.659,-8.867,-9.073,-9.331,-9.565,-9.81,-10.07,-10.326,-10.581,-10.861,-11.127,-11.396,-11.685,-11.964,-12.223,-12.492,-12.742,-12.992,-13.246,-13.497,-13.734,-13.963,-14.194,-14.412,-14.634,-14.841,-15.046,-15.209
-3.297,-4.649,-5.107,-5.3,-5.431,-5.511,-5.576,-5.625,-5.676,-5.718,-5.747,-5.776,-5.802,-5.829,-5.855,-5.887,-5.912,-5.939,-5.963,-5.989,-6.033,-6.102,-6.164,-6.227,-6.287,-6.349,-6.411,-6.472,-6.53,-6.59,-6.648,-6.708,-6.769,-6.829,-6.899,-6.983,-7.052,-7.14,-7.244,-7.359,-7.464,-7.604,-7.764,-7.907,-8.073,-8.243,-8.434,-8.637,-8.843,-9.08,-9.317,-9.56,-9.811,-10.071,-10.323,-10.589,-10.858,-11.122,-11.395,-11.661,-11.927,-12.202,-12.477,-12.739,-12.996,-13.249,-13.493,-13.732,-13.967,-14.182,-14.406,-14.627,-14.844,-15.053,-15.214
-3.293,-4.665,-5.084,-5.275,-5.421,-5.52,-5.595,-5.654,-5.698,-5.73,-5.762,-5.787,-5.816,-5.84,-5.867,-5.893,-5.921,-5.947,-5.971,-5.994,-6.041,-6.105,-6.171,-6.232,-6.292,-6.352,-6.412,-6.472,-6.534,-6.594,-6.651,-6.706,-6.769,-6.836,-6.914,-6.988,-7.073,-7.168,-7.265,-7.39,-7.538,-7.677,-7.838,-7.997,-8.174,-8.324,-8.513,-8.72,-8.922,-9.131,-9.335,-9.575,-9.796,-10.063,-10.323,-10.583,-10.84,-11.104,-11.358,-11.617,-11.884,-12.128,-12.402,-12.665,-12.916,-13.17,-13.408,-13.654,-13.894,-14.116,-14.334,-14.555,-14.769,-14.976,-15.138
-3.292,-4.694,-5.125,-5.314,-5.421,-5.515,-5.587,-5.641,-5.682,-5.717,-5.748,-5.776,-5.806,-5.831,-5.859,-5.884,-5.912,-5.933,-5.957,-5.983,-6.028,-6.098,-6.165,-6.228,-6.287,-6.348,-6.408,-6.47,-6.53,-6.591,-6.651,-6.713,-6.777,-6.845,-6.914,-6.984,-7.062,-7.151,-7.263,-7.397,-7.505,-7.653,-7.796,-7.964,-8.126,-8.297,-8.498,-8.689,-8.892,-9.097,-9.305,-9.55,-9.793,-10.043,-10.306,-10.574,-10.853,-11.124,-11.385,-11.643,-11.918,-12.175,-12.447,-12.706,-12.962,-13.215,-13.449,-13.688,-13.925,-14.157,-14.374,-14.596,-14.802,-15.007,-15.178
-3.379,-4.717,-5.128,-5.322,-5.451,-5.537,-5.603,-5.66,-5.711,-5.739,-5.774,-5.803,-5.828,-5.858,-5.883,-5.907,-5.929,-5.951,-5.974,-5.998,-6.041,-6.109,-6.175,-6.238,-6.298,-6.359,-6.416,-6.476,-6.538,-6.6,-6.662,-6.725,-6.788,-6.847,-6.915,-6.997,-7.076,-7.166,-7.263,-7.369,-7.482,-7.62,-7.767,-7.911,-8.091,-8.253,-8.444,-8.647,-8.875,-9.077,-9.295,-9.522,-9.769,-10.012,-10.292,-10.538,-10.797,-11.081,-11.37,-11.644,-11.912,-12.185,-12.448,-12.71,-12.972,-13.224,-13.471,-13.707,-13.945,-14.165,-14.384,-14.598,-14.813,-15.019,-15.193
