"Step","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward__MAX"
"9300","-143.84577761345778","-143.84577761345778","-143.84577761345778","-194.2432886104546","-194.2432886104546","-194.2432886104546","-236.73773138681332","-236.73773138681332","-236.73773138681332","-214.89381505326855","-214.89381505326855","-214.89381505326855","-143.27039814068456","-143.27039814068456","-143.27039814068456","-142.08160086598934","-142.08160086598934","-142.08160086598934","-270.2896831458588","-270.2896831458588","-270.2896831458588","-97.0475516288606","-97.0475516288606","-97.0475516288606","-168.26014971107776","-168.26014971107776","-168.26014971107776","-133.97836878424204","-133.97836878424204","-133.97836878424204","-150.47621136263032","-150.47621136263032","-150.47621136263032","-170.45238148590383","-170.45238148590383","-170.45238148590383","-124.22870472399582","-124.22870472399582","-124.22870472399582","-288.4530513988177","-288.4530513988177","-288.4530513988177","-198.08837599109776","-198.08837599109776","-198.08837599109776","-123.14576546409899","-123.14576546409899","-123.14576546409899","-148.25779108898945","-148.25779108898945","-148.25779108898945","-414.2831562501178","-414.2831562501178","-414.2831562501178","-538.165533971127","-538.165533971127","-538.165533971127","-120.6046434318165","-120.6046434318165","-120.6046434318165"
"9600","-143.00446813072674","-143.00446813072674","-143.00446813072674","-194.3278117646965","-194.3278117646965","-194.3278117646965","-224.97822285882566","-224.97822285882566","-224.97822285882566","-213.5130369698116","-213.5130369698116","-213.5130369698116","-143.27180491926904","-143.27180491926904","-143.27180491926904","-141.38759776871527","-141.38759776871527","-141.38759776871527","-269.982883976432","-269.982883976432","-269.982883976432","-98.01821160774483","-98.01821160774483","-98.01821160774483","-169.207423520513","-169.207423520513","-169.207423520513","-132.49469261559886","-132.49469261559886","-132.49469261559886","-149.00088162100232","-149.00088162100232","-149.00088162100232","-171.27638465006393","-171.27638465006393","-171.27638465006393","-124.50524429040563","-124.50524429040563","-124.50524429040563","-444.6312198004422","-444.6312198004422","-444.6312198004422","-224.31632875869013","-224.31632875869013","-224.31632875869013","-123.53528722876158","-123.53528722876158","-123.53528722876158","-149.0014168108398","-149.0014168108398","-149.0014168108398","-149.11234368015567","-149.11234368015567","-149.11234368015567","-639.3316001036649","-639.3316001036649","-639.3316001036649","-120.42088618729159","-120.42088618729159","-120.42088618729159"
"9900","-142.242454043098","-142.242454043098","-142.242454043098","-193.18960449232216","-193.18960449232216","-193.18960449232216","-224.08097942790468","-224.08097942790468","-224.08097942790468","-211.93139669364896","-211.93139669364896","-211.93139669364896","-143.27711506552097","-143.27711506552097","-143.27711506552097","-142.0612871881186","-142.0612871881186","-142.0612871881186","-191.39063293795203","-191.39063293795203","-191.39063293795203","-97.67396433495409","-97.67396433495409","-97.67396433495409","-167.36213272120472","-167.36213272120472","-167.36213272120472","-133.27841285650132","-133.27841285650132","-133.27841285650132","-148.54371931194888","-148.54371931194888","-148.54371931194888","-168.19247952913076","-168.19247952913076","-168.19247952913076","-123.79469295782405","-123.79469295782405","-123.79469295782405","-643.8484355949815","-643.8484355949815","-643.8484355949815","-170.56858676921155","-170.56858676921155","-170.56858676921155","-123.54782458223886","-123.54782458223886","-123.54782458223886","-145.73494483501602","-145.73494483501602","-145.73494483501602","-120.10190171468616","-120.10190171468616","-120.10190171468616","-173.0613512026286","-173.0613512026286","-173.0613512026286","-120.71439306131063","-120.71439306131063","-120.71439306131063"
"10200","-142.81537612644425","-142.81537612644425","-142.81537612644425","-192.86924823564928","-192.86924823564928","-192.86924823564928","-223.3543839867778","-223.3543839867778","-223.3543839867778","-211.23830783548823","-211.23830783548823","-211.23830783548823","-143.39996893094576","-143.39996893094576","-143.39996893094576","-141.605604120065","-141.605604120065","-141.605604120065","-190.5983270631698","-190.5983270631698","-190.5983270631698","-97.75680478404492","-97.75680478404492","-97.75680478404492","-168.70295033364545","-168.70295033364545","-168.70295033364545","-130.81343909456547","-130.81343909456547","-130.81343909456547","-148.25923186948663","-148.25923186948663","-148.25923186948663","-168.76474399368036","-168.76474399368036","-168.76474399368036","-124.81392126047356","-124.81392126047356","-124.81392126047356","-640.7170334049092","-640.7170334049092","-640.7170334049092","-170.95302967068304","-170.95302967068304","-170.95302967068304","-123.83694367292662","-123.83694367292662","-123.83694367292662","-148.70223331251847","-148.70223331251847","-148.70223331251847","-178.4065410662755","-178.4065410662755","-178.4065410662755","-173.70763632784414","-173.70763632784414","-173.70763632784414","-120.40321667116964","-120.40321667116964","-120.40321667116964"
"10500","-142.22040385579015","-142.22040385579015","-142.22040385579015","-192.48087875117247","-192.48087875117247","-192.48087875117247","-221.58160108369015","-221.58160108369015","-221.58160108369015","-211.01273827747232","-211.01273827747232","-211.01273827747232","-143.88051315448675","-143.88051315448675","-143.88051315448675","-142.06957185671675","-142.06957185671675","-142.06957185671675","-190.66640774951745","-190.66640774951745","-190.66640774951745","-98.43682266690789","-98.43682266690789","-98.43682266690789","-169.18317860775863","-169.18317860775863","-169.18317860775863","-134.27379303439724","-134.27379303439724","-134.27379303439724","-147.54656652389608","-147.54656652389608","-147.54656652389608","-168.4023972085272","-168.4023972085272","-168.4023972085272","-123.8345331360269","-123.8345331360269","-123.8345331360269","-341.14400987446345","-341.14400987446345","-341.14400987446345","-170.1703208402042","-170.1703208402042","-170.1703208402042","-123.85288123924946","-123.85288123924946","-123.85288123924946","-144.36037592864108","-144.36037592864108","-144.36037592864108","-120.04919898950831","-120.04919898950831","-120.04919898950831","-172.19662368374642","-172.19662368374642","-172.19662368374642","-120.35075398436705","-120.35075398436705","-120.35075398436705"
"10800","-143.91311025245506","-143.91311025245506","-143.91311025245506","-192.2758977868767","-192.2758977868767","-192.2758977868767","-220.00396464013488","-220.00396464013488","-220.00396464013488","-211.6819869896455","-211.6819869896455","-211.6819869896455","-143.70149221478414","-143.70149221478414","-143.70149221478414","-142.30036081472014","-142.30036081472014","-142.30036081472014","-190.46793664228693","-190.46793664228693","-190.46793664228693","-97.33543499502919","-97.33543499502919","-97.33543499502919","-170.4213639931813","-170.4213639931813","-170.4213639931813","-134.09304238887597","-134.09304238887597","-134.09304238887597","-146.58908456990847","-146.58908456990847","-146.58908456990847","-168.23543839761194","-168.23543839761194","-168.23543839761194","-123.46691411280479","-123.46691411280479","-123.46691411280479","-210.68708015432162","-210.68708015432162","-210.68708015432162","-195.8574282270193","-195.8574282270193","-195.8574282270193","-124.1337762069725","-124.1337762069725","-124.1337762069725","-144.76044039285506","-144.76044039285506","-144.76044039285506","-120.20036542013163","-120.20036542013163","-120.20036542013163","-171.6540432328119","-171.6540432328119","-171.6540432328119","-120.70221731344498","-120.70221731344498","-120.70221731344498"
"11100","-142.8128653172478","-142.8128653172478","-142.8128653172478","-192.06496341369294","-192.06496341369294","-192.06496341369294","-219.25352248546022","-219.25352248546022","-219.25352248546022","-208.197328856309","-208.197328856309","-208.197328856309","-145.04139090436024","-145.04139090436024","-145.04139090436024","-142.3932274353597","-142.3932274353597","-142.3932274353597","-189.9343536720436","-189.9343536720436","-189.9343536720436","-97.23117779404586","-97.23117779404586","-97.23117779404586","-170.2500630659152","-170.2500630659152","-170.2500630659152","-134.065218065212","-134.065218065212","-134.065218065212","-146.5748579101683","-146.5748579101683","-146.5748579101683","-168.23968052147808","-168.23968052147808","-168.23968052147808","-123.82294623607899","-123.82294623607899","-123.82294623607899","-210.28632055826716","-210.28632055826716","-210.28632055826716","-194.3840420894832","-194.3840420894832","-194.3840420894832","-124.20438545201628","-124.20438545201628","-124.20438545201628","-145.77479853344627","-145.77479853344627","-145.77479853344627","-120.2015903063611","-120.2015903063611","-120.2015903063611","-171.51694431151267","-171.51694431151267","-171.51694431151267","-120.74178714700334","-120.74178714700334","-120.74178714700334"
"11400","-142.84640325838842","-142.84640325838842","-142.84640325838842","-192.334043348546","-192.334043348546","-192.334043348546","-217.04954434258426","-217.04954434258426","-217.04954434258426","-209.5161632116264","-209.5161632116264","-209.5161632116264","-145.81121250476684","-145.81121250476684","-145.81121250476684","-142.21346591770674","-142.21346591770674","-142.21346591770674","-190.81963758952958","-190.81963758952958","-190.81963758952958","-97.71442474206076","-97.71442474206076","-97.71442474206076","-170.53873587691257","-170.53873587691257","-170.53873587691257","-134.2064916660683","-134.2064916660683","-134.2064916660683","-146.0348562104583","-146.0348562104583","-146.0348562104583","-167.7945101971879","-167.7945101971879","-167.7945101971879","-122.69354816083955","-122.69354816083955","-122.69354816083955","-209.50827819125556","-209.50827819125556","-209.50827819125556","-167.61164889973304","-167.61164889973304","-167.61164889973304","-125.97749194154858","-125.97749194154858","-125.97749194154858","-142.42755843235904","-142.42755843235904","-142.42755843235904","-120.31036701605149","-120.31036701605149","-120.31036701605149","-172.26276188914665","-172.26276188914665","-172.26276188914665","-120.70877760499482","-120.70877760499482","-120.70877760499482"
"11700","-142.9867814484822","-142.9867814484822","-142.9867814484822","-191.83984780568602","-191.83984780568602","-191.83984780568602","-217.45885095295557","-217.45885095295557","-217.45885095295557","-206.38602085067924","-206.38602085067924","-206.38602085067924","-145.9246989762428","-145.9246989762428","-145.9246989762428","-143.4609420039738","-143.4609420039738","-143.4609420039738","-190.73034210840268","-190.73034210840268","-190.73034210840268","-97.4489242982057","-97.4489242982057","-97.4489242982057","-171.23755077535571","-171.23755077535571","-171.23755077535571","-134.11644933118166","-134.11644933118166","-134.11644933118166","-146.55315057004742","-146.55315057004742","-146.55315057004742","-167.75000908347812","-167.75000908347812","-167.75000908347812","-123.06898462284593","-123.06898462284593","-123.06898462284593","-210.9062761900052","-210.9062761900052","-210.9062761900052","-166.80272407589752","-166.80272407589752","-166.80272407589752","-124.70121519541544","-124.70121519541544","-124.70121519541544","-142.16501162441824","-142.16501162441824","-142.16501162441824","-120.4454173977301","-120.4454173977301","-120.4454173977301","-172.24547324396178","-172.24547324396178","-172.24547324396178","-120.76052012313262","-120.76052012313262","-120.76052012313262"
"12000","-143.03010227123292","-143.03010227123292","-143.03010227123292","-191.7414250409493","-191.7414250409493","-191.7414250409493","-217.11192119622257","-217.11192119622257","-217.11192119622257","-206.88391751548573","-206.88391751548573","-206.88391751548573","-145.84657856254333","-145.84657856254333","-145.84657856254333","-142.636866376574","-142.636866376574","-142.636866376574","-189.88362841095832","-189.88362841095832","-189.88362841095832","-96.69500394766462","-96.69500394766462","-96.69500394766462","-170.48549948047952","-170.48549948047952","-170.48549948047952","-134.34799059926962","-134.34799059926962","-134.34799059926962","-145.36253052400707","-145.36253052400707","-145.36253052400707","-168.37757992908158","-168.37757992908158","-168.37757992908158","-122.10298308599411","-122.10298308599411","-122.10298308599411","-209.24246636084823","-209.24246636084823","-209.24246636084823","-167.74992405512586","-167.74992405512586","-167.74992405512586","-126.10471706833007","-126.10471706833007","-126.10471706833007","-142.01731138956006","-142.01731138956006","-142.01731138956006","-120.1984528228492","-120.1984528228492","-120.1984528228492","-171.62750391733232","-171.62750391733232","-171.62750391733232","-120.78214531103883","-120.78214531103883","-120.78214531103883"
"12300","-142.92495461403504","-142.92495461403504","-142.92495461403504","-192.22569250385186","-192.22569250385186","-192.22569250385186","-215.47380355676114","-215.47380355676114","-215.47380355676114","-208.25041756928067","-208.25041756928067","-208.25041756928067","-145.7381259026475","-145.7381259026475","-145.7381259026475","-142.91451026774592","-142.91451026774592","-142.91451026774592","-190.24867190906295","-190.24867190906295","-190.24867190906295","-96.92385955202354","-96.92385955202354","-96.92385955202354","-171.652857437867","-171.652857437867","-171.652857437867","-133.90746315554085","-133.90746315554085","-133.90746315554085","-145.30893117226378","-145.30893117226378","-145.30893117226378","-168.26406632480015","-168.26406632480015","-168.26406632480015","-122.57746418825388","-122.57746418825388","-122.57746418825388","-208.7933473147456","-208.7933473147456","-208.7933473147456","-167.48609048484437","-167.48609048484437","-167.48609048484437","-126.18310930109494","-126.18310930109494","-126.18310930109494","-142.13140840408047","-142.13140840408047","-142.13140840408047","-120.38996207116422","-120.38996207116422","-120.38996207116422","-171.00531940823208","-171.00531940823208","-171.00531940823208","-120.90332394953904","-120.90332394953904","-120.90332394953904"
"12600","-142.6734474830569","-142.6734474830569","-142.6734474830569","-192.2920586751405","-192.2920586751405","-192.2920586751405","-216.03190979850666","-216.03190979850666","-216.03190979850666","-208.90573501936706","-208.90573501936706","-208.90573501936706","-145.88302245027705","-145.88302245027705","-145.88302245027705","-145.1931705847923","-145.1931705847923","-145.1931705847923","-189.9314545748686","-189.9314545748686","-189.9314545748686","-97.66993398574736","-97.66993398574736","-97.66993398574736","-171.4951441704427","-171.4951441704427","-171.4951441704427","-130.50059889936895","-130.50059889936895","-130.50059889936895","-144.44190937255672","-144.44190937255672","-144.44190937255672","-168.64919778284474","-168.64919778284474","-168.64919778284474","-122.62588972762747","-122.62588972762747","-122.62588972762747","-208.30868646389382","-208.30868646389382","-208.30868646389382","-166.26103872995776","-166.26103872995776","-166.26103872995776","-126.44541570779873","-126.44541570779873","-126.44541570779873","-143.2854926562263","-143.2854926562263","-143.2854926562263","-120.90493407074044","-120.90493407074044","-120.90493407074044","-170.81068308723854","-170.81068308723854","-170.81068308723854","-120.89147019721642","-120.89147019721642","-120.89147019721642"
"12900","-142.41952708267692","-142.41952708267692","-142.41952708267692","-192.29376346080272","-192.29376346080272","-192.29376346080272","-215.88303814458905","-215.88303814458905","-215.88303814458905","-206.663207580696","-206.663207580696","-206.663207580696","-146.0935613346257","-146.0935613346257","-146.0935613346257","-145.60189179815535","-145.60189179815535","-145.60189179815535","-190.05366956541025","-190.05366956541025","-190.05366956541025","-98.04543547385391","-98.04543547385391","-98.04543547385391","-171.65937822512652","-171.65937822512652","-171.65937822512652","-130.0969869691842","-130.0969869691842","-130.0969869691842","-144.0592849659604","-144.0592849659604","-144.0592849659604","-168.16345543436736","-168.16345543436736","-168.16345543436736","-123.42798851200916","-123.42798851200916","-123.42798851200916","-208.62503534208344","-208.62503534208344","-208.62503534208344","-166.48551644534876","-166.48551644534876","-166.48551644534876","-126.18362893749722","-126.18362893749722","-126.18362893749722","-150.514630990876","-150.514630990876","-150.514630990876","-120.92580744457169","-120.92580744457169","-120.92580744457169","-171.94228890694015","-171.94228890694015","-171.94228890694015","-120.9584545595955","-120.9584545595955","-120.9584545595955"
"13200","-142.48863036323968","-142.48863036323968","-142.48863036323968","-192.49856133579652","-192.49856133579652","-192.49856133579652","-214.66295716488176","-214.66295716488176","-214.66295716488176","-209.03179382428098","-209.03179382428098","-209.03179382428098","-146.32926953876637","-146.32926953876637","-146.32926953876637","-144.32417805757888","-144.32417805757888","-144.32417805757888","-189.46178539395973","-189.46178539395973","-189.46178539395973","-97.72277394085485","-97.72277394085485","-97.72277394085485","-171.37741193294656","-171.37741193294656","-171.37741193294656","-130.2868566479395","-130.2868566479395","-130.2868566479395","-143.2407323514278","-143.2407323514278","-143.2407323514278","-168.5577434934416","-168.5577434934416","-168.5577434934416","-123.45570791461964","-123.45570791461964","-123.45570791461964","-209.14078615644493","-209.14078615644493","-209.14078615644493","-166.47174710171558","-166.47174710171558","-166.47174710171558","-126.216938677809","-126.216938677809","-126.216938677809","-147.46866813488109","-147.46866813488109","-147.46866813488109","-120.73616302964543","-120.73616302964543","-120.73616302964543","-172.067914049298","-172.067914049298","-172.067914049298","-120.90122813958476","-120.90122813958476","-120.90122813958476"
"13500","-141.0386408737576","-141.0386408737576","-141.0386408737576","-192.64112102335304","-192.64112102335304","-192.64112102335304","-214.75591350565873","-214.75591350565873","-214.75591350565873","-211.17280588126286","-211.17280588126286","-211.17280588126286","-144.85926959708374","-144.85926959708374","-144.85926959708374","-143.7785127594472","-143.7785127594472","-143.7785127594472","-189.95054442759775","-189.95054442759775","-189.95054442759775","-97.36017019325953","-97.36017019325953","-97.36017019325953","-170.70542162731454","-170.70542162731454","-170.70542162731454","-131.01146246803168","-131.01146246803168","-131.01146246803168","-143.26550456462274","-143.26550456462274","-143.26550456462274","-192.57532571057652","-192.57532571057652","-192.57532571057652","-123.38445938742605","-123.38445938742605","-123.38445938742605","-209.1539514465898","-209.1539514465898","-209.1539514465898","-166.40008977669032","-166.40008977669032","-166.40008977669032","-122.99467312388371","-122.99467312388371","-122.99467312388371","-152.08101766804106","-152.08101766804106","-152.08101766804106","-120.35596184302376","-120.35596184302376","-120.35596184302376","-171.02664153774253","-171.02664153774253","-171.02664153774253","-120.89175328705396","-120.89175328705396","-120.89175328705396"
"13800","-141.39750217273112","-141.39750217273112","-141.39750217273112","-192.4908390727264","-192.4908390727264","-192.4908390727264","-214.98399891630893","-214.98399891630893","-214.98399891630893","-213.06882686291834","-213.06882686291834","-213.06882686291834","-144.95208436718104","-144.95208436718104","-144.95208436718104","-142.57104648824642","-142.57104648824642","-142.57104648824642","-189.89918608494722","-189.89918608494722","-189.89918608494722","-98.67772645844089","-98.67772645844089","-98.67772645844089","-170.83477228368105","-170.83477228368105","-170.83477228368105","-132.6369210904946","-132.6369210904946","-132.6369210904946","-142.54598631102564","-142.54598631102564","-142.54598631102564","-192.27700724984362","-192.27700724984362","-192.27700724984362","-124.08491621411137","-124.08491621411137","-124.08491621411137","-208.79997011266522","-208.79997011266522","-208.79997011266522","-167.6421604872504","-167.6421604872504","-167.6421604872504","-123.18662285897524","-123.18662285897524","-123.18662285897524","-151.89117785527097","-151.89117785527097","-151.89117785527097","-120.46210260332182","-120.46210260332182","-120.46210260332182","-173.63442462239138","-173.63442462239138","-173.63442462239138","-120.85273378256554","-120.85273378256554","-120.85273378256554"
"14100","-141.66977114933584","-141.66977114933584","-141.66977114933584","-192.50907976807062","-192.50907976807062","-192.50907976807062","-215.29733211460544","-215.29733211460544","-215.29733211460544","-212.22712655452","-212.22712655452","-212.22712655452","-144.73451954710782","-144.73451954710782","-144.73451954710782","-143.61908864557748","-143.61908864557748","-143.61908864557748","-189.7398137049238","-189.7398137049238","-189.7398137049238","-99.85394839585392","-99.85394839585392","-99.85394839585392","-171.20957551347504","-171.20957551347504","-171.20957551347504","-130.46992289538272","-130.46992289538272","-130.46992289538272","-142.98212184791328","-142.98212184791328","-142.98212184791328","-191.91428637380415","-191.91428637380415","-191.91428637380415","-123.36618140009548","-123.36618140009548","-123.36618140009548","-208.47384302706573","-208.47384302706573","-208.47384302706573","-166.51506581269842","-166.51506581269842","-166.51506581269842","-123.5671704527455","-123.5671704527455","-123.5671704527455","-143.34216952990744","-143.34216952990744","-143.34216952990744","-120.67346559705175","-120.67346559705175","-120.67346559705175","-172.0884845140904","-172.0884845140904","-172.0884845140904","-120.9523082714549","-120.9523082714549","-120.9523082714549"
"14400","-142.18350270196692","-142.18350270196692","-142.18350270196692","-193.06603562927754","-193.06603562927754","-193.06603562927754","-215.78523755641373","-215.78523755641373","-215.78523755641373","-212.18875810202218","-212.18875810202218","-212.18875810202218","-145.33619920724993","-145.33619920724993","-145.33619920724993","-144.13180549940517","-144.13180549940517","-144.13180549940517","-189.99063525883378","-189.99063525883378","-189.99063525883378","-100.01490666560115","-100.01490666560115","-100.01490666560115","-170.10060785440743","-170.10060785440743","-170.10060785440743","-129.33846281741543","-129.33846281741543","-129.33846281741543","-142.9695460517776","-142.9695460517776","-142.9695460517776","-193.25729911589528","-193.25729911589528","-193.25729911589528","-123.97537698793053","-123.97537698793053","-123.97537698793053","-207.85663214430338","-207.85663214430338","-207.85663214430338","-167.21710635268397","-167.21710635268397","-167.21710635268397","-122.95197779564401","-122.95197779564401","-122.95197779564401","-143.00988110437336","-143.00988110437336","-143.00988110437336","-120.59356126476787","-120.59356126476787","-120.59356126476787","-172.0137032636997","-172.0137032636997","-172.0137032636997","-120.79546912629039","-120.79546912629039","-120.79546912629039"
"14700","-142.20215781161667","-142.20215781161667","-142.20215781161667","-193.0040540429744","-193.0040540429744","-193.0040540429744","-216.53562775301504","-216.53562775301504","-216.53562775301504","-211.44596190477154","-211.44596190477154","-211.44596190477154","-144.8824450704914","-144.8824450704914","-144.8824450704914","-143.4115198189544","-143.4115198189544","-143.4115198189544","-189.36259729698696","-189.36259729698696","-189.36259729698696","-97.05214166154346","-97.05214166154346","-97.05214166154346","-170.41252385443408","-170.41252385443408","-170.41252385443408","-130.3609419033768","-130.3609419033768","-130.3609419033768","-142.09773488680952","-142.09773488680952","-142.09773488680952","-194.10893972247825","-194.10893972247825","-194.10893972247825","-123.34110378407922","-123.34110378407922","-123.34110378407922","-207.7861530154095","-207.7861530154095","-207.7861530154095","-168.13160571248946","-168.13160571248946","-168.13160571248946","-123.674550493302","-123.674550493302","-123.674550493302","-143.26563069863943","-143.26563069863943","-143.26563069863943","-120.33507358618314","-120.33507358618314","-120.33507358618314","-172.12600625455752","-172.12600625455752","-172.12600625455752","-120.75717482177109","-120.75717482177109","-120.75717482177109"
"15000","-142.11031700068708","-142.11031700068708","-142.11031700068708","-193.1114823825086","-193.1114823825086","-193.1114823825086","-215.79345818438986","-215.79345818438986","-215.79345818438986","-211.57663453975368","-211.57663453975368","-211.57663453975368","-145.13316183398507","-145.13316183398507","-145.13316183398507","-143.78235597613906","-143.78235597613906","-143.78235597613906","-189.77834253974348","-189.77834253974348","-189.77834253974348","-97.23737708463852","-97.23737708463852","-97.23737708463852","-170.01870193370428","-170.01870193370428","-170.01870193370428","-128.13460239199003","-128.13460239199003","-128.13460239199003","-142.61654208491706","-142.61654208491706","-142.61654208491706","-193.74276648550418","-193.74276648550418","-193.74276648550418","-123.10089172150747","-123.10089172150747","-123.10089172150747","-207.4486469367675","-207.4486469367675","-207.4486469367675","-168.09748558543532","-168.09748558543532","-168.09748558543532","-124.26597828642859","-124.26597828642859","-124.26597828642859","-142.57786627947445","-142.57786627947445","-142.57786627947445","-120.27869511265446","-120.27869511265446","-120.27869511265446","-173.14949911451316","-173.14949911451316","-173.14949911451316","-120.80424442890015","-120.80424442890015","-120.80424442890015"
"15300","-142.04236418674077","-142.04236418674077","-142.04236418674077","-192.7153480803151","-192.7153480803151","-192.7153480803151","-217.92847794818363","-217.92847794818363","-217.92847794818363","-210.2342941188421","-210.2342941188421","-210.2342941188421","-144.22147235337997","-144.22147235337997","-144.22147235337997","-144.58520838436922","-144.58520838436922","-144.58520838436922","-189.2866563438116","-189.2866563438116","-189.2866563438116","-96.31224831119565","-96.31224831119565","-96.31224831119565","-169.55447313634937","-169.55447313634937","-169.55447313634937","-128.32957094027336","-128.32957094027336","-128.32957094027336","-142.09481993787605","-142.09481993787605","-142.09481993787605","-170.0275064673046","-170.0275064673046","-170.0275064673046","-124.30216576003845","-124.30216576003845","-124.30216576003845","-207.31647908128042","-207.31647908128042","-207.31647908128042","-168.01657086109267","-168.01657086109267","-168.01657086109267","-122.18795109985183","-122.18795109985183","-122.18795109985183","-143.0970481073877","-143.0970481073877","-143.0970481073877","-120.27389114470881","-120.27389114470881","-120.27389114470881","-173.71697103461005","-173.71697103461005","-173.71697103461005","-120.53579097234547","-120.53579097234547","-120.53579097234547"
"15600","-142.2636028317342","-142.2636028317342","-142.2636028317342","-191.49281897910743","-191.49281897910743","-191.49281897910743","-217.604051366347","-217.604051366347","-217.604051366347","-209.91549696908686","-209.91549696908686","-209.91549696908686","-145.01747435715714","-145.01747435715714","-145.01747435715714","-144.2019289556859","-144.2019289556859","-144.2019289556859","-190.24759406162528","-190.24759406162528","-190.24759406162528","-96.91527910267038","-96.91527910267038","-96.91527910267038","-168.4893350336143","-168.4893350336143","-168.4893350336143","-131.8685551021787","-131.8685551021787","-131.8685551021787","-142.34971783770644","-142.34971783770644","-142.34971783770644","-194.06544849459232","-194.06544849459232","-194.06544849459232","-123.666606270942","-123.666606270942","-123.666606270942","-208.1749542540591","-208.1749542540591","-208.1749542540591","-167.88492199890038","-167.88492199890038","-167.88492199890038","-122.78084432133087","-122.78084432133087","-122.78084432133087","-142.60516567202626","-142.60516567202626","-142.60516567202626","-120.21682601439917","-120.21682601439917","-120.21682601439917","-172.74672619409245","-172.74672619409245","-172.74672619409245","-120.85912755281383","-120.85912755281383","-120.85912755281383"
