"Step","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward__MAX"
"3000","-423.53547049808276","-423.53547049808276","-423.53547049808276","-1036.3781039126918","-1036.3781039126918","-1036.3781039126918","-1127.309893078324","-1127.309893078324","-1127.309893078324","-908.0764292307394","-908.0764292307394","-908.0764292307394","-950.8873257820748","-950.8873257820748","-950.8873257820748","-748.5367030047424","-748.5367030047424","-748.5367030047424","-1231.2805917304438","-1231.2805917304438","-1231.2805917304438","-561.3333949556355","-561.3333949556355","-561.3333949556355","-929.8466554025024","-929.8466554025024","-929.8466554025024","-1244.3736654459462","-1244.3736654459462","-1244.3736654459462","-1062.9514137640776","-1062.9514137640776","-1062.9514137640776","-1067.6157774908193","-1067.6157774908193","-1067.6157774908193","-399.0184506149157","-399.0184506149157","-399.0184506149157","-910.8719082633943","-910.8719082633943","-910.8719082633943","-1023.8804191241861","-1023.8804191241861","-1023.8804191241861","-835.5901648838944","-835.5901648838944","-835.5901648838944","-818.9353489799466","-818.9353489799466","-818.9353489799466","-799.6427710900928","-799.6427710900928","-799.6427710900928","-971.8017448953635","-971.8017448953635","-971.8017448953635","-928.3519619407764","-928.3519619407764","-928.3519619407764"
"3300","-341.27919435296377","-341.27919435296377","-341.27919435296377","-561.3439697111135","-561.3439697111135","-561.3439697111135","-1168.1225669785838","-1168.1225669785838","-1168.1225669785838","-431.79874166362924","-431.79874166362924","-431.79874166362924","-741.710333184494","-741.710333184494","-741.710333184494","-751.9163057837861","-751.9163057837861","-751.9163057837861","-1014.7247900570767","-1014.7247900570767","-1014.7247900570767","-297.84403129945423","-297.84403129945423","-297.84403129945423","-641.7429416116572","-641.7429416116572","-641.7429416116572","-1330.0809879453059","-1330.0809879453059","-1330.0809879453059","-901.3682580020225","-901.3682580020225","-901.3682580020225","-971.1256672295247","-971.1256672295247","-971.1256672295247","-444.63501785296256","-444.63501785296256","-444.63501785296256","-762.1879320301362","-762.1879320301362","-762.1879320301362","-398.56192927287793","-398.56192927287793","-398.56192927287793","-433.63342274685255","-433.63342274685255","-433.63342274685255","-382.3578596845024","-382.3578596845024","-382.3578596845024","-989.7237962957417","-989.7237962957417","-989.7237962957417","-875.9287040442239","-875.9287040442239","-875.9287040442239","-764.4784917628716","-764.4784917628716","-764.4784917628716"
"3600","-211.67461276676653","-211.67461276676653","-211.67461276676653","-716.0207368822108","-716.0207368822108","-716.0207368822108","-1122.5926181564657","-1122.5926181564657","-1122.5926181564657","-296.25097905963537","-296.25097905963537","-296.25097905963537","-1590.8341563357797","-1590.8341563357797","-1590.8341563357797","-1075.774904715935","-1075.774904715935","-1075.774904715935","-722.0558417238565","-722.0558417238565","-722.0558417238565","-135.70862813260518","-135.70862813260518","-135.70862813260518","-489.1141893819855","-489.1141893819855","-489.1141893819855","-1172.9837286776124","-1172.9837286776124","-1172.9837286776124","-605.8374141836182","-605.8374141836182","-605.8374141836182","-1215.6508416696513","-1215.6508416696513","-1215.6508416696513","-184.5415165475238","-184.5415165475238","-184.5415165475238","-711.3735515343822","-711.3735515343822","-711.3735515343822","-251.63228882719346","-251.63228882719346","-251.63228882719346","-603.4737275558431","-603.4737275558431","-603.4737275558431","-239.601260862262","-239.601260862262","-239.601260862262","-457.66559549835546","-457.66559549835546","-457.66559549835546","-459.4794452929976","-459.4794452929976","-459.4794452929976","-211.0733848997101","-211.0733848997101","-211.0733848997101"
"3900","-209.3228300779154","-209.3228300779154","-209.3228300779154","-1286.701336810601","-1286.701336810601","-1286.701336810601","-947.6386312244895","-947.6386312244895","-947.6386312244895","-231.23860568695918","-231.23860568695918","-231.23860568695918","-165.8363420746539","-165.8363420746539","-165.8363420746539","-1147.388923654029","-1147.388923654029","-1147.388923654029","-456.98621309652026","-456.98621309652026","-456.98621309652026","-107.73070232556407","-107.73070232556407","-107.73070232556407","-220.79365177512364","-220.79365177512364","-220.79365177512364","-785.3167458134806","-785.3167458134806","-785.3167458134806","-308.3394624162486","-308.3394624162486","-308.3394624162486","-1037.6597876671062","-1037.6597876671062","-1037.6597876671062","-155.91171139670064","-155.91171139670064","-155.91171139670064","-223.86151893669165","-223.86151893669165","-223.86151893669165","-217.21492875364987","-217.21492875364987","-217.21492875364987","-416.04986375862427","-416.04986375862427","-416.04986375862427","-182.73762219562545","-182.73762219562545","-182.73762219562545","-240.639184333007","-240.639184333007","-240.639184333007","-524.6694597982558","-524.6694597982558","-524.6694597982558","-154.9222389893621","-154.9222389893621","-154.9222389893621"
"4200","-336.81449801634443","-336.81449801634443","-336.81449801634443","-228.03864972288312","-228.03864972288312","-228.03864972288312","-942.10778622476","-942.10778622476","-942.10778622476","-254.52305028190125","-254.52305028190125","-254.52305028190125","-158.99965380709273","-158.99965380709273","-158.99965380709273","-181.1936334980158","-181.1936334980158","-181.1936334980158","-232.9100777010405","-232.9100777010405","-232.9100777010405","-105.31725044831737","-105.31725044831737","-105.31725044831737","-207.65098710101603","-207.65098710101603","-207.65098710101603","-625.3452509980368","-625.3452509980368","-625.3452509980368","-319.3705731724384","-319.3705731724384","-319.3705731724384","-635.1475667315784","-635.1475667315784","-635.1475667315784","-153.94275160548392","-153.94275160548392","-153.94275160548392","-224.37294392368614","-224.37294392368614","-224.37294392368614","-322.8146216565813","-322.8146216565813","-322.8146216565813","-153.29209811513473","-153.29209811513473","-153.29209811513473","-179.31704965830286","-179.31704965830286","-179.31704965830286","-128.49539111783568","-128.49539111783568","-128.49539111783568","-626.1965262374172","-626.1965262374172","-626.1965262374172","-153.3393539418483","-153.3393539418483","-153.3393539418483"
"4500","-147.46972919588453","-147.46972919588453","-147.46972919588453","-251.99577297757983","-251.99577297757983","-251.99577297757983","-790.3735740324397","-790.3735740324397","-790.3735740324397","-223.32133608831887","-223.32133608831887","-223.32133608831887","-156.1234773221454","-156.1234773221454","-156.1234773221454","-175.50677921262337","-175.50677921262337","-175.50677921262337","-224.5203696824912","-224.5203696824912","-224.5203696824912","-102.20060452513937","-102.20060452513937","-102.20060452513937","-205.47196185539966","-205.47196185539966","-205.47196185539966","-147.92278743012565","-147.92278743012565","-147.92278743012565","-153.7362692331631","-153.7362692331631","-153.7362692331631","-592.6425845295892","-592.6425845295892","-592.6425845295892","-127.21921889553944","-127.21921889553944","-127.21921889553944","-219.79675034962133","-219.79675034962133","-219.79675034962133","-183.95962642902532","-183.95962642902532","-183.95962642902532","-126.57787849859385","-126.57787849859385","-126.57787849859385","-151.53158539293275","-151.53158539293275","-151.53158539293275","-155.61151527744983","-155.61151527744983","-155.61151527744983","-412.9799386436398","-412.9799386436398","-412.9799386436398","-152.14853810848962","-152.14853810848962","-152.14853810848962"
"4800","-146.8239643058147","-146.8239643058147","-146.8239643058147","-222.28081473738334","-222.28081473738334","-222.28081473738334","-270.18559538875377","-270.18559538875377","-270.18559538875377","-224.6749635321221","-224.6749635321221","-224.6749635321221","-152.5353757565601","-152.5353757565601","-152.5353757565601","-148.33257668548254","-148.33257668548254","-148.33257668548254","-453.84402338414856","-453.84402338414856","-453.84402338414856","-101.47867790318257","-101.47867790318257","-101.47867790318257","-176.7935722458987","-176.7935722458987","-176.7935722458987","-136.8611607571935","-136.8611607571935","-136.8611607571935","-406.81017885625533","-406.81017885625533","-406.81017885625533","-520.3887876936712","-520.3887876936712","-520.3887876936712","-152.38317007362693","-152.38317007362693","-152.38317007362693","-218.05654491401714","-218.05654491401714","-218.05654491401714","-336.6141474456923","-336.6141474456923","-336.6141474456923","-124.73385117087878","-124.73385117087878","-124.73385117087878","-149.54859151894055","-149.54859151894055","-149.54859151894055","-128.66750104546668","-128.66750104546668","-128.66750104546668","-443.4847488543116","-443.4847488543116","-443.4847488543116","-284.6642557499589","-284.6642557499589","-284.6642557499589"
"5100","-146.96445387455418","-146.96445387455418","-146.96445387455418","-220.42200168562562","-220.42200168562562","-220.42200168562562","-762.7965239810935","-762.7965239810935","-762.7965239810935","-218.1279860212513","-218.1279860212513","-218.1279860212513","-150.07018489605548","-150.07018489605548","-150.07018489605548","-146.30246081311412","-146.30246081311412","-146.30246081311412","-753.3513215978699","-753.3513215978699","-753.3513215978699","-99.24202280250611","-99.24202280250611","-99.24202280250611","-174.90671489999835","-174.90671489999835","-174.90671489999835","-125.97061944130262","-125.97061944130262","-125.97061944130262","-947.6766538192835","-947.6766538192835","-947.6766538192835","-173.72795573788957","-173.72795573788957","-173.72795573788957","-623.7373313119515","-623.7373313119515","-623.7373313119515","-214.87672854891002","-214.87672854891002","-214.87672854891002","-175.15040021821088","-175.15040021821088","-175.15040021821088","-260.49741026234796","-260.49741026234796","-260.49741026234796","-148.57943092712344","-148.57943092712344","-148.57943092712344","-124.12413624350192","-124.12413624350192","-124.12413624350192","-305.47022362704695","-305.47022362704695","-305.47022362704695","-150.19859295745377","-150.19859295745377","-150.19859295745377"
"5400","-388.8205648031408","-388.8205648031408","-388.8205648031408","-219.63301872773","-219.63301872773","-219.63301872773","-258.8086554821831","-258.8086554821831","-258.8086554821831","-213.34428374821678","-213.34428374821678","-213.34428374821678","-146.08029368882944","-146.08029368882944","-146.08029368882944","-144.05565812879925","-144.05565812879925","-144.05565812879925","-197.45873718526354","-197.45873718526354","-197.45873718526354","-101.11971572238781","-101.11971572238781","-101.11971572238781","-175.10565631337505","-175.10565631337505","-175.10565631337505","-123.2648502099441","-123.2648502099441","-123.2648502099441","-859.9258940262171","-859.9258940262171","-859.9258940262171","-173.61854576216146","-173.61854576216146","-173.61854576216146","-588.6697758919402","-588.6697758919402","-588.6697758919402","-212.31795585118053","-212.31795585118053","-212.31795585118053","-172.71194075333224","-172.71194075333224","-172.71194075333224","-122.95223181790747","-122.95223181790747","-122.95223181790747","-147.5385372792083","-147.5385372792083","-147.5385372792083","-124.94635980606822","-124.94635980606822","-124.94635980606822","-173.77902320262424","-173.77902320262424","-173.77902320262424","-149.60368808245866","-149.60368808245866","-149.60368808245866"
"5700","-167.18789915201984","-167.18789915201984","-167.18789915201984","-219.0441968283852","-219.0441968283852","-219.0441968283852","-256.1335184858816","-256.1335184858816","-256.1335184858816","-210.96747762717843","-210.96747762717843","-210.96747762717843","-149.2204722470861","-149.2204722470861","-149.2204722470861","-144.800578263875","-144.800578263875","-144.800578263875","-763.364408591404","-763.364408591404","-763.364408591404","-98.59823205247736","-98.59823205247736","-98.59823205247736","-197.69201069558648","-197.69201069558648","-197.69201069558648","-146.66177742208134","-146.66177742208134","-146.66177742208134","-943.7434048130275","-943.7434048130275","-943.7434048130275","-172.11016694016698","-172.11016694016698","-172.11016694016698","-635.4448667361125","-635.4448667361125","-635.4448667361125","-213.2648516262819","-213.2648516262819","-213.2648516262819","-172.3479807476384","-172.3479807476384","-172.3479807476384","-122.41507912973555","-122.41507912973555","-122.41507912973555","-332.06505665739405","-332.06505665739405","-332.06505665739405","-124.17680518379579","-124.17680518379579","-124.17680518379579","-173.2346358276096","-173.2346358276096","-173.2346358276096","-306.4068588574231","-306.4068588574231","-306.4068588574231"
"6000","-165.21360311906284","-165.21360311906284","-165.21360311906284","-219.24890742510735","-219.24890742510735","-219.24890742510735","-226.5872652852301","-226.5872652852301","-226.5872652852301","-208.52700815558651","-208.52700815558651","-208.52700815558651","-150.16695531307246","-150.16695531307246","-150.16695531307246","-143.22550483852842","-143.22550483852842","-143.22550483852842","-361.9782073612796","-361.9782073612796","-361.9782073612796","-98.33183734178931","-98.33183734178931","-98.33183734178931","-169.87892748501335","-169.87892748501335","-169.87892748501335","-122.71306260479703","-122.71306260479703","-122.71306260479703","-563.0901692872648","-563.0901692872648","-563.0901692872648","-173.21483101606233","-173.21483101606233","-173.21483101606233","-126.67856745050183","-126.67856745050183","-126.67856745050183","-212.55308820714635","-212.55308820714635","-212.55308820714635","-170.89071809250737","-170.89071809250737","-170.89071809250737","-121.78085308837258","-121.78085308837258","-121.78085308837258","-458.90214491883137","-458.90214491883137","-458.90214491883137","-346.11560589058644","-346.11560589058644","-346.11560589058644","-172.7894151006639","-172.7894151006639","-172.7894151006639","-148.33340992741725","-148.33340992741725","-148.33340992741725"
"6300","-189.37704221476804","-189.37704221476804","-189.37704221476804","-219.94534689874413","-219.94534689874413","-219.94534689874413","-251.13975876377077","-251.13975876377077","-251.13975876377077","-211.12902863001446","-211.12902863001446","-211.12902863001446","-145.17630518389439","-145.17630518389439","-145.17630518389439","-142.35416334220267","-142.35416334220267","-142.35416334220267","-1063.928398810864","-1063.928398810864","-1063.928398810864","-98.87727509953774","-98.87727509953774","-98.87727509953774","-170.91374777321522","-170.91374777321522","-170.91374777321522","-151.22055660248472","-151.22055660248472","-151.22055660248472","-147.05579719716772","-147.05579719716772","-147.05579719716772","-177.827789499757","-177.827789499757","-177.827789499757","-125.37941794835356","-125.37941794835356","-125.37941794835356","-212.05310392150545","-212.05310392150545","-212.05310392150545","-171.29336438195972","-171.29336438195972","-171.29336438195972","-121.17649915314189","-121.17649915314189","-121.17649915314189","-460.9108430145574","-460.9108430145574","-460.9108430145574","-124.26735105483988","-124.26735105483988","-124.26735105483988","-172.23819723556284","-172.23819723556284","-172.23819723556284","-147.3749169522463","-147.3749169522463","-147.3749169522463"
"6600","-188.02147385997188","-188.02147385997188","-188.02147385997188","-219.11433476831695","-219.11433476831695","-219.11433476831695","-249.56815652125357","-249.56815652125357","-249.56815652125357","-216.6377519102824","-216.6377519102824","-216.6377519102824","-144.52020834527292","-144.52020834527292","-144.52020834527292","-143.26392719332273","-143.26392719332273","-143.26392719332273","-770.1483078233277","-770.1483078233277","-770.1483078233277","-101.24103725847655","-101.24103725847655","-101.24103725847655","-743.3911976209577","-743.3911976209577","-743.3911976209577","-150.4053881998514","-150.4053881998514","-150.4053881998514","-146.53613285134477","-146.53613285134477","-146.53613285134477","-174.9044684164549","-174.9044684164549","-174.9044684164549","-125.47083188743866","-125.47083188743866","-125.47083188743866","-211.91079374434702","-211.91079374434702","-211.91079374434702","-170.86820555153713","-170.86820555153713","-170.86820555153713","-121.64148183187687","-121.64148183187687","-121.64148183187687","-148.18966790314437","-148.18966790314437","-148.18966790314437","-123.02216831875612","-123.02216831875612","-123.02216831875612","-173.59870263633067","-173.59870263633067","-173.59870263633067","-147.9351115712212","-147.9351115712212","-147.9351115712212"
"6900","-190.35752504844305","-190.35752504844305","-190.35752504844305","-217.43602966936237","-217.43602966936237","-217.43602966936237","-225.66593906940233","-225.66593906940233","-225.66593906940233","-214.53251616041499","-214.53251616041499","-214.53251616041499","-144.09468618218813","-144.09468618218813","-144.09468618218813","-142.725353153536","-142.725353153536","-142.725353153536","-298.10662659430596","-298.10662659430596","-298.10662659430596","-100.62156022884794","-100.62156022884794","-100.62156022884794","-915.3503578564693","-915.3503578564693","-915.3503578564693","-125.423214041398","-125.423214041398","-125.423214041398","-146.8685119669288","-146.8685119669288","-146.8685119669288","-175.4728771010845","-175.4728771010845","-175.4728771010845","-125.12918282157834","-125.12918282157834","-125.12918282157834","-212.60220678507207","-212.60220678507207","-212.60220678507207","-171.65302625651768","-171.65302625651768","-171.65302625651768","-121.26648394142185","-121.26648394142185","-121.26648394142185","-174.25470086473578","-174.25470086473578","-174.25470086473578","-123.6705489297628","-123.6705489297628","-123.6705489297628","-171.54235951744343","-171.54235951744343","-171.54235951744343","-307.65586530631407","-307.65586530631407","-307.65586530631407"
"7200","-142.94943539284526","-142.94943539284526","-142.94943539284526","-218.52551898259225","-218.52551898259225","-218.52551898259225","-235.31573287631704","-235.31573287631704","-235.31573287631704","-213.2207293481034","-213.2207293481034","-213.2207293481034","-144.79093584174302","-144.79093584174302","-144.79093584174302","-142.60975555948758","-142.60975555948758","-142.60975555948758","-192.78352084892018","-192.78352084892018","-192.78352084892018","-101.71546678947234","-101.71546678947234","-101.71546678947234","-332.8235819351509","-332.8235819351509","-332.8235819351509","-138.40631499432084","-138.40631499432084","-138.40631499432084","-146.02537449711738","-146.02537449711738","-146.02537449711738","-174.59719550598084","-174.59719550598084","-174.59719550598084","-427.43718554558353","-427.43718554558353","-427.43718554558353","-212.49707173236303","-212.49707173236303","-212.49707173236303","-172.98797141819642","-172.98797141819642","-172.98797141819642","-120.99869780130958","-120.99869780130958","-120.99869780130958","-150.2749273989365","-150.2749273989365","-150.2749273989365","-994.315712240754","-994.315712240754","-994.315712240754","-618.4155280305058","-618.4155280305058","-618.4155280305058","-788.7603943508188","-788.7603943508188","-788.7603943508188"
"7500","-145.16187425000402","-145.16187425000402","-145.16187425000402","-219.86843342306787","-219.86843342306787","-219.86843342306787","-239.61944695138817","-239.61944695138817","-239.61944695138817","-207.16392354118994","-207.16392354118994","-207.16392354118994","-144.16142809918819","-144.16142809918819","-144.16142809918819","-143.2133884410529","-143.2133884410529","-143.2133884410529","-192.40071158416367","-192.40071158416367","-192.40071158416367","-103.32662290060341","-103.32662290060341","-103.32662290060341","-167.0063290555892","-167.0063290555892","-167.0063290555892","-139.2978287006128","-139.2978287006128","-139.2978287006128","-146.8390209142636","-146.8390209142636","-146.8390209142636","-174.3640433959796","-174.3640433959796","-174.3640433959796","-433.7250012520975","-433.7250012520975","-433.7250012520975","-211.53486330575274","-211.53486330575274","-211.53486330575274","-173.0606418398063","-173.0606418398063","-173.0606418398063","-120.52266209521733","-120.52266209521733","-120.52266209521733","-148.85098155111245","-148.85098155111245","-148.85098155111245","-1011.6063162785289","-1011.6063162785289","-1011.6063162785289","-649.8882100781644","-649.8882100781644","-649.8882100781644","-172.49620814707265","-172.49620814707265","-172.49620814707265"
"7800","-144.51535727343366","-144.51535727343366","-144.51535727343366","-220.35777325492117","-220.35777325492117","-220.35777325492117","-258.6502933881219","-258.6502933881219","-258.6502933881219","-208.53772287656813","-208.53772287656813","-208.53772287656813","-143.84186566734945","-143.84186566734945","-143.84186566734945","-143.06366880309116","-143.06366880309116","-143.06366880309116","-192.27546569975885","-192.27546569975885","-192.27546569975885","-98.44861056336278","-98.44861056336278","-98.44861056336278","-166.7637952822875","-166.7637952822875","-166.7637952822875","-139.41435167099704","-139.41435167099704","-139.41435167099704","-146.29522794462326","-146.29522794462326","-146.29522794462326","-174.458490513039","-174.458490513039","-174.458490513039","-434.43310816736187","-434.43310816736187","-434.43310816736187","-211.39468301240112","-211.39468301240112","-211.39468301240112","-173.000726726375","-173.000726726375","-173.000726726375","-120.38431563368306","-120.38431563368306","-120.38431563368306","-147.59465603329116","-147.59465603329116","-147.59465603329116","-421.05379977405784","-421.05379977405784","-421.05379977405784","-637.1937839258529","-637.1937839258529","-637.1937839258529","-145.86068411527876","-145.86068411527876","-145.86068411527876"
"8100","-145.02103296897735","-145.02103296897735","-145.02103296897735","-391.77106168596066","-391.77106168596066","-391.77106168596066","-259.0740904499407","-259.0740904499407","-259.0740904499407","-208.48850847047115","-208.48850847047115","-208.48850847047115","-143.65615417457587","-143.65615417457587","-143.65615417457587","-141.09104332828807","-141.09104332828807","-141.09104332828807","-191.96321907818125","-191.96321907818125","-191.96321907818125","-98.19609475746692","-98.19609475746692","-98.19609475746692","-166.55608976310072","-166.55608976310072","-166.55608976310072","-139.17849463262658","-139.17849463262658","-139.17849463262658","-147.20317539789903","-147.20317539789903","-147.20317539789903","-173.77226442658227","-173.77226442658227","-173.77226442658227","-122.73354417905261","-122.73354417905261","-122.73354417905261","-211.06985395642923","-211.06985395642923","-211.06985395642923","-172.3551482046759","-172.3551482046759","-172.3551482046759","-120.0831808055013","-120.0831808055013","-120.0831808055013","-147.2549628835637","-147.2549628835637","-147.2549628835637","-1033.8286104597778","-1033.8286104597778","-1033.8286104597778","-691.3641222004637","-691.3641222004637","-691.3641222004637","-392.58017489454625","-392.58017489454625","-392.58017489454625"
"8400","-144.36924488658977","-144.36924488658977","-144.36924488658977","-416.97948349654814","-416.97948349654814","-416.97948349654814","-249.18998144299536","-249.18998144299536","-249.18998144299536","-206.6851591548306","-206.6851591548306","-206.6851591548306","-143.49091828623324","-143.49091828623324","-143.49091828623324","-141.69719509168044","-141.69719509168044","-141.69719509168044","-192.8815614241888","-192.8815614241888","-192.8815614241888","-98.99031998177851","-98.99031998177851","-98.99031998177851","-167.40630017212047","-167.40630017212047","-167.40630017212047","-137.4120570746202","-137.4120570746202","-137.4120570746202","-148.20084565856706","-148.20084565856706","-148.20084565856706","-172.86461560624662","-172.86461560624662","-172.86461560624662","-125.2718514549941","-125.2718514549941","-125.2718514549941","-210.58705230292108","-210.58705230292108","-210.58705230292108","-171.96125311911626","-171.96125311911626","-171.96125311911626","-120.55302541883366","-120.55302541883366","-120.55302541883366","-145.65233932472466","-145.65233932472466","-145.65233932472466","-122.23738164600283","-122.23738164600283","-122.23738164600283","-438.2685825907589","-438.2685825907589","-438.2685825907589","-145.77019316557738","-145.77019316557738","-145.77019316557738"
"8700","-144.378685977119","-144.378685977119","-144.378685977119","-194.68073774514872","-194.68073774514872","-194.68073774514872","-245.44145239379117","-245.44145239379117","-245.44145239379117","-212.13680838834102","-212.13680838834102","-212.13680838834102","-143.5806849368581","-143.5806849368581","-143.5806849368581","-142.40602801890594","-142.40602801890594","-142.40602801890594","-192.2298297899349","-192.2298297899349","-192.2298297899349","-98.10372358594475","-98.10372358594475","-98.10372358594475","-167.73894525540862","-167.73894525540862","-167.73894525540862","-137.78992960144257","-137.78992960144257","-137.78992960144257","-148.88418970878033","-148.88418970878033","-148.88418970878033","-172.83642103858335","-172.83642103858335","-172.83642103858335","-124.82923371198815","-124.82923371198815","-124.82923371198815","-209.6722439750331","-209.6722439750331","-209.6722439750331","-199.0271634357553","-199.0271634357553","-199.0271634357553","-120.66771832623947","-120.66771832623947","-120.66771832623947","-145.99250584226917","-145.99250584226917","-145.99250584226917","-121.42315092200518","-121.42315092200518","-121.42315092200518","-241.62406785346542","-241.62406785346542","-241.62406785346542","-145.10611106926592","-145.10611106926592","-145.10611106926592"
"9000","-144.05534618054736","-144.05534618054736","-144.05534618054736","-194.3930262693376","-194.3930262693376","-194.3930262693376","-241.98168899653206","-241.98168899653206","-241.98168899653206","-214.06120883552921","-214.06120883552921","-214.06120883552921","-143.56595348508216","-143.56595348508216","-143.56595348508216","-142.51254275420516","-142.51254275420516","-142.51254275420516","-271.24838679648525","-271.24838679648525","-271.24838679648525","-97.43535262976523","-97.43535262976523","-97.43535262976523","-166.2642698967315","-166.2642698967315","-166.2642698967315","-135.1101953296057","-135.1101953296057","-135.1101953296057","-149.9473482806141","-149.9473482806141","-149.9473482806141","-172.07040266470466","-172.07040266470466","-172.07040266470466","-124.32626483801955","-124.32626483801955","-124.32626483801955","-209.68805658948207","-209.68805658948207","-209.68805658948207","-252.06474100460917","-252.06474100460917","-252.06474100460917","-123.43104043517216","-123.43104043517216","-123.43104043517216","-143.70436285316924","-143.70436285316924","-143.70436285316924","-120.64503205558745","-120.64503205558745","-120.64503205558745","-187.38404230991102","-187.38404230991102","-187.38404230991102","-120.90327576868428","-120.90327576868428","-120.90327576868428"
