"Step","DDPG_EQL_Pendulum-v1_19 - eval/avg_reward","DDPG_EQL_Pendulum-v1_19 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_19 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_18 - eval/avg_reward","DDPG_EQL_Pendulum-v1_18 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_18 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_17 - eval/avg_reward","DDPG_EQL_Pendulum-v1_17 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_17 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_16 - eval/avg_reward","DDPG_EQL_Pendulum-v1_16 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_16 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_15 - eval/avg_reward","DDPG_EQL_Pendulum-v1_15 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_15 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_14 - eval/avg_reward","DDPG_EQL_Pendulum-v1_14 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_14 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_13 - eval/avg_reward","DDPG_EQL_Pendulum-v1_13 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_13 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_12 - eval/avg_reward","DDPG_EQL_Pendulum-v1_12 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_12 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_11 - eval/avg_reward","DDPG_EQL_Pendulum-v1_11 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_11 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_10 - eval/avg_reward","DDPG_EQL_Pendulum-v1_10 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_10 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_9 - eval/avg_reward","DDPG_EQL_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_8 - eval/avg_reward","DDPG_EQL_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_7 - eval/avg_reward","DDPG_EQL_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_6 - eval/avg_reward","DDPG_EQL_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_5 - eval/avg_reward","DDPG_EQL_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_4 - eval/avg_reward","DDPG_EQL_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_3 - eval/avg_reward","DDPG_EQL_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_2 - eval/avg_reward","DDPG_EQL_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_1 - eval/avg_reward","DDPG_EQL_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_0 - eval/avg_reward","DDPG_EQL_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_0 - eval/avg_reward__MAX"
"0","-1401.6226261599954","-1401.6226261599954","-1401.6226261599954","-1435.930552650268","-1435.930552650268","-1435.930552650268","-1448.9737364488112","-1448.9737364488112","-1448.9737364488112","-1568.9914164926765","-1568.9914164926765","-1568.9914164926765","-1209.5689572761542","-1209.5689572761542","-1209.5689572761542","-1248.506786966152","-1248.506786966152","-1248.506786966152","-1551.8436031626215","-1551.8436031626215","-1551.8436031626215","-1076.9632882264573","-1076.9632882264573","-1076.9632882264573","-1275.2165836417412","-1275.2165836417412","-1275.2165836417412","-1452.7631073899386","-1452.7631073899386","-1452.7631073899386","-1231.4761808535611","-1231.4761808535611","-1231.4761808535611","-1227.1472525562713","-1227.1472525562713","-1227.1472525562713","-1287.533745727514","-1287.533745727514","-1287.533745727514","-1448.4177689706441","-1448.4177689706441","-1448.4177689706441","-1436.4946402293442","-1436.4946402293442","-1436.4946402293442","-1494.0380537227197","-1494.0380537227197","-1494.0380537227197","-1149.8804169778966","-1149.8804169778966","-1149.8804169778966","-1251.0188341915482","-1251.0188341915482","-1251.0188341915482","-1489.5534472957415","-1489.5534472957415","-1489.5534472957415","-1062.5954729358295","-1062.5954729358295","-1062.5954729358295"
"300","-1401.6226261599954","-1401.6226261599954","-1401.6226261599954","-1435.930552650268","-1435.930552650268","-1435.930552650268","-1448.9737364488112","-1448.9737364488112","-1448.9737364488112","-1568.9914164926765","-1568.9914164926765","-1568.9914164926765","-1209.5689572761542","-1209.5689572761542","-1209.5689572761542","-1248.506786966152","-1248.506786966152","-1248.506786966152","-1551.8436031626215","-1551.8436031626215","-1551.8436031626215","-1076.9632882264573","-1076.9632882264573","-1076.9632882264573","-1275.2165836417412","-1275.2165836417412","-1275.2165836417412","-1452.7631073899386","-1452.7631073899386","-1452.7631073899386","-1231.4761808535611","-1231.4761808535611","-1231.4761808535611","-1227.1472525562713","-1227.1472525562713","-1227.1472525562713","-1287.533745727514","-1287.533745727514","-1287.533745727514","-1448.4177689706441","-1448.4177689706441","-1448.4177689706441","-1436.4946402293442","-1436.4946402293442","-1436.4946402293442","-1494.0380537227197","-1494.0380537227197","-1494.0380537227197","-1149.8804169778966","-1149.8804169778966","-1149.8804169778966","-1251.0188341915482","-1251.0188341915482","-1251.0188341915482","-1489.5534472957415","-1489.5534472957415","-1489.5534472957415","-1062.5954729358295","-1062.5954729358295","-1062.5954729358295"
"600","-1401.6226261599954","-1401.6226261599954","-1401.6226261599954","-1435.930552650268","-1435.930552650268","-1435.930552650268","-1448.9737364488112","-1448.9737364488112","-1448.9737364488112","-1568.9914164926765","-1568.9914164926765","-1568.9914164926765","-1209.5689572761542","-1209.5689572761542","-1209.5689572761542","-1248.506786966152","-1248.506786966152","-1248.506786966152","-1551.8436031626215","-1551.8436031626215","-1551.8436031626215","-1076.9632882264573","-1076.9632882264573","-1076.9632882264573","-1275.2165836417412","-1275.2165836417412","-1275.2165836417412","-1452.7631073899386","-1452.7631073899386","-1452.7631073899386","-1231.4761808535611","-1231.4761808535611","-1231.4761808535611","-1227.1472525562713","-1227.1472525562713","-1227.1472525562713","-1287.533745727514","-1287.533745727514","-1287.533745727514","-1448.4177689706441","-1448.4177689706441","-1448.4177689706441","-1436.4946402293442","-1436.4946402293442","-1436.4946402293442","-1494.0380537227197","-1494.0380537227197","-1494.0380537227197","-1149.8804169778966","-1149.8804169778966","-1149.8804169778966","-1251.0188341915482","-1251.0188341915482","-1251.0188341915482","-1489.5534472957415","-1489.5534472957415","-1489.5534472957415","-1062.5954729358295","-1062.5954729358295","-1062.5954729358295"
"900","-1401.6226261599954","-1401.6226261599954","-1401.6226261599954","-1435.930552650268","-1435.930552650268","-1435.930552650268","-1448.9737364488112","-1448.9737364488112","-1448.9737364488112","-1568.9914164926765","-1568.9914164926765","-1568.9914164926765","-1209.5689572761542","-1209.5689572761542","-1209.5689572761542","-1248.506786966152","-1248.506786966152","-1248.506786966152","-1551.8436031626215","-1551.8436031626215","-1551.8436031626215","-1076.9632882264573","-1076.9632882264573","-1076.9632882264573","-1275.2165836417412","-1275.2165836417412","-1275.2165836417412","-1452.7631073899386","-1452.7631073899386","-1452.7631073899386","-1231.4761808535611","-1231.4761808535611","-1231.4761808535611","-1227.1472525562713","-1227.1472525562713","-1227.1472525562713","-1287.533745727514","-1287.533745727514","-1287.533745727514","-1448.4177689706441","-1448.4177689706441","-1448.4177689706441","-1436.4946402293442","-1436.4946402293442","-1436.4946402293442","-1494.0380537227197","-1494.0380537227197","-1494.0380537227197","-1149.8804169778966","-1149.8804169778966","-1149.8804169778966","-1251.0188341915482","-1251.0188341915482","-1251.0188341915482","-1489.5534472957415","-1489.5534472957415","-1489.5534472957415","-1062.5954729358295","-1062.5954729358295","-1062.5954729358295"
"1200","-1150.8513623072054","-1150.8513623072054","-1150.8513623072054","-1835.2674233008602","-1835.2674233008602","-1835.2674233008602","-1826.5724871132593","-1826.5724871132593","-1826.5724871132593","-1737.3733297693357","-1737.3733297693357","-1737.3733297693357","-1521.4318727994869","-1521.4318727994869","-1521.4318727994869","-1681.0477092516462","-1681.0477092516462","-1681.0477092516462","-1597.183565009854","-1597.183565009854","-1597.183565009854","-1597.9428375397852","-1597.9428375397852","-1597.9428375397852","-1596.1834787899343","-1596.1834787899343","-1596.1834787899343","-1685.2541005301773","-1685.2541005301773","-1685.2541005301773","-1771.710492733256","-1771.710492733256","-1771.710492733256","-1545.9889430083033","-1545.9889430083033","-1545.9889430083033","-1596.3054194141296","-1596.3054194141296","-1596.3054194141296","-1477.0317803537096","-1477.0317803537096","-1477.0317803537096","-1692.3366075946403","-1692.3366075946403","-1692.3366075946403","-1236.9517011956743","-1236.9517011956743","-1236.9517011956743","-1607.5953333320642","-1607.5953333320642","-1607.5953333320642","-1636.8427988599071","-1636.8427988599071","-1636.8427988599071","-1508.1730287581386","-1508.1730287581386","-1508.1730287581386","-1564.1704842767085","-1564.1704842767085","-1564.1704842767085"
"1500","-1421.4008322640534","-1421.4008322640534","-1421.4008322640534","-1749.7120148908984","-1749.7120148908984","-1749.7120148908984","-1560.7134601996402","-1560.7134601996402","-1560.7134601996402","-1578.3216673221682","-1578.3216673221682","-1578.3216673221682","-1527.0700279188134","-1527.0700279188134","-1527.0700279188134","-1790.0700523630233","-1790.0700523630233","-1790.0700523630233","-1495.2465551340008","-1495.2465551340008","-1495.2465551340008","-1481.25750326357","-1481.25750326357","-1481.25750326357","-1701.8108417633332","-1701.8108417633332","-1701.8108417633332","-1670.4629744081808","-1670.4629744081808","-1670.4629744081808","-1603.2753950397066","-1603.2753950397066","-1603.2753950397066","-1523.7420103425343","-1523.7420103425343","-1523.7420103425343","-1544.1741666582675","-1544.1741666582675","-1544.1741666582675","-1693.3662313494526","-1693.3662313494526","-1693.3662313494526","-1535.3314728638156","-1535.3314728638156","-1535.3314728638156","-1475.2043653658536","-1475.2043653658536","-1475.2043653658536","-1538.0712905720713","-1538.0712905720713","-1538.0712905720713","-1498.496354975139","-1498.496354975139","-1498.496354975139","-1523.4930733339932","-1523.4930733339932","-1523.4930733339932","-1657.3595678746449","-1657.3595678746449","-1657.3595678746449"
"1800","-1469.9199594583947","-1469.9199594583947","-1469.9199594583947","-1499.2768815194217","-1499.2768815194217","-1499.2768815194217","-1516.8329941320228","-1516.8329941320228","-1516.8329941320228","-1584.5706987884407","-1584.5706987884407","-1584.5706987884407","-1787.0769356957735","-1787.0769356957735","-1787.0769356957735","-1512.8482220882026","-1512.8482220882026","-1512.8482220882026","-1491.1907169231179","-1491.1907169231179","-1491.1907169231179","-1459.872389134874","-1459.872389134874","-1459.872389134874","-1478.5876682876744","-1478.5876682876744","-1478.5876682876744","-1650.0389605152996","-1650.0389605152996","-1650.0389605152996","-1510.5823974523173","-1510.5823974523173","-1510.5823974523173","-1477.636591825408","-1477.636591825408","-1477.636591825408","-1457.8931730146637","-1457.8931730146637","-1457.8931730146637","-1500.1231605985492","-1500.1231605985492","-1500.1231605985492","-1510.5645647119775","-1510.5645647119775","-1510.5645647119775","-1458.5893232067017","-1458.5893232067017","-1458.5893232067017","-1527.3875527519838","-1527.3875527519838","-1527.3875527519838","-1479.1771908817525","-1479.1771908817525","-1479.1771908817525","-1498.5976927410597","-1498.5976927410597","-1498.5976927410597","-1542.0210339695104","-1542.0210339695104","-1542.0210339695104"
"2100","-1458.7314220756846","-1458.7314220756846","-1458.7314220756846","-1481.9086314074277","-1481.9086314074277","-1481.9086314074277","-1505.2986389822215","-1505.2986389822215","-1505.2986389822215","-1447.93279686082","-1447.93279686082","-1447.93279686082","-1474.3843293382206","-1474.3843293382206","-1474.3843293382206","-1471.5725393358866","-1471.5725393358866","-1471.5725393358866","-1484.9335902579207","-1484.9335902579207","-1484.9335902579207","-1372.8255724742032","-1372.8255724742032","-1372.8255724742032","-1476.8718645194947","-1476.8718645194947","-1476.8718645194947","-1425.600190747748","-1425.600190747748","-1425.600190747748","-1472.6459120528853","-1472.6459120528853","-1472.6459120528853","-1403.684706664842","-1403.684706664842","-1403.684706664842","-1444.1721782349073","-1444.1721782349073","-1444.1721782349073","-1479.3317259819173","-1479.3317259819173","-1479.3317259819173","-1380.9030836953111","-1380.9030836953111","-1380.9030836953111","-1363.5578218236099","-1363.5578218236099","-1363.5578218236099","-1476.2964658990466","-1476.2964658990466","-1476.2964658990466","-1508.22135436237","-1508.22135436237","-1508.22135436237","-1501.4611903027107","-1501.4611903027107","-1501.4611903027107","-1522.3918437663992","-1522.3918437663992","-1522.3918437663992"
"2400","-1423.5054507455961","-1423.5054507455961","-1423.5054507455961","-1419.510253427497","-1419.510253427497","-1419.510253427497","-1511.894911839649","-1511.894911839649","-1511.894911839649","-1431.0105004733023","-1431.0105004733023","-1431.0105004733023","-1363.8461606196065","-1363.8461606196065","-1363.8461606196065","-1427.4768740532877","-1427.4768740532877","-1427.4768740532877","-1267.073429624305","-1267.073429624305","-1267.073429624305","-1195.7026447124692","-1195.7026447124692","-1195.7026447124692","-1437.0801344982629","-1437.0801344982629","-1437.0801344982629","-1219.4633249057993","-1219.4633249057993","-1219.4633249057993","-1363.852101191736","-1363.852101191736","-1363.852101191736","-1345.2902296793607","-1345.2902296793607","-1345.2902296793607","-1310.6290245413443","-1310.6290245413443","-1310.6290245413443","-1433.2053916553098","-1433.2053916553098","-1433.2053916553098","-1247.814494923176","-1247.814494923176","-1247.814494923176","-1329.301322680011","-1329.301322680011","-1329.301322680011","-1357.220149791169","-1357.220149791169","-1357.220149791169","-1378.699078498215","-1378.699078498215","-1378.699078498215","-1457.4208632588782","-1457.4208632588782","-1457.4208632588782","-1464.1287677551159","-1464.1287677551159","-1464.1287677551159"
"2700","-1338.995836046794","-1338.995836046794","-1338.995836046794","-1243.1050856180984","-1243.1050856180984","-1243.1050856180984","-1343.8505466693866","-1343.8505466693866","-1343.8505466693866","-1244.8746020820174","-1244.8746020820174","-1244.8746020820174","-1176.365428099093","-1176.365428099093","-1176.365428099093","-1284.666944377394","-1284.666944377394","-1284.666944377394","-1191.7704299717502","-1191.7704299717502","-1191.7704299717502","-722.2844480139613","-722.2844480139613","-722.2844480139613","-1185.5033430774279","-1185.5033430774279","-1185.5033430774279","-1162.116283463503","-1162.116283463503","-1162.116283463503","-1122.0888463902818","-1122.0888463902818","-1122.0888463902818","-1250.7826895515161","-1250.7826895515161","-1250.7826895515161","-1094.6488322611276","-1094.6488322611276","-1094.6488322611276","-1248.4123441446209","-1248.4123441446209","-1248.4123441446209","-1188.562682344835","-1188.562682344835","-1188.562682344835","-1115.6000926489035","-1115.6000926489035","-1115.6000926489035","-1211.4212675834883","-1211.4212675834883","-1211.4212675834883","-1287.4081951731127","-1287.4081951731127","-1287.4081951731127","-1226.40605128666","-1226.40605128666","-1226.40605128666","-1423.6789764971245","-1423.6789764971245","-1423.6789764971245"
