"Step","DDPG_EQL_Pendulum-v1_19 - eval/avg_reward","DDPG_EQL_Pendulum-v1_19 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_19 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_18 - eval/avg_reward","DDPG_EQL_Pendulum-v1_18 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_18 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_17 - eval/avg_reward","DDPG_EQL_Pendulum-v1_17 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_17 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_16 - eval/avg_reward","DDPG_EQL_Pendulum-v1_16 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_16 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_15 - eval/avg_reward","DDPG_EQL_Pendulum-v1_15 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_15 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_14 - eval/avg_reward","DDPG_EQL_Pendulum-v1_14 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_14 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_13 - eval/avg_reward","DDPG_EQL_Pendulum-v1_13 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_13 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_12 - eval/avg_reward","DDPG_EQL_Pendulum-v1_12 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_12 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_11 - eval/avg_reward","DDPG_EQL_Pendulum-v1_11 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_11 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_10 - eval/avg_reward","DDPG_EQL_Pendulum-v1_10 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_10 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_9 - eval/avg_reward","DDPG_EQL_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_8 - eval/avg_reward","DDPG_EQL_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_7 - eval/avg_reward","DDPG_EQL_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_6 - eval/avg_reward","DDPG_EQL_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_5 - eval/avg_reward","DDPG_EQL_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_4 - eval/avg_reward","DDPG_EQL_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_3 - eval/avg_reward","DDPG_EQL_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_2 - eval/avg_reward","DDPG_EQL_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_1 - eval/avg_reward","DDPG_EQL_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_0 - eval/avg_reward","DDPG_EQL_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_0 - eval/avg_reward__MAX"
"0","-1401.6226261599954","-1401.6226261599954","-1401.6226261599954","-1435.930552650268","-1435.930552650268","-1435.930552650268","-1448.9737364488112","-1448.9737364488112","-1448.9737364488112","-1568.9914164926765","-1568.9914164926765","-1568.9914164926765","-1209.5689572761542","-1209.5689572761542","-1209.5689572761542","-1248.506786966152","-1248.506786966152","-1248.506786966152","-1551.8436031626215","-1551.8436031626215","-1551.8436031626215","-1076.9632882264573","-1076.9632882264573","-1076.9632882264573","-1275.2165836417412","-1275.2165836417412","-1275.2165836417412","-1452.7631073899386","-1452.7631073899386","-1452.7631073899386","-1231.4761808535611","-1231.4761808535611","-1231.4761808535611","-1227.1472525562713","-1227.1472525562713","-1227.1472525562713","-1287.533745727514","-1287.533745727514","-1287.533745727514","-1448.4177689706441","-1448.4177689706441","-1448.4177689706441","-1436.4946402293442","-1436.4946402293442","-1436.4946402293442","-1494.0380537227197","-1494.0380537227197","-1494.0380537227197","-1149.8804169778966","-1149.8804169778966","-1149.8804169778966","-1251.0188341915482","-1251.0188341915482","-1251.0188341915482","-1489.5534472957415","-1489.5534472957415","-1489.5534472957415","-1062.5954729358295","-1062.5954729358295","-1062.5954729358295"
"300","-1401.6226261599954","-1401.6226261599954","-1401.6226261599954","-1435.930552650268","-1435.930552650268","-1435.930552650268","-1448.9737364488112","-1448.9737364488112","-1448.9737364488112","-1568.9914164926765","-1568.9914164926765","-1568.9914164926765","-1209.5689572761542","-1209.5689572761542","-1209.5689572761542","-1248.506786966152","-1248.506786966152","-1248.506786966152","-1551.8436031626215","-1551.8436031626215","-1551.8436031626215","-1076.9632882264573","-1076.9632882264573","-1076.9632882264573","-1275.2165836417412","-1275.2165836417412","-1275.2165836417412","-1452.7631073899386","-1452.7631073899386","-1452.7631073899386","-1231.4761808535611","-1231.4761808535611","-1231.4761808535611","-1227.1472525562713","-1227.1472525562713","-1227.1472525562713","-1287.533745727514","-1287.533745727514","-1287.533745727514","-1448.4177689706441","-1448.4177689706441","-1448.4177689706441","-1436.4946402293442","-1436.4946402293442","-1436.4946402293442","-1494.0380537227197","-1494.0380537227197","-1494.0380537227197","-1149.8804169778966","-1149.8804169778966","-1149.8804169778966","-1251.0188341915482","-1251.0188341915482","-1251.0188341915482","-1489.5534472957415","-1489.5534472957415","-1489.5534472957415","-1062.5954729358295","-1062.5954729358295","-1062.5954729358295"
"600","-1401.6226261599954","-1401.6226261599954","-1401.6226261599954","-1435.930552650268","-1435.930552650268","-1435.930552650268","-1448.9737364488112","-1448.9737364488112","-1448.9737364488112","-1568.9914164926765","-1568.9914164926765","-1568.9914164926765","-1209.5689572761542","-1209.5689572761542","-1209.5689572761542","-1248.506786966152","-1248.506786966152","-1248.506786966152","-1551.8436031626215","-1551.8436031626215","-1551.8436031626215","-1076.9632882264573","-1076.9632882264573","-1076.9632882264573","-1275.2165836417412","-1275.2165836417412","-1275.2165836417412","-1452.7631073899386","-1452.7631073899386","-1452.7631073899386","-1231.4761808535611","-1231.4761808535611","-1231.4761808535611","-1227.1472525562713","-1227.1472525562713","-1227.1472525562713","-1287.533745727514","-1287.533745727514","-1287.533745727514","-1448.4177689706441","-1448.4177689706441","-1448.4177689706441","-1436.4946402293442","-1436.4946402293442","-1436.4946402293442","-1494.0380537227197","-1494.0380537227197","-1494.0380537227197","-1149.8804169778966","-1149.8804169778966","-1149.8804169778966","-1251.0188341915482","-1251.0188341915482","-1251.0188341915482","-1489.5534472957415","-1489.5534472957415","-1489.5534472957415","-1062.5954729358295","-1062.5954729358295","-1062.5954729358295"
"900","-1401.6226261599954","-1401.6226261599954","-1401.6226261599954","-1435.930552650268","-1435.930552650268","-1435.930552650268","-1448.9737364488112","-1448.9737364488112","-1448.9737364488112","-1568.9914164926765","-1568.9914164926765","-1568.9914164926765","-1209.5689572761542","-1209.5689572761542","-1209.5689572761542","-1248.506786966152","-1248.506786966152","-1248.506786966152","-1551.8436031626215","-1551.8436031626215","-1551.8436031626215","-1076.9632882264573","-1076.9632882264573","-1076.9632882264573","-1275.2165836417412","-1275.2165836417412","-1275.2165836417412","-1452.7631073899386","-1452.7631073899386","-1452.7631073899386","-1231.4761808535611","-1231.4761808535611","-1231.4761808535611","-1227.1472525562713","-1227.1472525562713","-1227.1472525562713","-1287.533745727514","-1287.533745727514","-1287.533745727514","-1448.4177689706441","-1448.4177689706441","-1448.4177689706441","-1436.4946402293442","-1436.4946402293442","-1436.4946402293442","-1494.0380537227197","-1494.0380537227197","-1494.0380537227197","-1149.8804169778966","-1149.8804169778966","-1149.8804169778966","-1251.0188341915482","-1251.0188341915482","-1251.0188341915482","-1489.5534472957415","-1489.5534472957415","-1489.5534472957415","-1062.5954729358295","-1062.5954729358295","-1062.5954729358295"
"1200","-1570.0861082876568","-1570.0861082876568","-1570.0861082876568","-1821.3119580869304","-1821.3119580869304","-1821.3119580869304","-1720.6761089668228","-1720.6761089668228","-1720.6761089668228","-1657.0251077085293","-1657.0251077085293","-1657.0251077085293","-1195.8122827677057","-1195.8122827677057","-1195.8122827677057","-1628.660473547453","-1628.660473547453","-1628.660473547453","-1465.1537772088209","-1465.1537772088209","-1465.1537772088209","-1690.6695667670342","-1690.6695667670342","-1690.6695667670342","-1468.8601885643936","-1468.8601885643936","-1468.8601885643936","-1678.0324372847888","-1678.0324372847888","-1678.0324372847888","-1665.1796991912586","-1665.1796991912586","-1665.1796991912586","-1438.745997247614","-1438.745997247614","-1438.745997247614","-1640.551649431773","-1640.551649431773","-1640.551649431773","-1703.1226836337792","-1703.1226836337792","-1703.1226836337792","-1608.5427368364603","-1608.5427368364603","-1608.5427368364603","-1537.2635308915028","-1537.2635308915028","-1537.2635308915028","-1627.059369395337","-1627.059369395337","-1627.059369395337","-1414.5657914710646","-1414.5657914710646","-1414.5657914710646","-1614.5917669009418","-1614.5917669009418","-1614.5917669009418","-1751.4972323616244","-1751.4972323616244","-1751.4972323616244"
"1500","-1480.5209334480728","-1480.5209334480728","-1480.5209334480728","-1568.4295859509218","-1568.4295859509218","-1568.4295859509218","-1762.734404836406","-1762.734404836406","-1762.734404836406","-1481.8938072086053","-1481.8938072086053","-1481.8938072086053","-1523.1279193032522","-1523.1279193032522","-1523.1279193032522","-1727.2770951806656","-1727.2770951806656","-1727.2770951806656","-1496.6829002146037","-1496.6829002146037","-1496.6829002146037","-1427.7701600705982","-1427.7701600705982","-1427.7701600705982","-1780.8168063690741","-1780.8168063690741","-1780.8168063690741","-1600.5361586695394","-1600.5361586695394","-1600.5361586695394","-1603.070155567686","-1603.070155567686","-1603.070155567686","-1486.6820245402844","-1486.6820245402844","-1486.6820245402844","-1661.4769439538154","-1661.4769439538154","-1661.4769439538154","-1498.3942645561076","-1498.3942645561076","-1498.3942645561076","-1548.4099090200075","-1548.4099090200075","-1548.4099090200075","-1563.174409676732","-1563.174409676732","-1563.174409676732","-1700.9989907056224","-1700.9989907056224","-1700.9989907056224","-1680.2035889166295","-1680.2035889166295","-1680.2035889166295","-1463.0019033743881","-1463.0019033743881","-1463.0019033743881","-1570.8636295059264","-1570.8636295059264","-1570.8636295059264"
"1800","-1467.6584243394161","-1467.6584243394161","-1467.6584243394161","-1553.2903287354452","-1553.2903287354452","-1553.2903287354452","-1505.403255392451","-1505.403255392451","-1505.403255392451","-1477.5399124702758","-1477.5399124702758","-1477.5399124702758","-1484.9842031019766","-1484.9842031019766","-1484.9842031019766","-1556.661802889746","-1556.661802889746","-1556.661802889746","-1485.7946971809638","-1485.7946971809638","-1485.7946971809638","-1411.2544211167483","-1411.2544211167483","-1411.2544211167483","-1533.4680504436444","-1533.4680504436444","-1533.4680504436444","-1513.7184046462248","-1513.7184046462248","-1513.7184046462248","-1515.470715186439","-1515.470715186439","-1515.470715186439","-1472.7018534104216","-1472.7018534104216","-1472.7018534104216","-1580.1883689457813","-1580.1883689457813","-1580.1883689457813","-1477.8766428328731","-1477.8766428328731","-1477.8766428328731","-1497.5729756432304","-1497.5729756432304","-1497.5729756432304","-1432.65500459862","-1432.65500459862","-1432.65500459862","-1495.4485454737176","-1495.4485454737176","-1495.4485454737176","-1558.2504709132777","-1558.2504709132777","-1558.2504709132777","-1457.9985684319327","-1457.9985684319327","-1457.9985684319327","-1507.010335598481","-1507.010335598481","-1507.010335598481"
"2100","-1466.655455873218","-1466.655455873218","-1466.655455873218","-1478.0459601740947","-1478.0459601740947","-1478.0459601740947","-1503.041110106194","-1503.041110106194","-1503.041110106194","-1454.4542630072517","-1454.4542630072517","-1454.4542630072517","-1471.7960723523768","-1471.7960723523768","-1471.7960723523768","-1487.45190801938","-1487.45190801938","-1487.45190801938","-1516.9879829848035","-1516.9879829848035","-1516.9879829848035","-1406.3815598716303","-1406.3815598716303","-1406.3815598716303","-1491.704412492932","-1491.704412492932","-1491.704412492932","-1439.307290712016","-1439.307290712016","-1439.307290712016","-1465.4625562498763","-1465.4625562498763","-1465.4625562498763","-1379.6497923486756","-1379.6497923486756","-1379.6497923486756","-1498.4617524435296","-1498.4617524435296","-1498.4617524435296","-1356.4224491198124","-1356.4224491198124","-1356.4224491198124","-1445.2051115255404","-1445.2051115255404","-1445.2051115255404","-1293.9438941865499","-1293.9438941865499","-1293.9438941865499","-1487.7798842538061","-1487.7798842538061","-1487.7798842538061","-1555.602787385639","-1555.602787385639","-1555.602787385639","-1452.0845661672079","-1452.0845661672079","-1452.0845661672079","-1501.3408251035466","-1501.3408251035466","-1501.3408251035466"
"2400","-1364.1769648057373","-1364.1769648057373","-1364.1769648057373","-1439.9307172639974","-1439.9307172639974","-1439.9307172639974","-1449.019014478214","-1449.019014478214","-1449.019014478214","-1295.098820142937","-1295.098820142937","-1295.098820142937","-1256.9694328117553","-1256.9694328117553","-1256.9694328117553","-1395.2229274988872","-1395.2229274988872","-1395.2229274988872","-1418.721657421973","-1418.721657421973","-1418.721657421973","-1156.0253475799796","-1156.0253475799796","-1156.0253475799796","-1411.8202636833496","-1411.8202636833496","-1411.8202636833496","-1398.0950064376404","-1398.0950064376404","-1398.0950064376404","-1283.4273254090508","-1283.4273254090508","-1283.4273254090508","-1334.0649099979569","-1334.0649099979569","-1334.0649099979569","-1379.2526888363502","-1379.2526888363502","-1379.2526888363502","-1271.7863785520562","-1271.7863785520562","-1271.7863785520562","-1247.993291013468","-1247.993291013468","-1247.993291013468","-1283.0067718087564","-1283.0067718087564","-1283.0067718087564","-1391.0039958232398","-1391.0039958232398","-1391.0039958232398","-1291.2963409996523","-1291.2963409996523","-1291.2963409996523","-1426.758193761863","-1426.758193761863","-1426.758193761863","-1369.2939553088083","-1369.2939553088083","-1369.2939553088083"
"2700","-1259.5511198234349","-1259.5511198234349","-1259.5511198234349","-1377.551631030828","-1377.551631030828","-1377.551631030828","-1341.3222828594446","-1341.3222828594446","-1341.3222828594446","-1199.6531476181021","-1199.6531476181021","-1199.6531476181021","-1232.2663255196167","-1232.2663255196167","-1232.2663255196167","-1269.9860074169678","-1269.9860074169678","-1269.9860074169678","-1358.8758099856714","-1358.8758099856714","-1358.8758099856714","-657.8668530729468","-657.8668530729468","-657.8668530729468","-1152.2779802218822","-1152.2779802218822","-1152.2779802218822","-1242.9545331239024","-1242.9545331239024","-1242.9545331239024","-1171.0544430425202","-1171.0544430425202","-1171.0544430425202","-1175.9764429127285","-1175.9764429127285","-1175.9764429127285","-1252.6703005817596","-1252.6703005817596","-1252.6703005817596","-1201.814660074821","-1201.814660074821","-1201.814660074821","-1167.5100978658652","-1167.5100978658652","-1167.5100978658652","-999.6378334599412","-999.6378334599412","-999.6378334599412","-1243.8087477866356","-1243.8087477866356","-1243.8087477866356","-1055.5904879607092","-1055.5904879607092","-1055.5904879607092","-1291.9458307384318","-1291.9458307384318","-1291.9458307384318","-1137.6426453515178","-1137.6426453515178","-1137.6426453515178"
