"Step","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward__MAX"
"9300","-144.77972514320243","-144.77972514320243","-144.77972514320243","-170.8971815700358","-170.8971815700358","-170.8971815700358","-248.47675801847654","-248.47675801847654","-248.47675801847654","-276.71341550116665","-276.71341550116665","-276.71341550116665","-167.18553360817148","-167.18553360817148","-167.18553360817148","-120.55519573101387","-120.55519573101387","-120.55519573101387","-142.4417644625666","-142.4417644625666","-142.4417644625666","-143.92350247463824","-143.92350247463824","-143.92350247463824","-173.57972978924883","-173.57972978924883","-173.57972978924883","-147.87205107289125","-147.87205107289125","-147.87205107289125"
"9600","-144.08085782293708","-144.08085782293708","-144.08085782293708","-172.2820912909322","-172.2820912909322","-172.2820912909322","-120.49488310375088","-120.49488310375088","-120.49488310375088","-202.70602783848548","-202.70602783848548","-202.70602783848548","-174.25231131349986","-174.25231131349986","-174.25231131349986","-124.53221047000113","-124.53221047000113","-124.53221047000113","-143.38913485045083","-143.38913485045083","-143.38913485045083","-144.2579223284892","-144.2579223284892","-144.2579223284892","-303.7042988957447","-303.7042988957447","-303.7042988957447","-151.55629226419032","-151.55629226419032","-151.55629226419032"
"9900","-143.63477099164777","-143.63477099164777","-143.63477099164777","-172.9620149844992","-172.9620149844992","-172.9620149844992","-201.07979472650743","-201.07979472650743","-201.07979472650743","-202.36148907443652","-202.36148907443652","-202.36148907443652","-169.033873635382","-169.033873635382","-169.033873635382","-121.64038018064768","-121.64038018064768","-121.64038018064768","-145.80755676742413","-145.80755676742413","-145.80755676742413","-118.62950223820663","-118.62950223820663","-118.62950223820663","-202.68381341048993","-202.68381341048993","-202.68381341048993","-146.47748569007686","-146.47748569007686","-146.47748569007686"
"10200","-144.72700152484373","-144.72700152484373","-144.72700152484373","-173.03205306977608","-173.03205306977608","-173.03205306977608","-120.92706440635614","-120.92706440635614","-120.92706440635614","-202.17067469889318","-202.17067469889318","-202.17067469889318","-167.28839366704165","-167.28839366704165","-167.28839366704165","-251.4955662268988","-251.4955662268988","-251.4955662268988","-143.6833458972505","-143.6833458972505","-143.6833458972505","-118.97121344712188","-118.97121344712188","-118.97121344712188","-378.0153209691508","-378.0153209691508","-378.0153209691508","-120.86584817907365","-120.86584817907365","-120.86584817907365"
"10500","-222.18054888579377","-222.18054888579377","-222.18054888579377","-171.6538217795782","-171.6538217795782","-171.6538217795782","-120.19357380020287","-120.19357380020287","-120.19357380020287","-202.2216187923572","-202.2216187923572","-202.2216187923572","-166.7709186376207","-166.7709186376207","-166.7709186376207","-121.49597785004596","-121.49597785004596","-121.49597785004596","-143.0675681482365","-143.0675681482365","-143.0675681482365","-119.47716090357305","-119.47716090357305","-119.47716090357305","-516.1952298585175","-516.1952298585175","-516.1952298585175","-120.88949532838497","-120.88949532838497","-120.88949532838497"
"10800","-145.44178388698634","-145.44178388698634","-145.44178388698634","-171.88564288553988","-171.88564288553988","-171.88564288553988","-120.63631076033246","-120.63631076033246","-120.63631076033246","-202.446839561186","-202.446839561186","-202.446839561186","-166.70803938451684","-166.70803938451684","-166.70803938451684","-125.43579091217768","-125.43579091217768","-125.43579091217768","-143.27522019674478","-143.27522019674478","-143.27522019674478","-122.19331612897706","-122.19331612897706","-122.19331612897706","-171.28515535392336","-171.28515535392336","-171.28515535392336","-121.06080602462472","-121.06080602462472","-121.06080602462472"
"11100","-145.03317348976867","-145.03317348976867","-145.03317348976867","-171.88002422309273","-171.88002422309273","-171.88002422309273","-120.71099402396196","-120.71099402396196","-120.71099402396196","-202.75730530479575","-202.75730530479575","-202.75730530479575","-168.8469661919876","-168.8469661919876","-168.8469661919876","-173.3651150765098","-173.3651150765098","-173.3651150765098","-142.5893727985994","-142.5893727985994","-142.5893727985994","-145.01113231099245","-145.01113231099245","-145.01113231099245","-173.76734960614732","-173.76734960614732","-173.76734960614732","-120.93529539292176","-120.93529539292176","-120.93529539292176"
"11400","-224.75514292340898","-224.75514292340898","-224.75514292340898","-174.68685904780156","-174.68685904780156","-174.68685904780156","-121.2465797917793","-121.2465797917793","-121.2465797917793","-201.8076625717579","-201.8076625717579","-201.8076625717579","-167.59175855304056","-167.59175855304056","-167.59175855304056","-258.2710674264017","-258.2710674264017","-258.2710674264017","-143.22478155616065","-143.22478155616065","-143.22478155616065","-120.73211363705727","-120.73211363705727","-120.73211363705727","-198.18545732426244","-198.18545732426244","-198.18545732426244","-120.85465429589445","-120.85465429589445","-120.85465429589445"
"11700","-350.6118001543397","-350.6118001543397","-350.6118001543397","-172.78939696155877","-172.78939696155877","-172.78939696155877","-124.8295606372595","-124.8295606372595","-124.8295606372595","-202.61154850950555","-202.61154850950555","-202.61154850950555","-165.4530937543045","-165.4530937543045","-165.4530937543045","-123.33118296988641","-123.33118296988641","-123.33118296988641","-142.45736686593648","-142.45736686593648","-142.45736686593648","-120.2972635671013","-120.2972635671013","-120.2972635671013","-171.85705822037878","-171.85705822037878","-171.85705822037878","-121.02844897251153","-121.02844897251153","-121.02844897251153"
"12000","-172.5259806157422","-172.5259806157422","-172.5259806157422","-171.79193377484566","-171.79193377484566","-171.79193377484566","-149.00310786990008","-149.00310786990008","-149.00310786990008","-253.80332084407618","-253.80332084407618","-253.80332084407618","-168.56482797131065","-168.56482797131065","-168.56482797131065","-399.4474860018105","-399.4474860018105","-399.4474860018105","-144.289307775129","-144.289307775129","-144.289307775129","-123.31327216194639","-123.31327216194639","-123.31327216194639","-171.12351263972346","-171.12351263972346","-171.12351263972346","-121.73930277357822","-121.73930277357822","-121.73930277357822"
"12300","-172.65836358114868","-172.65836358114868","-172.65836358114868","-171.53253266484577","-171.53253266484577","-171.53253266484577","-199.44600799680651","-199.44600799680651","-199.44600799680651","-203.4222893081287","-203.4222893081287","-203.4222893081287","-169.4536615892156","-169.4536615892156","-169.4536615892156","-338.57033719741446","-338.57033719741446","-338.57033719741446","-146.80237837157804","-146.80237837157804","-146.80237837157804","-121.17557628429643","-121.17557628429643","-121.17557628429643","-249.2990830666924","-249.2990830666924","-249.2990830666924","-121.22292122304198","-121.22292122304198","-121.22292122304198"
"12600","-147.0060846046975","-147.0060846046975","-147.0060846046975","-174.43891212887056","-174.43891212887056","-174.43891212887056","-189.62387520898903","-189.62387520898903","-189.62387520898903","-202.1209992849364","-202.1209992849364","-202.1209992849364","-167.8426356746914","-167.8426356746914","-167.8426356746914","-277.12325513334105","-277.12325513334105","-277.12325513334105","-145.51718650712775","-145.51718650712775","-145.51718650712775","-122.06152172344851","-122.06152172344851","-122.06152172344851","-266.0438156833242","-266.0438156833242","-266.0438156833242","-121.70487637398075","-121.70487637398075","-121.70487637398075"
"12900","-145.65320651881402","-145.65320651881402","-145.65320651881402","-171.38024095983295","-171.38024095983295","-171.38024095983295","-240.40121833235895","-240.40121833235895","-240.40121833235895","-202.4465009201817","-202.4465009201817","-202.4465009201817","-166.9108648312218","-166.9108648312218","-166.9108648312218","-377.2360942799054","-377.2360942799054","-377.2360942799054","-169.6142971547842","-169.6142971547842","-169.6142971547842","-121.44432838344335","-121.44432838344335","-121.44432838344335","-206.18949769934142","-206.18949769934142","-206.18949769934142","-120.91033220262334","-120.91033220262334","-120.91033220262334"
"13200","-146.08358056489902","-146.08358056489902","-146.08358056489902","-171.32992735132916","-171.32992735132916","-171.32992735132916","-227.71335741861395","-227.71335741861395","-227.71335741861395","-254.50267236320997","-254.50267236320997","-254.50267236320997","-168.2121194204139","-168.2121194204139","-168.2121194204139","-302.07087359538576","-302.07087359538576","-302.07087359538576","-168.4082459818294","-168.4082459818294","-168.4082459818294","-123.97153357379341","-123.97153357379341","-123.97153357379341","-273.8177311665836","-273.8177311665836","-273.8177311665836","-177.3024196250331","-177.3024196250331","-177.3024196250331"
"13500","-145.04293881261128","-145.04293881261128","-145.04293881261128","-252.9307893533669","-252.9307893533669","-252.9307893533669","-202.95882132181322","-202.95882132181322","-202.95882132181322","-329.7602980298002","-329.7602980298002","-329.7602980298002","-168.74382624498463","-168.74382624498463","-168.74382624498463","-302.039118246931","-302.039118246931","-302.039118246931","-145.75346074117803","-145.75346074117803","-145.75346074117803","-123.29987991482093","-123.29987991482093","-123.29987991482093","-206.21285792240528","-206.21285792240528","-206.21285792240528","-128.1903894172219","-128.1903894172219","-128.1903894172219"
"13800","-147.19056813936302","-147.19056813936302","-147.19056813936302","-174.57302896298557","-174.57302896298557","-174.57302896298557","-142.63414974478584","-142.63414974478584","-142.63414974478584","-334.35377848226716","-334.35377848226716","-334.35377848226716","-165.86569766427252","-165.86569766427252","-165.86569766427252","-366.89950616930867","-366.89950616930867","-366.89950616930867","-143.8684407386193","-143.8684407386193","-143.8684407386193","-123.58955189895951","-123.58955189895951","-123.58955189895951","-351.63442674092624","-351.63442674092624","-351.63442674092624","-171.04407051389586","-171.04407051389586","-171.04407051389586"
"14100","-144.61990488610837","-144.61990488610837","-144.61990488610837","-172.09244554762557","-172.09244554762557","-172.09244554762557","-251.70428938565797","-251.70428938565797","-251.70428938565797","-305.66255113697105","-305.66255113697105","-305.66255113697105","-166.7806631796623","-166.7806631796623","-166.7806631796623","-547.4474182928204","-547.4474182928204","-547.4474182928204","-143.0718398425597","-143.0718398425597","-143.0718398425597","-123.54846206623579","-123.54846206623579","-123.54846206623579","-198.17315163667928","-198.17315163667928","-198.17315163667928","-121.14391811512985","-121.14391811512985","-121.14391811512985"
"14400","-144.70893827291135","-144.70893827291135","-144.70893827291135","-171.89264179364665","-171.89264179364665","-171.89264179364665","-228.67239247815746","-228.67239247815746","-228.67239247815746","-259.12770634928984","-259.12770634928984","-259.12770634928984","-169.06195215791269","-169.06195215791269","-169.06195215791269","-329.28736346539483","-329.28736346539483","-329.28736346539483","-196.7633352300882","-196.7633352300882","-196.7633352300882","-122.29064935355377","-122.29064935355377","-122.29064935355377","-276.36707660411247","-276.36707660411247","-276.36707660411247","-121.14051216958539","-121.14051216958539","-121.14051216958539"
"14700","-145.05636366733697","-145.05636366733697","-145.05636366733697","-171.56706598804894","-171.56706598804894","-171.56706598804894","-213.5747408402629","-213.5747408402629","-213.5747408402629","-292.2567456360399","-292.2567456360399","-292.2567456360399","-169.18553760381155","-169.18553760381155","-169.18553760381155","-298.07959746802584","-298.07959746802584","-298.07959746802584","-152.4842324649008","-152.4842324649008","-152.4842324649008","-123.17285656134095","-123.17285656134095","-123.17285656134095","-172.95265962521893","-172.95265962521893","-172.95265962521893","-121.44314818311173","-121.44314818311173","-121.44314818311173"
"15000","-144.75541107391888","-144.75541107391888","-144.75541107391888","-172.58126404503193","-172.58126404503193","-172.58126404503193","-152.37014184398993","-152.37014184398993","-152.37014184398993","-310.917646924128","-310.917646924128","-310.917646924128","-169.41718251720343","-169.41718251720343","-169.41718251720343","-324.00626870946286","-324.00626870946286","-324.00626870946286","-195.80463628875805","-195.80463628875805","-195.80463628875805","-124.61383300644108","-124.61383300644108","-124.61383300644108","-273.25232521992154","-273.25232521992154","-273.25232521992154","-121.76891374790443","-121.76891374790443","-121.76891374790443"
"15300","-145.5278238078409","-145.5278238078409","-145.5278238078409","-172.3680544219851","-172.3680544219851","-172.3680544219851","-126.22540186620522","-126.22540186620522","-126.22540186620522","-232.10072034068625","-232.10072034068625","-232.10072034068625","-169.50332602841792","-169.50332602841792","-169.50332602841792","-207.75579840918869","-207.75579840918869","-207.75579840918869","-218.6849780171392","-218.6849780171392","-218.6849780171392","-149.10508862772792","-149.10508862772792","-149.10508862772792","-171.71249998355444","-171.71249998355444","-171.71249998355444","-121.87566836590342","-121.87566836590342","-121.87566836590342"
"15600","-171.66083253952328","-171.66083253952328","-171.66083253952328","-198.61605836732735","-198.61605836732735","-198.61605836732735","-206.88496073592032","-206.88496073592032","-206.88496073592032","-282.17140393201873","-282.17140393201873","-282.17140393201873","-169.8221446301015","-169.8221446301015","-169.8221446301015","-299.6049951111351","-299.6049951111351","-299.6049951111351","-269.37554868611903","-269.37554868611903","-269.37554868611903","-124.28397673887966","-124.28397673887966","-124.28397673887966","-246.63637192207815","-246.63637192207815","-246.63637192207815","-122.53412190593679","-122.53412190593679","-122.53412190593679"
"15900","-147.00921924711685","-147.00921924711685","-147.00921924711685","-174.09914193960708","-174.09914193960708","-174.09914193960708","-179.65013173388155","-179.65013173388155","-179.65013173388155","-265.90333326442396","-265.90333326442396","-265.90333326442396","-169.20896582919605","-169.20896582919605","-169.20896582919605","-275.2245219591164","-275.2245219591164","-275.2245219591164","-219.95932761738874","-219.95932761738874","-219.95932761738874","-149.15767715165","-149.15767715165","-149.15767715165","-172.24612004023223","-172.24612004023223","-172.24612004023223","-122.04856882622389","-122.04856882622389","-122.04856882622389"
"16200","-144.70727958848624","-144.70727958848624","-144.70727958848624","-174.3573941729106","-174.3573941729106","-174.3573941729106","-127.62520121230955","-127.62520121230955","-127.62520121230955","-305.8759235952024","-305.8759235952024","-305.8759235952024","-168.92882849578896","-168.92882849578896","-168.92882849578896","-123.63200541266986","-123.63200541266986","-123.63200541266986","-221.2186077503142","-221.2186077503142","-221.2186077503142","-126.02530322697086","-126.02530322697086","-126.02530322697086","-264.20658104799554","-264.20658104799554","-264.20658104799554","-121.21411162107627","-121.21411162107627","-121.21411162107627"
"16500","-144.8746194436372","-144.8746194436372","-144.8746194436372","-171.53833551404028","-171.53833551404028","-171.53833551404028","-160.2743078927777","-160.2743078927777","-160.2743078927777","-362.7306194814554","-362.7306194814554","-362.7306194814554","-168.5285284536754","-168.5285284536754","-168.5285284536754","-124.2679863337714","-124.2679863337714","-124.2679863337714","-158.7358649058462","-158.7358649058462","-158.7358649058462","-125.5714479701951","-125.5714479701951","-125.5714479701951","-224.46106398358847","-224.46106398358847","-224.46106398358847","-203.64390661526073","-203.64390661526073","-203.64390661526073"
"16800","-146.604971785081","-146.604971785081","-146.604971785081","-174.21206301114833","-174.21206301114833","-174.21206301114833","-127.27758747895004","-127.27758747895004","-127.27758747895004","-336.7407343538623","-336.7407343538623","-336.7407343538623","-169.9530437819817","-169.9530437819817","-169.9530437819817","-344.55554377322017","-344.55554377322017","-344.55554377322017","-144.79819910898829","-144.79819910898829","-144.79819910898829","-148.9113452877055","-148.9113452877055","-148.9113452877055","-221.92964052686293","-221.92964052686293","-221.92964052686293","-122.25667585722663","-122.25667585722663","-122.25667585722663"
"17100","-145.43168374567898","-145.43168374567898","-145.43168374567898","-172.38439524673024","-172.38439524673024","-172.38439524673024","-155.2684400920552","-155.2684400920552","-155.2684400920552","-344.9975257418934","-344.9975257418934","-344.9975257418934","-192.7266275374855","-192.7266275374855","-192.7266275374855","-426.76386763781363","-426.76386763781363","-426.76386763781363","-195.09612873237734","-195.09612873237734","-195.09612873237734","-123.36122568430422","-123.36122568430422","-123.36122568430422","-220.40839954965304","-220.40839954965304","-220.40839954965304","-121.65378837062113","-121.65378837062113","-121.65378837062113"
"17400","-145.29360636829742","-145.29360636829742","-145.29360636829742","-172.0244687285795","-172.0244687285795","-172.0244687285795","-206.04673909145671","-206.04673909145671","-206.04673909145671","-364.5743178181332","-364.5743178181332","-364.5743178181332","-167.45073532759199","-167.45073532759199","-167.45073532759199","-300.08785512277484","-300.08785512277484","-300.08785512277484","-243.41056774491508","-243.41056774491508","-243.41056774491508","-123.08108220779143","-123.08108220779143","-123.08108220779143","-320.6325314180111","-320.6325314180111","-320.6325314180111","-121.29473987614688","-121.29473987614688","-121.29473987614688"
"17700","-145.10312133283048","-145.10312133283048","-145.10312133283048","-173.42594867115773","-173.42594867115773","-173.42594867115773","-154.31055054912753","-154.31055054912753","-154.31055054912753","-455.95787116853865","-455.95787116853865","-455.95787116853865","-169.1047404230498","-169.1047404230498","-169.1047404230498","-225.9282020139554","-225.9282020139554","-225.9282020139554","-196.43448094342585","-196.43448094342585","-196.43448094342585","-123.39790505046467","-123.39790505046467","-123.39790505046467","-272.8118221669175","-272.8118221669175","-272.8118221669175","-122.5082436940506","-122.5082436940506","-122.5082436940506"
"18000","-170.7844920025872","-170.7844920025872","-170.7844920025872","-176.58239189722727","-176.58239189722727","-176.58239189722727","-179.76767332909174","-179.76767332909174","-179.76767332909174","-385.94187407758125","-385.94187407758125","-385.94187407758125","-169.22789911109265","-169.22789911109265","-169.22789911109265","-174.8403274113891","-174.8403274113891","-174.8403274113891","-143.6800910022013","-143.6800910022013","-143.6800910022013","-123.0399374706135","-123.0399374706135","-123.0399374706135","-321.98433536938103","-321.98433536938103","-321.98433536938103","-121.07812100683869","-121.07812100683869","-121.07812100683869"
"18300","-171.98763545484698","-171.98763545484698","-171.98763545484698","-175.87073604727624","-175.87073604727624","-175.87073604727624","-308.1937564879753","-308.1937564879753","-308.1937564879753","-498.6930085372002","-498.6930085372002","-498.6930085372002","-168.77084650427736","-168.77084650427736","-168.77084650427736","-248.2469612991487","-248.2469612991487","-248.2469612991487","-270.6780470280233","-270.6780470280233","-270.6780470280233","-123.84005968854521","-123.84005968854521","-123.84005968854521","-248.16248809994113","-248.16248809994113","-248.16248809994113","-122.11519459207622","-122.11519459207622","-122.11519459207622"
"18600","-171.62606679997063","-171.62606679997063","-171.62606679997063","-174.96338622182978","-174.96338622182978","-174.96338622182978","-190.75071228398937","-190.75071228398937","-190.75071228398937","-456.23033090183696","-456.23033090183696","-456.23033090183696","-217.57400335169177","-217.57400335169177","-217.57400335169177","-149.07613875129172","-149.07613875129172","-149.07613875129172","-189.5348142081888","-189.5348142081888","-189.5348142081888","-122.93430151674022","-122.93430151674022","-122.93430151674022","-374.422860474782","-374.422860474782","-374.422860474782","-121.65635957391983","-121.65635957391983","-121.65635957391983"
"18900","-170.2530040880931","-170.2530040880931","-170.2530040880931","-175.3597223060769","-175.3597223060769","-175.3597223060769","-203.2579076151851","-203.2579076151851","-203.2579076151851","-518.3891805023617","-518.3891805023617","-518.3891805023617","-168.49402500252103","-168.49402500252103","-168.49402500252103","-200.71449148430872","-200.71449148430872","-200.71449148430872","-169.04143814370076","-169.04143814370076","-169.04143814370076","-124.39790866206779","-124.39790866206779","-124.39790866206779","-399.38454974632214","-399.38454974632214","-399.38454974632214","-172.57783510565213","-172.57783510565213","-172.57783510565213"
"19200","-145.8107156183886","-145.8107156183886","-145.8107156183886","-200.341281251687","-200.341281251687","-200.341281251687","-375.6309553406577","-375.6309553406577","-375.6309553406577","-552.921737471657","-552.921737471657","-552.921737471657","-193.59882485928946","-193.59882485928946","-193.59882485928946","-175.35475779870188","-175.35475779870188","-175.35475779870188","-143.19089929566783","-143.19089929566783","-143.19089929566783","-124.34651631554004","-124.34651631554004","-124.34651631554004","-373.1435513637318","-373.1435513637318","-373.1435513637318","-121.51268841915787","-121.51268841915787","-121.51268841915787"
"19500","-145.9791593141603","-145.9791593141603","-145.9791593141603","-178.32498791250003","-178.32498791250003","-178.32498791250003","-253.09221959322122","-253.09221959322122","-253.09221959322122","-579.7894838917055","-579.7894838917055","-579.7894838917055","-168.62878762856786","-168.62878762856786","-168.62878762856786","-226.15583872202114","-226.15583872202114","-226.15583872202114","-269.72677609374523","-269.72677609374523","-269.72677609374523","-150.74361806859548","-150.74361806859548","-150.74361806859548","-324.18025383600923","-324.18025383600923","-324.18025383600923","-515.7131755717261","-515.7131755717261","-515.7131755717261"
"19800","-145.51789530258665","-145.51789530258665","-145.51789530258665","-227.83173234573988","-227.83173234573988","-227.83173234573988","-228.73533247053237","-228.73533247053237","-228.73533247053237","-568.6801574621006","-568.6801574621006","-568.6801574621006","-168.54214418633455","-168.54214418633455","-168.54214418633455","-201.5744977384362","-201.5744977384362","-201.5744977384362","-216.97300704996013","-216.97300704996013","-216.97300704996013","-125.64546854739906","-125.64546854739906","-125.64546854739906","-349.53487162501386","-349.53487162501386","-349.53487162501386","-554.3623433783694","-554.3623433783694","-554.3623433783694"
"20100","-145.78859764019103","-145.78859764019103","-145.78859764019103","-179.6906134077886","-179.6906134077886","-179.6906134077886","-205.63955796368185","-205.63955796368185","-205.63955796368185","-513.4695045299655","-513.4695045299655","-513.4695045299655","-218.66754493015634","-218.66754493015634","-218.66754493015634","-151.7978034245985","-151.7978034245985","-151.7978034245985","-248.29564593123078","-248.29564593123078","-248.29564593123078","-125.12665348010009","-125.12665348010009","-125.12665348010009","-246.35693722124748","-246.35693722124748","-246.35693722124748","-308.3452169128069","-308.3452169128069","-308.3452169128069"
"20400","-146.00592612251506","-146.00592612251506","-146.00592612251506","-175.3115676075516","-175.3115676075516","-175.3115676075516","-131.47602393474224","-131.47602393474224","-131.47602393474224","-507.5746041770384","-507.5746041770384","-507.5746041770384","-268.9854710419544","-268.9854710419544","-268.9854710419544","-202.5066656759664","-202.5066656759664","-202.5066656759664","-267.7901920007067","-267.7901920007067","-267.7901920007067","-125.52620715377047","-125.52620715377047","-125.52620715377047","-245.83944718174706","-245.83944718174706","-245.83944718174706","-275.1860031089142","-275.1860031089142","-275.1860031089142"
"20700","-146.03001693929656","-146.03001693929656","-146.03001693929656","-174.2343614893499","-174.2343614893499","-174.2343614893499","-303.4005877055828","-303.4005877055828","-303.4005877055828","-592.659697246076","-592.659697246076","-592.659697246076","-295.36036024619386","-295.36036024619386","-295.36036024619386","-275.1823212931602","-275.1823212931602","-275.1823212931602","-194.04783377476332","-194.04783377476332","-194.04783377476332","-125.4017728302047","-125.4017728302047","-125.4017728302047","-194.23993865875295","-194.23993865875295","-194.23993865875295","-282.8530365219631","-282.8530365219631","-282.8530365219631"
"21000","-145.08760647348487","-145.08760647348487","-145.08760647348487","-174.99330891614846","-174.99330891614846","-174.99330891614846","-254.44833145608783","-254.44833145608783","-254.44833145608783","-541.2046387582637","-541.2046387582637","-541.2046387582637","-319.4274146559675","-319.4274146559675","-319.4274146559675","-200.43579332016003","-200.43579332016003","-200.43579332016003","-194.83917807498102","-194.83917807498102","-194.83917807498102","-125.4175540869137","-125.4175540869137","-125.4175540869137","-170.1649395061091","-170.1649395061091","-170.1649395061091","-273.63590805227074","-273.63590805227074","-273.63590805227074"
"21300","-145.23178962855792","-145.23178962855792","-145.23178962855792","-176.16134566383977","-176.16134566383977","-176.16134566383977","-181.19272607046767","-181.19272607046767","-181.19272607046767","-509.07799481137243","-509.07799481137243","-509.07799481137243","-268.6093155837526","-268.6093155837526","-268.6093155837526","-200.10150948574997","-200.10150948574997","-200.10150948574997","-244.33771779061982","-244.33771779061982","-244.33771779061982","-125.56381722917445","-125.56381722917445","-125.56381722917445","-195.141394168723","-195.141394168723","-195.141394168723","-250.8065078272669","-250.8065078272669","-250.8065078272669"
"21600","-146.09215349400807","-146.09215349400807","-146.09215349400807","-175.53047325116006","-175.53047325116006","-175.53047325116006","-182.23206726391783","-182.23206726391783","-182.23206726391783","-579.6151251395943","-579.6151251395943","-579.6151251395943","-293.9485780735964","-293.9485780735964","-293.9485780735964","-151.3561461700341","-151.3561461700341","-151.3561461700341","-168.95115948756887","-168.95115948756887","-168.95115948756887","-125.59703607567903","-125.59703607567903","-125.59703607567903","-195.53452054873216","-195.53452054873216","-195.53452054873216","-250.55534746060115","-250.55534746060115","-250.55534746060115"
"21900","-145.86514132992923","-145.86514132992923","-145.86514132992923","-173.87393343023766","-173.87393343023766","-173.87393343023766","-157.35097144558478","-157.35097144558478","-157.35097144558478","-513.4328502242454","-513.4328502242454","-513.4328502242454","-319.7906195469509","-319.7906195469509","-319.7906195469509","-152.18602626938528","-152.18602626938528","-152.18602626938528","-192.96474842305543","-192.96474842305543","-192.96474842305543","-125.60760370481428","-125.60760370481428","-125.60760370481428","-220.06252766134193","-220.06252766134193","-220.06252766134193","-173.77553108894327","-173.77553108894327","-173.77553108894327"
"22200","-145.98483907890633","-145.98483907890633","-145.98483907890633","-175.1826832381891","-175.1826832381891","-175.1826832381891","-255.98073904974513","-255.98073904974513","-255.98073904974513","-437.28203826446406","-437.28203826446406","-437.28203826446406","-319.5570627646947","-319.5570627646947","-319.5570627646947","-176.90827684541858","-176.90827684541858","-176.90827684541858","-168.96078995357286","-168.96078995357286","-168.96078995357286","-125.10787411642768","-125.10787411642768","-125.10787411642768","-195.47955966044898","-195.47955966044898","-195.47955966044898","-197.7935510849556","-197.7935510849556","-197.7935510849556"
"22500","-172.00378027858793","-172.00378027858793","-172.00378027858793","-176.04657980709672","-176.04657980709672","-176.04657980709672","-132.37700493802873","-132.37700493802873","-132.37700493802873","-516.9367536946202","-516.9367536946202","-516.9367536946202","-439.8981447876787","-439.8981447876787","-439.8981447876787","-226.8806141886338","-226.8806141886338","-226.8806141886338","-190.5024787723754","-190.5024787723754","-190.5024787723754","-125.57661551420347","-125.57661551420347","-125.57661551420347","-194.6709790459533","-194.6709790459533","-194.6709790459533","-173.33356796171591","-173.33356796171591","-173.33356796171591"
"22800","-146.83968583146293","-146.83968583146293","-146.83968583146293","-175.8558549944241","-175.8558549944241","-175.8558549944241","-329.71790596943447","-329.71790596943447","-329.71790596943447","-555.8539461136412","-555.8539461136412","-555.8539461136412","-242.79965313101678","-242.79965313101678","-242.79965313101678","-251.66265487705286","-251.66265487705286","-251.66265487705286","-194.90136157692461","-194.90136157692461","-194.90136157692461","-125.26387072119473","-125.26387072119473","-125.26387072119473","-194.8059310203585","-194.8059310203585","-194.8059310203585","-147.4102057376816","-147.4102057376816","-147.4102057376816"
"23100","-146.34286453720546","-146.34286453720546","-146.34286453720546","-177.36076920739768","-177.36076920739768","-177.36076920739768","-131.54773038216962","-131.54773038216962","-131.54773038216962","-432.1170829360243","-432.1170829360243","-432.1170829360243","-294.06119062370425","-294.06119062370425","-294.06119062370425","-203.62144422922654","-203.62144422922654","-203.62144422922654","-174.0190822807822","-174.0190822807822","-174.0190822807822","-126.47898550961663","-126.47898550961663","-126.47898550961663","-195.36998810152642","-195.36998810152642","-195.36998810152642","-171.92901246676655","-171.92901246676655","-171.92901246676655"
