"Step","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward__MAX"
"23400","-146.49972409124553","-146.49972409124553","-146.49972409124553","-173.42368644914055","-173.42368644914055","-173.42368644914055","-212.05615331515725","-212.05615331515725","-212.05615331515725","-532.4077218136143","-532.4077218136143","-532.4077218136143","-269.77759909568874","-269.77759909568874","-269.77759909568874","-252.0496937640205","-252.0496937640205","-252.0496937640205","-144.80081838096737","-144.80081838096737","-144.80081838096737","-125.33983574568192","-125.33983574568192","-125.33983574568192","-194.82759377529334","-194.82759377529334","-194.82759377529334","-196.37378185043917","-196.37378185043917","-196.37378185043917"
"23700","-146.60451704550275","-146.60451704550275","-146.60451704550275","-176.3079603714929","-176.3079603714929","-176.3079603714929","-183.35985128369458","-183.35985128369458","-183.35985128369458","-518.7544135144797","-518.7544135144797","-518.7544135144797","-293.77609848623587","-293.77609848623587","-293.77609848623587","-177.69240198116643","-177.69240198116643","-177.69240198116643","-168.51230280826846","-168.51230280826846","-168.51230280826846","-125.25179389429998","-125.25179389429998","-125.25179389429998","-271.00610711663126","-271.00610711663126","-271.00610711663126","-129.71788561808916","-129.71788561808916","-129.71788561808916"
"24000","-147.2568801091181","-147.2568801091181","-147.2568801091181","-179.93220736392672","-179.93220736392672","-179.93220736392672","-305.1661078354094","-305.1661078354094","-305.1661078354094","-437.80801812584406","-437.80801812584406","-437.80801812584406","-268.9908072557963","-268.9908072557963","-268.9908072557963","-227.5836972608566","-227.5836972608566","-227.5836972608566","-160.66778441517783","-160.66778441517783","-160.66778441517783","-125.6775281793371","-125.6775281793371","-125.6775281793371","-270.5202765772359","-270.5202765772359","-270.5202765772359","-148.9751525536542","-148.9751525536542","-148.9751525536542"
"24300","-146.10308208060354","-146.10308208060354","-146.10308208060354","-178.3899762274713","-178.3899762274713","-178.3899762274713","-232.54428650520703","-232.54428650520703","-232.54428650520703","-532.4284282359013","-532.4284282359013","-532.4284282359013","-243.0870294316078","-243.0870294316078","-243.0870294316078","-153.71539813879474","-153.71539813879474","-153.71539813879474","-143.6540771604511","-143.6540771604511","-143.6540771604511","-125.21832396961865","-125.21832396961865","-125.21832396961865","-296.1979465551516","-296.1979465551516","-296.1979465551516","-146.6768653878825","-146.6768653878825","-146.6768653878825"
"24600","-146.50399604132494","-146.50399604132494","-146.50399604132494","-176.4855243217516","-176.4855243217516","-176.4855243217516","-133.76321543077114","-133.76321543077114","-133.76321543077114","-411.10332570920474","-411.10332570920474","-411.10332570920474","-318.54362498506464","-318.54362498506464","-318.54362498506464","-203.70982417118682","-203.70982417118682","-203.70982417118682","-160.46492116358627","-160.46492116358627","-160.46492116358627","-200.5880396685378","-200.5880396685378","-200.5880396685378","-271.0885765457675","-271.0885765457675","-271.0885765457675","-197.68920424898027","-197.68920424898027","-197.68920424898027"
"24900","-146.39048431211592","-146.39048431211592","-146.39048431211592","-172.29166557514424","-172.29166557514424","-172.29166557514424","-213.3514745495736","-213.3514745495736","-213.3514745495736","-481.31675664839696","-481.31675664839696","-481.31675664839696","-344.2949156809415","-344.2949156809415","-344.2949156809415","-130.55639563966773","-130.55639563966773","-130.55639563966773","-169.03512440942868","-169.03512440942868","-169.03512440942868","-125.27270129311107","-125.27270129311107","-125.27270129311107","-270.898773170802","-270.898773170802","-270.898773170802","-121.77878736064459","-121.77878736064459","-121.77878736064459"
"25200","-146.40145058402692","-146.40145058402692","-146.40145058402692","-174.29986628727195","-174.29986628727195","-174.29986628727195","-207.9399740362916","-207.9399740362916","-207.9399740362916","-509.28830496493777","-509.28830496493777","-509.28830496493777","-420.32637710181444","-420.32637710181444","-420.32637710181444","-326.02070492786316","-326.02070492786316","-326.02070492786316","-189.20960473985164","-189.20960473985164","-189.20960473985164","-125.3713586987167","-125.3713586987167","-125.3713586987167","-246.10585675323495","-246.10585675323495","-246.10585675323495","-121.27200970474118","-121.27200970474118","-121.27200970474118"
"25500","-146.36260891002934","-146.36260891002934","-146.36260891002934","-174.89651702787467","-174.89651702787467","-174.89651702787467","-381.490011184032","-381.490011184032","-381.490011184032","-607.2316127170614","-607.2316127170614","-607.2316127170614","-213.7228537392769","-213.7228537392769","-213.7228537392769","-203.78973225507738","-203.78973225507738","-203.78973225507738","-193.00573599600528","-193.00573599600528","-193.00573599600528","-124.9630902471677","-124.9630902471677","-124.9630902471677","-321.8155652913866","-321.8155652913866","-321.8155652913866","-121.53550632841302","-121.53550632841302","-121.53550632841302"
"25800","-172.05475656592722","-172.05475656592722","-172.05475656592722","-175.98445107048724","-175.98445107048724","-175.98445107048724","-232.3340011916951","-232.3340011916951","-232.3340011916951","-520.8674651198506","-520.8674651198506","-520.8674651198506","-217.51114764041108","-217.51114764041108","-217.51114764041108","-155.43767447349796","-155.43767447349796","-155.43767447349796","-213.27250448795934","-213.27250448795934","-213.27250448795934","-150.47545513247346","-150.47545513247346","-150.47545513247346","-298.1208671129379","-298.1208671129379","-298.1208671129379","-120.96343354308416","-120.96343354308416","-120.96343354308416"
"26100","-145.3952749655592","-145.3952749655592","-145.3952749655592","-175.57864638437366","-175.57864638437366","-175.57864638437366","-166.03241241528812","-166.03241241528812","-166.03241241528812","-450.961865129339","-450.961865129339","-450.961865129339","-217.5685295502928","-217.5685295502928","-217.5685295502928","-155.14860904206384","-155.14860904206384","-155.14860904206384","-202.6899472571608","-202.6899472571608","-202.6899472571608","-125.10688671876385","-125.10688671876385","-125.10688671876385","-250.45202652344793","-250.45202652344793","-250.45202652344793","-122.09718011689306","-122.09718011689306","-122.09718011689306"
"26400","-145.7727295389617","-145.7727295389617","-145.7727295389617","-174.75813267213644","-174.75813267213644","-174.75813267213644","-185.33366094142806","-185.33366094142806","-185.33366094142806","-578.95224440736","-578.95224440736","-578.95224440736","-217.29656204223357","-217.29656204223357","-217.29656204223357","-204.0811309588722","-204.0811309588722","-204.0811309588722","-195.06705866400245","-195.06705866400245","-195.06705866400245","-124.80884875117154","-124.80884875117154","-124.80884875117154","-247.6775633103677","-247.6775633103677","-247.6775633103677","-146.9922713236109","-146.9922713236109","-146.9922713236109"
"26700","-145.73138227310432","-145.73138227310432","-145.73138227310432","-174.80488849102386","-174.80488849102386","-174.80488849102386","-257.73718294002066","-257.73718294002066","-257.73718294002066","-475.77800985303054","-475.77800985303054","-475.77800985303054","-192.7254339233232","-192.7254339233232","-192.7254339233232","-204.74616996448935","-204.74616996448935","-204.74616996448935","-193.93074135760307","-193.93074135760307","-193.93074135760307","-124.99682804448858","-124.99682804448858","-124.99682804448858","-248.04376629637713","-248.04376629637713","-248.04376629637713","-121.76841788437059","-121.76841788437059","-121.76841788437059"
"27000","-145.29588488518692","-145.29588488518692","-145.29588488518692","-176.61539486732454","-176.61539486732454","-176.61539486732454","-134.96761461727732","-134.96761461727732","-134.96761461727732","-484.8840683676426","-484.8840683676426","-484.8840683676426","-218.15053880194301","-218.15053880194301","-218.15053880194301","-254.2792510731701","-254.2792510731701","-254.2792510731701","-168.27482787764842","-168.27482787764842","-168.27482787764842","-125.21541311478204","-125.21541311478204","-125.21541311478204","-225.61334079701675","-225.61334079701675","-225.61334079701675","-147.36097172019095","-147.36097172019095","-147.36097172019095"
"27300","-171.63533659204046","-171.63533659204046","-171.63533659204046","-176.8859297145903","-176.8859297145903","-176.8859297145903","-135.77373125338502","-135.77373125338502","-135.77373125338502","-459.28184131831085","-459.28184131831085","-459.28184131831085","-243.5705287893132","-243.5705287893132","-243.5705287893132","-155.13668966412052","-155.13668966412052","-155.13668966412052","-218.52203502047436","-218.52203502047436","-218.52203502047436","-125.09156620302338","-125.09156620302338","-125.09156620302338","-273.31049476743146","-273.31049476743146","-273.31049476743146","-168.0099414869033","-168.0099414869033","-168.0099414869033"
"27600","-170.710234829121","-170.710234829121","-170.710234829121","-176.4604393437886","-176.4604393437886","-176.4604393437886","-370.9919314331628","-370.9919314331628","-370.9919314331628","-446.2809556293869","-446.2809556293869","-446.2809556293869","-192.5223240046102","-192.5223240046102","-192.5223240046102","-229.38059638636736","-229.38059638636736","-229.38059638636736","-175.25257172317393","-175.25257172317393","-175.25257172317393","-125.2206509315325","-125.2206509315325","-125.2206509315325","-284.37942857326624","-284.37942857326624","-284.37942857326624","-122.67320437543208","-122.67320437543208","-122.67320437543208"
"27900","-170.9776352995806","-170.9776352995806","-170.9776352995806","-178.65691464799363","-178.65691464799363","-178.65691464799363","-159.89372243413567","-159.89372243413567","-159.89372243413567","-411.4749590465287","-411.4749590465287","-411.4749590465287","-243.63998806481328","-243.63998806481328","-243.63998806481328","-230.25098984521333","-230.25098984521333","-230.25098984521333","-217.47837956953185","-217.47837956953185","-217.47837956953185","-124.86518440748678","-124.86518440748678","-124.86518440748678","-197.62233772337532","-197.62233772337532","-197.62233772337532","-146.9289370015784","-146.9289370015784","-146.9289370015784"
"28200","-170.702971666058","-170.702971666058","-170.702971666058","-175.63200613361218","-175.63200613361218","-175.63200613361218","-306.3403642739948","-306.3403642739948","-306.3403642739948","-493.1024356911151","-493.1024356911151","-493.1024356911151","-217.90841009536447","-217.90841009536447","-217.90841009536447","-180.85187043242667","-180.85187043242667","-180.85187043242667","-222.47638234982236","-222.47638234982236","-222.47638234982236","-124.87162482418839","-124.87162482418839","-124.87162482418839","-249.329065669621","-249.329065669621","-249.329065669621","-171.59924623760634","-171.59924623760634","-171.59924623760634"
"28500","-171.44183796347536","-171.44183796347536","-171.44183796347536","-178.0667596929251","-178.0667596929251","-178.0667596929251","-394.9305631806659","-394.9305631806659","-394.9305631806659","-413.3797135471679","-413.3797135471679","-413.3797135471679","-192.46715822974983","-192.46715822974983","-192.46715822974983","-131.94675605730055","-131.94675605730055","-131.94675605730055","-218.84931035190328","-218.84931035190328","-218.84931035190328","-125.15334495929953","-125.15334495929953","-125.15334495929953","-198.83371189293408","-198.83371189293408","-198.83371189293408","-157.6438223662213","-157.6438223662213","-157.6438223662213"
"28800","-171.0936723341085","-171.0936723341085","-171.0936723341085","-177.41964667242226","-177.41964667242226","-177.41964667242226","-231.9892434184606","-231.9892434184606","-231.9892434184606","-434.5588316618035","-434.5588316618035","-434.5588316618035","-192.64715748981797","-192.64715748981797","-192.64715748981797","-303.08246397265066","-303.08246397265066","-303.08246397265066","-269.4153377290571","-269.4153377290571","-269.4153377290571","-125.2297820889959","-125.2297820889959","-125.2297820889959","-287.93882908545936","-287.93882908545936","-287.93882908545936","-164.9532134611953","-164.9532134611953","-164.9532134611953"
"29100","-171.37433239758474","-171.37433239758474","-171.37433239758474","-174.4101863957222","-174.4101863957222","-174.4101863957222","-184.51679209691792","-184.51679209691792","-184.51679209691792","-410.7149731116539","-410.7149731116539","-410.7149731116539","-212.5172426412512","-212.5172426412512","-212.5172426412512","-204.85272749576288","-204.85272749576288","-204.85272749576288","-219.4319305661357","-219.4319305661357","-219.4319305661357","-125.02066138876498","-125.02066138876498","-125.02066138876498","-221.9158792085781","-221.9158792085781","-221.9158792085781","-147.90695319673506","-147.90695319673506","-147.90695319673506"
"29400","-170.94990458102365","-170.94990458102365","-170.94990458102365","-203.56295058373468","-203.56295058373468","-203.56295058373468","-258.4505129425524","-258.4505129425524","-258.4505129425524","-455.9306670811303","-455.9306670811303","-455.9306670811303","-243.55749738237978","-243.55749738237978","-243.55749738237978","-205.41767193336764","-205.41767193336764","-205.41767193336764","-219.17320143277735","-219.17320143277735","-219.17320143277735","-124.88667604346544","-124.88667604346544","-124.88667604346544","-322.1740217474386","-322.1740217474386","-322.1740217474386","-222.84599286188467","-222.84599286188467","-222.84599286188467"
"29700","-146.48587030975244","-146.48587030975244","-146.48587030975244","-178.89026715416458","-178.89026715416458","-178.89026715416458","-333.08067999163273","-333.08067999163273","-333.08067999163273","-433.5824391787943","-433.5824391787943","-433.5824391787943","-243.66978969168304","-243.66978969168304","-243.66978969168304","-204.09215107287497","-204.09215107287497","-204.09215107287497","-218.52179350606647","-218.52179350606647","-218.52179350606647","-125.02042870401462","-125.02042870401462","-125.02042870401462","-263.32728673521797","-263.32728673521797","-263.32728673521797","-196.98948783235105","-196.98948783235105","-196.98948783235105"
"30000","-146.05980867758691","-146.05980867758691","-146.05980867758691","-176.72382808377492","-176.72382808377492","-176.72382808377492","-135.7498132259603","-135.7498132259603","-135.7498132259603","-434.77590858614775","-434.77590858614775","-434.77590858614775","-192.65119664319423","-192.65119664319423","-192.65119664319423","-156.012512945713","-156.012512945713","-156.012512945713","-195.26551825543143","-195.26551825543143","-195.26551825543143","-125.71457084697124","-125.71457084697124","-125.71457084697124","-195.3442952939876","-195.3442952939876","-195.3442952939876","-197.35626410113633","-197.35626410113633","-197.35626410113633"
