"Step","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward__MAX"
"9300","-608.2241704411966","-608.2241704411966","-608.2241704411966","-473.8880414565145","-473.8880414565145","-473.8880414565145","-303.1296306728358","-303.1296306728358","-303.1296306728358","-403.1688977685811","-403.1688977685811","-403.1688977685811","-176.95415136278288","-176.95415136278288","-176.95415136278288","-300.2205515881339","-300.2205515881339","-300.2205515881339","-322.94930205657636","-322.94930205657636","-322.94930205657636","-516.6289649802741","-516.6289649802741","-516.6289649802741","-424.9493732468356","-424.9493732468356","-424.9493732468356","-380.2345671489016","-380.2345671489016","-380.2345671489016"
"9600","-680.7813881517579","-680.7813881517579","-680.7813881517579","-414.8131692757899","-414.8131692757899","-414.8131692757899","-129.35638420432738","-129.35638420432738","-129.35638420432738","-461.4020379398515","-461.4020379398515","-461.4020379398515","-228.85669745443525","-228.85669745443525","-228.85669745443525","-426.142273070197","-426.142273070197","-426.142273070197","-296.2043242265739","-296.2043242265739","-296.2043242265739","-450.40670627913914","-450.40670627913914","-450.40670627913914","-484.7266548195177","-484.7266548195177","-484.7266548195177","-252.67536937027467","-252.67536937027467","-252.67536937027467"
"9900","-665.3468058938859","-665.3468058938859","-665.3468058938859","-374.85662219989644","-374.85662219989644","-374.85662219989644","-203.91459150252157","-203.91459150252157","-203.91459150252157","-516.6012874263405","-516.6012874263405","-516.6012874263405","-173.85863296039628","-173.85863296039628","-173.85863296039628","-249.4232016306665","-249.4232016306665","-249.4232016306665","-454.910670652993","-454.910670652993","-454.910670652993","-519.1855662755518","-519.1855662755518","-519.1855662755518","-313.86226595880646","-313.86226595880646","-313.86226595880646","-512.0794576814784","-512.0794576814784","-512.0794576814784"
"10200","-628.0900931859744","-628.0900931859744","-628.0900931859744","-355.7842965708434","-355.7842965708434","-355.7842965708434","-311.9745238622646","-311.9745238622646","-311.9745238622646","-237.10427351578195","-237.10427351578195","-237.10427351578195","-173.76154409846825","-173.76154409846825","-173.76154409846825","-397.27694169761673","-397.27694169761673","-397.27694169761673","-548.595396716969","-548.595396716969","-548.595396716969","-375.4203529412407","-375.4203529412407","-375.4203529412407","-551.855883388818","-551.855883388818","-551.855883388818","-584.1153434390916","-584.1153434390916","-584.1153434390916"
"10500","-748.7007861044507","-748.7007861044507","-748.7007861044507","-471.2643405929213","-471.2643405929213","-471.2643405929213","-155.09784462028878","-155.09784462028878","-155.09784462028878","-412.9280015263468","-412.9280015263468","-412.9280015263468","-168.72485386793224","-168.72485386793224","-168.72485386793224","-366.62042336346224","-366.62042336346224","-366.62042336346224","-502.0216811993566","-502.0216811993566","-502.0216811993566","-361.994238298225","-361.994238298225","-361.994238298225","-181.99637359015742","-181.99637359015742","-181.99637359015742","-598.3766689817562","-598.3766689817562","-598.3766689817562"
"10800","-674.5860466017402","-674.5860466017402","-674.5860466017402","-446.82621104115486","-446.82621104115486","-446.82621104115486","-132.67222024253834","-132.67222024253834","-132.67222024253834","-533.9817551017508","-533.9817551017508","-533.9817551017508","-197.9918848858976","-197.9918848858976","-197.9918848858976","-300.47183705813427","-300.47183705813427","-300.47183705813427","-540.8789622677511","-540.8789622677511","-540.8789622677511","-428.8767274613718","-428.8767274613718","-428.8767274613718","-304.9610641365633","-304.9610641365633","-304.9610641365633","-579.2339350326995","-579.2339350326995","-579.2339350326995"
"11100","-734.8214544948046","-734.8214544948046","-734.8214544948046","-441.4812911155491","-441.4812911155491","-441.4812911155491","-132.51054889062283","-132.51054889062283","-132.51054889062283","-312.1890789315436","-312.1890789315436","-312.1890789315436","-169.09344698508883","-169.09344698508883","-169.09344698508883","-469.7842713470501","-469.7842713470501","-469.7842713470501","-706.5459162936837","-706.5459162936837","-706.5459162936837","-198.2833075982795","-198.2833075982795","-198.2833075982795","-278.4385436608271","-278.4385436608271","-278.4385436608271","-403.4268218143101","-403.4268218143101","-403.4268218143101"
"11400","-737.1956366907673","-737.1956366907673","-737.1956366907673","-477.3369179458465","-477.3369179458465","-477.3369179458465","-133.19093267957123","-133.19093267957123","-133.19093267957123","-590.6843060276955","-590.6843060276955","-590.6843060276955","-169.33070242697028","-169.33070242697028","-169.33070242697028","-303.74971950676735","-303.74971950676735","-303.74971950676735","-571.3360080879237","-571.3360080879237","-571.3360080879237","-449.2195224355507","-449.2195224355507","-449.2195224355507","-331.5589128339475","-331.5589128339475","-331.5589128339475","-380.2234994251601","-380.2234994251601","-380.2234994251601"
"11700","-753.3313066845902","-753.3313066845902","-753.3313066845902","-548.5533275281368","-548.5533275281368","-548.5533275281368","-308.0336932651081","-308.0336932651081","-308.0336932651081","-756.2594887747566","-756.2594887747566","-756.2594887747566","-267.3357259635018","-267.3357259635018","-267.3357259635018","-350.2455143292745","-350.2455143292745","-350.2455143292745","-497.62674392098324","-497.62674392098324","-497.62674392098324","-449.3366568751038","-449.3366568751038","-449.3366568751038","-501.627735788886","-501.627735788886","-501.627735788886","-418.59617886505714","-418.59617886505714","-418.59617886505714"
"12000","-748.312816620297","-748.312816620297","-748.312816620297","-523.7536625442476","-523.7536625442476","-523.7536625442476","-183.76927671954044","-183.76927671954044","-183.76927671954044","-628.8894814920628","-628.8894814920628","-628.8894814920628","-371.8218813859782","-371.8218813859782","-371.8218813859782","-350.6851953104211","-350.6851953104211","-350.6851953104211","-305.2945806000295","-305.2945806000295","-305.2945806000295","-412.89716368668996","-412.89716368668996","-412.89716368668996","-358.2332075466021","-358.2332075466021","-358.2332075466021","-366.9344986054998","-366.9344986054998","-366.9344986054998"
"12300","-704.429750085402","-704.429750085402","-704.429750085402","-546.9120719477137","-546.9120719477137","-546.9120719477137","-132.42958914671877","-132.42958914671877","-132.42958914671877","-684.4508457112239","-684.4508457112239","-684.4508457112239","-375.8177237073338","-375.8177237073338","-375.8177237073338","-277.19620817217987","-277.19620817217987","-277.19620817217987","-217.40972708158847","-217.40972708158847","-217.40972708158847","-343.16801477800146","-343.16801477800146","-343.16801477800146","-579.6599073838629","-579.6599073838629","-579.6599073838629","-373.512808761774","-373.512808761774","-373.512808761774"
"12600","-666.9731821812298","-666.9731821812298","-666.9731821812298","-620.03607766746","-620.03607766746","-620.03607766746","-181.73689865086072","-181.73689865086072","-181.73689865086072","-461.65775796689815","-461.65775796689815","-461.65775796689815","-500.3208001792751","-500.3208001792751","-500.3208001792751","-274.8398782958404","-274.8398782958404","-274.8398782958404","-195.25214965084234","-195.25214965084234","-195.25214965084234","-474.7048427616995","-474.7048427616995","-474.7048427616995","-626.2601259938556","-626.2601259938556","-626.2601259938556","-276.4554642386713","-276.4554642386713","-276.4554642386713"
"12900","-682.5436832987871","-682.5436832987871","-682.5436832987871","-448.5986685268629","-448.5986685268629","-448.5986685268629","-160.311938893239","-160.311938893239","-160.311938893239","-557.4495240708075","-557.4495240708075","-557.4495240708075","-594.6325752296885","-594.6325752296885","-594.6325752296885","-402.27077030366195","-402.27077030366195","-402.27077030366195","-194.2776352031201","-194.2776352031201","-194.2776352031201","-425.38615077298346","-425.38615077298346","-425.38615077298346","-547.1836163686118","-547.1836163686118","-547.1836163686118","-151.03261149182046","-151.03261149182046","-151.03261149182046"
"13200","-688.980044350525","-688.980044350525","-688.980044350525","-400.17921326178885","-400.17921326178885","-400.17921326178885","-531.7088128774913","-531.7088128774913","-531.7088128774913","-697.5789297398613","-697.5789297398613","-697.5789297398613","-704.8950600494082","-704.8950600494082","-704.8950600494082","-223.94284778909528","-223.94284778909528","-223.94284778909528","-194.71497786558126","-194.71497786558126","-194.71497786558126","-224.01083563754295","-224.01083563754295","-224.01083563754295","-529.0963748932005","-529.0963748932005","-529.0963748932005","-174.20341131525393","-174.20341131525393","-174.20341131525393"
"13500","-707.5723724461785","-707.5723724461785","-707.5723724461785","-477.50684385285797","-477.50684385285797","-477.50684385285797","-551.5344526396768","-551.5344526396768","-551.5344526396768","-661.9678130619673","-661.9678130619673","-661.9678130619673","-580.9381316682609","-580.9381316682609","-580.9381316682609","-545.047635172354","-545.047635172354","-545.047635172354","-270.6858069922294","-270.6858069922294","-270.6858069922294","-398.3825216867873","-398.3825216867873","-398.3825216867873","-520.1352101531872","-520.1352101531872","-520.1352101531872","-124.96254894888685","-124.96254894888685","-124.96254894888685"
"13800","-655.1493427650012","-655.1493427650012","-655.1493427650012","-549.4938800575043","-549.4938800575043","-549.4938800575043","-305.89275062580964","-305.89275062580964","-305.89275062580964","-519.1189659972929","-519.1189659972929","-519.1189659972929","-679.0741747598388","-679.0741747598388","-679.0741747598388","-124.5642393909628","-124.5642393909628","-124.5642393909628","-196.1678140647924","-196.1678140647924","-196.1678140647924","-298.98782502877816","-298.98782502877816","-298.98782502877816","-282.78064517244377","-282.78064517244377","-282.78064517244377","-123.29562590326358","-123.29562590326358","-123.29562590326358"
"14100","-665.3114125997382","-665.3114125997382","-665.3114125997382","-473.6171665135491","-473.6171665135491","-473.6171665135491","-693.8662190680278","-693.8662190680278","-693.8662190680278","-729.707741810989","-729.707741810989","-729.707741810989","-803.3921941616784","-803.3921941616784","-803.3921941616784","-510.8574994250591","-510.8574994250591","-510.8574994250591","-171.81801218169866","-171.81801218169866","-171.81801218169866","-549.0092871656689","-549.0092871656689","-549.0092871656689","-208.7822931865996","-208.7822931865996","-208.7822931865996","-122.55616012605701","-122.55616012605701","-122.55616012605701"
"14400","-515.5441440471972","-515.5441440471972","-515.5441440471972","-522.6660342717562","-522.6660342717562","-522.6660342717562","-533.9637856583734","-533.9637856583734","-533.9637856583734","-488.05285589030956","-488.05285589030956","-488.05285589030956","-745.6830636347927","-745.6830636347927","-745.6830636347927","-500.6700861837655","-500.6700861837655","-500.6700861837655","-219.1509298564785","-219.1509298564785","-219.1509298564785","-301.4148235229194","-301.4148235229194","-301.4148235229194","-445.8165548527375","-445.8165548527375","-445.8165548527375","-122.32343587718738","-122.32343587718738","-122.32343587718738"
"14700","-499.31031720054006","-499.31031720054006","-499.31031720054006","-569.4079687494204","-569.4079687494204","-569.4079687494204","-282.4304940565447","-282.4304940565447","-282.4304940565447","-673.7035859104178","-673.7035859104178","-673.7035859104178","-704.8887051132712","-704.8887051132712","-704.8887051132712","-547.3873154113096","-547.3873154113096","-547.3873154113096","-246.92715281779618","-246.92715281779618","-246.92715281779618","-172.85371824599227","-172.85371824599227","-172.85371824599227","-602.2894485804904","-602.2894485804904","-602.2894485804904","-122.57700847237564","-122.57700847237564","-122.57700847237564"
"15000","-376.8925415004304","-376.8925415004304","-376.8925415004304","-399.33840533509635","-399.33840533509635","-399.33840533509635","-528.7702599078708","-528.7702599078708","-528.7702599078708","-437.91077131133227","-437.91077131133227","-437.91077131133227","-811.6228836958724","-811.6228836958724","-811.6228836958724","-404.6278743083709","-404.6278743083709","-404.6278743083709","-221.8265161414532","-221.8265161414532","-221.8265161414532","-300.6577099071771","-300.6577099071771","-300.6577099071771","-445.6027739511234","-445.6027739511234","-445.6027739511234","-121.44156205029101","-121.44156205029101","-121.44156205029101"
"15300","-375.1126965416051","-375.1126965416051","-375.1126965416051","-301.1997110656127","-301.1997110656127","-301.1997110656127","-307.7781458031327","-307.7781458031327","-307.7781458031327","-439.3933697938011","-439.3933697938011","-439.3933697938011","-857.1328466080047","-857.1328466080047","-857.1328466080047","-428.9165353398215","-428.9165353398215","-428.9165353398215","-247.2233170980855","-247.2233170980855","-247.2233170980855","-391.7081284775653","-391.7081284775653","-391.7081284775653","-528.6761503797742","-528.6761503797742","-528.6761503797742","-122.52643308529716","-122.52643308529716","-122.52643308529716"
"15600","-174.8094272869999","-174.8094272869999","-174.8094272869999","-349.7413149556373","-349.7413149556373","-349.7413149556373","-405.1377976216595","-405.1377976216595","-405.1377976216595","-462.86554086696424","-462.86554086696424","-462.86554086696424","-423.16686382241267","-423.16686382241267","-423.16686382241267","-525.9879873408603","-525.9879873408603","-525.9879873408603","-220.31917577163298","-220.31917577163298","-220.31917577163298","-249.0522127702869","-249.0522127702869","-249.0522127702869","-468.1728663716429","-468.1728663716429","-468.1728663716429","-122.96903476742708","-122.96903476742708","-122.96903476742708"
"15900","-175.4256309153512","-175.4256309153512","-175.4256309153512","-423.63025900452556","-423.63025900452556","-423.63025900452556","-416.1531247200266","-416.1531247200266","-416.1531247200266","-387.62211218396055","-387.62211218396055","-387.62211218396055","-800.2714464024882","-800.2714464024882","-800.2714464024882","-570.0598235015324","-570.0598235015324","-570.0598235015324","-220.3361499818424","-220.3361499818424","-220.3361499818424","-350.16486368625857","-350.16486368625857","-350.16486368625857","-482.1431711080221","-482.1431711080221","-482.1431711080221","-124.35250162825079","-124.35250162825079","-124.35250162825079"
"16200","-149.97587497538436","-149.97587497538436","-149.97587497538436","-446.860748596239","-446.860748596239","-446.860748596239","-356.7569289991157","-356.7569289991157","-356.7569289991157","-286.1826981084517","-286.1826981084517","-286.1826981084517","-797.9752968506627","-797.9752968506627","-797.9752968506627","-501.5580244187058","-501.5580244187058","-501.5580244187058","-246.52102315871102","-246.52102315871102","-246.52102315871102","-150.7622424977782","-150.7622424977782","-150.7622424977782","-367.1370143099418","-367.1370143099418","-367.1370143099418","-124.94309940286419","-124.94309940286419","-124.94309940286419"
"16500","-292.8602181588464","-292.8602181588464","-292.8602181588464","-300.2254673309707","-300.2254673309707","-300.2254673309707","-437.13971183872536","-437.13971183872536","-437.13971183872536","-362.5830845330418","-362.5830845330418","-362.5830845330418","-423.0924370570493","-423.0924370570493","-423.0924370570493","-294.689528074131","-294.689528074131","-294.689528074131","-345.2098956324659","-345.2098956324659","-345.2098956324659","-199.69643736885521","-199.69643736885521","-199.69643736885521","-593.8747785848353","-593.8747785848353","-593.8747785848353","-129.89529824140706","-129.89529824140706","-129.89529824140706"
"16800","-149.61518221138343","-149.61518221138343","-149.61518221138343","-273.4353855594003","-273.4353855594003","-273.4353855594003","-356.4255911651583","-356.4255911651583","-356.4255911651583","-510.9568777651966","-510.9568777651966","-510.9568777651966","-811.4964680346108","-811.4964680346108","-811.4964680346108","-402.1966866160594","-402.1966866160594","-402.1966866160594","-221.1741058768545","-221.1741058768545","-221.1741058768545","-123.32109966917508","-123.32109966917508","-123.32109966917508","-410.68328515966004","-410.68328515966004","-410.68328515966004","-129.27430297997287","-129.27430297997287","-129.27430297997287"
"17100","-252.24318734687958","-252.24318734687958","-252.24318734687958","-176.4069190564932","-176.4069190564932","-176.4069190564932","-309.64877274000617","-309.64877274000617","-309.64877274000617","-575.2682098150518","-575.2682098150518","-575.2682098150518","-372.7702267254916","-372.7702267254916","-372.7702267254916","-424.2347994274434","-424.2347994274434","-424.2347994274434","-221.69990414675104","-221.69990414675104","-221.69990414675104","-173.91795035565957","-173.91795035565957","-173.91795035565957","-554.738672897102","-554.738672897102","-554.738672897102","-132.64037448172968","-132.64037448172968","-132.64037448172968"
"17400","-200.28916196191489","-200.28916196191489","-200.28916196191489","-251.21558539857568","-251.21558539857568","-251.21558539857568","-212.67245481613924","-212.67245481613924","-212.67245481613924","-594.4464895082256","-594.4464895082256","-594.4464895082256","-318.42761361323005","-318.42761361323005","-318.42761361323005","-453.049495904424","-453.049495904424","-453.049495904424","-196.35794161993226","-196.35794161993226","-196.35794161993226","-174.43881646930043","-174.43881646930043","-174.43881646930043","-517.3565949081851","-517.3565949081851","-517.3565949081851","-133.78757502570272","-133.78757502570272","-133.78757502570272"
"17700","-253.18774522533573","-253.18774522533573","-253.18774522533573","-399.24666641460897","-399.24666641460897","-399.24666641460897","-280.6036493929636","-280.6036493929636","-280.6036493929636","-233.97153100670948","-233.97153100670948","-233.97153100670948","-241.1927332214685","-241.1927332214685","-241.1927332214685","-444.7816799631197","-444.7816799631197","-444.7816799631197","-246.24040302232234","-246.24040302232234","-246.24040302232234","-151.12293207042586","-151.12293207042586","-151.12293207042586","-480.69986064593274","-480.69986064593274","-480.69986064593274","-133.7565369203415","-133.7565369203415","-133.7565369203415"
"18000","-227.31716477547653","-227.31716477547653","-227.31716477547653","-251.73823845741646","-251.73823845741646","-251.73823845741646","-254.56822985188515","-254.56822985188515","-254.56822985188515","-352.97200128267195","-352.97200128267195","-352.97200128267195","-750.4771181985908","-750.4771181985908","-750.4771181985908","-503.5898679475902","-503.5898679475902","-503.5898679475902","-296.17016916925195","-296.17016916925195","-296.17016916925195","-199.81295109969065","-199.81295109969065","-199.81295109969065","-376.02293533283535","-376.02293533283535","-376.02293533283535","-159.1604562569114","-159.1604562569114","-159.1604562569114"
"18300","-301.1805251255349","-301.1805251255349","-301.1805251255349","-452.0733808938336","-452.0733808938336","-452.0733808938336","-321.1043996335653","-321.1043996335653","-321.1043996335653","-557.6557843007902","-557.6557843007902","-557.6557843007902","-675.4596632981624","-675.4596632981624","-675.4596632981624","-399.04352610131934","-399.04352610131934","-399.04352610131934","-196.29030203042802","-196.29030203042802","-196.29030203042802","-124.1510870559679","-124.1510870559679","-124.1510870559679","-412.5480180750551","-412.5480180750551","-412.5480180750551","-134.04510646241425","-134.04510646241425","-134.04510646241425"
"18600","-227.13270857937104","-227.13270857937104","-227.13270857937104","-362.0831466573858","-362.0831466573858","-362.0831466573858","-355.18842054927256","-355.18842054927256","-355.18842054927256","-309.2880710908365","-309.2880710908365","-309.2880710908365","-579.6411678106427","-579.6411678106427","-579.6411678106427","-425.5036525452794","-425.5036525452794","-425.5036525452794","-246.37330158311437","-246.37330158311437","-246.37330158311437","-174.1904155976081","-174.1904155976081","-174.1904155976081","-259.68343665843804","-259.68343665843804","-259.68343665843804","-133.88805300561012","-133.88805300561012","-133.88805300561012"
"18900","-426.0266961624446","-426.0266961624446","-426.0266961624446","-290.9710226180803","-290.9710226180803","-290.9710226180803","-231.05370315701867","-231.05370315701867","-231.05370315701867","-594.4310766784909","-594.4310766784909","-594.4310766784909","-779.5036267578055","-779.5036267578055","-779.5036267578055","-424.35689892791817","-424.35689892791817","-424.35689892791817","-196.12579052218535","-196.12579052218535","-196.12579052218535","-123.8037328813898","-123.8037328813898","-123.8037328813898","-357.8337061203668","-357.8337061203668","-357.8337061203668","-134.88826207691696","-134.88826207691696","-134.88826207691696"
"19200","-225.6069942075188","-225.6069942075188","-225.6069942075188","-277.143700030332","-277.143700030332","-277.143700030332","-269.31478608976516","-269.31478608976516","-269.31478608976516","-586.3441360864003","-586.3441360864003","-586.3441360864003","-734.1214080273543","-734.1214080273543","-734.1214080273543","-350.63541461789157","-350.63541461789157","-350.63541461789157","-246.79996198094318","-246.79996198094318","-246.79996198094318","-200.61235090858548","-200.61235090858548","-200.61235090858548","-325.67358882739893","-325.67358882739893","-325.67358882739893","-131.44493920411205","-131.44493920411205","-131.44493920411205"
"19500","-251.9330473486761","-251.9330473486761","-251.9330473486761","-251.3393860266075","-251.3393860266075","-251.3393860266075","-254.29266938278107","-254.29266938278107","-254.29266938278107","-257.3555311460591","-257.3555311460591","-257.3555311460591","-764.6053599283393","-764.6053599283393","-764.6053599283393","-374.301835042578","-374.301835042578","-374.301835042578","-247.7775818513356","-247.7775818513356","-247.7775818513356","-200.0339457042621","-200.0339457042621","-200.0339457042621","-333.71869326385564","-333.71869326385564","-333.71869326385564","-134.49224715847157","-134.49224715847157","-134.49224715847157"
"19800","-277.76688157969886","-277.76688157969886","-277.76688157969886","-174.28231028774243","-174.28231028774243","-174.28231028774243","-352.69841654663526","-352.69841654663526","-352.69841654663526","-458.33853213287387","-458.33853213287387","-458.33853213287387","-805.8299988700819","-805.8299988700819","-805.8299988700819","-449.2501974888754","-449.2501974888754","-449.2501974888754","-340.1139112634095","-340.1139112634095","-340.1139112634095","-123.89680151467765","-123.89680151467765","-123.89680151467765","-407.8150248126075","-407.8150248126075","-407.8150248126075","-132.7856927956666","-132.7856927956666","-132.7856927956666"
"20100","-226.82601399166487","-226.82601399166487","-226.82601399166487","-226.0084420326648","-226.0084420326648","-226.0084420326648","-330.0742325098231","-330.0742325098231","-330.0742325098231","-641.4468320948365","-641.4468320948365","-641.4468320948365","-778.213535347095","-778.213535347095","-778.213535347095","-376.0923600693169","-376.0923600693169","-376.0923600693169","-296.3593570053796","-296.3593570053796","-296.3593570053796","-175.79588299013233","-175.79588299013233","-175.79588299013233","-440.69554418572613","-440.69554418572613","-440.69554418572613","-134.78474914860266","-134.78474914860266","-134.78474914860266"
"20400","-284.98915639134384","-284.98915639134384","-284.98915639134384","-227.05305487192237","-227.05305487192237","-227.05305487192237","-251.21929735425687","-251.21929735425687","-251.21929735425687","-257.93932023861436","-257.93932023861436","-257.93932023861436","-786.1990333330829","-786.1990333330829","-786.1990333330829","-388.2441503067424","-388.2441503067424","-388.2441503067424","-220.11471311575346","-220.11471311575346","-220.11471311575346","-149.8373844092205","-149.8373844092205","-149.8373844092205","-426.54849566596715","-426.54849566596715","-426.54849566596715","-137.97846894817036","-137.97846894817036","-137.97846894817036"
"20700","-201.72722243501443","-201.72722243501443","-201.72722243501443","-199.36565633434034","-199.36565633434034","-199.36565633434034","-259.42705594258354","-259.42705594258354","-259.42705594258354","-358.77131027277863","-358.77131027277863","-358.77131027277863","-735.4927058001418","-735.4927058001418","-735.4927058001418","-417.01991409128857","-417.01991409128857","-417.01991409128857","-346.2179547415708","-346.2179547415708","-346.2179547415708","-124.38376080406356","-124.38376080406356","-124.38376080406356","-332.3234788979456","-332.3234788979456","-332.3234788979456","-134.7679502031262","-134.7679502031262","-134.7679502031262"
"21000","-176.88129591110217","-176.88129591110217","-176.88129591110217","-174.0660001555944","-174.0660001555944","-174.0660001555944","-294.5000174587587","-294.5000174587587","-294.5000174587587","-536.9969035783755","-536.9969035783755","-536.9969035783755","-728.0227952470393","-728.0227952470393","-728.0227952470393","-445.1531820957508","-445.1531820957508","-445.1531820957508","-221.16269503257598","-221.16269503257598","-221.16269503257598","-124.31217135389247","-124.31217135389247","-124.31217135389247","-309.5180241801182","-309.5180241801182","-309.5180241801182","-135.1504630447583","-135.1504630447583","-135.1504630447583"
"21300","-200.74972446722762","-200.74972446722762","-200.74972446722762","-199.84152729144785","-199.84152729144785","-199.84152729144785","-175.91478733488867","-175.91478733488867","-175.91478733488867","-335.05643759547326","-335.05643759547326","-335.05643759547326","-728.9819966972705","-728.9819966972705","-728.9819966972705","-425.5732886664414","-425.5732886664414","-425.5732886664414","-146.13717142988563","-146.13717142988563","-146.13717142988563","-150.67885971143295","-150.67885971143295","-150.67885971143295","-408.2482625644225","-408.2482625644225","-408.2482625644225","-137.30500590975","-137.30500590975","-137.30500590975"
"21600","-203.0498956569577","-203.0498956569577","-203.0498956569577","-200.551250959195","-200.551250959195","-200.551250959195","-125.1017495030632","-125.1017495030632","-125.1017495030632","-385.1631748457787","-385.1631748457787","-385.1631748457787","-754.2812665744715","-754.2812665744715","-754.2812665744715","-407.8317086383891","-407.8317086383891","-407.8317086383891","-270.85270702246055","-270.85270702246055","-270.85270702246055","-150.98015787537895","-150.98015787537895","-150.98015787537895","-404.9177986663063","-404.9177986663063","-404.9177986663063","-131.9524091407133","-131.9524091407133","-131.9524091407133"
"21900","-278.7521274744533","-278.7521274744533","-278.7521274744533","-202.64862192928751","-202.64862192928751","-202.64862192928751","-225.94216272534192","-225.94216272534192","-225.94216272534192","-235.5880253682852","-235.5880253682852","-235.5880253682852","-754.2879804246431","-754.2879804246431","-754.2879804246431","-425.19583470117476","-425.19583470117476","-425.19583470117476","-322.8326629996959","-322.8326629996959","-322.8326629996959","-124.6013983941579","-124.6013983941579","-124.6013983941579","-405.3834269898774","-405.3834269898774","-405.3834269898774","-132.2375335367526","-132.2375335367526","-132.2375335367526"
"22200","-152.46149741752848","-152.46149741752848","-152.46149741752848","-227.09249576214052","-227.09249576214052","-227.09249576214052","-175.99661338193914","-175.99661338193914","-175.99661338193914","-487.28346796087965","-487.28346796087965","-487.28346796087965","-705.6785011200129","-705.6785011200129","-705.6785011200129","-425.44383374633145","-425.44383374633145","-425.44383374633145","-222.80665412632024","-222.80665412632024","-222.80665412632024","-150.08259048758424","-150.08259048758424","-150.08259048758424","-529.9255582455418","-529.9255582455418","-529.9255582455418","-231.3084693247011","-231.3084693247011","-231.3084693247011"
"22500","-226.31614096279299","-226.31614096279299","-226.31614096279299","-228.50440877606155","-228.50440877606155","-228.50440877606155","-126.5719763757572","-126.5719763757572","-126.5719763757572","-336.146178496465","-336.146178496465","-336.146178496465","-745.7980665939715","-745.7980665939715","-745.7980665939715","-452.06095047086126","-452.06095047086126","-452.06095047086126","-271.781264029259","-271.781264029259","-271.781264029259","-124.43803698758184","-124.43803698758184","-124.43803698758184","-406.53707516206117","-406.53707516206117","-406.53707516206117","-157.45949614615157","-157.45949614615157","-157.45949614615157"
"22800","-251.23591420521475","-251.23591420521475","-251.23591420521475","-180.42911913310482","-180.42911913310482","-180.42911913310482","-151.81368444562034","-151.81368444562034","-151.81368444562034","-564.144198379159","-564.144198379159","-564.144198379159","-682.8316218726458","-682.8316218726458","-682.8316218726458","-468.596522751617","-468.596522751617","-468.596522751617","-199.1245541287674","-199.1245541287674","-199.1245541287674","-124.3965101719687","-124.3965101719687","-124.3965101719687","-407.8838297669645","-407.8838297669645","-407.8838297669645","-133.0992275985455","-133.0992275985455","-133.0992275985455"
"23100","-153.00096596343934","-153.00096596343934","-153.00096596343934","-206.80076639109743","-206.80076639109743","-206.80076639109743","-234.53637335343933","-234.53637335343933","-234.53637335343933","-411.2490481813975","-411.2490481813975","-411.2490481813975","-680.5314817480809","-680.5314817480809","-680.5314817480809","-439.7926516881098","-439.7926516881098","-439.7926516881098","-322.00858166216284","-322.00858166216284","-322.00858166216284","-124.78955715195835","-124.78955715195835","-124.78955715195835","-375.0259617222352","-375.0259617222352","-375.0259617222352","-182.09309632672756","-182.09309632672756","-182.09309632672756"
