"Step","DDPG_UTE_Pendulum-v1_9 - eval/avg_reward","DDPG_UTE_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_8 - eval/avg_reward","DDPG_UTE_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_7 - eval/avg_reward","DDPG_UTE_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_6 - eval/avg_reward","DDPG_UTE_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_5 - eval/avg_reward","DDPG_UTE_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_4 - eval/avg_reward","DDPG_UTE_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_3 - eval/avg_reward","DDPG_UTE_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_2 - eval/avg_reward","DDPG_UTE_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_1 - eval/avg_reward","DDPG_UTE_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_0 - eval/avg_reward","DDPG_UTE_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_0 - eval/avg_reward__MAX"
"9600","-148.37579933387343","-148.37579933387343","-148.37579933387343","-167.8812007708134","-167.8812007708134","-167.8812007708134","-122.37358516309746","-122.37358516309746","-122.37358516309746","-376.2498992206701","-376.2498992206701","-376.2498992206701","-166.96093435440105","-166.96093435440105","-166.96093435440105","-142.43072210751976","-142.43072210751976","-142.43072210751976","-141.63209666707445","-141.63209666707445","-141.63209666707445","-129.20836929449814","-129.20836929449814","-129.20836929449814","-171.16383159466602","-171.16383159466602","-171.16383159466602","-274.3679232716307","-274.3679232716307","-274.3679232716307"
"9900","-148.2776935413345","-148.2776935413345","-148.2776935413345","-172.8740647125418","-172.8740647125418","-172.8740647125418","-123.0124190455389","-123.0124190455389","-123.0124190455389","-201.97342574304164","-201.97342574304164","-201.97342574304164","-167.58482501330099","-167.58482501330099","-167.58482501330099","-119.71834179186419","-119.71834179186419","-119.71834179186419","-140.84075017402105","-140.84075017402105","-140.84075017402105","-131.07014142383596","-131.07014142383596","-131.07014142383596","-168.16343727525305","-168.16343727525305","-168.16343727525305","-123.06663916975758","-123.06663916975758","-123.06663916975758"
"10200","-147.34993522440377","-147.34993522440377","-147.34993522440377","-168.302435164646","-168.302435164646","-168.302435164646","-125.53335270783029","-125.53335270783029","-125.53335270783029","-278.7370660269198","-278.7370660269198","-278.7370660269198","-168.9431925970713","-168.9431925970713","-168.9431925970713","-118.93825359393936","-118.93825359393936","-118.93825359393936","-143.14252328240931","-143.14252328240931","-143.14252328240931","-130.65187120694034","-130.65187120694034","-130.65187120694034","-167.16160890567272","-167.16160890567272","-167.16160890567272","-120.95425438402113","-120.95425438402113","-120.95425438402113"
"10500","-148.21351485970155","-148.21351485970155","-148.21351485970155","-172.42423633715498","-172.42423633715498","-172.42423633715498","-122.11995397647618","-122.11995397647618","-122.11995397647618","-276.28995001202304","-276.28995001202304","-276.28995001202304","-167.71280992089217","-167.71280992089217","-167.71280992089217","-144.82021249300539","-144.82021249300539","-144.82021249300539","-144.18784087623462","-144.18784087623462","-144.18784087623462","-130.18336619750767","-130.18336619750767","-130.18336619750767","-170.6290300933109","-170.6290300933109","-170.6290300933109","-298.8034248045548","-298.8034248045548","-298.8034248045548"
"10800","-172.58036950303816","-172.58036950303816","-172.58036950303816","-169.2482600397564","-169.2482600397564","-169.2482600397564","-124.9303340691592","-124.9303340691592","-124.9303340691592","-223.38405734010058","-223.38405734010058","-223.38405734010058","-168.57262250808952","-168.57262250808952","-168.57262250808952","-373.4855546791204","-373.4855546791204","-373.4855546791204","-140.2695530389393","-140.2695530389393","-140.2695530389393","-128.32254943859795","-128.32254943859795","-128.32254943859795","-167.70779651257047","-167.70779651257047","-167.70779651257047","-122.03325514149932","-122.03325514149932","-122.03325514149932"
"11100","-149.37130521682047","-149.37130521682047","-149.37130521682047","-168.16670229606513","-168.16670229606513","-168.16670229606513","-148.74425929327347","-148.74425929327347","-148.74425929327347","-376.2729587811999","-376.2729587811999","-376.2729587811999","-170.2692921267619","-170.2692921267619","-170.2692921267619","-120.00782458161271","-120.00782458161271","-120.00782458161271","-143.15221394388317","-143.15221394388317","-143.15221394388317","-130.14979857348908","-130.14979857348908","-130.14979857348908","-167.68778091001982","-167.68778091001982","-167.68778091001982","-271.6541404118417","-271.6541404118417","-271.6541404118417"
"11400","-147.58359112435642","-147.58359112435642","-147.58359112435642","-168.65227584063706","-168.65227584063706","-168.65227584063706","-124.22541898656004","-124.22541898656004","-124.22541898656004","-225.52324491836345","-225.52324491836345","-225.52324491836345","-281.0174904433495","-281.0174904433495","-281.0174904433495","-145.07159889810669","-145.07159889810669","-145.07159889810669","-143.01585934893845","-143.01585934893845","-143.01585934893845","-127.60115116266672","-127.60115116266672","-127.60115116266672","-168.84653670363392","-168.84653670363392","-168.84653670363392","-120.79668506634626","-120.79668506634626","-120.79668506634626"
"11700","-171.57911691280532","-171.57911691280532","-171.57911691280532","-170.00440336501396","-170.00440336501396","-170.00440336501396","-199.01745555568792","-199.01745555568792","-199.01745555568792","-297.6162531338252","-297.6162531338252","-297.6162531338252","-167.45765656963653","-167.45765656963653","-167.45765656963653","-119.59835266396958","-119.59835266396958","-119.59835266396958","-144.45857326925528","-144.45857326925528","-144.45857326925528","-251.70726568254864","-251.70726568254864","-251.70726568254864","-194.14430359962958","-194.14430359962958","-194.14430359962958","-122.93724027909097","-122.93724027909097","-122.93724027909097"
"12000","-171.52203556430044","-171.52203556430044","-171.52203556430044","-168.0965441535076","-168.0965441535076","-168.0965441535076","-300.84237045169624","-300.84237045169624","-300.84237045169624","-449.9731348087569","-449.9731348087569","-449.9731348087569","-168.67628188973407","-168.67628188973407","-168.67628188973407","-145.16781579488813","-145.16781579488813","-145.16781579488813","-142.6533163150466","-142.6533163150466","-142.6533163150466","-134.0503543264586","-134.0503543264586","-134.0503543264586","-169.25714315278512","-169.25714315278512","-169.25714315278512","-148.56307993670958","-148.56307993670958","-148.56307993670958"
"12300","-146.60337080605365","-146.60337080605365","-146.60337080605365","-168.62362430172786","-168.62362430172786","-168.62362430172786","-147.55339801953136","-147.55339801953136","-147.55339801953136","-475.8304407403019","-475.8304407403019","-475.8304407403019","-217.9686222261606","-217.9686222261606","-217.9686222261606","-120.59957239260197","-120.59957239260197","-120.59957239260197","-141.13137573460443","-141.13137573460443","-141.13137573460443","-252.47193410092277","-252.47193410092277","-252.47193410092277","-168.86538330076894","-168.86538330076894","-168.86538330076894","-122.43327888371468","-122.43327888371468","-122.43327888371468"
"12600","-173.52857325079646","-173.52857325079646","-173.52857325079646","-167.94587721465803","-167.94587721465803","-167.94587721465803","-401.0444777144553","-401.0444777144553","-401.0444777144553","-225.36634581979524","-225.36634581979524","-225.36634581979524","-168.63315284109188","-168.63315284109188","-168.63315284109188","-145.4421725009963","-145.4421725009963","-145.4421725009963","-146.19731910821992","-146.19731910821992","-146.19731910821992","-252.10353026584508","-252.10353026584508","-252.10353026584508","-169.01157603951395","-169.01157603951395","-169.01157603951395","-121.71381871698547","-121.71381871698547","-121.71381871698547"
"12900","-248.41154957613676","-248.41154957613676","-248.41154957613676","-171.61539425250035","-171.61539425250035","-171.61539425250035","-123.21918161742185","-123.21918161742185","-123.21918161742185","-273.0070373490033","-273.0070373490033","-273.0070373490033","-169.68020533682517","-169.68020533682517","-169.68020533682517","-330.725614964532","-330.725614964532","-330.725614964532","-144.58616920983994","-144.58616920983994","-144.58616920983994","-202.10727191990904","-202.10727191990904","-202.10727191990904","-168.51091561369782","-168.51091561369782","-168.51091561369782","-198.43918908719607","-198.43918908719607","-198.43918908719607"
"13200","-248.36180402827563","-248.36180402827563","-248.36180402827563","-172.98472952887425","-172.98472952887425","-172.98472952887425","-148.85728698900357","-148.85728698900357","-148.85728698900357","-222.2305234034","-222.2305234034","-222.2305234034","-243.47083848223687","-243.47083848223687","-243.47083848223687","-148.12695665983819","-148.12695665983819","-148.12695665983819","-141.67696828940467","-141.67696828940467","-141.67696828940467","-250.97518311591634","-250.97518311591634","-250.97518311591634","-167.588487030643","-167.588487030643","-167.588487030643","-123.14700185399192","-123.14700185399192","-123.14700185399192"
"13500","-348.83338087217953","-348.83338087217953","-348.83338087217953","-169.8567315887936","-169.8567315887936","-169.8567315887936","-149.4095379102362","-149.4095379102362","-149.4095379102362","-300.69057366279867","-300.69057366279867","-300.69057366279867","-168.79320112910742","-168.79320112910742","-168.79320112910742","-125.289989950376","-125.289989950376","-125.289989950376","-140.9607587527622","-140.9607587527622","-140.9607587527622","-148.24585478777766","-148.24585478777766","-148.24585478777766","-168.12633193758072","-168.12633193758072","-168.12633193758072","-144.69190605479398","-144.69190605479398","-144.69190605479398"
"13800","-250.98579782032874","-250.98579782032874","-250.98579782032874","-168.07901470515472","-168.07901470515472","-168.07901470515472","-150.01473770946762","-150.01473770946762","-150.01473770946762","-226.7763517106745","-226.7763517106745","-226.7763517106745","-167.68284232291077","-167.68284232291077","-167.68284232291077","-450.2098242944841","-450.2098242944841","-450.2098242944841","-141.6224714080839","-141.6224714080839","-141.6224714080839","-151.56076251853884","-151.56076251853884","-151.56076251853884","-169.63467794797398","-169.63467794797398","-169.63467794797398","-121.65852362852381","-121.65852362852381","-121.65852362852381"
"14100","-275.74161763885326","-275.74161763885326","-275.74161763885326","-171.75363236346976","-171.75363236346976","-171.75363236346976","-200.83059885420965","-200.83059885420965","-200.83059885420965","-328.3759773057084","-328.3759773057084","-328.3759773057084","-167.75540325568517","-167.75540325568517","-167.75540325568517","-120.46778825886861","-120.46778825886861","-120.46778825886861","-153.52730494514577","-153.52730494514577","-153.52730494514577","-224.14871445586851","-224.14871445586851","-224.14871445586851","-168.8103110261897","-168.8103110261897","-168.8103110261897","-121.54361984796074","-121.54361984796074","-121.54361984796074"
"14400","-274.08644162181383","-274.08644162181383","-274.08644162181383","-169.04308923224136","-169.04308923224136","-169.04308923224136","-124.98986524882812","-124.98986524882812","-124.98986524882812","-300.73432077082333","-300.73432077082333","-300.73432077082333","-167.9935326921771","-167.9935326921771","-167.9935326921771","-249.07969330967734","-249.07969330967734","-249.07969330967734","-143.80889668246667","-143.80889668246667","-143.80889668246667","-146.71315863649156","-146.71315863649156","-146.71315863649156","-167.34953554104345","-167.34953554104345","-167.34953554104345","-225.6646758440078","-225.6646758440078","-225.6646758440078"
"14700","-276.4582598081926","-276.4582598081926","-276.4582598081926","-171.78266390491564","-171.78266390491564","-171.78266390491564","-151.5361379863606","-151.5361379863606","-151.5361379863606","-224.41817617112025","-224.41817617112025","-224.41817617112025","-167.31631119619823","-167.31631119619823","-167.31631119619823","-121.08504551313305","-121.08504551313305","-121.08504551313305","-150.66284189260057","-150.66284189260057","-150.66284189260057","-121.88936570310791","-121.88936570310791","-121.88936570310791","-167.93892845188591","-167.93892845188591","-167.93892845188591","-121.05211632133236","-121.05211632133236","-121.05211632133236"
"15000","-276.2313769445894","-276.2313769445894","-276.2313769445894","-171.13931284754258","-171.13931284754258","-171.13931284754258","-148.1907027343035","-148.1907027343035","-148.1907027343035","-224.627475067096","-224.627475067096","-224.627475067096","-167.7788290240538","-167.7788290240538","-167.7788290240538","-324.5527316509383","-324.5527316509383","-324.5527316509383","-152.06093781166393","-152.06093781166393","-152.06093781166393","-121.91233010204753","-121.91233010204753","-121.91233010204753","-167.59796240902736","-167.59796240902736","-167.59796240902736","-121.05546062000838","-121.05546062000838","-121.05546062000838"
"15300","-250.77637390546516","-250.77637390546516","-250.77637390546516","-170.3529123469829","-170.3529123469829","-170.3529123469829","-124.80806044800568","-124.80806044800568","-124.80806044800568","-224.10314534376056","-224.10314534376056","-224.10314534376056","-191.2218484151556","-191.2218484151556","-191.2218484151556","-200.24812408961157","-200.24812408961157","-200.24812408961157","-174.68629818147116","-174.68629818147116","-174.68629818147116","-120.62499826701806","-120.62499826701806","-120.62499826701806","-168.05839657804057","-168.05839657804057","-168.05839657804057","-121.17815590291352","-121.17815590291352","-121.17815590291352"
"15600","-253.22929711107525","-253.22929711107525","-253.22929711107525","-170.37185185068358","-170.37185185068358","-170.37185185068358","-130.0244529193772","-130.0244529193772","-130.0244529193772","-254.1530626710211","-254.1530626710211","-254.1530626710211","-193.172669966885","-193.172669966885","-193.172669966885","-123.28190160427827","-123.28190160427827","-123.28190160427827","-173.97041876687769","-173.97041876687769","-173.97041876687769","-196.17305727077053","-196.17305727077053","-196.17305727077053","-166.89169576544742","-166.89169576544742","-166.89169576544742","-121.99661747828665","-121.99661747828665","-121.99661747828665"
"15900","-375.5762965572306","-375.5762965572306","-375.5762965572306","-168.44016038020632","-168.44016038020632","-168.44016038020632","-274.59156476368236","-274.59156476368236","-274.59156476368236","-200.88075291954675","-200.88075291954675","-200.88075291954675","-166.78021412782914","-166.78021412782914","-166.78021412782914","-176.96096174311964","-176.96096174311964","-176.96096174311964","-147.37725825615198","-147.37725825615198","-147.37725825615198","-120.19527431365523","-120.19527431365523","-120.19527431365523","-167.31408337637765","-167.31408337637765","-167.31408337637765","-171.94153415633681","-171.94153415633681","-171.94153415633681"
"16200","-302.9317375636844","-302.9317375636844","-302.9317375636844","-173.0510921089853","-173.0510921089853","-173.0510921089853","-204.45722557327628","-204.45722557327628","-204.45722557327628","-526.0730490175562","-526.0730490175562","-526.0730490175562","-168.2275172351754","-168.2275172351754","-168.2275172351754","-146.6706588037384","-146.6706588037384","-146.6706588037384","-144.22709209645723","-144.22709209645723","-144.22709209645723","-196.6960546841204","-196.6960546841204","-196.6960546841204","-167.5543706863721","-167.5543706863721","-167.5543706863721","-146.16035643845686","-146.16035643845686","-146.16035643845686"
"16500","-276.74731216926455","-276.74731216926455","-276.74731216926455","-170.54655037921208","-170.54655037921208","-170.54655037921208","-125.2366239300192","-125.2366239300192","-125.2366239300192","-254.85832639374036","-254.85832639374036","-254.85832639374036","-167.3798099150634","-167.3798099150634","-167.3798099150634","-173.98203904642307","-173.98203904642307","-173.98203904642307","-168.5306007706232","-168.5306007706232","-168.5306007706232","-221.67093800206462","-221.67093800206462","-221.67093800206462","-167.78060332909953","-167.78060332909953","-167.78060332909953","-147.49545399571593","-147.49545399571593","-147.49545399571593"
"16800","-325.5565838868723","-325.5565838868723","-325.5565838868723","-168.181736624055","-168.181736624055","-168.181736624055","-151.0401126602305","-151.0401126602305","-151.0401126602305","-202.6403674930477","-202.6403674930477","-202.6403674930477","-220.89501204076788","-220.89501204076788","-220.89501204076788","-146.61163130613096","-146.61163130613096","-146.61163130613096","-140.65800734116843","-140.65800734116843","-140.65800734116843","-120.17201839403192","-120.17201839403192","-120.17201839403192","-166.19684805515678","-166.19684805515678","-166.19684805515678","-122.37630993228586","-122.37630993228586","-122.37630993228586"
"17100","-300.76540109188727","-300.76540109188727","-300.76540109188727","-220.47907057925812","-220.47907057925812","-220.47907057925812","-125.30521937766198","-125.30521937766198","-125.30521937766198","-253.34090123848523","-253.34090123848523","-253.34090123848523","-167.36160288341335","-167.36160288341335","-167.36160288341335","-349.31230242374625","-349.31230242374625","-349.31230242374625","-142.8690341425432","-142.8690341425432","-142.8690341425432","-121.4215776352489","-121.4215776352489","-121.4215776352489","-166.69018754457787","-166.69018754457787","-166.69018754457787","-221.67635936874194","-221.67635936874194","-221.67635936874194"
"17400","-300.65570445321435","-300.65570445321435","-300.65570445321435","-170.45666070860557","-170.45666070860557","-170.45666070860557","-205.12108444968598","-205.12108444968598","-205.12108444968598","-202.8042805269577","-202.8042805269577","-202.8042805269577","-167.73285583268253","-167.73285583268253","-167.73285583268253","-151.09780230963162","-151.09780230963162","-151.09780230963162","-167.337183816664","-167.337183816664","-167.337183816664","-121.58039421420412","-121.58039421420412","-121.58039421420412","-166.21812739811372","-166.21812739811372","-166.21812739811372","-171.55130798137725","-171.55130798137725","-171.55130798137725"
"17700","-250.79557568444025","-250.79557568444025","-250.79557568444025","-214.56311191830315","-214.56311191830315","-214.56311191830315","-124.86690102860061","-124.86690102860061","-124.86690102860061","-202.52916074353357","-202.52916074353357","-202.52916074353357","-166.91225765849887","-166.91225765849887","-166.91225765849887","-154.46103903353503","-154.46103903353503","-154.46103903353503","-140.46542589945398","-140.46542589945398","-140.46542589945398","-121.13050168689836","-121.13050168689836","-121.13050168689836","-166.20913896847492","-166.20913896847492","-166.20913896847492","-479.05548752617153","-479.05548752617153","-479.05548752617153"
"18000","-351.12646866852975","-351.12646866852975","-351.12646866852975","-170.11751588629747","-170.11751588629747","-170.11751588629747","-124.33926196562899","-124.33926196562899","-124.33926196562899","-227.92078921232473","-227.92078921232473","-227.92078921232473","-167.22688458481556","-167.22688458481556","-167.22688458481556","-172.43345733667667","-172.43345733667667","-172.43345733667667","-190.3789281838276","-190.3789281838276","-190.3789281838276","-223.9880820090246","-223.9880820090246","-223.9880820090246","-166.131656508733","-166.131656508733","-166.131656508733","-146.81435703114923","-146.81435703114923","-146.81435703114923"
"18300","-300.7488200690722","-300.7488200690722","-300.7488200690722","-170.0963220815866","-170.0963220815866","-170.0963220815866","-268.5395985186209","-268.5395985186209","-268.5395985186209","-202.24750406955803","-202.24750406955803","-202.24750406955803","-193.42575286870783","-193.42575286870783","-193.42575286870783","-149.53874827449025","-149.53874827449025","-149.53874827449025","-167.23428016860427","-167.23428016860427","-167.23428016860427","-146.85711746849046","-146.85711746849046","-146.85711746849046","-166.49774029951703","-166.49774029951703","-166.49774029951703","-222.3079173489641","-222.3079173489641","-222.3079173489641"
"18600","-251.93567572924903","-251.93567572924903","-251.93567572924903","-171.97984002664333","-171.97984002664333","-171.97984002664333","-199.96372624578416","-199.96372624578416","-199.96372624578416","-278.78644058768987","-278.78644058768987","-278.78644058768987","-167.83405494274194","-167.83405494274194","-167.83405494274194","-172.31237409941087","-172.31237409941087","-172.31237409941087","-140.78122162557764","-140.78122162557764","-140.78122162557764","-173.2481384430913","-173.2481384430913","-173.2481384430913","-168.7102642292593","-168.7102642292593","-168.7102642292593","-324.47434310533095","-324.47434310533095","-324.47434310533095"
"18900","-325.93322441133085","-325.93322441133085","-325.93322441133085","-173.8186078995809","-173.8186078995809","-173.8186078995809","-124.97302706250329","-124.97302706250329","-124.97302706250329","-278.3525500784223","-278.3525500784223","-278.3525500784223","-167.1807206793166","-167.1807206793166","-167.1807206793166","-147.38752300048037","-147.38752300048037","-147.38752300048037","-215.49335531602318","-215.49335531602318","-215.49335531602318","-148.11038048666904","-148.11038048666904","-148.11038048666904","-167.26058813744004","-167.26058813744004","-167.26058813744004","-274.409520793877","-274.409520793877","-274.409520793877"
"19200","-175.67598723457849","-175.67598723457849","-175.67598723457849","-196.79557070559042","-196.79557070559042","-196.79557070559042","-149.86969395148108","-149.86969395148108","-149.86969395148108","-202.1880686620249","-202.1880686620249","-202.1880686620249","-192.33222492362012","-192.33222492362012","-192.33222492362012","-121.10759054630614","-121.10759054630614","-121.10759054630614","-140.84858831370371","-140.84858831370371","-140.84858831370371","-124.79971336673478","-124.79971336673478","-124.79971336673478","-166.50173707997678","-166.50173707997678","-166.50173707997678","-276.41183930801515","-276.41183930801515","-276.41183930801515"
"19500","-250.93269427386622","-250.93269427386622","-250.93269427386622","-202.48910764211965","-202.48910764211965","-202.48910764211965","-123.55477631031074","-123.55477631031074","-123.55477631031074","-302.1231408610782","-302.1231408610782","-302.1231408610782","-192.89848736188063","-192.89848736188063","-192.89848736188063","-146.8568949278785","-146.8568949278785","-146.8568949278785","-139.8483388937213","-139.8483388937213","-139.8483388937213","-122.69466807858116","-122.69466807858116","-122.69466807858116","-169.44663875460705","-169.44663875460705","-169.44663875460705","-150.24280374091273","-150.24280374091273","-150.24280374091273"
"19800","-276.4283804382746","-276.4283804382746","-276.4283804382746","-197.2103650447767","-197.2103650447767","-197.2103650447767","-203.582116466252","-203.582116466252","-203.582116466252","-201.83669167162142","-201.83669167162142","-201.83669167162142","-166.8100947928761","-166.8100947928761","-166.8100947928761","-148.20883141711835","-148.20883141711835","-148.20883141711835","-221.06370888351225","-221.06370888351225","-221.06370888351225","-123.91052989251907","-123.91052989251907","-123.91052989251907","-168.07899232348058","-168.07899232348058","-168.07899232348058","-248.85134879929674","-248.85134879929674","-248.85134879929674"
"20100","-251.02260927841226","-251.02260927841226","-251.02260927841226","-170.61060449632402","-170.61060449632402","-170.61060449632402","-121.96520343022823","-121.96520343022823","-121.96520343022823","-252.5436606848592","-252.5436606848592","-252.5436606848592","-167.42842928929832","-167.42842928929832","-167.42842928929832","-251.09828712463408","-251.09828712463408","-251.09828712463408","-429.0128745709896","-429.0128745709896","-429.0128745709896","-125.18780447821578","-125.18780447821578","-125.18780447821578","-167.4453571850261","-167.4453571850261","-167.4453571850261","-123.3135959024867","-123.3135959024867","-123.3135959024867"
"20400","-276.4467281766151","-276.4467281766151","-276.4467281766151","-172.84494268342013","-172.84494268342013","-172.84494268342013","-123.04531532206799","-123.04531532206799","-123.04531532206799","-202.1098567848142","-202.1098567848142","-202.1098567848142","-167.09157530235714","-167.09157530235714","-167.09157530235714","-225.12337636897126","-225.12337636897126","-225.12337636897126","-370.3359997460715","-370.3359997460715","-370.3359997460715","-273.2781481580918","-273.2781481580918","-273.2781481580918","-168.13160254099571","-168.13160254099571","-168.13160254099571","-249.16524741231356","-249.16524741231356","-249.16524741231356"
"20700","-275.777740695446","-275.777740695446","-275.777740695446","-246.33178435984505","-246.33178435984505","-246.33178435984505","-187.4466501315587","-187.4466501315587","-187.4466501315587","-201.30728130984187","-201.30728130984187","-201.30728130984187","-166.44750855837384","-166.44750855837384","-166.44750855837384","-172.21011215808952","-172.21011215808952","-172.21011215808952","-246.77067563828547","-246.77067563828547","-246.77067563828547","-247.8906427717662","-247.8906427717662","-247.8906427717662","-166.83335411331203","-166.83335411331203","-166.83335411331203","-300.4665483223781","-300.4665483223781","-300.4665483223781"
"21000","-325.28208326621257","-325.28208326621257","-325.28208326621257","-171.0055542072366","-171.0055542072366","-171.0055542072366","-122.2454971961815","-122.2454971961815","-122.2454971961815","-200.3994198888224","-200.3994198888224","-200.3994198888224","-192.6844593666495","-192.6844593666495","-192.6844593666495","-176.13504457871005","-176.13504457871005","-176.13504457871005","-268.75131510290515","-268.75131510290515","-268.75131510290515","-124.98253477129893","-124.98253477129893","-124.98253477129893","-170.5161932570049","-170.5161932570049","-170.5161932570049","-250.17297845799652","-250.17297845799652","-250.17297845799652"
"21300","-275.8960347447576","-275.8960347447576","-275.8960347447576","-195.30171605911477","-195.30171605911477","-195.30171605911477","-123.53010187881223","-123.53010187881223","-123.53010187881223","-226.21528648809186","-226.21528648809186","-226.21528648809186","-192.64809082269554","-192.64809082269554","-192.64809082269554","-173.14135671036405","-173.14135671036405","-173.14135671036405","-168.60405818269473","-168.60405818269473","-168.60405818269473","-173.9365568131562","-173.9365568131562","-173.9365568131562","-168.39952653329456","-168.39952653329456","-168.39952653329456","-299.20171898055105","-299.20171898055105","-299.20171898055105"
"21600","-226.873113326799","-226.873113326799","-226.873113326799","-171.27285063503675","-171.27285063503675","-171.27285063503675","-226.88245727581094","-226.88245727581094","-226.88245727581094","-250.8143367264999","-250.8143367264999","-250.8143367264999","-167.6740163066701","-167.6740163066701","-167.6740163066701","-197.3187614795597","-197.3187614795597","-197.3187614795597","-144.31188584553053","-144.31188584553053","-144.31188584553053","-249.7808319823213","-249.7808319823213","-249.7808319823213","-170.8513270669608","-170.8513270669608","-170.8513270669608","-275.3500287584688","-275.3500287584688","-275.3500287584688"
"21900","-276.9921072361816","-276.9921072361816","-276.9921072361816","-171.6753576803943","-171.6753576803943","-171.6753576803943","-122.16023909301637","-122.16023909301637","-122.16023909301637","-226.752836164642","-226.752836164642","-226.752836164642","-193.08038920920166","-193.08038920920166","-193.08038920920166","-526.4792917949674","-526.4792917949674","-526.4792917949674","-143.1028384700366","-143.1028384700366","-143.1028384700366","-127.52795108091769","-127.52795108091769","-127.52795108091769","-168.0509916287454","-168.0509916287454","-168.0509916287454","-224.4296334861993","-224.4296334861993","-224.4296334861993"
"22200","-310.1982134980289","-310.1982134980289","-310.1982134980289","-174.2542084939296","-174.2542084939296","-174.2542084939296","-121.56654923682804","-121.56654923682804","-121.56654923682804","-200.63607380161076","-200.63607380161076","-200.63607380161076","-167.94959909206176","-167.94959909206176","-167.94959909206176","-172.01530871907337","-172.01530871907337","-172.01530871907337","-143.11927108874306","-143.11927108874306","-143.11927108874306","-123.6092457173257","-123.6092457173257","-123.6092457173257","-169.33464421393808","-169.33464421393808","-169.33464421393808","-199.02535147623547","-199.02535147623547","-199.02535147623547"
"22500","-301.16028913569","-301.16028913569","-301.16028913569","-196.68193915543293","-196.68193915543293","-196.68193915543293","-147.42008474939712","-147.42008474939712","-147.42008474939712","-225.3847014526879","-225.3847014526879","-225.3847014526879","-167.2766306711523","-167.2766306711523","-167.2766306711523","-224.44313839866558","-224.44313839866558","-224.44313839866558","-219.85478512425243","-219.85478512425243","-219.85478512425243","-207.30616496296028","-207.30616496296028","-207.30616496296028","-168.5050288951189","-168.5050288951189","-168.5050288951189","-173.28383714073212","-173.28383714073212","-173.28383714073212"
"22800","-251.9417717964393","-251.9417717964393","-251.9417717964393","-197.40817943642068","-197.40817943642068","-197.40817943642068","-121.18276400309863","-121.18276400309863","-121.18276400309863","-200.60371812973818","-200.60371812973818","-200.60371812973818","-167.3412507923161","-167.3412507923161","-167.3412507923161","-273.56546311921016","-273.56546311921016","-273.56546311921016","-167.61482274699364","-167.61482274699364","-167.61482274699364","-178.6342182240871","-178.6342182240871","-178.6342182240871","-169.66474664970931","-169.66474664970931","-169.66474664970931","-300.0317943905644","-300.0317943905644","-300.0317943905644"
"23100","-276.944403192152","-276.944403192152","-276.944403192152","-221.03265598030166","-221.03265598030166","-221.03265598030166","-121.37662472588868","-121.37662472588868","-121.37662472588868","-250.02153695609755","-250.02153695609755","-250.02153695609755","-167.05451720994725","-167.05451720994725","-167.05451720994725","-175.54023855035658","-175.54023855035658","-175.54023855035658","-142.44423338826408","-142.44423338826408","-142.44423338826408","-151.26945172364336","-151.26945172364336","-151.26945172364336","-167.86322538847926","-167.86322538847926","-167.86322538847926","-173.6194315262064","-173.6194315262064","-173.6194315262064"
"23400","-227.38026880479347","-227.38026880479347","-227.38026880479347","-171.52168058934856","-171.52168058934856","-171.52168058934856","-121.34229489265265","-121.34229489265265","-121.34229489265265","-250.99466844876264","-250.99466844876264","-250.99466844876264","-167.4406992446971","-167.4406992446971","-167.4406992446971","-172.59784556543187","-172.59784556543187","-172.59784556543187","-168.47839280992605","-168.47839280992605","-168.47839280992605","-247.65463601636648","-247.65463601636648","-247.65463601636648","-169.15704737143136","-169.15704737143136","-169.15704737143136","-148.62633432971268","-148.62633432971268","-148.62633432971268"
