"Step","DDPG_EQL_Pendulum-v1_19 - eval/avg_reward","DDPG_EQL_Pendulum-v1_19 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_19 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_18 - eval/avg_reward","DDPG_EQL_Pendulum-v1_18 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_18 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_17 - eval/avg_reward","DDPG_EQL_Pendulum-v1_17 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_17 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_16 - eval/avg_reward","DDPG_EQL_Pendulum-v1_16 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_16 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_15 - eval/avg_reward","DDPG_EQL_Pendulum-v1_15 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_15 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_14 - eval/avg_reward","DDPG_EQL_Pendulum-v1_14 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_14 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_13 - eval/avg_reward","DDPG_EQL_Pendulum-v1_13 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_13 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_12 - eval/avg_reward","DDPG_EQL_Pendulum-v1_12 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_12 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_11 - eval/avg_reward","DDPG_EQL_Pendulum-v1_11 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_11 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_10 - eval/avg_reward","DDPG_EQL_Pendulum-v1_10 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_10 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_9 - eval/avg_reward","DDPG_EQL_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_8 - eval/avg_reward","DDPG_EQL_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_7 - eval/avg_reward","DDPG_EQL_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_6 - eval/avg_reward","DDPG_EQL_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_5 - eval/avg_reward","DDPG_EQL_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_4 - eval/avg_reward","DDPG_EQL_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_3 - eval/avg_reward","DDPG_EQL_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_2 - eval/avg_reward","DDPG_EQL_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_1 - eval/avg_reward","DDPG_EQL_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_EQL_Pendulum-v1_0 - eval/avg_reward","DDPG_EQL_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_EQL_Pendulum-v1_0 - eval/avg_reward__MAX"
"0","-1401.6226261599954","-1401.6226261599954","-1401.6226261599954","-1435.930552650268","-1435.930552650268","-1435.930552650268","-1448.9737364488112","-1448.9737364488112","-1448.9737364488112","-1568.9914164926765","-1568.9914164926765","-1568.9914164926765","-1209.5689572761542","-1209.5689572761542","-1209.5689572761542","-1248.506786966152","-1248.506786966152","-1248.506786966152","-1551.8436031626215","-1551.8436031626215","-1551.8436031626215","-1076.9632882264573","-1076.9632882264573","-1076.9632882264573","-1275.2165836417412","-1275.2165836417412","-1275.2165836417412","-1452.7631073899386","-1452.7631073899386","-1452.7631073899386","-1231.4761808535611","-1231.4761808535611","-1231.4761808535611","-1227.1472525562713","-1227.1472525562713","-1227.1472525562713","-1287.533745727514","-1287.533745727514","-1287.533745727514","-1448.4177689706441","-1448.4177689706441","-1448.4177689706441","-1436.4946402293442","-1436.4946402293442","-1436.4946402293442","-1494.0380537227197","-1494.0380537227197","-1494.0380537227197","-1149.8804169778966","-1149.8804169778966","-1149.8804169778966","-1251.0188341915482","-1251.0188341915482","-1251.0188341915482","-1489.5534472957415","-1489.5534472957415","-1489.5534472957415","-1062.5954729358295","-1062.5954729358295","-1062.5954729358295"
"300","-1401.6226261599954","-1401.6226261599954","-1401.6226261599954","-1435.930552650268","-1435.930552650268","-1435.930552650268","-1448.9737364488112","-1448.9737364488112","-1448.9737364488112","-1568.9914164926765","-1568.9914164926765","-1568.9914164926765","-1209.5689572761542","-1209.5689572761542","-1209.5689572761542","-1248.506786966152","-1248.506786966152","-1248.506786966152","-1551.8436031626215","-1551.8436031626215","-1551.8436031626215","-1076.9632882264573","-1076.9632882264573","-1076.9632882264573","-1275.2165836417412","-1275.2165836417412","-1275.2165836417412","-1452.7631073899386","-1452.7631073899386","-1452.7631073899386","-1231.4761808535611","-1231.4761808535611","-1231.4761808535611","-1227.1472525562713","-1227.1472525562713","-1227.1472525562713","-1287.533745727514","-1287.533745727514","-1287.533745727514","-1448.4177689706441","-1448.4177689706441","-1448.4177689706441","-1436.4946402293442","-1436.4946402293442","-1436.4946402293442","-1494.0380537227197","-1494.0380537227197","-1494.0380537227197","-1149.8804169778966","-1149.8804169778966","-1149.8804169778966","-1251.0188341915482","-1251.0188341915482","-1251.0188341915482","-1489.5534472957415","-1489.5534472957415","-1489.5534472957415","-1062.5954729358295","-1062.5954729358295","-1062.5954729358295"
"600","-1401.6226261599954","-1401.6226261599954","-1401.6226261599954","-1435.930552650268","-1435.930552650268","-1435.930552650268","-1448.9737364488112","-1448.9737364488112","-1448.9737364488112","-1568.9914164926765","-1568.9914164926765","-1568.9914164926765","-1209.5689572761542","-1209.5689572761542","-1209.5689572761542","-1248.506786966152","-1248.506786966152","-1248.506786966152","-1551.8436031626215","-1551.8436031626215","-1551.8436031626215","-1076.9632882264573","-1076.9632882264573","-1076.9632882264573","-1275.2165836417412","-1275.2165836417412","-1275.2165836417412","-1452.7631073899386","-1452.7631073899386","-1452.7631073899386","-1231.4761808535611","-1231.4761808535611","-1231.4761808535611","-1227.1472525562713","-1227.1472525562713","-1227.1472525562713","-1287.533745727514","-1287.533745727514","-1287.533745727514","-1448.4177689706441","-1448.4177689706441","-1448.4177689706441","-1436.4946402293442","-1436.4946402293442","-1436.4946402293442","-1494.0380537227197","-1494.0380537227197","-1494.0380537227197","-1149.8804169778966","-1149.8804169778966","-1149.8804169778966","-1251.0188341915482","-1251.0188341915482","-1251.0188341915482","-1489.5534472957415","-1489.5534472957415","-1489.5534472957415","-1062.5954729358295","-1062.5954729358295","-1062.5954729358295"
"900","-1401.6226261599954","-1401.6226261599954","-1401.6226261599954","-1435.930552650268","-1435.930552650268","-1435.930552650268","-1448.9737364488112","-1448.9737364488112","-1448.9737364488112","-1568.9914164926765","-1568.9914164926765","-1568.9914164926765","-1209.5689572761542","-1209.5689572761542","-1209.5689572761542","-1248.506786966152","-1248.506786966152","-1248.506786966152","-1551.8436031626215","-1551.8436031626215","-1551.8436031626215","-1076.9632882264573","-1076.9632882264573","-1076.9632882264573","-1275.2165836417412","-1275.2165836417412","-1275.2165836417412","-1452.7631073899386","-1452.7631073899386","-1452.7631073899386","-1231.4761808535611","-1231.4761808535611","-1231.4761808535611","-1227.1472525562713","-1227.1472525562713","-1227.1472525562713","-1287.533745727514","-1287.533745727514","-1287.533745727514","-1448.4177689706441","-1448.4177689706441","-1448.4177689706441","-1436.4946402293442","-1436.4946402293442","-1436.4946402293442","-1494.0380537227197","-1494.0380537227197","-1494.0380537227197","-1149.8804169778966","-1149.8804169778966","-1149.8804169778966","-1251.0188341915482","-1251.0188341915482","-1251.0188341915482","-1489.5534472957415","-1489.5534472957415","-1489.5534472957415","-1062.5954729358295","-1062.5954729358295","-1062.5954729358295"
"1200","-1424.5050166136357","-1424.5050166136357","-1424.5050166136357","-1401.805455368921","-1401.805455368921","-1401.805455368921","-1805.8445605005218","-1805.8445605005218","-1805.8445605005218","-1806.827038411568","-1806.827038411568","-1806.827038411568","-1352.6088098721739","-1352.6088098721739","-1352.6088098721739","-1727.0785854020348","-1727.0785854020348","-1727.0785854020348","-1686.8083303765088","-1686.8083303765088","-1686.8083303765088","-1526.4849108950643","-1526.4849108950643","-1526.4849108950643","-1791.6543968041224","-1791.6543968041224","-1791.6543968041224","-1733.5437666987757","-1733.5437666987757","-1733.5437666987757","-1646.434827604291","-1646.434827604291","-1646.434827604291","-1649.8651941612982","-1649.8651941612982","-1649.8651941612982","-1494.9182282106265","-1494.9182282106265","-1494.9182282106265","-1362.3267486554766","-1362.3267486554766","-1362.3267486554766","-1313.0399010293088","-1313.0399010293088","-1313.0399010293088","-1427.6647128224954","-1427.6647128224954","-1427.6647128224954","-1791.4397123011397","-1791.4397123011397","-1791.4397123011397","-1285.3213235895814","-1285.3213235895814","-1285.3213235895814","-1695.9341151439414","-1695.9341151439414","-1695.9341151439414","-1749.7897225924676","-1749.7897225924676","-1749.7897225924676"
"1500","-1472.470310213687","-1472.470310213687","-1472.470310213687","-1620.7641628751555","-1620.7641628751555","-1620.7641628751555","-1545.8268533655073","-1545.8268533655073","-1545.8268533655073","-1508.1078192691534","-1508.1078192691534","-1508.1078192691534","-1495.0299715198607","-1495.0299715198607","-1495.0299715198607","-1674.7418617395244","-1674.7418617395244","-1674.7418617395244","-1654.3157035317472","-1654.3157035317472","-1654.3157035317472","-1471.541925343016","-1471.541925343016","-1471.541925343016","-1661.5525586750107","-1661.5525586750107","-1661.5525586750107","-1483.8328280251783","-1483.8328280251783","-1483.8328280251783","-1829.8866919989766","-1829.8866919989766","-1829.8866919989766","-1514.9135221692823","-1514.9135221692823","-1514.9135221692823","-1558.5008960981052","-1558.5008960981052","-1558.5008960981052","-1782.2930451750533","-1782.2930451750533","-1782.2930451750533","-1715.5784091571045","-1715.5784091571045","-1715.5784091571045","-1444.9074966010908","-1444.9074966010908","-1444.9074966010908","-1505.7272105499378","-1505.7272105499378","-1505.7272105499378","-1516.1608095897018","-1516.1608095897018","-1516.1608095897018","-1460.0671606236913","-1460.0671606236913","-1460.0671606236913","-1486.5105387333992","-1486.5105387333992","-1486.5105387333992"
"1800","-1466.8524440155238","-1466.8524440155238","-1466.8524440155238","-1635.4829558809677","-1635.4829558809677","-1635.4829558809677","-1487.8116942083143","-1487.8116942083143","-1487.8116942083143","-1510.3454477781586","-1510.3454477781586","-1510.3454477781586","-1484.5845123087383","-1484.5845123087383","-1484.5845123087383","-1540.4962816252355","-1540.4962816252355","-1540.4962816252355","-1489.1222772562828","-1489.1222772562828","-1489.1222772562828","-1395.833283507221","-1395.833283507221","-1395.833283507221","-1515.9191492042378","-1515.9191492042378","-1515.9191492042378","-1438.739636091278","-1438.739636091278","-1438.739636091278","-1587.0182147217738","-1587.0182147217738","-1587.0182147217738","-1478.0330387458166","-1478.0330387458166","-1478.0330387458166","-1462.6952360137182","-1462.6952360137182","-1462.6952360137182","-1548.0838664282887","-1548.0838664282887","-1548.0838664282887","-1523.9902391295418","-1523.9902391295418","-1523.9902391295418","-1457.5499657029845","-1457.5499657029845","-1457.5499657029845","-1491.327100331709","-1491.327100331709","-1491.327100331709","-1608.2606503476823","-1608.2606503476823","-1608.2606503476823","-1411.5676158684205","-1411.5676158684205","-1411.5676158684205","-1479.2754245466053","-1479.2754245466053","-1479.2754245466053"
"2100","-1451.081096072446","-1451.081096072446","-1451.081096072446","-1536.9643109417655","-1536.9643109417655","-1536.9643109417655","-1499.7163988277005","-1499.7163988277005","-1499.7163988277005","-1528.5612107242864","-1528.5612107242864","-1528.5612107242864","-1500.9157471043193","-1500.9157471043193","-1500.9157471043193","-1473.5647345375219","-1473.5647345375219","-1473.5647345375219","-1478.6682468679232","-1478.6682468679232","-1478.6682468679232","-1149.522940548337","-1149.522940548337","-1149.522940548337","-1490.0739876154425","-1490.0739876154425","-1490.0739876154425","-1417.5787447694074","-1417.5787447694074","-1417.5787447694074","-1453.0233781449974","-1453.0233781449974","-1453.0233781449974","-1336.179666473306","-1336.179666473306","-1336.179666473306","-1438.51311719314","-1438.51311719314","-1438.51311719314","-1469.2747538641531","-1469.2747538641531","-1469.2747538641531","-1435.199473893465","-1435.199473893465","-1435.199473893465","-1447.4077323335728","-1447.4077323335728","-1447.4077323335728","-1433.3912559333173","-1433.3912559333173","-1433.3912559333173","-1547.7476926563734","-1547.7476926563734","-1547.7476926563734","-1391.0157542361787","-1391.0157542361787","-1391.0157542361787","-1449.5926007305693","-1449.5926007305693","-1449.5926007305693"
"2400","-1337.6865942859065","-1337.6865942859065","-1337.6865942859065","-1407.026317762213","-1407.026317762213","-1407.026317762213","-1301.345474459205","-1301.345474459205","-1301.345474459205","-1496.9678745275037","-1496.9678745275037","-1496.9678745275037","-1300.6418451998466","-1300.6418451998466","-1300.6418451998466","-1340.2402268616374","-1340.2402268616374","-1340.2402268616374","-1472.73133195601","-1472.73133195601","-1472.73133195601","-1170.4021035979667","-1170.4021035979667","-1170.4021035979667","-1482.9973722622103","-1482.9973722622103","-1482.9973722622103","-1322.5261422512046","-1322.5261422512046","-1322.5261422512046","-1410.9283114773946","-1410.9283114773946","-1410.9283114773946","-1213.8854246560713","-1213.8854246560713","-1213.8854246560713","-1286.0666657125173","-1286.0666657125173","-1286.0666657125173","-1447.397485576446","-1447.397485576446","-1447.397485576446","-1239.1662153286622","-1239.1662153286622","-1239.1662153286622","-1386.370791534096","-1386.370791534096","-1386.370791534096","-1313.0710086495424","-1313.0710086495424","-1313.0710086495424","-1472.1882390390147","-1472.1882390390147","-1472.1882390390147","-1289.0256266685801","-1289.0256266685801","-1289.0256266685801","-1130.6546560405852","-1130.6546560405852","-1130.6546560405852"
"2700","-1167.2797348713234","-1167.2797348713234","-1167.2797348713234","-1195.205759272386","-1195.205759272386","-1195.205759272386","-1275.4163688447393","-1275.4163688447393","-1275.4163688447393","-1295.2549363204423","-1295.2549363204423","-1295.2549363204423","-1258.0597922811062","-1258.0597922811062","-1258.0597922811062","-1191.8726324087347","-1191.8726324087347","-1191.8726324087347","-1394.6202964582512","-1394.6202964582512","-1394.6202964582512","-762.0669880008472","-762.0669880008472","-762.0669880008472","-1400.8802091679931","-1400.8802091679931","-1400.8802091679931","-1241.311115731703","-1241.311115731703","-1241.311115731703","-1248.0174378315357","-1248.0174378315357","-1248.0174378315357","-1197.6902028688642","-1197.6902028688642","-1197.6902028688642","-1158.4326547044352","-1158.4326547044352","-1158.4326547044352","-1227.2342091907453","-1227.2342091907453","-1227.2342091907453","-1132.385095656106","-1132.385095656106","-1132.385095656106","-1234.0278285865486","-1234.0278285865486","-1234.0278285865486","-1194.370199732893","-1194.370199732893","-1194.370199732893","-1252.979168122424","-1252.979168122424","-1252.979168122424","-1177.4878624890725","-1177.4878624890725","-1177.4878624890725","-1021.7296500557543","-1021.7296500557543","-1021.7296500557543"
