step,TAAC_LunarLander-v3_0,TAAC_LunarLander-v3_1,TAAC_LunarLander-v3_10,TAAC_LunarLander-v3_11,TAAC_LunarLander-v3_12,TAAC_LunarLander-v3_13,TAAC_LunarLander-v3_14,TAAC_LunarLander-v3_15,TAAC_LunarLander-v3_16,TAAC_LunarLander-v3_17,TAAC_LunarLander-v3_18,TAAC_LunarLander-v3_19,TAAC_LunarLander-v3_2,TAAC_LunarLander-v3_3,TAAC_LunarLander-v3_4,TAAC_LunarLander-v3_5,TAAC_LunarLander-v3_6,TAAC_LunarLander-v3_7,TAAC_LunarLander-v3_8,TAAC_LunarLander-v3_9
10000,-102.9080899711502,47.73328308228523,-188.8698477510865,-32.340453878575566,-177.6091601397629,-119.47169447682963,-30.60902484887556,21.914960979117893,-175.36246577668135,-26.640611435692424,-50.46906883037218,-128.30727503039398,-59.839992018333255,-36.65773153474515,-98.30707509594613,-39.571441251996625,83.62469483666597,-7.708333329105848,-72.89552920191144,-27.44858678000992
11000,37.913635477265096,29.562082385338055,-135.02547788292713,237.27017024160924,-165.21985402085406,-148.13038571139404,-78.19692446908579,-143.08852193737178,-70.26464274746688,-24.89279264258578,-112.8141891838718,-82.64443776336655,-58.72267249703592,-14.68778301439769,-134.82580341299146,-99.56861879374173,22.68152573891723,-105.66102600803974,-54.42519469509616,-289.21850252402174
12000,-63.48472796004953,17.28294569227309,39.656631574203054,70.59318325844235,-102.68834367379058,-48.42394969964639,-19.869780966682775,26.600397977229516,-9.970383540239512,-42.792416945699166,-108.69667358998049,-64.2571921727832,-65.06928508872001,-54.67391832693264,-42.10906910800335,-144.26581982323876,-88.74491404259953,-43.53075747531415,-108.71829275324784,-74.63564809923905
13000,-56.79425158662471,7.755788748128144,-339.0312093870854,-15.881397994136497,-50.05051685439332,-33.75478679525851,-7.281599369723303,-32.08955324413042,64.82671793201256,-13.759694536207618,-22.112794245411862,-77.67069699807355,94.51506219342086,-50.33572822855359,-90.13861158960606,-352.8113010196423,-167.8954123113941,-101.01903345906601,-58.9959134605549,-62.812905014185766
14000,-70.44722562034057,2.390379406386979,2.790094527579228,16.87075449021994,-83.55387246934545,-12.718218044996581,69.0981379576761,-121.97601043917716,-11.940356812609275,-82.9371097621483,-18.059153005395093,-41.025663392742565,24.733970246835753,-82.21533157961865,-33.77908548870953,-13.795776197259121,-16.78424441060891,-85.0373670293434,-52.03673985427029,-59.684331625736895
15000,-87.1434227982355,1.4947909479635229,-16.235490131624896,54.99446105354996,-80.89551647768916,5.282325625590286,27.327889978617687,40.008464473787406,-7.043007256984435,-40.19360847678447,-173.1321032444039,-26.238905837134794,-79.87223423304793,-88.08301718739857,-80.13025250830276,-67.25360835073779,-131.9531919708824,-160.7303495323463,-42.02310263818094,-278.8421282544511
16000,-38.82240997324922,-4.37351370738384,24.63406019930692,105.23068669889403,-81.49211714809702,-20.892670263004977,-65.14764061880258,237.53872647317453,60.39653172598873,-65.32267187076663,-317.1245144106429,-25.295044048015242,-10.2066782934484,-54.88641668060615,-56.49532855749408,-131.21318693359706,-168.78377048912674,10.650140279273577,-103.57447273716059,-151.28749035879594
17000,-72.2977092877074,-73.10271737960947,-180.71516827133803,189.19176320285746,-58.54158368145619,-28.387763897714347,-12.566831650194304,142.6417167910652,-102.57206660055517,-125.09630607160621,-280.6768021441306,-34.35568123117579,-29.597310188634747,-28.67325299360088,-65.24993151716251,-96.10406660610215,-223.86869052275563,-117.12413092642545,-64.94509110815687,-159.77367643840867
18000,-11.407854405885685,-254.344025570257,-74.69208065736744,71.3487534470245,-102.8098461900155,18.198735858663905,-78.47367808552174,161.30895154201517,-49.436312686339875,-62.822301455759764,-105.08168441407902,-32.62484550346237,-139.12777982675422,15.966549539176887,-9.481767637161417,-186.9067350933623,-164.06961664668543,-57.88948222364493,-46.59599154116544,-148.0487949870562
19000,-17.384144493055196,-153.70671876452423,-141.12017165182328,70.87666897422834,-74.01613643251939,24.164069219206556,-12.813703874705766,146.20658062415765,-124.8168287443043,-43.56766300848096,-54.4145919833816,-47.55937256010696,-131.4223646518129,-174.3832105387987,100.5065292656576,-12.713172706336644,-234.10867317692149,-56.778235147079215,15.902678699683698,-148.63742398136253
20000,-95.52531229279987,-44.03351319512234,-102.76239237958038,235.5703252587607,-77.98123183035801,-37.93800181042011,-142.66095794447241,201.88242756729423,-85.44215520654895,-86.42380555523232,-146.86307502166008,-78.67919861361328,-110.48000180966544,-45.978053845404965,99.88650301412197,-117.83298063817772,-187.03896564046784,-32.372967064486865,-41.80141706270442,-142.96515319754346
21000,-49.2306525712771,-212.34428771078004,26.128686511093637,55.376220026946186,-35.288331448557166,-27.70014388218378,-194.7454797743513,111.28001498415847,-153.20466323979747,-70.82500665929592,-120.39648567362559,-40.493921341555044,-141.82177702941613,143.73322930442637,-61.490114918405176,-193.887846694552,-146.0810524904632,-18.475932151551746,-36.00915606351866,-74.66842926858106
22000,-47.632559499805815,-34.00715887393603,-59.18015827594016,210.8661211893434,-46.507228447937706,39.32586980895813,-198.1993196561597,25.771699959838752,-50.78218579420903,-22.934325265198186,-98.0589999156776,-15.921457281269992,35.92252223016,80.93842045121957,-252.7109870461609,-108.27042912696254,-101.35334529541251,-49.55418150283097,-22.91977097938769,-81.9591600696486
23000,-71.11240524352108,51.49296640522573,35.432272812620624,141.52450574734385,-58.333290261911934,-4.577337734796912,-284.5173032564231,34.22033604265504,-83.19483257697023,-13.558648841581501,-141.6445116805767,-31.624580513152896,76.69451497165305,192.9769033618717,-124.18830123122227,-114.77504435828394,11.474955763451463,-31.770136129455366,-40.38108684052745,-159.4145235393717
24000,-25.813277267567972,-256.850986481468,27.14580849941282,174.3178589237309,-33.016145904380956,23.323419618416892,-204.038681960334,150.22366592065893,-41.18902620094414,-37.017913335135795,-158.20930316536064,-79.89624236769517,108.22660938356466,91.96471292182196,-83.69771734720932,-86.57105127559085,-17.59964655982284,-29.0508274181463,148.7821482531696,-61.68878762597706
25000,-43.590604401545136,-63.99383933568864,43.38187315724483,244.20739970653247,-35.60573853684263,-1.6105248802913368,-229.0289640188188,83.18377184072948,-73.01968600095378,-7.247020132849102,-153.47956363930123,-48.66639965313075,-42.08712335898883,105.17125070828125,-50.93843519101768,-110.72388626691172,-25.425877727403883,-30.153875608638703,-31.463376265862053,-36.52391836278269
26000,-98.67986742035362,-109.50473093677299,103.4490828019838,179.49293817415568,-49.57388684158273,-8.515538801324178,-131.60747953406974,184.01568772767828,-44.51588263716184,-20.674146638899714,-200.88035221633587,-46.944235208498405,12.78866370799796,-19.775489310849295,-50.47093606107554,-126.2040381067672,-67.69945736780664,-37.97212769250821,42.4988157152163,-1.5519803891924628
27000,-36.920268078696616,-38.40089838715482,-30.957676657351005,183.87328489398723,-65.70648546770975,4.381519402222845,-88.33816349008816,63.13061648734092,-102.82038900335117,-20.95346799056173,-102.07998520703374,-50.43783964965534,-37.669519469019214,-8.30397048072135,-25.290690054384886,-72.4059544818706,-142.49937240474344,-187.7624856579823,59.59769632271289,-13.439324517886613
28000,-36.687057404916054,-77.68530541658642,31.158513423394197,266.828761969783,-83.47672536866524,-30.256550958509212,-15.442321576239076,181.75694838904346,13.611777763220053,22.53327071351569,-65.29557751610228,-22.1684528445907,-38.649947725380734,50.65102626078377,34.533943008496045,30.949819823370785,19.41699777821488,-83.97504904386913,49.3708741619813,-30.373466515819818
29000,-52.33950646579341,-22.390572233873865,3.6023376843079498,229.49161966658463,-132.61911265627154,-7.685283259362252,86.20856502918002,20.263937461942348,-97.8780921768304,-42.83410264832781,-105.06098069894995,0.07872277264995524,165.294264499504,33.925531476125556,-42.56701590362602,-122.43987520707826,-216.53162712467238,-26.04832840559443,-22.746580422638857,-41.93910431889673
30000,-26.314922546004805,-58.119358955127446,-45.77915786994686,38.24585192851715,-97.01838985733428,2.0717006197845707,199.58318849017905,149.11368219696473,-65.05754759056533,-71.38106835432171,-79.11900323395052,-15.461961985918306,213.60968471158367,-43.1224159892591,-24.31913071533424,-71.10671523814803,1.6569057339488567,-45.36631583358022,-87.20897316445985,-14.953492837149545
31000,-54.379687604545516,-31.546255043779713,-45.54268214861227,115.47881150133018,-35.48223719568446,6.826589075210539,15.280590477509103,98.19762414660165,-57.79003102797852,-130.86225692801477,-104.07848658457827,-38.781405762598446,155.8792602081002,19.163322707630655,-32.90288226665351,169.49482970117603,18.17776666251144,-128.45309530335237,71.28938470805782,-70.53783673155544
32000,-8.429004969494812,-38.03620310342838,160.74472767660902,-83.22311465702836,-94.70984901432689,-20.42987828647558,161.78990828294755,62.70192215762512,-62.43595129934884,106.87921201225396,-170.1664836204644,-34.36175864670258,185.92312958761678,16.765586563822325,-39.554012361926546,-175.93380784074319,13.861358837073047,-72.69585399008822,89.17113848940227,-67.20996121835542
33000,-11.821858070648886,-19.56193849796588,-15.094690813558183,13.196538291946277,-61.70708800567187,-77.87297585098592,155.76713228812477,113.55611771075628,-67.20347445384935,-180.40099413224127,-136.2554796657428,-34.31298677671127,216.3894229053,-25.780743743973996,-25.76556420274488,-143.2476118239785,-66.7133733104642,-31.426720230776723,127.21249658942497,-32.38107236312478
34000,-43.06598134383,-34.25602088485709,70.72114474431459,203.98496857706473,-33.52836193785828,-0.6741615195730647,214.38392710773124,183.87028387604323,-202.188007730963,-0.5035421183810413,-133.78604623043165,-25.352957524001056,112.2991251434509,15.802009751591365,-10.590468083348268,121.4111379544653,-24.123843950611302,-103.79651966339769,-43.38661982746341,-30.813340796158688
35000,-14.838711352517947,-27.158171825217675,254.94418380153215,200.7687317046715,-12.757456240813113,58.765179758752616,224.99866213575706,185.1478995894613,-73.18814464097153,33.638448181041866,-67.79121274732192,-31.724654808527962,-41.993152943895424,8.468472880062308,71.24780387963112,46.06353738671438,20.286795831558965,-79.02565609232488,204.58651167142636,194.82249118654485
36000,-38.162819919922704,2.659209939359011,267.0426031219126,121.4841753045351,-38.83136193378197,19.12012704141586,24.020463290008532,49.36744464356618,-62.726665594798185,-7.303083997244613,-137.70507625479365,-19.365706920763753,-38.588564903750076,50.787724573461446,48.70006727276785,234.74249586186647,-37.133489359694494,-52.374644030737834,43.664264246311916,-14.376300351869475
37000,32.93088489808514,-18.34611736440039,-15.970213644729947,71.63929617612034,-16.53305993551956,-27.818500347575025,26.180972703834687,241.93161201567906,20.80595063754482,-11.24711851423968,-161.4056689827054,-39.94399043806319,-29.343385982781715,14.291270088992087,235.87798781243575,237.9802515823328,-13.039289958049809,-60.078068796987395,8.828708390362047,-17.271240046059287
38000,-19.874715442788695,39.61316301554715,23.30199647639402,126.38197911356512,-6.0245176871990935,0.24737409549342004,33.06863403600188,179.62934056520734,14.640083211339913,133.7966633424596,-98.11630156276881,-24.03589467116451,-26.96701833753112,75.74524185724049,35.91377739005018,184.44251587512596,-24.51494797652934,-75.69406882743455,-44.45687234026915,42.629972544445025
39000,-11.21106642917544,-2.6903880773385844,172.96013427832065,61.18326635234492,-6.645761319462923,59.72663117774886,-58.04814864809348,111.3856278040742,20.425576164197974,53.276946486381405,-84.7509330155647,-34.915105109703184,-12.016675400115595,-36.60455844350163,146.99762609356432,-1.7171363210090267,54.27810869221429,-95.47879151140653,4.523416782673038,-5.710207495996536
40000,-23.392704747821483,7.508590391602287,103.45336564090245,58.436276168044266,-12.7688747288398,-4.895592024148385,104.34511931841577,253.81502988690454,89.61766489588416,-258.59020736592487,-69.4997203661702,-26.36663230909062,-31.136789950942028,133.5146712633897,259.1840688312806,214.07102345388353,93.71396870107161,-74.30977704662239,131.05074923159884,-11.403625247369567
41000,-14.604658985046521,109.5748495479827,105.32606058020751,-4.017841426593203,3.868072157382278,12.829428657435109,94.32020354520442,254.66952723458505,67.76631032115303,-2.9277385708047916,-58.376045310794325,-50.945840760755395,146.8544156650327,135.69592270030267,245.66244857193053,213.91611972864357,-17.679719954031654,-44.74575325294143,1.8656623923043665,163.88658310529055
42000,-43.49769028838087,-158.3599421132061,-1.1545651133892818,48.44546042219968,-42.26448728819366,-2.878996977959158,237.67522485604604,204.80037822083167,9.775332183755998,60.28553022337445,-64.8790152714122,-50.322865963559764,162.963675034565,141.65483903768862,266.6984279453347,188.1346877771008,188.36356831774575,-40.81051095362232,-23.81807977061254,90.77218795287602
43000,8.673858097123073,85.19935056789062,-2.762554752050903,8.392151347030506,-6.89396542482337,-1.7296949827851147,152.66249510463024,225.15039824797847,74.61441075225137,-199.72135936894009,-20.634546501583383,-20.342418078013765,78.41020756626136,164.54672829597277,251.52829741146385,170.7653260292257,11.858800628571714,-41.30417880822264,201.42037085730945,-225.85142648448405
44000,13.892196197560978,35.637179098563436,-12.099096835771457,-11.227115974057527,0.42239091296592335,-23.694020653690966,112.84964600040489,129.50171548776396,107.34135313852762,-69.52392238611391,-7.0404132387189575,-41.60565309762905,162.88641176465413,164.60695642512988,241.04078185739982,249.34336677256587,178.26843554681156,-64.64099060347371,154.31002911783415,55.77730608164119
45000,-16.938307892657942,115.14566101914495,15.811706477551937,155.00282778869965,26.7639879370624,94.67038651420738,181.11204052882883,201.2330508385754,164.73163587899742,-30.682545957746424,-12.54466549115493,-23.183373108148192,142.7023887787802,16.849873840138887,150.33198147518104,193.76231094542518,194.28334524977473,-31.08243422355241,149.35846859333043,-8.002942611855149
46000,-45.75311145013787,66.9456182498626,25.397723996078025,28.10749713389121,-13.448121516179066,28.896469647797392,232.78019428727063,216.97816113817396,61.77219694525271,-0.46823978060340316,-107.93333813822794,-32.73610800999823,133.00689016147317,18.98891920896074,235.06284637030544,200.45318840010938,154.84089388124633,23.366187444906245,210.87030650023098,29.805410049081143
47000,-36.52762293903514,48.534172935853775,104.03930172157413,241.65450552609073,-32.716650166114505,20.834483894258742,238.66982026462696,178.48224440298543,63.626854227027216,48.86904122868251,-51.97558507605232,-31.68099051968538,27.51282048031374,87.88678259568631,263.3112232753637,120.45110619724824,219.70110312163612,36.14481825185569,232.91895978674947,7.233290650286636
48000,-26.52841089372824,53.77156079797911,33.84115166466711,137.60294396046513,-42.455660351440976,107.71198337383464,250.0507744946815,142.7936280369153,86.08270429835925,127.74649522172824,-90.14685961228348,-39.08557171613882,142.39903198038675,132.20710664718774,230.35854087771324,213.82885222666778,-52.565610820311406,-5.750932978528035,217.37383416320097,28.915783306758897
49000,-49.40130163935078,119.79166867186511,47.435478184076565,41.967808381611626,-57.77976729507586,35.63187615452997,217.17389297257418,187.91664453919353,23.875226607758137,184.56746656396982,78.90055012109626,-45.115600697014656,145.65099255915322,177.21550706443773,237.10916243563238,134.6756916686633,-18.01014128416456,101.90656411781913,56.68928967333065,2.018389354596986
50000,-39.992298105738726,99.55546201266202,235.46657755479282,35.827525892996555,-43.89286495595687,-217.41787644269252,233.8923510284679,211.93545558573229,-58.03235779604512,45.627519801943635,-48.50426653796156,-35.641928283605154,123.38526929962067,-4.393043327659233,275.89897858985336,209.9596075751499,176.4142144184447,-142.4548081110456,222.66135718401176,-59.058169432777454
51000,-82.38824053417777,130.57551316763013,66.93177496810107,55.16691487877022,-47.22790763084098,-84.44986233599654,113.49860388166572,202.3170355840002,-10.325670713614176,44.93211093274607,26.172855045325278,-55.392403361705135,145.72209649586384,33.9367776968734,58.56036498880072,119.16409718962949,94.32413459125569,5.748559306167487,139.87829787725127,3.668153191083922
52000,-54.662404005180726,254.28858924572486,106.08730603529818,64.39512145101745,-103.50970164730627,70.72347051203879,104.29883754820644,91.23926790489679,138.6432561103627,67.72444365351681,21.803283176841806,-18.961180561093553,166.26475751547295,-8.894177080656931,75.54786013226459,105.63196718939373,68.13581574683325,-93.65779974347585,175.76030036437086,196.22981702236962
53000,-100.71453273333138,97.71627049780794,19.337619692847596,74.44332167729353,-41.238434831266254,105.48112371106846,234.05292882554104,178.5811125251944,71.74914477902591,149.48341658997575,105.00044882954707,-29.01269692274229,159.83641870503243,22.31072488442972,180.25871436091987,182.37574562035775,221.03706066739983,7.618217351300586,146.89300196774514,-114.7171331103599
54000,-39.486911965144515,187.90584820435492,16.959518311722345,69.49007712899119,-33.767384401818425,106.04289045239494,237.14259495490413,241.16780973213386,123.92378082937866,180.23056962578997,92.50880093389064,-138.9015455013595,155.2817943929955,33.010695198285,183.304855482254,188.0085965969062,235.7471463910983,-8.337446053810362,27.535045991612368,211.75418790831665
55000,-8.04565953243055,74.09331023508847,206.95337691596004,97.8271938231134,-31.72613892270807,273.44742882263336,175.43031714499838,183.01003458646548,98.21642197967515,178.7103890322725,129.98046089495213,-60.061043871130146,168.82963788018412,84.64706851920185,197.76799792341126,216.03990144617296,31.92123268541781,-4.017751318030739,73.40460800338002,97.32801265760287
56000,-9.513966773523604,235.14661326260568,81.02298730774869,108.69683465902649,-5.471462237966194,196.87183692112941,244.0811626518862,260.63493086161327,136.30261591965208,-9.771252008237099,14.071791597617619,-11.813645055659501,231.4375187595057,178.46018829881768,250.35740142948148,236.1427278107461,236.56113328478213,4.7228830126020425,180.9271954341425,25.511957592867322
57000,-8.54663835820998,96.18815151442017,79.49976354376433,235.44958261959104,101.60701912633253,128.61696247956908,233.48450831476654,227.70482214863014,105.01736788545968,34.91897377226879,221.30832503646937,-35.962845382998296,222.57890052005254,27.77868557312101,167.91850422061734,238.96510419105047,140.8045503693879,20.71025317009247,66.78795436370378,84.06180285729788
58000,-31.79146980890197,91.47186953706402,54.53965888640298,182.10135618807604,85.27741076090105,3.4160699575346936,229.2561198050452,77.06760630285378,179.07293356916787,-55.6708374566741,-6.298073412473177,-46.022779846151934,127.66382313605266,161.75539173736033,172.8940795460368,223.31552303023372,-33.68652539959783,-8.342806223926862,172.14722545091192,79.69404535878941
59000,14.486937942924392,49.87230680725468,-31.659576203810314,261.9925821956272,79.33876432123155,100.00770399950268,265.88174695757283,80.20748872590212,107.6643555077173,-55.866944108377105,63.42693099135923,-13.121140258622383,177.98535257984,17.867394407504776,210.09720758311718,193.79926235557767,94.36838729660285,-22.20858860909829,107.43289287629493,151.81477999123783
60000,33.55545351984611,-106.34926708044058,-27.078085615293347,199.0616217439605,148.26871434870043,151.34761306976827,271.4424224638001,232.09773997534407,84.88435741800957,-56.583001731987935,156.97554691041827,-16.879646878520127,140.64711729603172,-4.537753185937437,230.43220047911268,196.3475559929591,-23.921988470554254,-17.698469689547697,182.90046026721268,175.49911440389903
61000,61.29150549918526,-100.22366110851037,62.82480205503759,243.40448915401961,62.995636036730616,68.5910668506914,265.1784097405999,102.49355969156578,189.43103890965338,47.562545871963415,-34.43891121544747,-30.337366747542376,138.52811559129995,-14.152604482537548,83.28965592290903,213.9088923475166,85.11204587809782,82.25345406238385,247.58201397645806,216.95100876341553
62000,74.34823694688814,-64.96832967408623,47.80266718549563,252.93806749710623,137.63836909049323,-6.471898086172412,274.641523729392,29.79567811245077,82.05948020927512,257.51456695226005,17.53031608270081,-11.422076706584448,79.15962590796107,160.42197429764875,122.02721272817769,226.64114224353702,114.6731475266944,10.131402564862528,108.7482460941066,255.37760251556105
63000,-33.23831738368245,-90.81699006069391,-28.184200454580548,115.18696092292619,145.5409220068701,1.7089519213877271,90.76038627576253,-134.1511372778463,60.9462815410998,114.26576537034691,157.12568753195544,-27.297048979005893,206.30397708934015,211.12459304816954,146.2658724424954,89.15586471706679,175.6638015357869,-27.582419252188345,244.96138690934404,264.7017878075931
64000,38.439573478796866,-6.3340000982699065,71.53640982845313,250.36952734684053,214.2301195346066,-15.69822246990676,278.3796718167799,47.143837509899775,202.65646239899277,244.86511959629993,206.5315846720949,-31.94612511401904,181.75289487717396,183.431226809584,231.81309608095853,145.38678768452112,131.74595392030906,9.413240013846252,166.74160695475643,242.83435620525543
65000,-33.40764319512117,7.277581575730508,100.849223886518,170.95133445792098,45.85568254567381,87.52571243003275,277.76974412286586,23.371231561682958,10.592327532462386,83.83156648507429,91.24514144926563,-19.20558757160765,126.11470536103263,144.74061025356235,240.9194538143813,165.26077308107375,89.41340156104116,2.6231170001001765,25.747847700889896,264.90380198766144
66000,59.84489463566055,145.00061885144999,63.209557499797086,168.19022439447886,238.05946912787053,-11.14245009911597,278.5197148054085,52.819691416526325,121.23399064940072,62.74523651481163,200.30968623963653,-9.142670569418133,229.69993566310234,13.371780857054526,137.1333594818166,77.3315233740941,148.24641877154008,16.353529212883895,172.59785635937965,258.2017636884938
67000,95.51212834771896,-35.309527415890436,153.7293330665006,228.63406163201122,254.4072893733653,16.481096211023793,186.2822110477331,159.6159341585745,81.09955537905734,51.91995207768366,78.70689229782124,58.324665809397835,86.89119721460922,83.38458476787677,152.36742367397665,115.54206686089073,145.76358624941955,70.50099947553358,87.09215546889185,192.19810247370683
68000,51.31106803916177,161.45023107113644,58.16828822877579,253.298115553211,235.00930277871262,-3.126471590830102,271.6696317852997,199.0753212442452,144.11123325530983,3.681509571983535,59.009486806906835,-20.86634962930197,4.887343726310237,160.05820689152972,178.37619553151865,104.1253135223415,160.71623999702413,65.54946519767186,8.617927226951295,255.34103451999886
69000,8.526728702810304,107.32110780432458,44.79854616760317,218.01058951181506,256.56987538232346,-18.222694688466202,257.8279560753896,136.40116492105585,148.28615526257022,23.17884800535354,190.59517067097718,-4.047115801697001,2.635668341917731,236.7703325542249,218.74980917914482,129.13337879731137,51.84078770813533,62.19782284481811,2.26772085408561,284.4191095828721
70000,59.36127309015776,-10.140384775377532,129.21328687271958,272.2677429660348,256.2786617044904,46.48984698173283,251.61899287938482,137.61668464981824,38.76478954497982,12.926072740264777,121.95994815408231,-3.6895853436940604,18.565819313703432,129.95595126060746,181.4726269083175,247.50166490117908,126.1616003936313,8.31471954980642,153.75378197990725,168.78427225878747
71000,111.97256630630282,148.30845426387694,75.26890148225748,195.88010865317685,101.92481725057807,101.38569960030152,248.79348556967463,133.47391690027368,-35.21662818645918,2.1877338157152764,97.6700716512613,-12.69075867881792,-9.409602029217993,107.17392726354386,131.38448386694452,196.1802333724929,143.81686750656516,13.939993444559457,84.27558309136226,189.81955901152503
72000,-44.166441536567326,-26.919944795034937,39.137603639236865,265.16485314441763,237.00333068047857,54.99520794353443,95.82624313371507,134.68588146929832,134.80333593350687,-0.19040455877895113,117.31610118698558,-18.14582723017569,75.22611501289343,110.46082934939646,173.1247033612259,262.22201655594114,-2.302851976959849,81.34982146030755,2.3058325155053416,119.50103515473445
73000,70.00277062318827,11.512162366085684,9.062988469306722,198.34767726172512,254.0323674559238,-31.6050813273266,247.83533757772457,175.65728871038218,33.99307966988555,8.102909402314978,197.90999094700257,-5.973269018462197,156.68603895353044,32.13418595535239,222.7453680119684,246.55936751939507,-61.18152269157256,90.58541273182617,92.14738234331985,91.97372944027946
74000,51.43646324310898,21.34103180790778,10.763896075208876,260.4256745904729,118.08101011629083,143.51152088453316,262.10811162128283,189.09297936612597,42.510982283271126,76.7430178312532,187.31451439113224,0.1394968592493798,66.82950905081535,177.73481635871644,145.57097310190792,114.64362779839973,109.32957443795756,-16.733703633597866,-11.335255287766941,175.6462196936237
75000,17.208746923460545,103.4926908872928,4.895982334063551,181.14954561582613,249.04209203886998,150.5985381458461,263.47522897723826,113.90190635301504,130.9453900138359,-27.064226963591008,190.351688737653,-5.770415492876743,121.54494274497426,110.68638665963785,185.9367141007051,212.89350758543569,27.718455132228986,-7.5444619004234985,2.246854234087351,162.51965631737414
76000,-36.39964043935746,121.21125004971175,15.492217419068083,158.60955957993679,145.86954078185562,151.74434740584195,247.71462496621749,227.60200345799225,149.81048357684304,-22.179039355171067,168.41523969305436,-41.96825548968358,167.73984553999563,32.74573413383625,255.8689348612286,118.24662680561259,97.61173714794143,155.8205108861939,99.36604797870991,127.88042765375144
